t PE VE R R2
1 0.308059 0.573401 0.203446 0.119497
2 -0.594824 0.600519 0.169906 0.148032
3 -0.858059 0.615552 0.121639 0.159799
4 -0.643376 0.620936 0.0471495 0.159753
5 -0.27303 0.628809 -0.0628 0.167001
6 0.0114583 0.653719 -0.208321 0.207116
7 0.0985139 0.706735 -0.378492 0.301773
8 0.0435307 0.79122 -0.554357 0.453704
9 0.073076 0.88555 -0.719262 0.643205
10 0.470018 0.972482 -0.863843 0.841757
11 1.35866 1.0404 -0.980277 1.01915
12 2.34982 1.09283 -1.06338 1.15855
13 2.85581 1.14465 -1.11784 1.2689
14 2.92343 1.18962 -1.14365 1.34019
15 2.7089 1.21861 -1.13905 1.35981
16 2.37431 1.22745 -1.11174 1.33462
17 2.09921 1.20448 -1.0665 1.26219
18 1.87425 1.14399 -1.0059 1.14256
19 1.64136 1.06737 -0.945833 1.01117
20 1.18546 1.02521 -0.924127 0.949269
21 -0.225703 1.06491 -0.956809 1.02134
22 -2.15483 1.19045 -1.03624 1.22591
23 -3.31836 1.41039 -1.19041 1.61017
24 -3.2698 1.7432 -1.41712 2.22146
25 -2.10284 2.18128 -1.68445 3.05088
26 -0.272741 2.67092 -1.95054 4.00176
27 1.61079 3.13709 -2.18434 4.93782
28 3.11688 3.52143 -2.37082 5.74811
29 4.13178 3.7943 -2.50353 6.35776
30 4.78037 3.93481 -2.57731 6.70365
31 5.21554 3.91988 -2.58556 6.7266
32 5.41444 3.74146 -2.52289 6.398
33 5.15617 3.44359 -2.39852 5.79276
34 4.55109 3.12418 -2.25142 5.12399
35 4.07267 2.83892 -2.11526 4.53833
36 3.81065 2.58982 -1.99502 4.04463
37 3.69319 2.37776 -1.89141 3.63696
38 3.69569 2.20567 -1.80673 3.31527
39 3.79949 2.07141 -1.7408 3.07083
40 3.95723 1.96742 -1.68963 2.88466
41 4.09621 1.88168 -1.64575 2.72962
42 4.1531 1.79862 -1.59937 2.5734
43 4.09725 1.70345 -1.54108 2.38756
44 3.89215 1.59053 -1.46569 2.16135
45 3.4268 1.46911 -1.37458 1.90967
46 2.57206 1.35445 -1.27298 1.65878
47 1.50002 1.24899 -1.16492 1.42142
48 0.714672 1.14835 -1.05775 1.20624
49 0.466743 1.064 -0.968604 1.039
50 0.521548 1.01659 -0.918687 0.949471
51 0.514638 1.01592 -0.918392 0.949065
52 0.416914 1.05803 -0.962967 1.0302
53 0.569894 1.13221 -1.04359 1.17993
54 1.00904 1.23184 -1.14771 1.38912
55 1.36883 1.34172 -1.2447 1.61208
56 1.54713 1.41504 -1.29655 1.74775
57 1.74019 1.39761 -1.27843 1.70503
58 2.06746 1.27411 -1.18403 1.46735
59 2.40723 1.07874 -1.02275 1.0985
60 2.5819 0.871215 -0.816791 0.705858
61 2.64194 0.696287 -0.58755 0.373169
62 2.79291 0.567463 -0.329849 0.127764
63 3.09514 0.506879 -0.0324499 0.0123321
64 3.44055 0.535358 0.24842 0.0693527
65 3.61102 0.603617 0.437833 0.202952
66 3.32995 0.659581 0.527532 0.303444
67 2.50409 0.689359 0.546721 0.347081
68 1.58936 0.690226 0.523485 0.341854
69 0.954764 0.665356 0.469696 0.296055
70 0.589176 0.628301 0.392044 0.226637
71 0.385859 0.589957 0.299863 0.155517
72 0.297636 0.558518 0.202188 0.0979543
73 0.283711 0.537114 0.10036 0.0595687
74 0.0889488 0.532855 -0.0119834 0.0489636
75 -0.811034 0.558958 -0.131374 0.0857877
76 -2.56307 0.615759 -0.236313 0.171551
77 -4.53174 0.676458 -0.290335 0.258929
78 -5.94261 0.701799 -0.249252 0.282116
79 -6.63781 0.705622 -0.124586 0.262899
80 -6.10129 0.701979 0.0358805 0.250224
81 -3.9705 0.693476 0.244044 0.269444
82 -0.889128 0.73285 0.515091 0.40089
83 1.64238 0.864204 0.78602 0.684651
84 3.02803 1.00493 0.977613 0.984812
85 3.73524 1.13916 1.11975 1.26568
86 3.94554 1.27124 1.23109 1.52738
87 3.89606 1.39229 1.31612 1.75466
88 3.7725 1.49953 1.38226 1.94796
89 3.63225 1.60174 1.44056 2.12809
90 3.52562 1.712 1.50305 2.32509
91 3.53694 1.84629 1.58262 2.57707
92 3.74502 2.03183 1.6957 2.94455
93 4.17841 2.31599 1.86271 3.5257
94 4.77791 2.74929 2.09307 4.41874
95 5.4059 3.3107 2.35504 5.56888
96 5.95656 3.86973 2.58485 6.69805
97 6.38371 4.30121 2.74244 7.54294
98 6.47872 4.56296 2.82167 8.00501
99 5.85167 4.65142 2.82614 8.07186
100 4.426 4.58695 2.76907 7.8089
101 2.34262 4.45767 2.67964 7.39117
102 -0.575254 4.30993 2.56873 6.89502
103 -3.69162 4.03832 2.42051 6.22334
104 -5.97588 3.68715 2.26167 5.51155
105 -6.75753 3.35784 2.12998 4.92822
106 -5.77019 3.07032 2.03695 4.4934
107 -3.18611 2.82471 1.98242 4.18736
108 0.251004 2.65531 1.97071 4.03674
109 2.91418 2.59966 1.99665 4.05985
110 3.75765 2.58512 2.01185 4.08844
111 3.71987 2.50704 1.97857 3.94888
112 3.60515 2.36267 1.90673 3.66816
113 3.58409 2.18255 1.81278 3.31644
114 3.68049 1.99434 1.70992 2.94993
115 3.86974 1.82229 1.61117 2.61611
116 4.03913 1.68705 1.5295 2.35374
117 3.96608 1.60732 1.4773 2.19491
118 3.3645 1.5977 1.46176 2.15829
119 2.16464 1.64578 1.47097 2.2099
120 0.818688 1.70114 1.47642 2.25973
121 -0.12436 1.72198 1.45907 2.24369
122 -0.584312 1.6802 1.40265 2.11873
123 -0.823787 1.54748 1.2872 1.84631
124 -1.1518 1.34416 1.11699 1.47128
125 -1.76362 1.12193 0.915006 1.08195
126 -2.4799 0.961892 0.718085 0.770261
127 -2.73156 0.838294 0.538361 0.532818
128 -2.31538 0.725263 0.370191 0.336758
129 -1.45608 0.629195 0.220562 0.18658
130 -0.389106 0.563889 0.102904 0.093466
131 0.612003 0.531967 0.0191937 0.050701
132 1.33918 0.526142 -0.0309654 0.0409549
133 1.69078 0.532234 -0.0509111 0.0479835
134 1.75591 0.541332 -0.0519768 0.0600929
135 1.80571 0.546603 -0.0433095 0.067275
136 2.00548 0.545002 -0.0281 0.0655587
137 2.36907 0.538099 -0.00792884 0.0567513
138 2.86235 0.528367 0.0145969 0.0437793
139 3.36515 0.518297 0.037712 0.0298589
140 3.62144 0.511592 0.0610304 0.0204177
141 3.45369 0.511544 0.0827563 0.020703
142 2.92762 0.518357 0.0970111 0.0317673
143 2.18626 0.531192 0.0956363 0.0515878
144 1.32203 0.551183 0.0732777 0.0788206
145 0.39538 0.580522 0.0294671 0.114167
146 -0.497266 0.619525 -0.0367475 0.157841
147 -1.2028 0.666158 -0.134746 0.211626
148 -1.56387 0.722121 -0.278164 0.289814
149 -1.48474 0.799886 -0.472946 0.425938
150 -0.979693 0.918735 -0.704842 0.656409
151 -0.0776268 1.03721 -0.921066 0.946784
152 1.24931 1.08008 -1.03399 1.10997
153 1.94423 1.06668 -1.03566 1.10169
