t PE VE R R2 BS
1 28.5095 1.31517 0.000535585 0.0904516 0.0748819
2 27.7257 1.35247 0.00137531 0.0963122 0.109358
3 26.6856 1.4121 0.0020503 0.105794 0.142717
4 25.4602 1.48966 0.00253137 0.117795 0.173547
5 24.2922 1.57172 0.00334667 0.129835 0.200218
6 23.0541 1.66363 0.00476104 0.142821 0.225557
7 21.637 1.76986 0.00647299 0.157375 0.250175
8 20.2512 1.87817 0.00810136 0.171469 0.271692
9 18.9942 1.99742 0.00798611 0.186888 0.292192
10 17.8089 2.12872 0.00807139 0.203586 0.311648
11 16.8318 2.2522 0.00979722 0.218891 0.329536
12 15.9702 2.38892 0.0116248 0.235793 0.346611
13 15.2728 2.51984 0.0138528 0.251602 0.361413
14 14.6951 2.6611 0.0163334 0.268512 0.374782
15 14.3104 2.78741 0.0191512 0.282985 0.385048
16 13.9318 2.91518 0.0218583 0.297236 0.395983
17 13.7412 3.03952 0.0242661 0.310874 0.405971
18 13.6706 3.16311 0.0258139 0.324475 0.416157
19 13.5968 3.27381 0.027754 0.336344 0.424857
20 13.4488 3.40477 0.0296129 0.350284 0.434091
21 13.274 3.52732 0.031176 0.363575 0.443496
22 13.0395 3.67496 0.0342622 0.378982 0.453703
23 12.8533 3.80355 0.0365674 0.392406 0.46287
24 12.7644 3.92012 0.0378416 0.40498 0.471686
25 12.4558 4.04066 0.0383274 0.417421 0.479507
26 12.1082 4.15663 0.0398743 0.429228 0.486939
27 11.5359 4.28934 0.0404937 0.442325 0.494588
28 10.9464 4.41238 0.0399864 0.453769 0.501056
29 10.186 4.54424 0.0400945 0.466089 0.50927
30 9.40016 4.69902 0.0400081 0.479894 0.517785
31 8.63512 4.85247 0.0401993 0.493595 0.527671
32 7.83818 5.01497 0.0381891 0.507323 0.53686
33 7.16631 5.15142 0.0361388 0.518676 0.544007
34 6.7068 5.26042 0.0333449 0.527861 0.549176
35 6.38517 5.37586 0.030115 0.53694 0.554034
36 6.35839 5.46851 0.0278422 0.545284 0.559451
37 6.41382 5.52065 0.0264463 0.550405 0.562351
38 6.73732 5.54609 0.0261656 0.552704 0.563798
39 7.12497 5.56443 0.02602 0.554412 0.565023
40 7.43624 5.57997 0.0263314 0.555271 0.566445
41 7.5616 5.6195 0.0273484 0.558966 0.567805
42 7.61372 5.66483 0.0279015 0.563081 0.569013
43 7.49742 5.72221 0.0289443 0.567802 0.571081
44 7.30187 5.79708 0.0302074 0.573327 0.57287
45 7.00635 5.88021 0.0306117 0.579586 0.574984
46 6.61316 5.95791 0.0312174 0.58601 0.577588
47 6.13643 6.03686 0.0322252 0.593292 0.580561
48 5.79876 6.12456 0.032789 0.600412 0.583666
49 5.60762 6.21187 0.0328335 0.608127 0.587287
50 5.3473 6.30055 0.0328967 0.615404 0.590119
51 5.28321 6.37538 0.033505 0.622088 0.592055
52 5.51086 6.42604 0.0353902 0.626755 0.591222
53 5.70552 6.49667 0.0371624 0.633144 0.591141
54 5.88121 6.55513 0.0391367 0.638903 0.590349
55 6.19663 6.60413 0.0422318 0.644102 0.589248
56 6.46706 6.65032 0.0447158 0.649309 0.589214
57 6.79987 6.66231 0.0452832 0.652463 0.590398
58 7.20318 6.69082 0.0462746 0.657058 0.593418
59 7.65454 6.69146 0.048341 0.659012 0.595658
60 8.21953 6.69116 0.0493644 0.66052 0.597378
61 8.56486 6.7307 0.0496479 0.66492 0.600014
62 8.7508 6.79242 0.0502671 0.671758 0.602925
63 9.05177 6.8229 0.0517989 0.67746 0.6043
64 9.14202 6.88351 0.0538112 0.684943 0.606474
65 9.2434 6.93911 0.0551904 0.691697 0.608955
66 9.33644 6.98171 0.0561235 0.697463 0.611039
67 9.37834 7.03507 0.0577895 0.704029 0.613619
68 9.3402 7.08414 0.0585392 0.709362 0.617046
69 9.18185 7.12477 0.059364 0.71369 0.618539
70 8.91171 7.19228 0.0606423 0.719367 0.62018
71 8.65921 7.28837 0.0624591 0.726799 0.623476
72 8.37771 7.42796 0.0652649 0.737114 0.627479
73 8.17865 7.55591 0.067015 0.746186 0.631019
74 8.14188 7.64892 0.0693622 0.75314 0.633047
75 8.00465 7.73631 0.0721375 0.761716 0.635827
76 8.04046 7.7897 0.0742918 0.767762 0.637161
77 7.99145 7.84272 0.0745352 0.774178 0.640131
78 7.75273 7.90602 0.0756835 0.781029 0.643508
79 7.48216 7.96376 0.0762696 0.788064 0.647063
80 7.12307 7.99171 0.0773329 0.791179 0.649343
81 6.70524 8.00214 0.0782007 0.793082 0.651013
82 6.38131 8.02157 0.0777543 0.797001 0.65293
83 6.11377 8.08128 0.0765947 0.803488 0.654967
84 5.85516 8.11754 0.0757972 0.808234 0.656468
85 5.51628 8.14773 0.0754135 0.811453 0.657103
86 5.2799 8.19379 0.0740475 0.816276 0.65863
