t PE VE R R2 BS
1 3.19954 0.184277 -0.0129228 0.0632891 0.047313
2 3.12118 0.243655 -0.018421 0.0647645 0.0715741
3 3.01471 13.3475 -0.0258281 0.0674601 0.0947135
4 -0.0789504 0.7659 -0.0348133 0.204062 0.191285
5 -7.09699 3.6946 -0.0445313 0.554736 0.292591
6 -17.1805 9.11815 -0.0559724 1.06593 0.418673
7 -29.8361 17.6039 -0.0666923 1.8366 0.657791
8 -47.706 36.0712 -0.0778662 2.92904 0.908161
9 -69.4707 40.8411 -0.0870311 4.25828 1.13993
10 -92.7087 70.8319 -0.0966672 5.71168 1.35722
11 -115.953 158.955 -0.10584 7.19849 1.55277
12 -143.888 111.904 -0.115079 8.66539 1.72793
13 -168.311 182.365 -0.121963 10.0469 1.86985
14 -186.846 120.467 -0.125842 11.3195 1.97866
15 -201.189 145.856 -0.129152 12.44 2.06377
16 -211.425 966.501 -0.12991 13.407 2.13082
17 -225.96 158.209 -0.128663 14.5878 2.25151
18 -248.568 305.601 -0.126534 16.2163 2.3704
19 -273.904 198.649 -0.129181 18.1172 2.4746
20 -300.702 271.619 -0.13332 20.1231 2.57317
21 -326.408 451.999 -0.136928 22.1034 2.68109
22 -350.174 312.295 -0.13938 23.9741 2.7921
23 -370.031 371.416 -0.142801 25.658 2.88095
24 -385.253 397.452 -0.143547 27.1385 2.95262
25 -395.386 439.322 -0.141333 28.4046 3.01245
26 -399.648 515.844 -0.136883 29.3927 3.05564
27 -398.348 506.176 -0.133205 30.1033 3.09159
28 -391.458 502.224 -0.128865 30.5524 3.11317
29 -379.996 506.026 -0.122481 30.7418 3.13711
30 -364.215 504.384 -0.116729 30.6819 3.15485
31 -345.253 496.134 -0.114258 30.4348 3.16654
32 -323.305 481.408 -0.113182 30.0066 3.17267
33 -299.916 462.273 -0.113726 29.4462 3.17793
34 -275.998 504.964 -0.110493 28.7655 3.17644
35 -251.321 415.255 -0.109604 28.0589 3.15887
36 -228.133 390.025 -0.109084 27.3327 3.14333
37 -206.66 365.073 -0.10779 26.6299 3.1525
38 -186.717 340.279 -0.108588 25.9274 3.16265
39 -168.648 316.462 -0.105997 25.2298 3.16802
40 -152.4 294.217 -0.102969 24.5344 3.16676
41 -138.104 273.434 -0.100449 23.8564 3.16124
42 -125.359 254.906 -0.0965064 23.2091 3.15205
43 -114.132 239.913 -0.0956516 22.5976 3.13912
44 -104.341 437.597 -0.0927961 22.0109 3.11998
45 -98.2197 352.12 -0.0908349 21.47 3.13739
46 -94.3215 194.237 -0.0872298 21.0051 3.18011
47 -92.4393 183.388 -0.0840172 20.6008 3.21012
48 -91.9795 174.565 -0.0812803 20.2576 3.23098
49 -92.4615 167.861 -0.0799121 19.9635 3.24497
50 -93.346 225.847 -0.0805121 19.6875 3.25219
51 -94.8877 158.566 -0.0799835 19.4201 3.27523
52 -95.7439 156.326 -0.0789748 19.1334 3.28911
53 -96.2125 153.741 -0.0780457 18.8481 3.29188
54 -95.9093 159.708 -0.0756114 18.5501 3.28762
55 -96.0641 135.896 -0.0722716 18.2304 3.26997
56 -95.3016 135.254 -0.0692772 17.9059 3.25442
57 -93.774 126.625 -0.0674522 17.5625 3.23248
58 -91.5442 122.323 -0.065026 17.2013 3.20663
59 -88.8269 118.233 -0.0646688 16.8334 3.18268
60 -85.4359 112.869 -0.064525 16.4264 3.15812
61 -81.244 107.853 -0.0617103 15.9812 3.13413
62 -76.8367 103.305 -0.058338 15.5376 3.11099
63 -72.1177 269.106 -0.0554981 15.0938 3.08753
64 -78.9691 94.5725 -0.0525257 14.7891 3.0407
65 -87.6902 105.776 -0.052052 14.6483 3.04631
66 -96.5991 89.0768 -0.0508864 14.5999 3.05806
67 -105.414 87.8192 -0.0473051 14.6109 3.05964
68 -113.29 87.4423 -0.0434161 14.6272 3.05063
69 -119.969 87.9097 -0.0373968 14.6498 3.03448
70 -124.827 88.5955 -0.0293163 14.6488 3.01404
71 -127.572 89.3175 -0.0231317 14.6105 2.98848
72 -128.183 89.7651 -0.0191704 14.5286 2.95701
73 -126.87 89.8644 -0.0169063 14.4015 2.91944
74 -124.128 89.6042 -0.0139816 14.2584 2.87985
75 -119.675 88.625 -0.0112082 14.048 2.83328
76 -113.892 86.9088 -0.00815335 13.7769 2.78104
77 -107.313 85.0565 -0.00139512 13.4961 2.72888
78 -99.9809 83.7333 0.00661501 13.1822 2.67424
79 -92.1648 83.4454 0.0140129 12.8558 2.61838
80 -84.1328 80.9165 0.0229968 12.4965 2.55882
81 -75.729 72.3744 0.0322192 12.1167 2.49558
82 -67.7516 68.5596 0.0409537 11.7324 2.43004
83 -60.2095 64.9354 0.0492463 11.3732 2.36943
84 -52.9959 61.2285 0.0565446 11.0186 2.32201
85 -46.3099 57.623 0.0669072 10.678 2.28196
86 -40.2197 54.2683 0.0771129 10.3565 2.24797
87 -34.7881 51.2577 0.0840259 10.0654 2.22019
88 -29.9025 48.3865 0.0883624 9.78444 2.19167
89 -25.5709 45.7738 0.0923007 9.51876 2.16429
90 -21.9314 64.5917 0.0974001 9.27127 2.14105
91 -18.6249 41.1976 0.0987709 9.03669 2.12314
92 -15.9546 39.2298 0.101258 8.8416 2.10741
93 -13.8771 37.648 0.103577 8.65888 2.0884
94 -12.2685 36.4243 0.106404 8.50623 2.07108
95 -10.9674 35.6415 0.107116 8.36381 2.05288
96 -9.95274 38.3255 0.105715 8.22521 2.03382
97 -9.1123 35.2941 0.106363 8.09448 2.01429
98 -8.52675 32.4178 0.108967 7.98154 1.99546
99 -8.09395 31.4158 0.110049 7.86143 1.97491
100 -7.74323 30.597 0.112463 7.74993 1.95365
101 -7.45601 29.8732 0.114203 7.6444 1.93192
102 -7.07483 29.1379 0.114251 7.53522 1.90802
103 -6.70247 28.4439 0.113899 7.42218 1.88493
104 -6.37531 27.8631 0.113988 7.31388 1.86565
105 -5.99377 27.2931 0.114371 7.19886 1.84375
106 -5.56361 26.6882 0.115873 7.07684 1.81985
107 -5.07689 26.3407 0.116456 6.95863 1.79586
108 -4.5639 27.2572 0.116801 6.84532 1.77483
109 -4.08465 46.3238 0.11771 6.73846 1.75687
110 -3.46144 23.5407 0.11909 6.61417 1.73249
111 -2.83386 22.3827 0.120616 6.49815 1.71088
112 -2.21875 21.5896 0.123093 6.38124 1.6926
113 -1.71044 20.8706 0.123729 6.26309 1.67493
114 -1.28995 20.2862 0.123512 6.16478 1.65972
115 -0.847048 19.7238 0.122544 6.07237 1.64502
