n t PE VE R R2 BS
0 0 0.063586 0.109977 0.00963141 0.0502352 0.0551626
10 2566 0.549811 1.05369 0.0979834 0.484521 0.535583
20 2304 0.428462 0.977005 0.0955746 0.45362 0.510272
30 2161 0.328586 0.927016 0.0935506 0.431687 0.493218
40 2567 0.234352 0.886459 0.0767927 0.41108 0.48301
50 2270 0.155747 0.848384 0.0450917 0.390295 0.477093
60 2225 0.0814166 0.818068 0.0122459 0.373693 0.474686
70 2544 0.0271764 0.797464 -0.00371597 0.361595 0.476563
80 2150 -0.0414333 0.781495 -0.00744553 0.35084 0.481538
90 2664 -0.13373 0.776734 -0.0155481 0.345389 0.485691
100 2321 -0.207207 0.771563 -0.0120789 0.341024 0.483538
110 1962 -0.291621 0.771898 -0.000945617 0.34065 0.484849
120 2540 -0.342781 0.780126 0.0010502 0.345004 0.489741
130 2547 -0.372043 0.792359 -0.0126059 0.350864 0.495332
140 2535 -0.392206 0.801929 -0.0290482 0.356119 0.498998
150 1926 -0.391795 0.806808 -0.044988 0.361168 0.4998
160 2557 -0.360513 0.814519 -0.0656299 0.369675 0.498532
170 2537 -0.316925 0.836294 -0.0887401 0.386258 0.496781
180 2549 -0.272474 0.866786 -0.0965231 0.405977 0.497908
190 2596 -0.204581 0.915745 -0.117168 0.435813 0.502586
200 1926 -0.0896663 0.965828 -0.147414 0.474671 0.503804
210 2547 0.0347833 1.01421 -0.16685 0.51857 0.50678
220 2544 0.205837 1.04838 -0.179292 0.559957 0.507214
230 2558 0.364522 1.07077 -0.18178 0.59602 0.500491
240 1940 0.517333 1.07735 -0.186028 0.622561 0.488211
250 2555 0.659284 1.07089 -0.192862 0.636204 0.472599
260 2570 0.772185 1.04608 -0.193999 0.63406 0.451807
270 2545 0.830336 1.01304 -0.195355 0.624327 0.43193
280 1910 0.813781 0.980722 -0.200841 0.607884 0.419088
290 2659 0.751658 0.924546 -0.204882 0.571796 0.412073
300 2446 0.731626 0.863279 -0.206338 0.529852 0.410734
310 2561 0.707717 0.816704 -0.211324 0.496343 0.410123
320 1909 0.692477 0.787905 -0.242686 0.476393 0.404084
330 2546 0.656295 0.784301 -0.295353 0.474864 0.3975
340 2559 0.579409 0.803206 -0.338173 0.487998 0.40082
350 2559 0.567119 0.842548 -0.377702 0.514715 0.412764
360 2556 0.607228 0.898934 -0.418071 0.548876 0.42298
370 2441 0.66517 0.969483 -0.447885 0.588506 0.436942
380 2024 0.731491 1.02494 -0.472687 0.618802 0.449949
390 2556 0.787707 1.08072 -0.482033 0.641248 0.464506
400 2559 0.912118 1.15268 -0.480841 0.667637 0.481151
410 2547 1.10452 1.22491 -0.487628 0.701257 0.498621
420 1978 1.32561 1.28872 -0.504648 0.74043 0.51335
430 2496 1.49953 1.35279 -0.522784 0.781001 0.527121
440 2546 1.67368 1.38753 -0.53823 0.813043 0.530332
450 2297 1.829 1.38323 -0.529209 0.819232 0.525798
460 1940 1.9711 1.36375 -0.515405 0.821028 0.511866
470 2554 2.09198 1.3124 -0.495329 0.804353 0.49231
480 2509 2.2032 1.23886 -0.472756 0.772913 0.475788
490 2715 2.28138 1.17365 -0.457874 0.739545 0.460163
500 2382 2.26146 1.09862 -0.433899 0.693878 0.444083
