n t PE VE R R2 BS
0 0 0.070939 0.127275 -0.0246756 0.0561402 0.0532444
10 1855 0.738993 1.26298 -0.261263 0.570611 0.532113
20 1839 0.837107 1.20659 -0.28853 0.568143 0.52239
30 2460 1.01066 1.11848 -0.318512 0.55253 0.500458
40 1845 1.14354 1.03179 -0.352125 0.534204 0.468367
50 2463 1.19133 0.976867 -0.389776 0.522788 0.44555
60 1842 1.20999 0.958496 -0.425651 0.524057 0.42731
70 1836 1.19162 0.945694 -0.442805 0.518366 0.406494
80 2467 1.23478 0.94179 -0.443122 0.510849 0.396453
90 1835 1.17731 0.920531 -0.429786 0.490558 0.38627
100 2365 1.056 0.861109 -0.391881 0.440243 0.377186
110 1929 0.970328 0.773451 -0.335412 0.372796 0.363142
120 2421 0.858823 0.683827 -0.278382 0.306699 0.344104
130 1851 0.778275 0.606305 -0.22122 0.24748 0.323726
140 1827 0.82693 0.540034 -0.16872 0.198308 0.308162
150 2424 0.845917 0.498565 -0.128009 0.168214 0.306142
160 1896 0.769427 0.473074 -0.0857207 0.149534 0.308327
170 1857 0.646804 0.472316 -0.044615 0.146237 0.319817
180 2467 0.440972 0.491619 2.66245e-05 0.154605 0.328134
190 2500 0.161324 0.523571 0.0372223 0.169644 0.33748
200 1860 -0.122565 0.565561 0.0550209 0.189659 0.352612
210 1857 -0.377108 0.616246 0.0789568 0.213556 0.365324
220 1836 -0.655785 0.678333 0.0933526 0.241765 0.382627
230 2460 -0.807921 0.70981 0.102951 0.257264 0.392574
240 1819 -0.915717 0.713744 0.101646 0.260332 0.39508
250 2449 -0.884764 0.70783 0.091484 0.25806 0.394811
260 1821 -0.706423 0.667229 0.0623062 0.23835 0.381395
270 2460 -0.48521 0.614979 0.0370216 0.213301 0.365805
280 1841 -0.331332 0.56647 0.01249 0.190314 0.351572
290 1824 -0.114555 0.528894 0.00458537 0.173092 0.340135
300 2450 0.237763 0.50191 0.0112399 0.160642 0.33176
310 1818 0.531863 0.504234 0.0105372 0.163915 0.340992
320 2449 0.934387 0.510502 0.0192266 0.169029 0.349385
330 1964 1.42144 0.505027 0.0395501 0.167039 0.346054
340 2297 1.87307 0.502622 0.0844786 0.167442 0.339937
350 1817 2.22942 0.504547 0.129164 0.170606 0.331645
360 1917 2.40472 0.516074 0.147349 0.176945 0.325748
370 2356 2.40185 0.536405 0.152331 0.186829 0.32451
380 1874 2.39678 0.544058 0.145349 0.190607 0.324787
390 2400 2.37099 0.557054 0.146128 0.20198 0.333245
400 2450 2.26555 0.575467 0.133819 0.216925 0.342399
410 1816 2.0585 0.611436 0.118383 0.238212 0.361479
420 1820 1.91639 0.635773 0.0990649 0.249912 0.371631
430 2444 1.81884 0.668411 0.0667192 0.263973 0.388658
440 2517 1.69772 0.694538 0.0204986 0.273449 0.397586
450 1847 1.51861 0.690875 -0.0123972 0.265228 0.395169
460 1821 1.33327 0.676305 -0.0257773 0.253857 0.38861
470 2039 1.06173 0.654111 -0.0299768 0.240554 0.376296
480 2224 0.867958 0.619427 -0.0387213 0.21997 0.359794
490 1824 0.928747 0.572853 -0.0537468 0.193757 0.334986
500 1819 1.12431 0.536805 -0.0658223 0.17459 0.31426
510 2449 1.25956 0.521794 -0.0669326 0.167377 0.307608
520 2454 1.37758 0.50892 -0.0545556 0.160553 0.307741
530 1821 1.53131 0.489209 -0.0408639 0.150209 0.303023
540 1870 1.6603 0.459103 -0.0372854 0.133536 0.288997
550 2392 1.78362 0.438359 -0.0374987 0.121347 0.272518
560 1816 1.79423 0.425694 -0.0364215 0.114349 0.257325
570 2455 1.7679 0.426571 -0.0442888 0.11628 0.251531
580 1818 1.71797 0.436333 -0.0289864 0.124181 0.257253
590 2446 1.65102 0.439747 0.00406836 0.130008 0.262749
600 1833 1.53568 0.438866 0.0290448 0.133067 0.268021
610 1985 1.34668 0.439024 0.0473919 0.135597 0.270021
620 2285 1.19184 0.439742 0.0658132 0.136297 0.266572
630 1819 1.10558 0.443721 0.0856198 0.136283 0.269526
640 2449 1.17665 0.457526 0.125776 0.143636 0.276774
650 2467 1.38528 0.476801 0.175537 0.158336 0.287498
660 1818 1.67806 0.49883 0.23266 0.179766 0.291666
670 1818 1.96935 0.545874 0.307305 0.222475 0.292751
680 2309 2.27035 0.623585 0.400537 0.291994 0.293424
690 1969 2.42579 0.714661 0.476303 0.368675 0.301905
700 1819 2.4614 0.826266 0.538935 0.455624 0.324249
710 2264 2.38026 0.959858 0.601474 0.557158 0.354406
720 1996 2.2744 1.1365 0.676018 0.693041 0.391356
730 2448 2.1985 1.29703 0.738229 0.819026 0.424767
740 1820 2.0478 1.43314 0.783366 0.923937 0.452594
750 2445 1.93412 1.5438 0.813748 1.00564 0.476475
760 1820 1.94166 1.61925 0.819518 1.04871 0.497457
770 1850 1.84448 1.64412 0.795777 1.04126 0.517478
780 2243 1.76484 1.62624 0.760259 1.00047 0.525333
790 2020 1.66996 1.5526 0.708403 0.922126 0.521766
800 2447 1.74264 1.38784 0.634408 0.793967 0.505019
810 1815 1.91602 1.23084 0.564533 0.676119 0.481235
820 2445 2.15744 1.06708 0.487548 0.555771 0.449898
830 1816 2.40184 0.881808 0.399758 0.42708 0.411156
840 2466 2.61385 0.710129 0.30563 0.312656 0.365525
850 1821 2.88316 0.586792 0.222617 0.234575 0.329066
860 1817 3.2174 0.501827 0.138992 0.178296 0.29611
870 2446 3.41533 0.463383 0.0552685 0.149139 0.279214
880 1816 3.46398 0.47144 -0.036106 0.15096 0.287126
890 2331 3.36266 0.525361 -0.117593 0.185408 0.315205
900 1949 3.19255 0.580121 -0.170574 0.218552 0.340403
910 1828 2.99287 0.643768 -0.202283 0.252317 0.367807
920 2474 2.87503 0.73078 -0.237805 0.301302 0.40244
930 1816 2.82715 0.821874 -0.271212 0.35464 0.439336
940 1819 2.73571 0.919608 -0.311154 0.415183 0.470623
950 2446 2.73735 1.0099 -0.354475 0.47369 0.489889
960 1827 2.71691 1.05933 -0.389476 0.509149 0.492413
970 2446 2.59683 1.06406 -0.421312 0.52416 0.480763
980 1817 2.55429 1.08626 -0.480874 0.563558 0.470637
990 1816 2.44844 1.14365 -0.548924 0.627139 0.464266
1000 2450 2.37545 1.23685 -0.626098 0.719543 0.465423
1010 1836 2.24321 1.37182 -0.712274 0.844174 0.473709
1020 2432 2.07062 1.5085 -0.792368 0.971521 0.479667
1030 1816 1.90133 1.6075 -0.860939 1.07682 0.480142
1040 2448 1.75828 1.65866 -0.906463 1.14141 0.47646
1050 1834 1.66442 1.69025 -0.938753 1.18493 0.470873
1060 2455 1.68006 1.68895 -0.965317 1.20721 0.446585
1070 1818 1.84828 1.63687 -0.95985 1.17225 0.41572
1080 2402 2.19961 1.57064 -0.940445 1.11892 0.396856
1090 1872 2.50537 1.51433 -0.914626 1.06473 0.38399
1100 1843 2.70209 1.46759 -0.870324 1.0017 0.384513
1110 2485 2.84724 1.41525 -0.819472 0.934749 0.389908
1120 1852 2.88205 1.36348 -0.770821 0.868435 0.392465
1130 2112 2.83665 1.31903 -0.719749 0.804765 0.39302
1140 2140 2.88725 1.25771 -0.652077 0.725197 0.397016
1150 2460 2.96283 1.17291 -0.569409 0.634062 0.401955
1160 1863 3.01937 1.08776 -0.464426 0.538134 0.413087
1170 2467 3.00577 0.991933 -0.349558 0.44557 0.412072
1180 1835 2.95741 0.860684 -0.24496 0.352561 0.390995
1190 1828 2.91852 0.692353 -0.148414 0.256286 0.357086
1200 2472 2.93331 0.537481 -0.0626846 0.173691 0.311772
1210 1848 2.901 0.427547 0.0159245 0.115392 0.264804
1220 2457 2.74479 0.387956 0.0992431 0.0984569 0.233518
1230 1840 2.55268 0.411564 0.168797 0.121453 0.234677
1240 2210 2.32813 0.475837 0.232249 0.173664 0.262719
1250 2103 2.14993 0.564572 0.300142 0.243918 0.296172
1260 1838 1.99961 0.666769 0.355695 0.319783 0.338812
1270 1835 1.97562 0.797325 0.420123 0.416453 0.37837
1280 2429 1.95259 0.925669 0.489547 0.518136 0.395731
1290 1844 1.88971 1.00644 0.53167 0.579604 0.405247
1300 2455 1.78963 1.02789 0.547128 0.591379 0.407627
1310 2459 1.71881 1.0204 0.549795 0.578951 0.405988
1320 1838 1.73361 0.989011 0.539572 0.550952 0.395455
1330 1844 1.77025 0.925536 0.522529 0.505259 0.375614
1340 2461 1.94567 0.85613 0.516351 0.465418 0.347823
1350 1875 2.12252 0.78409 0.507675 0.423908 0.318683
1360 1849 2.23872 0.741982 0.505722 0.401975 0.301599
1370 2515 2.16909 0.733786 0.509539 0.403375 0.287161
1380 1840 2.11109 0.730094 0.500901 0.406998 0.264951
1390 1829 2.12746 0.766522 0.506215 0.441217 0.26126
1400 1829 2.13224 0.841416 0.509454 0.499666 0.277594
1410 1846 2.08804 0.947869 0.501116 0.576477 0.307613
1420 1852 2.14501 1.064 0.480025 0.658533 0.346996
1430 2445 2.18437 1.16985 0.442287 0.735589 0.381521
1440 1854 2.25704 1.26865 0.410525 0.812325 0.409613
1450 2157 2.32407 1.37459 0.379732 0.898102 0.431118
1460 2171 2.4465 1.46973 0.344536 0.977756 0.448909
1470 2463 2.53681 1.51212 0.311605 1.02403 0.457717
1480 1851 2.42265 1.56213 0.268002 1.07279 0.468243
1490 1867 2.13752 1.62112 0.224713 1.11676 0.476111
1500 2367 1.81026 1.63338 0.185362 1.11329 0.477638
1510 2467 1.51952 1.58301 0.151893 1.0641 0.472111
1520 1852 1.36158 1.50927 0.13373 1.00524 0.460023
1530 1852 1.2945 1.46308 0.133969 0.979613 0.443003
1540 2564 1.22216 1.40291 0.132331 0.940855 0.42601
1550 1855 1.1622 1.30328 0.105438 0.866649 0.405611
1560 2479 1.22309 1.19575 0.0581154 0.789777 0.383671
1570 1851 1.31578 1.11408 -0.00041694 0.732594 0.37038
1580 2486 1.36164 1.06521 -0.0464293 0.689416 0.362908
1590 1847 1.31877 1.01754 -0.0674208 0.629261 0.36587
1600 1845 1.24637 0.991603 -0.0842372 0.577539 0.379374
1610 2464 1.13526 0.972701 -0.110735 0.523459 0.401361
1620 1828 1.05365 0.959159 -0.134742 0.482139 0.41521
1630 2473 1.10106 0.915144 -0.151594 0.439433 0.412654
1640 1851 1.21612 0.829445 -0.150636 0.38165 0.391505
1650 2467 1.38954 0.733513 -0.142108 0.322453 0.362181
1660 1835 1.47244 0.660596 -0.12771 0.278777 0.334316
1670 2457 1.35867 0.615282 -0.114971 0.255806 0.316009
1680 1827 1.18284 0.588736 -0.104017 0.239921 0.301601
1690 1846 0.895292 0.583805 -0.0909011 0.232816 0.302653
1700 2108 0.634071 0.580836 -0.0747829 0.22888 0.308406
1710 2209 0.428582 0.563055 -0.0612183 0.214654 0.314549
1720 2353 0.293521 0.546134 -0.0528947 0.200265 0.314939
1730 1938 0.0623778 0.536104 -0.0416151 0.189607 0.315449
1740 1867 -0.390079 0.51832 -0.0282406 0.172237 0.310133
1750 2450 -0.968116 0.514357 -0.0193022 0.162594 0.311743
1760 1873 -1.61982 0.535439 -0.0252767 0.171627 0.325886
1770 2430 -2.20942 0.576249 -0.0430684 0.195311 0.347331
1780 2454 -2.76153 0.641974 -0.0606541 0.235959 0.376331
1790 1817 -3.30425 0.708176 -0.0669966 0.282022 0.399192
1800 1817 -3.58407 0.762122 -0.0657583 0.321729 0.411396
1810 2450 -3.5296 0.80492 -0.0777286 0.349872 0.418414
1820 1818 -3.43303 0.838384 -0.100009 0.367138 0.425979
1830 1840 -3.59396 0.885308 -0.124575 0.38859 0.436245
1840 2456 -3.88573 0.947872 -0.143381 0.417294 0.454082
1850 1844 -4.14731 1.00313 -0.18596 0.445079 0.466636
1860 2459 -4.23584 1.01749 -0.240706 0.460806 0.463895
1870 1818 -4.05226 0.999049 -0.300883 0.472925 0.444084
1880 2447 -3.65478 0.977189 -0.361133 0.487037 0.421904
1890 1816 -2.97766 0.949645 -0.386617 0.484264 0.41095
1900 2225 -2.21301 0.929762 -0.394923 0.47439 0.405731
1910 2046 -1.47793 0.924914 -0.395682 0.465524 0.408196
1920 1817 -0.580701 0.929139 -0.408268 0.463872 0.415485
1930 2455 0.373963 0.922162 -0.409912 0.454294 0.418526
1940 1843 1.19171 0.923928 -0.391091 0.443749 0.430245
1950 2357 1.92737 0.923324 -0.362992 0.43146 0.445954
1960 1937 2.44688 0.91965 -0.345667 0.423893 0.452068
1970 1816 2.802 0.921047 -0.324282 0.419712 0.448347
1980 1819 2.96398 0.92252 -0.304961 0.421208 0.450672
1990 2446 2.99727 0.888313 -0.281688 0.409565 0.442332
2000 2448 2.88507 0.820751 -0.238862 0.375155 0.42131
2010 1818 2.62758 0.747924 -0.198838 0.334055 0.393675
2020 1814 2.39368 0.655315 -0.153602 0.280164 0.356604
2030 2456 2.16576 0.575022 -0.0956158 0.230181 0.315348
2040 1818 1.8728 0.537685 -0.0224466 0.205279 0.29629
2050 2449 1.48556 0.557269 0.0713302 0.212114 0.305412
2060 1821 1.05872 0.623863 0.159905 0.246698 0.33666
2070 2022 0.625145 0.724026 0.252449 0.306467 0.375057
2080 2263 0.29175 0.837634 0.342445 0.383957 0.405958
2090 1879 0.106474 0.96035 0.427775 0.47472 0.430687
2100 2451 0.0926386 1.0758 0.500271 0.56326 0.451727
2110 1830 0.357818 1.13629 0.556517 0.624157 0.452105
2120 2429 0.619709 1.16113 0.607944 0.667778 0.437131
2130 1832 0.903602 1.16421 0.665039 0.706794 0.41171
2140 1822 1.21329 1.12259 0.685646 0.701462 0.382315
2150 1824 1.43162 1.05281 0.675021 0.65955 0.356835
2160 2445 1.61113 0.976017 0.65393 0.606849 0.338331
2170 2349 1.64722 0.905518 0.628098 0.554761 0.326055
2180 1941 1.75206 0.852232 0.610634 0.515907 0.312099
2190 2448 2.01266 0.799906 0.588235 0.475529 0.304056
2200 1835 2.33768 0.762978 0.574852 0.449359 0.298748
2210 1826 2.57974 0.742843 0.56616 0.434002 0.290081
2220 2452 2.68071 0.725575 0.557702 0.418565 0.274604
2230 1818 2.65278 0.712741 0.548118 0.404245 0.262611
2240 1819 2.49918 0.707073 0.543444 0.396788 0.254297
2250 2171 2.33908 0.699673 0.530793 0.385553 0.252569
2260 1828 2.24049 0.666977 0.487043 0.348519 0.258281
2270 2093 2.11247 0.621394 0.418968 0.29885 0.275252
2280 2185 1.95223 0.594813 0.341113 0.26182 0.306623
2290 1887 1.85291 0.581713 0.25451 0.234516 0.335336
2300 2387 1.77949 0.590779 0.176178 0.224529 0.358453
2310 1902 1.76817 0.609116 0.10679 0.223531 0.377626
2320 1821 1.87726 0.627607 0.0523732 0.226314 0.385939
2330 2451 2.04006 0.650516 0.00287757 0.23381 0.392539
2340 1836 2.29811 0.684511 -0.0429082 0.248126 0.398754
2350 1820 2.58176 0.704575 -0.0787485 0.258273 0.397924
2360 1817 2.74079 0.697495 -0.0935155 0.255872 0.387942
2370 1816 2.87411 0.678088 -0.101905 0.247862 0.378138
2380 2446 2.93498 0.658008 -0.0917055 0.237957 0.372251
2390 1822 2.82265 0.640784 -0.0744543 0.230232 0.370673
2400 2449 2.63774 0.651095 -0.056473 0.236375 0.375368
2410 1817 2.50461 0.674827 -0.047796 0.251754 0.386153
2420 2454 2.35679 0.690245 -0.0597349 0.266718 0.397269
2430 1816 2.11495 0.696767 -0.0692015 0.277384 0.405157
2440 2130 1.88555 0.704057 -0.0857133 0.283837 0.411698
2450 2137 1.66044 0.700445 -0.111713 0.282016 0.410064
2460 1817 1.48332 0.668061 -0.125719 0.262362 0.396177
2470 2445 1.19295 0.607255 -0.130994 0.22554 0.368615
2480 2381 1.04392 0.560591 -0.141867 0.197417 0.343014
2490 1905 0.962861 0.519486 -0.146869 0.175554 0.316919
2500 1820 0.865453 0.492096 -0.154169 0.164154 0.300984
2510 2010 0.688612 0.475173 -0.154556 0.160392 0.286703
2520 2251 0.522726 0.468203 -0.1366 0.163021 0.267703
2530 1817 0.361166 0.489907 -0.110607 0.184681 0.263177
2540 2449 0.406663 0.531703 -0.098684 0.218974 0.274724
2550 1817 0.630564 0.590901 -0.101742 0.261739 0.299401
2560 2087 0.822472 0.666109 -0.109426 0.306989 0.331016
2570 2175 0.977625 0.766119 -0.112555 0.363424 0.372028
2580 1816 1.01867 0.900579 -0.126935 0.436193 0.420893
2590 2451 1.06738 1.0452 -0.145333 0.513045 0.461262
2600 1816 1.1986 1.15862 -0.162875 0.572885 0.490169
2610 1817 1.23784 1.24135 -0.15972 0.60573 0.524224
2620 2447 1.14673 1.30786 -0.148609 0.617843 0.561734
2630 1815 1.02468 1.38756 -0.140329 0.63057 0.59387
2640 2448 0.913832 1.41793 -0.13448 0.624554 0.611023
2650 2468 0.873557 1.41792 -0.131496 0.608285 0.623011
2660 1819 0.943994 1.38528 -0.119755 0.578722 0.62234
2670 1837 1.11415 1.29454 -0.0952044 0.526515 0.602526
2680 2451 1.36166 1.19235 -0.0691013 0.477142 0.573306
2690 1821 1.50983 1.12644 -0.0396837 0.448716 0.548322
2700 2451 1.56595 1.04401 0.00395015 0.419071 0.532455
2710 1828 1.52932 0.932709 0.0436684 0.381442 0.506626
2720 1820 1.31386 0.82685 0.0785448 0.34393 0.473032
2730 2449 1.15989 0.730225 0.103704 0.302211 0.435751
2740 1820 1.07922 0.677186 0.107448 0.277639 0.406593
2750 2434 0.87059 0.658749 0.10079 0.269224 0.387754
2760 1845 0.6647 0.63586 0.0866215 0.2569 0.364192
2770 1815 0.677453 0.615438 0.090308 0.248016 0.345066
2780 2461 0.815778 0.603602 0.105012 0.246101 0.331538
2790 1821 0.868096 0.620172 0.101319 0.259764 0.330703
2800 1816 0.956288 0.66077 0.0843301 0.284755 0.348335
2810 2448 1.15123 0.712336 0.0690511 0.316851 0.37205
2820 1816 1.4597 0.761493 0.0499621 0.351006 0.394997
2830 1859 1.67149 0.782102 0.00744425 0.369506 0.405776
2840 2447 1.73752 0.81201 -0.0475705 0.389991 0.423205
2850 2459 1.74034 0.873334 -0.0966584 0.427048 0.448907
2860 1822 1.74205 0.940485 -0.146004 0.463639 0.471478
2870 2310 1.71945 0.989739 -0.188327 0.485129 0.490487
2880 1989 1.70605 1.03674 -0.215389 0.500835 0.514986
2890 1819 1.68433 1.07193 -0.244929 0.510296 0.531275
2900 2444 1.66925 1.04953 -0.261976 0.491094 0.528513
2910 1843 1.72915 0.980255 -0.277057 0.451015 0.510561
2920 1836 1.72481 0.92854 -0.291482 0.42131 0.487235
2930 2455 1.6676 0.871687 -0.293952 0.387665 0.454151
2940 1857 1.45669 0.805007 -0.299515 0.355131 0.415031
2950 2451 1.23613 0.763166 -0.310814 0.342713 0.387887
2960 1833 1.03244 0.730594 -0.31582 0.336311 0.359487
2970 1833 0.681112 0.726244 -0.309778 0.342015 0.334201
2980 2077 0.130391 0.762233 -0.304984 0.37 0.332061
2990 2232 -0.336523 0.822259 -0.312473 0.415172 0.338485
3000 1847 -0.648498 0.890797 -0.325386 0.467146 0.34182
3010 1834 -0.871975 0.964425 -0.342313 0.526268 0.35014
3020 2480 -0.95236 1.02088 -0.356983 0.578602 0.351797
3030 2014 -0.850258 1.0751 -0.369637 0.638973 0.348353
3040 2318 -0.743439 1.11765 -0.38217 0.695066 0.347086
3050 2457 -0.624684 1.10723 -0.377373 0.704042 0.344756
3060 1833 -0.410556 1.07569 -0.364924 0.686186 0.347792
3070 2466 -0.0618522 1.03775 -0.338971 0.652649 0.362169
3080 1832 0.353642 1.01407 -0.312277 0.617928 0.388697
3090 2071 0.656432 1.01388 -0.276709 0.591528 0.420071
3100 2225 0.878166 1.01426 -0.230218 0.560878 0.440913
3110 1848 0.974623 1.03177 -0.188946 0.539575 0.460401
3120 2265 1.06357 1.03945 -0.142183 0.51103 0.477661
3130 2040 1.19587 1.04855 -0.0824985 0.484466 0.498889
3140 1836 1.45539 1.02401 -0.028546 0.449675 0.496098
3150 2454 1.67249 0.959782 0.0550916 0.408376 0.480575
3160 1863 1.66335 0.895791 0.147768 0.379822 0.462474
3170 2439 1.40381 0.81913 0.221654 0.352397 0.42597
3180 1843 1.04947 0.751873 0.283004 0.333975 0.389202
3190 1848 0.641629 0.732748 0.355209 0.345617 0.371179
3200 2462 0.25756 0.734896 0.427573 0.371652 0.349639
3210 1849 -0.0975097 0.787219 0.511867 0.432437 0.333255
3220 2485 -0.492158 0.914846 0.608563 0.54232 0.332729
3230 1844 -0.688472 1.0752 0.706894 0.677974 0.336509
3240 2465 -0.744008 1.2592 0.803139 0.83365 0.345342
3250 1833 -0.798102 1.47513 0.885903 1.00282 0.370512
3260 2487 -0.8077 1.71538 0.954959 1.1806 0.415761
3270 2269 -0.775337 1.99573 1.02078 1.37768 0.468151
3280 1834 -0.591185 2.27735 1.07851 1.5709 0.514174
3290 1886 -0.182145 2.50216 1.12731 1.73723 0.541925
3300 2466 0.403826 2.59929 1.15417 1.83109 0.546777
3310 1840 1.07704 2.61696 1.17438 1.88232 0.532222
3320 2464 1.68799 2.61167 1.1882 1.91936 0.514083
3330 1839 2.14469 2.53687 1.18721 1.91069 0.484921
3340 2469 2.47332 2.38397 1.16566 1.83486 0.449962
3350 1838 2.68602 2.18608 1.1192 1.70211 0.416325
3360 1838 2.80258 1.9761 1.05582 1.53324 0.385386
3370 2455 2.91088 1.73351 0.972704 1.31506 0.359323
3380 2384 2.99415 1.52953 0.892442 1.11709 0.341781
3390 1913 2.98116 1.36579 0.802522 0.939657 0.345381
3400 1815 2.90183 1.26958 0.727082 0.814344 0.349159
3410 2457 2.73686 1.25499 0.690605 0.765929 0.346725
3420 1834 2.51941 1.22851 0.645948 0.719166 0.347933
3430 2251 2.38558 1.16439 0.597559 0.668011 0.348865
3440 2037 2.23376 1.08972 0.549356 0.622972 0.353561
3450 2457 2.13642 1.06861 0.505584 0.608062 0.373698
3460 1830 2.05801 1.06877 0.460867 0.600321 0.397068
3470 1819 2.05835 1.06319 0.416777 0.586621 0.417939
3480 2446 2.08147 1.06137 0.383774 0.574486 0.434372
3490 1836 2.13645 1.02904 0.343921 0.537777 0.449386
3500 2458 2.35572 0.961532 0.298852 0.487731 0.453236
3510 1823 2.59883 0.900008 0.258615 0.441026 0.45698
3520 1816 2.66294 0.840073 0.215885 0.389837 0.450786
3530 2447 2.61798 0.761408 0.164058 0.326579 0.424302
3540 1825 2.51695 0.701595 0.111183 0.279073 0.40201
3550 1817 2.30114 0.661962 0.054474 0.248794 0.386094
3560 2444 2.05139 0.622543 0.00133351 0.225029 0.365455
3570 1821 1.82676 0.584849 -0.042123 0.207318 0.346325
3580 2453 1.57052 0.565622 -0.0812999 0.202147 0.338591
3590 1817 1.31729 0.584657 -0.103687 0.217997 0.344142
3600 2445 1.20381 0.619867 -0.11791 0.238437 0.356342
3610 1824 1.1292 0.662775 -0.133985 0.257742 0.372151
3620 2007 0.891606 0.709673 -0.150729 0.278376 0.393184
3630 2257 0.62475 0.763807 -0.154538 0.300776 0.421876
3640 1816 0.341521 0.878304 -0.165439 0.356043 0.471192
3650 2463 0.0883162 1.03916 -0.185524 0.433207 0.526129
3660 1827 -0.124065 1.27874 -0.216471 0.541101 0.585137
3670 2256 -0.370753 1.53056 -0.265283 0.655499 0.630002
3680 2025 -0.662783 1.7468 -0.32309 0.761794 0.664468
3690 2445 -0.748769 1.84383 -0.364622 0.822337 0.673217
3700 1820 -0.623789 1.81194 -0.402099 0.835905 0.655724
3710 2461 -0.276131 1.72026 -0.445984 0.835713 0.623014
3720 1818 0.0211646 1.55865 -0.48001 0.798022 0.567482
3730 2175 0.213658 1.36429 -0.503125 0.729608 0.491558
3740 2095 0.235325 1.2209 -0.510143 0.673924 0.42911
3750 2448 0.135182 1.13426 -0.507611 0.643828 0.385807
3760 1816 0.118442 1.05321 -0.496527 0.612061 0.363648
3770 1818 0.0935596 0.972315 -0.478874 0.577091 0.349319
3780 2465 -0.00702705 0.8993 -0.442539 0.534607 0.328153
3790 1864 -0.0892572 0.842359 -0.40528 0.494224 0.305896
3800 2407 -0.191323 0.767 -0.35472 0.432855 0.285673
3810 1929 -0.144163 0.68361 -0.295982 0.361468 0.275795
3820 2477 -0.0414751 0.618301 -0.244371 0.302363 0.271241
3830 1832 0.105725 0.556275 -0.192015 0.244565 0.269309
3840 2463 0.452482 0.501487 -0.161003 0.193169 0.267554
3850 1835 0.884641 0.465637 -0.144959 0.158999 0.263602
3860 2302 1.28305 0.440191 -0.129458 0.134526 0.254243
3870 1993 1.66258 0.413636 -0.107944 0.11289 0.245241
3880 2464 2.06945 0.397328 -0.107396 0.10259 0.236184
3890 1839 2.45345 0.39386 -0.117565 0.103555 0.228011
3900 1840 2.85634 0.403093 -0.127219 0.113886 0.230843
3910 2457 3.29292 0.419402 -0.144179 0.130703 0.236772
3920 1858 3.69547 0.431572 -0.159087 0.144587 0.239781
3930 2441 3.88912 0.44393 -0.173052 0.157148 0.242211
3940 1837 3.95807 0.462607 -0.191874 0.174623 0.24527
3950 1829 3.89913 0.49978 -0.212358 0.202704 0.271082
3960 2466 3.79015 0.562307 -0.23606 0.242816 0.312675
3970 1852 3.66443 0.640689 -0.2492 0.290321 0.354282
3980 1833 3.43359 0.712458 -0.258501 0.330811 0.389288
3990 2460 3.01444 0.792814 -0.278869 0.377288 0.422124
4000 2250 2.59773 0.877599 -0.28776 0.420937 0.451596
4010 1827 2.23752 0.982052 -0.300501 0.470205 0.484411
4020 1822 1.97941 1.07692 -0.306112 0.509694 0.515961
4030 2448 1.70743 1.16768 -0.318104 0.547502 0.542767
4040 1823 1.4212 1.25887 -0.336745 0.586227 0.570664
4050 2458 1.18392 1.35796 -0.371207 0.636118 0.594345
4060 1817 0.93528 1.43829 -0.394281 0.675318 0.606775
4070 2448 0.755248 1.46278 -0.403358 0.684049 0.603165
4080 1816 0.541345 1.43463 -0.408101 0.667959 0.583249
4090 1825 0.291134 1.35219 -0.399899 0.62275 0.546908
4100 2465 0.054484 1.25002 -0.39449 0.571513 0.504924
4110 1827 -0.240668 1.17385 -0.409181 0.543841 0.473651
4120 2463 -0.587982 1.13781 -0.430545 0.539104 0.446718
4130 1875 -0.932232 1.13955 -0.452766 0.555755 0.440427
4140 1943 -1.22915 1.1523 -0.468994 0.576368 0.452471
4150 2365 -1.43392 1.17947 -0.475613 0.600183 0.464292
4160 1833 -1.37854 1.18728 -0.461882 0.605993 0.475746
4170 2490 -1.09916 1.16171 -0.433046 0.589701 0.477857
4180 1835 -0.714173 1.07457 -0.380689 0.537418 0.464021
4190 2480 -0.23441 0.988091 -0.309462 0.483781 0.447347
4200 1822 0.2715 0.929232 -0.246166 0.444821 0.431213
4210 2456 0.682584 0.891982 -0.186406 0.424944 0.415617
4220 1815 0.817792 0.886058 -0.110155 0.418045 0.416417
4230 1820 0.753324 0.921976 -0.0462712 0.435325 0.433662
4240 2449 0.624538 0.973906 0.00456848 0.466908 0.454807
4250 2447 0.38028 1.04694 0.0457563 0.509706 0.476071
4260 1816 0.156258 1.1072 0.10002 0.541162 0.489253
