t PE VE R R2 BS
1 4.26401 1.20209 0.00319336 1.09636 0.0358515
2 4.67853 1.62534 0.00560648 1.5196 0.0391473
3 4.96718 1.92043 0.00750833 1.81451 0.040873
4 5.19238 2.15096 0.00894941 2.04475 0.0421306
5 5.38049 2.34272 0.0100574 2.23629 0.0429732
6 5.5421 2.50606 0.0109159 2.39953 0.0434662
7 5.68233 2.64623 0.0115816 2.53971 0.0435147
8 5.80433 2.76669 0.0120973 2.66029 0.0430578
9 5.91045 2.87011 0.0124965 2.76391 0.0422761
10 6.00261 2.95877 0.0128052 2.85282 0.0413186
11 6.08248 3.0346 0.0130437 2.92895 0.0401718
12 6.15151 3.0993 0.0132275 2.99396 0.03899
13 6.21097 3.15433 0.0133688 3.04931 0.0378173
14 6.26195 3.20091 0.0134768 3.09621 0.0366338
15 6.30542 3.24012 0.0135585 3.13573 0.035465
16 6.34218 3.27285 0.0136195 3.16876 0.0342514
17 6.37294 3.29988 0.0136641 3.19607 0.0330398
18 6.39833 3.32185 0.0136955 3.2183 0.0318802
19 6.41888 3.33933 0.0137165 3.23601 0.0307451
20 6.43503 3.35277 0.013729 3.24967 0.0296277
21 6.44721 3.36259 0.0137349 3.25968 0.0285354
22 6.45575 3.36913 0.0137352 3.26638 0.0276091
23 6.46097 3.37268 0.0137312 3.27008 0.0269551
24 6.46314 3.37348 0.0137236 3.27101 0.026465
25 6.4625 3.37176 0.0137131 3.26941 0.0259606
26 6.45927 3.3677 0.0137002 3.26544 0.0255248
27 6.45362 3.36145 0.0136854 3.25926 0.0252096
28 6.44574 3.35314 0.013669 3.25102 0.0249408
29 6.43575 3.34289 0.0136513 3.24083 0.0246454
30 6.42378 3.33079 0.0136325 3.22877 0.0243769
31 6.40996 3.31692 0.0136129 3.21494 0.0241353
32 6.39437 3.30134 0.0135924 3.19941 0.024024
33 6.37709 3.28411 0.0135714 3.18221 0.0239318
34 6.35819 3.26528 0.0135498 3.16341 0.023798
35 6.33772 3.24487 0.0135278 3.14303 0.0236234
36 6.31573 3.22292 0.0135055 3.12111 0.0234094
37 6.29224 3.19943 0.013483 3.09766 0.0232116
38 6.26728 3.17442 0.0134604 3.07268 0.0230692
39 6.24084 3.1479 0.0134378 3.04619 0.022919
40 6.21294 3.11985 0.0134153 3.01818 0.022774
41 6.18356 3.09027 0.0133932 2.98865 0.0225798
42 6.15268 3.05915 0.0133715 2.95757 0.0223378
43 6.12027 3.02646 0.0133505 2.92492 0.0220498
44 6.0863 2.99218 0.0133304 2.89069 0.0217181
