t PE VE R R2 BS
1 1241.81 1239.01 -0.0792221 1238.62 0.0802151
2 2161.15 2159.02 -0.108906 2157.97 0.125201
3 3161.05 3160.33 -0.136395 3157.89 0.177992
4 4159.13 4160.7 -0.168132 4156 0.231099
5 5094.17 5098.59 -0.199949 5091.07 0.280239
6 5916.04 5923.96 -0.228976 5912.98 0.33031
7 6593.53 6605.63 -0.246588 6590.54 0.377647
8 7108.29 7124.25 -0.257274 7105.37 0.416492
9 7451.11 7469.67 -0.262739 7448.25 0.439425
10 7622.78 7643.09 -0.276372 7619.98 0.456123
11 7631.19 7652.48 -0.292799 7628.45 0.46593
12 7495.15 7516.29 -0.287207 7492.48 0.464934
13 7229.98 7249.8 -0.278027 7227.38 0.449581
14 6860.7 6879.75 -0.28556 6858.17 0.439257
15 6407.8 6425.35 -0.280798 6405.34 0.420208
16 5894.33 5910.49 -0.269501 5891.94 0.405998
17 5340.77 5355.03 -0.25236 5338.45 0.383226
18 4767.12 4779.32 -0.231273 4764.86 0.366441
19 4191.11 4201.35 -0.199507 4188.91 0.349279
20 3625.64 3634.28 -0.164994 3623.49 0.335233
21 3084.42 3091.44 -0.12368 3082.32 0.322234
22 2578.7 2584.89 -0.0868015 2576.64 0.331174
23 2116.38 2122.11 -0.0617849 2114.37 0.346246
24 1702.53 1707.72 -0.0501972 1700.55 0.355783
25 1337.19 1341.86 -0.0362453 1335.24 0.361281
26 1022.58 1027.02 -0.0122478 1020.67 0.374325
27 757.914 762.08 0.00778849 756.044 0.389682
28 539.605 543.508 0.000893525 537.794 0.40634
29 365.574 368.952 -0.0167154 363.82 0.418493
30 231.907 234.803 -0.0310131 230.215 0.43997
31 133.96 136.128 -0.0548697 132.325 0.460171
32 66.7779 68.0338 -0.0907728 65.1895 0.47719
33 25.6088 25.7985 -0.129247 24.0431 0.483799
34 5.68469 5.20737 -0.166009 4.15067 0.49313
35 2.45783 4.13012e+06 -0.176535 0.940347 0.498414
36 1.01204e+10 1.36442e+15 -0.194919 1.54534e+10 80894.2
37 3.63003e+10 9.28879e+15 -0.210675 5.54863e+10 153232
38 7.27976e+10 2.64763e+16 -0.236507 1.11467e+11 217060
39 1.14645e+11 5.25997e+16 -0.256797 1.75981e+11 272511
40 1.577e+11 8.54449e+16 -0.267373 2.42865e+11 319794
41 1.98646e+11 1.21853e+17 -0.278436 3.07194e+11 359186
42 2.3497e+11 1.58444e+17 -0.299097 3.65226e+11 391019
43 2.64907e+11 1.92135e+17 -0.308844 4.14309e+11 415677
44 2.87364e+11 2.20457e+17 -0.304453 4.52771e+11 433581
45 3.01837e+11 2.41712e+17 -0.303605 4.79788e+11 445185
46 3.08317e+11 2.55011e+17 -0.306916 4.95248e+11 450968
47 3.07193e+11 2.60205e+17 -0.286852 4.99615e+11 451423
48 2.9916e+11 2.5781e+17 -0.269433 4.93794e+11 447054
49 2.85128e+11 2.48778e+17 -0.243832 4.79006e+11 438368
50 2.66145e+11 2.3427e+17 -0.199382 4.56675e+11 425871
51 2.43324e+11 2.15659e+17 -0.17152 4.28327e+11 410059
52 2.17784e+11 1.94339e+17 -0.141658 3.95504e+11 391417
53 1.90599e+11 1.71688e+17 -0.106642 3.59701e+11 370415
54 1.62761e+11 1.48861e+17 -0.0730202 3.22302e+11 347925
55 1.35151e+11 1.27052e+17 -0.0329181 2.8455e+11 324972
56 1.08522e+11 1.06499e+17 0.0120953 2.47516e+11 300932
57 8.34891e+10 8.76377e+16 0.0646269 2.12084e+11 276164
58 6.05254e+10 7.08027e+16 0.108846 1.78952e+11 250996
59 3.99682e+10 5.61568e+16 0.153784 1.4863e+11 225731
60 2.2026e+10 4.37209e+16 0.200593 1.21457e+11 201199
61 6.79168e+09 3.34059e+16 0.244135 9.76116e+10 178752
62 -5.7429e+09 2.50433e+16 0.28294 7.71378e+10 156831
63 -1.56708e+10 1.8415e+16 0.33013 5.99613e+10 135611
64 -2.31531e+10 1.32773e+16 0.373571 4.59145e+10 116830
65 -2.84021e+10 9.39284e+15 0.40532 3.47578e+10 100275
66 -3.16662e+10 6.60191e+15 0.422988 2.62009e+10 90411.2
67 -3.32148e+10 4.64721e+15 0.432492 1.99221e+10 85922.7
68 -3.33258e+10 3.32587e+15 0.425542 1.55848e+10 85841.1
69 -3.22745e+10 2.46776e+15 0.40747 1.28531e+10 86130.8
70 -3.0325e+10 1.95308e+15 0.380697 1.14027e+10 87370.1
71 -2.77227e+10 1.67401e+15 0.362601 1.09312e+10 89329.2
72 -2.46891e+10 1.55041e+15 0.351911 1.11647e+10 92287.1
73 -2.14188e+10 1.52416e+15 0.329316 1.1862e+10 95095.9
74 -1.80773e+10 1.54941e+15 0.293094 1.2818e+10 96971.8
75 -1.48005e+10 1.59258e+15 0.254745 1.38636e+10 97962
76 -1.16955e+10 1.62637e+15 0.206158 1.48652e+10 98119.3
77 -8.84216e+09 1.63988e+15 0.141882 1.5723e+10 99085.3
78 -6.29536e+09 1.62673e+15 0.0947304 1.63676e+10 99291.3
79 -4.08768e+09 1.58433e+15 0.0505308 1.6757e+10 99034.6
80 -2.2325e+09 1.51333e+15 0.0147584 1.68723e+10 97888.3
81 -7.27249e+08 1.41907e+15 -0.0180365 1.67138e+10 95939.4
82 4.43451e+08 1.30407e+15 -0.0456928 1.62972e+10 93276.1
83 1.30472e+09 1.17449e+15 -0.0839627 1.56493e+10 89986
84 1.88857e+09 1.03642e+15 -0.112777 1.4805e+10 86155.6
85 2.23135e+09 8.96017e+14 -0.124504 1.38037e+10 81869.4
86 2.37148e+09 7.58856e+14 -0.134113 1.26867e+10 77208.9
87 2.3476e+09 6.29445e+14 -0.163754 1.14949e+10 72252.6
88 2.19699e+09 5.1112e+14 -0.188573 1.02673e+10 67074.8
89 1.95441e+09 4.06057e+14 -0.1916 9.03901e+09 61745.6
90 1.65124e+09 3.15716e+14 -0.193408 7.84092e+09 56330.3
91 1.31488e+09 2.40464e+14 -0.197768 6.69869e+09 51050.2
92 9.68497e+08 1.78688e+14 -0.219343 5.63268e+09 45858.5
93 6.30888e+08 1.30537e+14 -0.232738 4.65795e+09 40725.1
94 3.16632e+08 9.45921e+13 -0.225368 3.78445e+09 35695.9
95 3.63201e+07 6.66482e+13 -0.216584 3.01752e+09 30811.1
96 -2.03083e+08 4.5029e+13 -0.195619 2.35833e+09 26106.1
97 -3.97804e+08 2.893e+13 -0.185109 1.80455e+09 21658.8
98 -5.46782e+08 1.74635e+13 -0.183015 1.35097e+09 17708.3
99 -6.51183e+08 1.00081e+13 -0.169528 9.90177e+08 13985.5
100 -7.1391e+08 5.51008e+12 -0.145743 7.13137e+08 10559.6
101 -7.39146e+08 3.15027e+12 -0.117127 5.09812e+08 9371.03
102 -7.31928e+08 2.25875e+12 -0.0886432 3.6967e+08 8909.2
103 -6.97772e+08 2.29193e+12 -0.0695156 2.82131e+08 9316.6
104 -6.42354e+08 2.99664e+12 -0.0487068 2.36949e+08 9972.05
105 -5.71235e+08 4.01334e+12 -0.0355926 2.24501e+08 11042.5
