n t PE VE R R2 BS
0 0 0.0838565 0.0861008 0.0401937 0.0384869 0.0408768
10 2539 0.436528 0.902135 0.420667 0.414423 0.41719
20 1912 -0.341041 0.95954 0.441841 0.452614 0.42774
30 2567 -0.7466 0.965347 0.437229 0.450527 0.421735
40 2582 -0.892714 0.941104 0.419635 0.428119 0.408493
50 1920 -0.736914 0.904886 0.419518 0.40927 0.387576
60 2075 -0.26762 0.832669 0.414041 0.370951 0.361111
70 1933 0.502347 0.765819 0.400526 0.330739 0.332013
80 1983 1.18314 0.702214 0.363425 0.282117 0.309011
90 2505 2.03204 0.64702 0.30778 0.233567 0.291543
100 2373 3.11464 0.629677 0.262916 0.211146 0.288237
110 2582 4.06306 0.628688 0.216067 0.199055 0.296183
120 2068 4.809 0.653967 0.172042 0.203614 0.313272
130 2541 5.26924 0.710925 0.124705 0.224892 0.338386
140 1921 5.54926 0.730107 0.0855014 0.230334 0.34571
150 1918 5.47965 0.738659 0.0490226 0.230906 0.343704
160 2569 5.03059 0.730736 0.00607589 0.222809 0.332269
170 1913 4.56745 0.680592 -0.0404139 0.199548 0.314893
180 2257 4.1201 0.605219 -0.0714336 0.167168 0.292972
190 2625 3.7434 0.541025 -0.0744956 0.136707 0.270088
200 1948 3.47534 0.502678 -0.0653625 0.11694 0.259798
210 2084 3.34819 0.481208 -0.0585282 0.104002 0.247696
220 2612 3.22603 0.477803 -0.067969 0.100237 0.233339
230 1920 2.98887 0.482251 -0.0717522 0.101003 0.226872
240 2582 2.70173 0.505334 -0.0850917 0.115762 0.252196
250 2435 2.50083 0.559648 -0.105987 0.149701 0.306774
260 2116 2.45266 0.61346 -0.105633 0.180125 0.346257
270 2282 2.54952 0.628362 -0.0836826 0.186387 0.358109
280 1914 2.71643 0.627554 -0.0630945 0.184521 0.356085
290 2638 2.83947 0.616187 -0.0232513 0.177268 0.348681
300 1973 2.9481 0.587753 0.0262738 0.162733 0.329747
310 2068 2.89708 0.5806 0.0779354 0.162395 0.307321
320 1962 2.86416 0.592908 0.111407 0.175 0.296134
330 2557 2.81723 0.583227 0.111372 0.173722 0.294067
340 2202 2.75887 0.565528 0.110588 0.167067 0.28952
350 2269 2.71096 0.551064 0.130221 0.160932 0.276021
360 2563 2.72984 0.554411 0.169067 0.164485 0.270924
370 1930 2.7914 0.562855 0.201298 0.168725 0.278114
380 2588 2.68677 0.568828 0.205694 0.169442 0.278572
390 2113 2.44081 0.602964 0.202228 0.18604 0.297068
400 1986 2.23291 0.645773 0.186493 0.205469 0.329424
410 2561 2.15125 0.695305 0.175809 0.228966 0.360831
420 2543 2.02528 0.768081 0.187296 0.267172 0.394921
430 1919 1.6681 0.851015 0.209394 0.310276 0.426581
440 2552 1.27257 0.941157 0.241587 0.360879 0.454105
450 2098 0.815918 1.01977 0.263153 0.405734 0.477195
460 2097 0.357962 1.09722 0.278181 0.447863 0.505273
470 1940 -0.0884409 1.19647 0.287753 0.497424 0.542684
480 2538 -0.433035 1.29143 0.314202 0.548918 0.570111
490 1922 -0.198112 1.33697 0.365886 0.588794 0.574231
500 2554 0.305887 1.32993 0.424723 0.610881 0.561358
510 1922 0.803342 1.30078 0.465849 0.616345 0.54124
520 1916 1.25771 1.24247 0.500557 0.60607 0.510736
530 2019 1.62144 1.16457 0.538349 0.589321 0.468976
540 1980 1.82622 1.11463 0.593559 0.598475 0.425008
550 1984 1.85997 1.11686 0.666147 0.6422 0.386971
560 1970 1.59258 1.1734 0.734797 0.710939 0.360262
570 1959 1.35013 1.27427 0.800573 0.802222 0.340871
580 2562 1.3146 1.41008 0.867876 0.913896 0.329797
590 1910 1.19284 1.54342 0.920685 1.01308 0.328043
600 2486 0.934663 1.71297 0.971159 1.12771 0.33456
610 2553 0.691329 1.90862 1.01227 1.25059 0.370566
620 1908 0.628552 2.15882 1.0599 1.40874 0.415801
630 2537 0.612838 2.37188 1.09243 1.54156 0.465661
640 2539 0.507106 2.52098 1.11237 1.638 0.513314
650 2040 0.21316 2.61738 1.11167 1.69318 0.547415
660 1986 -0.0550856 2.59428 1.09621 1.68771 0.55966
