t PE VE R R2
1 0.811151 0.702702 -0.00406226 0.583989
2 0.837728 0.68278 0.000587941 0.571874
3 0.851814 0.689368 -0.00917753 0.581395
4 0.852335 0.679819 -0.0161717 0.579323
5 0.850319 0.608189 -0.0373486 0.528801
6 0.827262 0.558049 -0.0479098 0.49035
7 0.799823 0.516824 -0.0614858 0.457873
8 0.77527 0.466812 -0.0914775 0.419659
9 0.752181 0.415741 -0.11382 0.380346
10 0.751651 0.392852 -0.129811 0.364614
11 0.742611 0.372507 -0.126837 0.348257
12 0.728905 0.34932 -0.110007 0.325861
13 0.71521 0.336359 -0.0863293 0.31146
14 0.701143 0.324491 -0.0667279 0.299358
15 0.693785 0.329695 -0.0613003 0.304205
16 0.695125 0.328507 -0.0385684 0.302095
17 0.687535 0.31729 -0.0164844 0.290811
18 0.680961 0.31454 -0.000500297 0.288013
19 0.649043 0.306576 0.00764816 0.27918
20 0.625954 0.30486 0.0136942 0.274618
21 0.611408 0.31532 0.000786733 0.279302
22 0.585177 0.314391 -0.0113511 0.275828
23 0.552269 0.308917 -0.0140442 0.270034
24 0.530127 0.311421 -0.0053891 0.271884
25 0.492551 0.312322 -0.00268393 0.273488
26 0.454712 0.340127 -0.0157396 0.299144
27 0.427219 0.364046 -0.0231108 0.324459
28 0.393874 0.401417 -0.0042466 0.358621
29 0.394018 0.422499 0.0172482 0.380785
30 0.389362 0.42873 0.0321795 0.391237
31 0.392589 0.43878 0.0229768 0.405022
32 0.395025 0.443578 0.0290319 0.413906
33 0.398955 0.449649 0.063162 0.426262
34 0.381432 0.474044 0.0999967 0.455652
35 0.381005 0.509053 0.124117 0.493164
36 0.394259 0.54004 0.180619 0.535119
37 0.41348 0.571046 0.225886 0.574802
38 0.440261 0.603141 0.2629 0.614467
39 0.477296 0.629042 0.314058 0.655277
40 0.500321 0.62954 0.342503 0.667186
41 0.499941 0.616918 0.337969 0.655176
42 0.489396 0.580836 0.318179 0.617293
43 0.469172 0.55719 0.300439 0.589228
44 0.45375 0.523619 0.298734 0.557334
45 0.43724 0.489949 0.294536 0.523028
46 0.429091 0.454389 0.274607 0.481624
47 0.441847 0.418254 0.247923 0.439193
48 0.460469 0.37325 0.222669 0.387933
49 0.477871 0.329381 0.173817 0.333088
50 0.497043 0.286438 0.109592 0.27988
51 0.514559 0.254126 0.0429386 0.242606
52 0.53557 0.226255 -0.0318999 0.214771
53 0.558295 0.215552 -0.111543 0.210269
54 0.593917 0.218644 -0.180485 0.223484
55 0.631902 0.234377 -0.229707 0.248894
56 0.670266 0.253362 -0.267891 0.27603
57 0.694713 0.273697 -0.291875 0.301657
58 0.718885 0.287751 -0.281629 0.310152
59 0.757232 0.305441 -0.264939 0.321007
60 0.778938 0.321874 -0.253969 0.332839
61 0.797346 0.325651 -0.244205 0.333851
62 0.816572 0.320819 -0.221866 0.323697
63 0.83621 0.327311 -0.208836 0.327777
64 0.849497 0.348317 -0.181461 0.343839
65 0.870121 0.38411 -0.153636 0.373722
66 0.896987 0.423222 -0.130832 0.406576
67 0.90529 0.449632 -0.100189 0.426826
68 0.910275 0.469076 -0.0673689 0.44097
69 0.911438 0.465991 -0.0316324 0.436828
70 0.906746 0.459625 0.0100407 0.431391
71 0.910422 0.441152 0.0410978 0.416564
72 0.901994 0.432163 0.0665915 0.409721
73 0.88794 0.441936 0.066588 0.416763
74 0.872691 0.41154 0.0610465 0.388182
75 0.870942 0.372747 0.0435021 0.350514
76 0.864782 0.322748 0.0273164 0.301638
77 0.85865 0.28335 0.0175637 0.262079
78 0.841651 0.233973 0.0148594 0.210841
79 0.82647 0.194305 0.0134908 0.168649
80 0.815368 0.167323 0.00661189 0.139147
81 0.815286 0.150256 -0.0134979 0.120265
82 0.815508 0.14628 -0.0447579 0.116929
83 0.818409 0.146905 -0.0813699 0.121637
84 0.828115 0.156756 -0.123193 0.138784
85 0.845847 0.173574 -0.15589 0.162983
86 0.885319 0.188569 -0.192706 0.187156
87 0.914589 0.210265 -0.246041 0.222306
88 0.935135 0.241706 -0.308716 0.272018
89 0.947941 0.276606 -0.370174 0.328219
90 0.932189 0.310819 -0.416856 0.380564
91 0.922689 0.352479 -0.465226 0.442266
92 0.910289 0.402593 -0.518194 0.515586
93 0.897358 0.453708 -0.572759 0.592862
94 0.900064 0.522958 -0.634845 0.693431
95 0.902575 0.563249 -0.681361 0.759543
96 0.919532 0.600368 -0.734742 0.83095
97 0.941466 0.639848 -0.77379 0.895449
98 0.93519 0.656082 -0.785573 0.919753
99 0.899767 0.658151 -0.77623 0.914416
100 0.842453 0.621937 -0.73753 0.851238
101 0.796798 0.601484 -0.705784 0.810064
102 0.725469 0.548062 -0.641759 0.717776
103 0.666724 0.535416 -0.626469 0.69579
104 0.59626 0.522495 -0.607693 0.671386
105 0.525424 0.514277 -0.58657 0.6497
106 0.461163 0.494342 -0.559573 0.614615
107 0.392858 0.465348 -0.523365 0.568419
108 0.321312 0.413239 -0.461377 0.489996
109 0.25181 0.372855 -0.401961 0.426886
110 0.203986 0.356034 -0.360366 0.395474
111 0.1657 0.347902 -0.312912 0.370907
112 0.143487 0.347643 -0.275285 0.358067
113 0.124168 0.352554 -0.229234 0.350025
114 0.0918091 0.376763 -0.189387 0.36191
115 0.0524239 0.419576 -0.159921 0.393848
