t PE VE
15899 0.144752 0.144752
15900 0.144719 0.144719
15901 0.144685 0.144685
15902 0.144651 0.144651
15903 0.144617 0.144617
15904 0.144582 0.144582
15905 0.144548 0.144548
15906 0.144514 0.144514
15907 0.144479 0.144479
15908 0.144445 0.144445
15909 0.14441 0.14441
15910 0.144375 0.144375
15911 0.14434 0.14434
15912 0.144306 0.144306
15913 0.144271 0.144271
15914 0.144235 0.144235
15915 0.1442 0.1442
15916 0.144165 0.144165
15917 0.14413 0.14413
15918 0.144094 0.144094
15919 0.144059 0.144059
15920 0.144023 0.144023
15921 0.143987 0.143987
15922 0.143952 0.143952
15923 0.143916 0.143916
15924 0.14388 0.14388
15925 0.143844 0.143844
15926 0.143808 0.143808
15927 0.143771 0.143771
15928 0.143735 0.143735
15929 0.143699 0.143699
15930 0.143662 0.143662
15931 0.143626 0.143626
15932 0.143589 0.143589
15933 0.143552 0.143552
15934 0.143516 0.143516
15935 0.143479 0.143479
15936 0.143442 0.143442
15937 0.143405 0.143405
15938 0.143367 0.143367
15939 0.14333 0.14333
15940 0.143293 0.143293
15941 0.143255 0.143255
15942 0.143218 0.143218
15943 0.14318 0.14318
15944 0.143143 0.143143
15945 0.143105 0.143105
15946 0.143067 0.143067
15947 0.143029 0.143029
15948 0.142991 0.142991
15949 0.142953 0.142953
15950 0.142915 0.142915
15951 0.142876 0.142876
15952 0.142838 0.142838
15953 0.1428 0.1428
15954 0.142761 0.142761
15955 0.142723 0.142723
15956 0.142684 0.142684
15957 0.142645 0.142645
15958 0.142606 0.142606
15959 0.142567 0.142567
15960 0.142528 0.142528
15961 0.142489 0.142489
15962 0.14245 0.14245
15963 0.142411 0.142411
15964 0.142371 0.142371
15965 0.142332 0.142332
15966 0.142292 0.142292
15967 0.142253 0.142253
15968 0.142213 0.142213
15969 0.142173 0.142173
15970 0.142133 0.142133
15971 0.142093 0.142093
15972 0.142053 0.142053
15973 0.142013 0.142013
15974 0.141973 0.141973
15975 0.141933 0.141933
15976 0.141892 0.141892
15977 0.141852 0.141852
15978 0.141811 0.141811
15979 0.14177 0.14177
15980 0.14173 0.14173
15981 0.141689 0.141689
15982 0.141648 0.141648
15983 0.141607 0.141607
15984 0.141566 0.141566
15985 0.141525 0.141525
15986 0.141484 0.141484
15987 0.141442 0.141442
15988 0.141401 0.141401
15989 0.14136 0.14136
15990 0.141318 0.141318
15991 0.141277 0.141277
15992 0.141235 0.141235
15993 0.141193 0.141193
15994 0.141151 0.141151
15995 0.141109 0.141109
15996 0.141067 0.141067
15997 0.141025 0.141025
15998 0.140983 0.140983
15999 0.140941 0.140941
16000 0.140898 0.140898
16001 0.140856 0.140856
16002 0.140813 0.140813
16003 0.140771 0.140771
16004 0.140728 0.140728
16005 0.140685 0.140685
16006 0.140643 0.140643
16007 0.1406 0.1406
16008 0.140557 0.140557
16009 0.140514 0.140514
16010 0.14047 0.14047
16011 0.140427 0.140427
16012 0.140384 0.140384
16013 0.14034 0.14034
16014 0.140297 0.140297
16015 0.140253 0.140253
16016 0.14021 0.14021
16017 0.140166 0.140166
16018 0.140122 0.140122
16019 0.140078 0.140078
16020 0.140034 0.140034
16021 0.13999 0.13999
16022 0.139946 0.139946
16023 0.139902 0.139902
16024 0.139858 0.139858
16025 0.139813 0.139813
16026 0.139769 0.139769
16027 0.139725 0.139725
16028 0.13968 0.13968
16029 0.139635 0.139635
16030 0.139591 0.139591
16031 0.139546 0.139546
16032 0.139501 0.139501
16033 0.139456 0.139456
16034 0.139411 0.139411
16035 0.139366 0.139366
16036 0.13932 0.13932
16037 0.139275 0.139275
16038 0.13923 0.13923
16039 0.139184 0.139184
16040 0.139139 0.139139
16041 0.139093 0.139093
16042 0.139048 0.139048
16043 0.139002 0.139002
16044 0.138956 0.138956
16045 0.13891 0.13891
16046 0.138864 0.138864
16047 0.138818 0.138818
16048 0.138772 0.138772
16049 0.138726 0.138726
16050 0.138679 0.138679
16051 0.138633 0.138633
16052 0.138587 0.138587
16053 0.13854 0.13854
16054 0.138493 0.138493
16055 0.138447 0.138447
16056 0.1384 0.1384
16057 0.138353 0.138353
16058 0.138306 0.138306
16059 0.138259 0.138259
16060 0.138212 0.138212
16061 0.138165 0.138165
16062 0.138118 0.138118
16063 0.138071 0.138071
16064 0.138023 0.138023
16065 0.137976 0.137976
16066 0.137928 0.137928
16067 0.137881 0.137881
16068 0.137833 0.137833
16069 0.137785 0.137785
16070 0.137738 0.137738
16071 0.13769 0.13769
16072 0.137642 0.137642
16073 0.137594 0.137594
16074 0.137546 0.137546
16075 0.137497 0.137497
16076 0.137449 0.137449
16077 0.137401 0.137401
16078 0.137352 0.137352
16079 0.137304 0.137304
16080 0.137255 0.137255
16081 0.137207 0.137207
16082 0.137158 0.137158
16083 0.137109 0.137109
16084 0.13706 0.13706
16085 0.137012 0.137012
16086 0.136963 0.136963
16087 0.136913 0.136913
16088 0.136864 0.136864
16089 0.136815 0.136815
16090 0.136766 0.136766
16091 0.136716 0.136716
16092 0.136667 0.136667
16093 0.136618 0.136618
16094 0.136568 0.136568
16095 0.136518 0.136518
16096 0.136469 0.136469
16097 0.136419 0.136419
16098 0.136369 0.136369
16099 0.136319 0.136319
16100 0.136269 0.136269
16101 0.136219 0.136219
16102 0.136169 0.136169
16103 0.136119 0.136119
16104 0.136068 0.136068
16105 0.136018 0.136018
16106 0.135967 0.135967
16107 0.135917 0.135917
16108 0.135866 0.135866
16109 0.135816 0.135816
16110 0.135765 0.135765
16111 0.135714 0.135714
16112 0.135663 0.135663
16113 0.135612 0.135612
16114 0.135561 0.135561
16115 0.13551 0.13551
16116 0.135459 0.135459
16117 0.135408 0.135408
16118 0.135357 0.135357
16119 0.135305 0.135305
16120 0.135254 0.135254
16121 0.135202 0.135202
16122 0.135151 0.135151
16123 0.135099 0.135099
16124 0.135048 0.135048
16125 0.134996 0.134996
16126 0.134944 0.134944
16127 0.134892 0.134892
16128 0.13484 0.13484
16129 0.134788 0.134788
16130 0.134736 0.134736
16131 0.134684 0.134684
16132 0.134631 0.134631
16133 0.134579 0.134579
16134 0.134527 0.134527
16135 0.134474 0.134474
16136 0.134422 0.134422
16137 0.134369 0.134369
16138 0.134317 0.134317
16139 0.134264 0.134264
16140 0.134211 0.134211
16141 0.134158 0.134158
16142 0.134105 0.134105
16143 0.134052 0.134052
16144 0.133999 0.133999
16145 0.133946 0.133946
16146 0.133893 0.133893
16147 0.13384 0.13384
16148 0.133786 0.133786
16149 0.133733 0.133733
16150 0.133679 0.133679
16151 0.133626 0.133626
16152 0.133572 0.133572
16153 0.133518 0.133518
16154 0.133465 0.133465
16155 0.133411 0.133411
16156 0.133357 0.133357
16157 0.133303 0.133303
16158 0.133249 0.133249
16159 0.133195 0.133195
16160 0.133141 0.133141
16161 0.133087 0.133087
16162 0.133032 0.133032
16163 0.132978 0.132978
16164 0.132924 0.132924
16165 0.132869 0.132869
16166 0.132815 0.132815
16167 0.13276 0.13276
16168 0.132706 0.132706
16169 0.132651 0.132651
16170 0.132596 0.132596
16171 0.132541 0.132541
16172 0.132486 0.132486
16173 0.132431 0.132431
16174 0.132376 0.132376
16175 0.132321 0.132321
16176 0.132266 0.132266
16177 0.132211 0.132211
16178 0.132155 0.132155
16179 0.1321 0.1321
16180 0.132045 0.132045
16181 0.131989 0.131989
16182 0.131934 0.131934
16183 0.131878 0.131878
16184 0.131822 0.131822
16185 0.131767 0.131767
16186 0.131711 0.131711
16187 0.131655 0.131655
16188 0.131599 0.131599
16189 0.131543 0.131543
16190 0.131487 0.131487
16191 0.131431 0.131431
16192 0.131375 0.131375
16193 0.131319 0.131319
16194 0.131262 0.131262
16195 0.131206 0.131206
16196 0.131149 0.131149
16197 0.131093 0.131093
16198 0.131036 0.131036
16199 0.13098 0.13098
16200 0.130923 0.130923
16201 0.130866 0.130866
16202 0.13081 0.13081
16203 0.130753 0.130753
16204 0.130696 0.130696
16205 0.130639 0.130639
16206 0.130582 0.130582
16207 0.130525 0.130525
16208 0.130468 0.130468
16209 0.13041 0.13041
16210 0.130353 0.130353
16211 0.130296 0.130296
16212 0.130238 0.130238
16213 0.130181 0.130181
16214 0.130123 0.130123
16215 0.130066 0.130066
16216 0.130008 0.130008
16217 0.129951 0.129951
16218 0.129893 0.129893
16219 0.129835 0.129835
16220 0.129777 0.129777
16221 0.129719 0.129719
16222 0.129661 0.129661
16223 0.129603 0.129603
16224 0.129545 0.129545
16225 0.129487 0.129487
16226 0.129429 0.129429
16227 0.12937 0.12937
16228 0.129312 0.129312
16229 0.129254 0.129254
16230 0.129195 0.129195
16231 0.129137 0.129137
16232 0.129078 0.129078
16233 0.12902 0.12902
16234 0.128961 0.128961
16235 0.128902 0.128902
16236 0.128843 0.128843
16237 0.128784 0.128784
16238 0.128726 0.128726
16239 0.128667 0.128667
16240 0.128608 0.128608
16241 0.128549 0.128549
16242 0.128489 0.128489
16243 0.12843 0.12843
16244 0.128371 0.128371
16245 0.128312 0.128312
16246 0.128252 0.128252
16247 0.128193 0.128193
16248 0.128133 0.128133
16249 0.128074 0.128074
16250 0.128014 0.128014
16251 0.127955 0.127955
16252 0.127895 0.127895
16253 0.127835 0.127835
16254 0.127775 0.127775
16255 0.127716 0.127716
16256 0.127656 0.127656
16257 0.127596 0.127596
16258 0.127536 0.127536
16259 0.127476 0.127476
16260 0.127415 0.127415
16261 0.127355 0.127355
16262 0.127295 0.127295
16263 0.127235 0.127235
16264 0.127174 0.127174
16265 0.127114 0.127114
16266 0.127054 0.127054
16267 0.126993 0.126993
16268 0.126933 0.126933
16269 0.126872 0.126872
16270 0.126811 0.126811
16271 0.126751 0.126751
16272 0.12669 0.12669
16273 0.126629 0.126629
16274 0.126568 0.126568
16275 0.126507 0.126507
16276 0.126446 0.126446
16277 0.126385 0.126385
16278 0.126324 0.126324
16279 0.126263 0.126263
16280 0.126202 0.126202
16281 0.126141 0.126141
16282 0.126079 0.126079
16283 0.126018 0.126018
16284 0.125956 0.125956
16285 0.125895 0.125895
16286 0.125834 0.125834
16287 0.125772 0.125772
16288 0.12571 0.12571
16289 0.125649 0.125649
16290 0.125587 0.125587
16291 0.125525 0.125525
16292 0.125464 0.125464
16293 0.125402 0.125402
16294 0.12534 0.12534
16295 0.125278 0.125278
16296 0.125216 0.125216
16297 0.125154 0.125154
16298 0.125092 0.125092
16299 0.12503 0.12503
16300 0.124967 0.124967
16301 0.124905 0.124905
16302 0.124843 0.124843
16303 0.12478 0.12478
16304 0.124718 0.124718
16305 0.124656 0.124656
16306 0.124593 0.124593
16307 0.124531 0.124531
16308 0.124468 0.124468
16309 0.124405 0.124405
16310 0.124343 0.124343
16311 0.12428 0.12428
16312 0.124217 0.124217
16313 0.124154 0.124154
16314 0.124092 0.124092
16315 0.124029 0.124029
16316 0.123966 0.123966
16317 0.123903 0.123903
16318 0.12384 0.12384
16319 0.123776 0.123776
16320 0.123713 0.123713
16321 0.12365 0.12365
16322 0.123587 0.123587
16323 0.123524 0.123524
16324 0.12346 0.12346
16325 0.123397 0.123397
16326 0.123333 0.123333
16327 0.12327 0.12327
16328 0.123206 0.123206
16329 0.123143 0.123143
16330 0.123079 0.123079
16331 0.123016 0.123016
16332 0.122952 0.122952
16333 0.122888 0.122888
16334 0.122824 0.122824
16335 0.12276 0.12276
16336 0.122697 0.122697
16337 0.122633 0.122633
16338 0.122569 0.122569
16339 0.122505 0.122505
16340 0.122441 0.122441
16341 0.122376 0.122376
16342 0.122312 0.122312
16343 0.122248 0.122248
16344 0.122184 0.122184
16345 0.12212 0.12212
16346 0.122055 0.122055
16347 0.121991 0.121991
16348 0.121926 0.121926
16349 0.121862 0.121862
16350 0.121798 0.121798
16351 0.121733 0.121733
16352 0.121668 0.121668
16353 0.121604 0.121604
16354 0.121539 0.121539
16355 0.121474 0.121474
16356 0.12141 0.12141
16357 0.121345 0.121345
16358 0.12128 0.12128
16359 0.121215 0.121215
16360 0.12115 0.12115
16361 0.121085 0.121085
16362 0.12102 0.12102
16363 0.120955 0.120955
16364 0.12089 0.12089
16365 0.120825 0.120825
16366 0.12076 0.12076
16367 0.120695 0.120695
16368 0.120629 0.120629
16369 0.120564 0.120564
16370 0.120499 0.120499
16371 0.120433 0.120433
16372 0.120368 0.120368
16373 0.120302 0.120302
16374 0.120237 0.120237
16375 0.120171 0.120171
16376 0.120106 0.120106
16377 0.12004 0.12004
16378 0.119975 0.119975
16379 0.119909 0.119909
16380 0.119843 0.119843
16381 0.119777 0.119777
16382 0.119712 0.119712
16383 0.119646 0.119646
16384 0.11958 0.11958
16385 0.119514 0.119514
16386 0.119448 0.119448
16387 0.119382 0.119382
16388 0.119316 0.119316
16389 0.11925 0.11925
16390 0.119184 0.119184
16391 0.119118 0.119118
16392 0.119051 0.119051
16393 0.118985 0.118985
16394 0.118919 0.118919
16395 0.118853 0.118853
16396 0.118786 0.118786
16397 0.11872 0.11872
16398 0.118654 0.118654
16399 0.118587 0.118587
16400 0.118521 0.118521
16401 0.118454 0.118454
16402 0.118388 0.118388
16403 0.118321 0.118321
16404 0.118254 0.118254
16405 0.118188 0.118188
16406 0.118121 0.118121
16407 0.118054 0.118054
16408 0.117987 0.117987
16409 0.117921 0.117921
16410 0.117854 0.117854
16411 0.117787 0.117787
16412 0.11772 0.11772
16413 0.117653 0.117653
16414 0.117586 0.117586
16415 0.117519 0.117519
16416 0.117452 0.117452
16417 0.117385 0.117385
16418 0.117318 0.117318
16419 0.117251 0.117251
16420 0.117184 0.117184
16421 0.117116 0.117116
16422 0.117049 0.117049
16423 0.116982 0.116982
16424 0.116914 0.116914
16425 0.116847 0.116847
16426 0.11678 0.11678
16427 0.116712 0.116712
16428 0.116645 0.116645
16429 0.116577 0.116577
16430 0.11651 0.11651
16431 0.116442 0.116442
16432 0.116375 0.116375
16433 0.116307 0.116307
16434 0.11624 0.11624
16435 0.116172 0.116172
16436 0.116104 0.116104
16437 0.116036 0.116036
16438 0.115969 0.115969
16439 0.115901 0.115901
16440 0.115833 0.115833
16441 0.115765 0.115765
16442 0.115697 0.115697
16443 0.115629 0.115629
16444 0.115561 0.115561
16445 0.115493 0.115493
16446 0.115425 0.115425
16447 0.115357 0.115357
16448 0.115289 0.115289
16449 0.115221 0.115221
16450 0.115153 0.115153
16451 0.115085 0.115085
16452 0.115017 0.115017
16453 0.114948 0.114948
16454 0.11488 0.11488
16455 0.114812 0.114812
16456 0.114744 0.114744
16457 0.114675 0.114675
16458 0.114607 0.114607
16459 0.114539 0.114539
16460 0.11447 0.11447
16461 0.114402 0.114402
16462 0.114333 0.114333
16463 0.114265 0.114265
16464 0.114196 0.114196
16465 0.114128 0.114128
16466 0.114059 0.114059
16467 0.11399 0.11399
16468 0.113922 0.113922
16469 0.113853 0.113853
16470 0.113784 0.113784
16471 0.113716 0.113716
16472 0.113647 0.113647
16473 0.113578 0.113578
16474 0.113509 0.113509
16475 0.113441 0.113441
16476 0.113372 0.113372
16477 0.113303 0.113303
16478 0.113234 0.113234
16479 0.113165 0.113165
16480 0.113096 0.113096
16481 0.113027 0.113027
16482 0.112958 0.112958
16483 0.112889 0.112889
16484 0.11282 0.11282
16485 0.112751 0.112751
16486 0.112682 0.112682
16487 0.112613 0.112613
16488 0.112543 0.112543
16489 0.112474 0.112474
16490 0.112405 0.112405
16491 0.112336 0.112336
16492 0.112267 0.112267
16493 0.112197 0.112197
16494 0.112128 0.112128
16495 0.112059 0.112059
16496 0.111989 0.111989
16497 0.11192 0.11192
16498 0.11185 0.11185
16499 0.111781 0.111781
16500 0.111712 0.111712
16501 0.111642 0.111642
16502 0.111573 0.111573
16503 0.111503 0.111503
16504 0.111434 0.111434
16505 0.111364 0.111364
16506 0.111295 0.111295
16507 0.111225 0.111225
16508 0.111155 0.111155
16509 0.111086 0.111086
16510 0.111016 0.111016
16511 0.110946 0.110946
16512 0.110877 0.110877
16513 0.110807 0.110807
16514 0.110737 0.110737
16515 0.110667 0.110667
16516 0.110598 0.110598
16517 0.110528 0.110528
16518 0.110458 0.110458
16519 0.110388 0.110388
16520 0.110318 0.110318
16521 0.110248 0.110248
16522 0.110178 0.110178
16523 0.110109 0.110109
16524 0.110039 0.110039
16525 0.109969 0.109969
16526 0.109899 0.109899
16527 0.109829 0.109829
16528 0.109759 0.109759
16529 0.109689 0.109689
16530 0.109618 0.109618
16531 0.109548 0.109548
16532 0.109478 0.109478
16533 0.109408 0.109408
16534 0.109338 0.109338
16535 0.109268 0.109268
16536 0.109198 0.109198
16537 0.109128 0.109128
16538 0.109057 0.109057
16539 0.108987 0.108987
16540 0.108917 0.108917
16541 0.108847 0.108847
16542 0.108776 0.108776
16543 0.108706 0.108706
16544 0.108636 0.108636
16545 0.108565 0.108565
16546 0.108495 0.108495
16547 0.108425 0.108425
16548 0.108354 0.108354
16549 0.108284 0.108284
16550 0.108214 0.108214
16551 0.108143 0.108143
16552 0.108073 0.108073
16553 0.108002 0.108002
16554 0.107932 0.107932
16555 0.107861 0.107861
16556 0.107791 0.107791
16557 0.10772 0.10772
16558 0.10765 0.10765
16559 0.107579 0.107579
16560 0.107509 0.107509
16561 0.107438 0.107438
16562 0.107368 0.107368
16563 0.107297 0.107297
16564 0.107226 0.107226
16565 0.107156 0.107156
16566 0.107085 0.107085
16567 0.107014 0.107014
16568 0.106944 0.106944
16569 0.106873 0.106873
16570 0.106802 0.106802
16571 0.106732 0.106732
16572 0.106661 0.106661
16573 0.10659 0.10659
16574 0.10652 0.10652
16575 0.106449 0.106449
16576 0.106378 0.106378
16577 0.106307 0.106307
16578 0.106236 0.106236
16579 0.106166 0.106166
16580 0.106095 0.106095
16581 0.106024 0.106024
16582 0.105953 0.105953
16583 0.105882 0.105882
16584 0.105811 0.105811
16585 0.105741 0.105741
16586 0.10567 0.10567
16587 0.105599 0.105599
16588 0.105528 0.105528
16589 0.105457 0.105457
16590 0.105386 0.105386
16591 0.105315 0.105315
16592 0.105244 0.105244
16593 0.105173 0.105173
16594 0.105102 0.105102
16595 0.105031 0.105031
16596 0.10496 0.10496
16597 0.104889 0.104889
16598 0.104818 0.104818
16599 0.104747 0.104747
16600 0.104676 0.104676
16601 0.104605 0.104605
16602 0.104534 0.104534
16603 0.104463 0.104463
16604 0.104392 0.104392
16605 0.104321 0.104321
16606 0.10425 0.10425
16607 0.104179 0.104179
16608 0.104108 0.104108
16609 0.104037 0.104037
16610 0.103966 0.103966
16611 0.103895 0.103895
16612 0.103824 0.103824
16613 0.103752 0.103752
16614 0.103681 0.103681
16615 0.10361 0.10361
16616 0.103539 0.103539
16617 0.103468 0.103468
16618 0.103397 0.103397
16619 0.103326 0.103326
16620 0.103255 0.103255
16621 0.103183 0.103183
16622 0.103112 0.103112
16623 0.103041 0.103041
16624 0.10297 0.10297
16625 0.102899 0.102899
16626 0.102827 0.102827
16627 0.102756 0.102756
16628 0.102685 0.102685
16629 0.102614 0.102614
16630 0.102543 0.102543
16631 0.102471 0.102471
16632 0.1024 0.1024
16633 0.102329 0.102329
16634 0.102258 0.102258
16635 0.102187 0.102187
16636 0.102115 0.102115
16637 0.102044 0.102044
16638 0.101973 0.101973
16639 0.101902 0.101902
16640 0.10183 0.10183
16641 0.101759 0.101759
16642 0.101688 0.101688
16643 0.101617 0.101617
16644 0.101545 0.101545
16645 0.101474 0.101474
16646 0.101403 0.101403
16647 0.101332 0.101332
16648 0.10126 0.10126
16649 0.101189 0.101189
16650 0.101118 0.101118
16651 0.101046 0.101046
16652 0.100975 0.100975
16653 0.100904 0.100904
16654 0.100833 0.100833
16655 0.100761 0.100761
16656 0.10069 0.10069
16657 0.100619 0.100619
16658 0.100548 0.100548
16659 0.100476 0.100476
16660 0.100405 0.100405
16661 0.100334 0.100334
16662 0.100262 0.100262
16663 0.100191 0.100191
16664 0.10012 0.10012
16665 0.100049 0.100049
16666 0.0999773 0.0999773
16667 0.0999061 0.0999061
16668 0.0998348 0.0998348
16669 0.0997635 0.0997635
16670 0.0996922 0.0996922
16671 0.099621 0.099621
16672 0.0995497 0.0995497
16673 0.0994784 0.0994784
16674 0.0994072 0.0994072
16675 0.0993359 0.0993359
16676 0.0992646 0.0992646
16677 0.0991934 0.0991934
16678 0.0991221 0.0991221
16679 0.0990509 0.0990509
16680 0.0989796 0.0989796
16681 0.0989084 0.0989084
16682 0.0988371 0.0988371
16683 0.0987659 0.0987659
16684 0.0986947 0.0986947
16685 0.0986234 0.0986234
16686 0.0985522 0.0985522
16687 0.098481 0.098481
16688 0.0984097 0.0984097
16689 0.0983385 0.0983385
16690 0.0982673 0.0982673
16691 0.0981961 0.0981961
16692 0.0981249 0.0981249
16693 0.0980537 0.0980537
16694 0.0979825 0.0979825
16695 0.0979113 0.0979113
16696 0.0978401 0.0978401
16697 0.0977689 0.0977689
16698 0.0976977 0.0976977
16699 0.0976266 0.0976266
16700 0.0975554 0.0975554
16701 0.0974842 0.0974842
16702 0.0974131 0.0974131
16703 0.0973419 0.0973419
16704 0.0972708 0.0972708
16705 0.0971996 0.0971996
16706 0.0971285 0.0971285
16707 0.0970574 0.0970574
16708 0.0969863 0.0969863
16709 0.0969152 0.0969152
16710 0.0968441 0.0968441
16711 0.096773 0.096773
16712 0.0967019 0.0967019
16713 0.0966308 0.0966308
16714 0.0965597 0.0965597
16715 0.0964886 0.0964886
16716 0.0964176 0.0964176
16717 0.0963465 0.0963465
16718 0.0962755 0.0962755
16719 0.0962044 0.0962044
16720 0.0961334 0.0961334
16721 0.0960624 0.0960624
16722 0.0959914 0.0959914
16723 0.0959204 0.0959204
16724 0.0958494 0.0958494
16725 0.0957784 0.0957784
16726 0.0957074 0.0957074
16727 0.0956365 0.0956365
16728 0.0955655 0.0955655
16729 0.0954946 0.0954946
16730 0.0954236 0.0954236
16731 0.0953527 0.0953527
16732 0.0952818 0.0952818
16733 0.0952109 0.0952109
16734 0.09514 0.09514
16735 0.0950691 0.0950691
16736 0.0949982 0.0949982
16737 0.0949274 0.0949274
16738 0.0948565 0.0948565
16739 0.0947857 0.0947857
16740 0.0947148 0.0947148
16741 0.094644 0.094644
16742 0.0945732 0.0945732
16743 0.0945024 0.0945024
16744 0.0944316 0.0944316
16745 0.0943609 0.0943609
16746 0.0942901 0.0942901
16747 0.0942194 0.0942194
16748 0.0941486 0.0941486
16749 0.0940779 0.0940779
16750 0.0940072 0.0940072
16751 0.0939365 0.0939365
16752 0.0938658 0.0938658
16753 0.0937951 0.0937951
16754 0.0937245 0.0937245
16755 0.0936538 0.0936538
16756 0.0935832 0.0935832
16757 0.0935126 0.0935126
16758 0.093442 0.093442
16759 0.0933714 0.0933714
16760 0.0933008 0.0933008
16761 0.0932302 0.0932302
16762 0.0931597 0.0931597
16763 0.0930892 0.0930892
16764 0.0930186 0.0930186
16765 0.0929481 0.0929481
16766 0.0928777 0.0928777
16767 0.0928072 0.0928072
16768 0.0927367 0.0927367
16769 0.0926663 0.0926663
16770 0.0925958 0.0925958
16771 0.0925254 0.0925254
16772 0.092455 0.092455
16773 0.0923847 0.0923847
16774 0.0923143 0.0923143
16775 0.0922439 0.0922439
16776 0.0921736 0.0921736
16777 0.0921033 0.0921033
16778 0.092033 0.092033
16779 0.0919627 0.0919627
16780 0.0918924 0.0918924
16781 0.0918222 0.0918222
16782 0.091752 0.091752
16783 0.0916817 0.0916817
16784 0.0916115 0.0916115
16785 0.0915414 0.0915414
16786 0.0914712 0.0914712
16787 0.0914011 0.0914011
16788 0.0913309 0.0913309
16789 0.0912608 0.0912608
16790 0.0911907 0.0911907
16791 0.0911207 0.0911207
16792 0.0910506 0.0910506
16793 0.0909806 0.0909806
16794 0.0909106 0.0909106
16795 0.0908406 0.0908406
16796 0.0907706 0.0907706
16797 0.0907006 0.0907006
16798 0.0906307 0.0906307
16799 0.0905608 0.0905608
16800 0.0904909 0.0904909
16801 0.090421 0.090421
16802 0.0903511 0.0903511
16803 0.0902813 0.0902813
16804 0.0902115 0.0902115
16805 0.0901417 0.0901417
16806 0.0900719 0.0900719
16807 0.0900021 0.0900021
16808 0.0899324 0.0899324
16809 0.0898627 0.0898627
16810 0.089793 0.089793
16811 0.0897233 0.0897233
16812 0.0896536 0.0896536
16813 0.089584 0.089584
16814 0.0895144 0.0895144
16815 0.0894448 0.0894448
16816 0.0893753 0.0893753
16817 0.0893057 0.0893057
16818 0.0892362 0.0892362
16819 0.0891667 0.0891667
16820 0.0890972 0.0890972
16821 0.0890278 0.0890278
16822 0.0889583 0.0889583
16823 0.0888889 0.0888889
16824 0.0888195 0.0888195
16825 0.0887502 0.0887502
16826 0.0886808 0.0886808
16827 0.0886115 0.0886115
16828 0.0885422 0.0885422
16829 0.0884729 0.0884729
16830 0.0884037 0.0884037
16831 0.0883345 0.0883345
16832 0.0882653 0.0882653
16833 0.0881961 0.0881961
16834 0.088127 0.088127
16835 0.0880578 0.0880578
16836 0.0879887 0.0879887
16837 0.0879197 0.0879197
16838 0.0878506 0.0878506
16839 0.0877816 0.0877816
16840 0.0877126 0.0877126
16841 0.0876436 0.0876436
16842 0.0875747 0.0875747
16843 0.0875057 0.0875057
16844 0.0874368 0.0874368
16845 0.087368 0.087368
16846 0.0872991 0.0872991
16847 0.0872303 0.0872303
16848 0.0871615 0.0871615
16849 0.0870927 0.0870927
16850 0.087024 0.087024
16851 0.0869553 0.0869553
16852 0.0868866 0.0868866
16853 0.0868179 0.0868179
16854 0.0867493 0.0867493
16855 0.0866807 0.0866807
16856 0.0866121 0.0866121
16857 0.0865436 0.0865436
16858 0.0864751 0.0864751
16859 0.0864066 0.0864066
16860 0.0863381 0.0863381
16861 0.0862697 0.0862697
16862 0.0862012 0.0862012
16863 0.0861329 0.0861329
16864 0.0860645 0.0860645
16865 0.0859962 0.0859962
16866 0.0859279 0.0859279
16867 0.0858596 0.0858596
16868 0.0857914 0.0857914
16869 0.0857232 0.0857232
16870 0.085655 0.085655
16871 0.0855868 0.0855868
16872 0.0855187 0.0855187
16873 0.0854506 0.0854506
16874 0.0853826 0.0853826
16875 0.0853145 0.0853145
16876 0.0852465 0.0852465
16877 0.0851786 0.0851786
16878 0.0851106 0.0851106
16879 0.0850427 0.0850427
16880 0.0849748 0.0849748
16881 0.084907 0.084907
16882 0.0848392 0.0848392
16883 0.0847714 0.0847714
16884 0.0847036 0.0847036
16885 0.0846359 0.0846359
16886 0.0845682 0.0845682
16887 0.0845006 0.0845006
16888 0.0844329 0.0844329
16889 0.0843653 0.0843653
16890 0.0842978 0.0842978
16891 0.0842302 0.0842302
16892 0.0841627 0.0841627
16893 0.0840953 0.0840953
16894 0.0840278 0.0840278
16895 0.0839604 0.0839604
16896 0.0838931 0.0838931
16897 0.0838257 0.0838257
16898 0.0837584 0.0837584
16899 0.0836912 0.0836912
16900 0.0836239 0.0836239
16901 0.0835567 0.0835567
16902 0.0834896 0.0834896
16903 0.0834224 0.0834224
16904 0.0833553 0.0833553
16905 0.0832883 0.0832883
16906 0.0832212 0.0832212
16907 0.0831542 0.0831542
16908 0.0830873 0.0830873
16909 0.0830203 0.0830203
16910 0.0829534 0.0829534
16911 0.0828866 0.0828866
16912 0.0828197 0.0828197
16913 0.082753 0.082753
16914 0.0826862 0.0826862
16915 0.0826195 0.0826195
16916 0.0825528 0.0825528
16917 0.0824862 0.0824862
16918 0.0824195 0.0824195
16919 0.082353 0.082353
16920 0.0822864 0.0822864
16921 0.0822199 0.0822199
16922 0.0821535 0.0821535
16923 0.082087 0.082087
16924 0.0820206 0.0820206
16925 0.0819543 0.0819543
16926 0.081888 0.081888
16927 0.0818217 0.0818217
16928 0.0817554 0.0817554
16929 0.0816892 0.0816892
16930 0.081623 0.081623
16931 0.0815569 0.0815569
16932 0.0814908 0.0814908
16933 0.0814247 0.0814247
16934 0.0813587 0.0813587
16935 0.0812927 0.0812927
16936 0.0812268 0.0812268
