t PE VE R R2
1 0.7582 0.298389 -0.0417929 0.161104
2 0.775438 0.270999 -0.0282202 0.130386
3 0.766262 0.251262 -0.0345125 0.107968
4 0.741631 0.237004 -0.0575403 0.0920033
5 0.706109 0.227729 -0.092509 0.0828482
6 0.66268 0.223645 -0.135444 0.0818217
7 0.613514 0.224968 -0.183459 0.0905635
8 0.558214 0.232712 -0.233908 0.11063
9 0.493308 0.248398 -0.283351 0.142535
10 0.41455 0.272637 -0.326942 0.184241
11 0.320868 0.304786 -0.358678 0.23016
12 0.216957 0.340944 -0.372601 0.272206
13 0.112406 0.375895 -0.364446 0.303148
14 0.0188475 0.405134 -0.332744 0.320081
15 -0.052229 0.428449 -0.278651 0.325429
16 -0.0911528 0.44731 -0.204831 0.325387
17 -0.0922491 0.463956 -0.114449 0.327707
18 -0.0553042 0.481076 -0.010924 0.339946
19 0.0151437 0.500574 0.101916 0.367924
20 0.112239 0.523257 0.219907 0.414344
21 0.229472 0.548638 0.339062 0.478271
22 0.36203 0.575427 0.456213 0.556058
23 0.505839 0.601561 0.569391 0.643442
24 0.654645 0.6287 0.677623 0.737698
25 0.797271 0.662736 0.780071 0.838402
26 0.918119 0.701261 0.874789 0.945633
27 1.00261 0.738231 0.957952 1.0562
28 1.04485 0.777281 1.02445 1.16115
29 1.05049 0.818269 1.06969 1.24813
30 1.02951 0.857315 1.09113 1.30698
31 0.981523 0.890959 1.0879 1.33226
32 0.889465 0.911772 1.05877 1.31934
33 0.739165 0.906778 1.00129 1.26109
34 0.547021 0.870607 0.914266 1.1545
35 0.356447 0.808392 0.800432 1.0092
36 0.21125 0.735618 0.665712 0.845371
37 0.13844 0.665999 0.517074 0.68519
38 0.1462 0.598871 0.36134 0.546911
39 0.227989 0.542095 0.205061 0.442541
40 0.367728 0.499445 0.0546479 0.377082
41 0.545522 0.471492 -0.0836465 0.348363
42 0.743712 0.455732 -0.203944 0.347588
43 0.950604 0.446806 -0.301057 0.361021
44 1.15703 0.437401 -0.37092 0.373111
45 1.34528 0.421229 -0.411242 0.370844
46 1.48597 0.395707 -0.422246 0.347617
47 1.56213 0.36025 -0.406198 0.303487
48 1.59135 0.316972 -0.364948 0.242222
49 1.60407 0.270332 -0.298229 0.170679
50 1.6116 0.227639 -0.20506 0.101318
51 1.59948 0.200339 -0.0864862 0.0532725
52 1.53441 0.199322 0.0522905 0.048875
53 1.37461 0.23164 0.200804 0.104773
54 1.08895 0.298074 0.343969 0.220108
55 0.682791 0.390767 0.464929 0.370052
56 0.204657 0.487805 0.548857 0.513142
