0.03 0.09 0.15 0.21 0.27 0.33 0.39 0.45 0.51 0.57 0.63 0.69 0.75 0.81 0.87 0.93 0.99 1.05 1.11 1.17 1.23 1.29 1.35 1.41 1.47 1.53 1.59 1.65 1.71 1.77 1.83 1.89 1.95 2.01 2.07 2.13 2.19 2.25 2.31 2.37 2.43 2.49 2.55 2.61 2.67 2.73 2.79 2.85 2.91 2.97 3.03 3.09 3.15 3.21 3.27 3.33 3.39 3.45 3.51 3.57 3.63 3.69 3.75 3.81 3.87 3.93 3.99 4.05 4.11 4.17 4.23 4.29 4.35 4.41 4.47 4.53 4.59 4.65 4.71 4.77 4.83 4.89 4.95 5.01 5.07 5.13 5.19 5.25 5.31 5.37 5.43 5.49 5.55 5.61 5.67 5.73 5.79 5.85 5.91 5.97 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 1.0878 2.7942 3.1124 2.2434 1.396 0.8182 0.4944 0.2418 0.1228 0.08 0.058 0.028 0.0212 0.0156 0.0116 0.005 0.0452 0.2516 0.8436 1.4466 1.722 1.7296 1.4754 1.154 0.8122 0.5154 0.3112 0.1958 0.113 0.0726 0.0562 0.0222 0.0094 0.0152 0.0754 0.2746 0.5488 0.812 1.0752 1.1832 1.1646 1.0202 0.9072 0.6196 0.48 0.3124 0.2282 0.1242 0.0778 0.0412 0.032 0.0348 0.0654 0.195 0.3398 0.483 0.653 0.7472 0.8554 0.8002 0.6898 0.654 0.53 0.3904 0.3008 0.1742 0.101 0.083 0.0544 0.053 0.071 0.1314 0.1814 0.255 0.3698 0.4344 0.5306 0.5786 0.5202 0.4484 0.443 0.4092 0.373 0.2252 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0508 1.147 3.1514 3.4304 2.53 1.6168 0.9106 0.5124 0.274 0.1946 0.0822 0.03 0.0256 0.0238 0.0106 0.006 0.004 0.025 0.2474 0.9138 1.5476 2.0164 1.9774 1.693 1.3568 0.8878 0.5278 0.3592 0.2094 0.1022 0.0522 0.0444 0.0216 0.011 0.013 0.0496 0.2116 0.525 0.9556 1.2164 1.3616 1.457 1.2516 0.9754 0.7378 0.5112 0.321 0.1932 0.1112 0.0586 0.0292 0.0176 0.0138 0.0424 0.132 0.3236 0.5192 0.7576 0.9036 1.0356 0.9996 0.8734 0.7234 0.5624 0.4306 0.2936 0.2054 0.092 0.06 0.0224 0.0152 0.0284 0.0742 0.137 0.2594 0.4302 0.566 0.6272 0.6492 0.6786 0.6304 0.5452 0.4488 0.361 0.2378 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0676 1.1952 3.1318 3.4236 2.553 1.651 0.89 0.4602 0.2452 0.1456 0.0866 0.0592 0.038 0.0226 0.0092 0.007 0.0038 0.038 0.2758 0.8428 1.5492 2.049 2.0076 1.7376 1.3086 0.8584 0.5282 0.3004 0.1708 0.12 0.0858 0.0674 0.0334 0.0242 0.0106 0.0712 0.256 0.5062 0.8646 1.189 1.4036 1.4728 1.2466 1.0086 0.7036 0.4698 0.285 0.1804 0.1272 0.1028 0.0552 0.0364 0.0336 0.0604 0.1662 0.284 0.4948 0.7204 0.8802 1.006 1.0136 0.9202 0.7774 0.5106 0.4014 0.2474 0.188 0.1204 0.0884 0.0512 0.0436 0.0628 0.093 0.1442 0.2426 0.4208 0.4916 0.628 0.678 0.679 0.64 0.5274 0.4096 0.3088 0.2156 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 1.2108 2.9628 3.3698 2.5432 1.6412 0.981 0.524 0.294 0.1704 0.0802 0.0558 0.0276 0.0234 0.0232 0.0166 0.0072 0.0358 0.2546 0.841 1.4978 1.9606 2.0016 1.6646 1.3156 0.9072 0.5904 0.3608 0.2242 0.133 0.0822 0.0446 0.0332 0.0212 0.03 0.0674 0.1956 0.4974 0.8986 1.164 1.3416 1.429 1.1934 1.019 0.727 0.5168 0.3656 0.2492 0.1314 0.0802 0.0416 0.0396 0.028 0.0526 0.1438 0.2688 0.475 0.7322 0.8736 0.9936 0.9998 0.8436 0.7134 0.5876 0.4422 0.3504 0.2132 0.1286 0.0884 0.045 0.0312 0.0324 0.0808 0.1598 0.2336 0.39 0.4814 0.5902 0.6748 0.6428 0.619 0.5786 0.4288 0.3336 0.2744 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0758 1.1536 3.0026 3.2862 2.525 1.7016 1.0006 0.5846 0.2654 0.1664 0.09 0.0658 0.0302 0.0192 0.0206 0.0058 0.0042 0.0352 0.2594 0.8402 1.4218 1.8422 1.9898 1.6852 1.389 0.9726 0.6126 0.3894 0.2216 0.1546 0.0772 0.0496 0.0376 0.0152 0.0134 0.0594 0.236 0.4904 0.828 1.1198 1.2778 1.2932 1.2654 1.0596 0.7902 0.5806 0.3814 0.2692 0.1646 0.0928 0.042 0.023 0.0212 0.0584 0.146 0.2756 0.5024 0.6486 0.7866 0.8854 0.9542 0.8996 0.8012 0.5998 0.502 0.3718 0.2648 0.151 0.079 0.0412 0.0304 0.0366 0.0698 0.1608 0.2458 0.3932 0.453 0.5132 0.5286 0.6098 0.6384 0.5924 0.5048 0.4158 0.3098 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0534 1.1216 3.0312 3.3794 2.6092 1.6988 0.982 0.4818 0.2886 0.1494 0.0734 0.0406 0.0324 0.0242 0.0136 0.0128 0.0084 0.029 0.2238 0.7944 1.483 1.9468 2.0824 1.7982 1.332 0.9204 0.5874 0.3164 0.192 0.1134 0.0698 0.041 0.0324 0.0238 0.0176 0.0506 0.1716 0.4424 0.8446 1.2106 1.4208 1.4866 1.3276 1.0248 0.7698 0.477 0.313 0.189 0.1078 0.0596 0.0414 0.0318 0.0328 0.04 0.085 0.2212 0.4486 0.7152 0.9244 1.1144 1.0492 0.9624 0.7964 0.5866 0.414 0.2438 0.1668 0.0834 0.0612 0.0462 0.0272 0.0298 0.037 0.106 0.2072 0.3488 0.5086 0.6346 0.7378 0.7598 0.6872 0.6094 0.434 0.3252 0.2156 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0618 1.1594 2.9202 3.3684 2.6272 1.724 0.9968 0.5096 0.2694 0.1532 0.084 0.0488 0.0376 0.0198 0.0112 0.0038 0.0036 0.0282 0.2374 0.778 1.4308 1.9032 2.0718 1.8166 1.4008 0.877 0.6046 0.359 0.201 0.1264 0.0686 0.049 0.0292 0.0104 0.0094 0.0468 0.1698 0.4328 0.7676 1.198 1.4138 1.4778 1.3228 1.0606 0.8152 0.5402 0.3134 0.1864 0.112 0.076 0.0374 0.016 0.0184 0.0268 0.09 0.1982 0.4152 0.6314 0.9252 1.06 1.078 1.0018 0.867 0.6326 0.4518 0.2572 0.147 0.0936 0.0638 0.043 0.01 0.0102 0.0246 0.0836 0.1698 0.2918 0.485 0.6516 0.7636 0.776 0.7302 0.6708 0.4872 0.3226 0.2336 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0698 1.2184 3.0654 3.3098 2.5014 1.5586 1 0.5696 0.3174 0.1726 0.0948 0.0534 0.021 0.0152 0.0108 0.01 0.0044 0.045 0.3138 0.8828 1.5916 1.9742 1.8726 1.621 1.233 0.8772 0.6062 0.43 0.2356 0.1236 0.0972 0.041 0.03 0.02 0.0148 0.0738 0.2614 0.6042 0.9694 1.2182 1.3052 1.309 1.1236 0.8976 0.7364 0.4982 0.3574 0.2636 0.1618 0.097 0.0612 0.0328 0.0358 0.0656 0.1622 0.3652 0.582 0.7842 0.8518 0.867 0.9406 0.8046 0.6572 0.5502 0.452 0.3406 0.2272 0.1442 0.086 0.068 0.034 0.0492 0.086 0.2088 0.297 0.4278 0.5042 0.5764 0.6002 0.6086 0.5494 0.509 0.439 0.3576 0.2846 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0518 1.1514 2.9978 3.4646 2.578 1.6532 0.9278 0.5206 0.2828 0.1354 0.0876 0.0608 0.0304 0.0208 0.0236 0.0094 0.0046 0.025 0.232 0.8582 1.573 1.9432 1.9688 1.7224 1.2734 0.8628 0.6226 0.3978 0.2178 0.1178 0.0664 0.0436 0.0296 0.0294 0.0138 0.054 0.2064 0.5074 0.921 1.2158 1.361 1.428 1.1804 0.987 0.758 0.5646 0.3388 0.2038 0.1116 0.0778 0.0424 0.0248 0.0134 0.0528 0.121 0.2726 0.505 0.7144 0.8886 1.0246 1.0168 0.9042 0.7552 0.6082 0.4252 0.2896 0.1824 0.1202 0.0638 0.0218 0.02 0.0316 0.058 0.1234 0.2276 0.3688 0.5144 0.675 0.6922 0.7334 0.6406 0.5246 0.443 0.3304 0.2902 
