t PE VE R R2
1 0.0977406 0.556838 -0.10365 0.495446
2 0.0908406 0.549272 -0.118078 0.492865
3 0.086583 0.540824 -0.131024 0.489549
4 0.0848006 0.531584 -0.141869 0.485358
5 0.0852924 0.521604 -0.149997 0.480073
6 0.0878399 0.510922 -0.154807 0.473435
7 0.092232 0.499479 -0.155744 0.465182
8 0.0982956 0.487134 -0.152314 0.4551
9 0.105931 0.473852 -0.14411 0.443064
10 0.115145 0.459553 -0.13083 0.429086
11 0.126078 0.444166 -0.1123 0.413348
12 0.139016 0.427699 -0.0884871 0.396219
13 0.154382 0.410271 -0.0595213 0.378272
14 0.172691 0.392144 -0.0257109 0.360269
15 0.194491 0.373756 0.0124371 0.34314
16 0.220254 0.355729 0.0541962 0.327915
17 0.250273 0.338827 0.0986049 0.315623
18 0.284543 0.323892 0.144459 0.307145
19 0.322666 0.311591 0.190326 0.303032
20 0.363811 0.302406 0.234586 0.303328
21 0.406724 0.296929 0.275504 0.307447
22 0.449827 0.294741 0.311343 0.314167
23 0.491377 0.294355 0.340477 0.321754
24 0.529659 0.294925 0.361519 0.32824
25 0.563184 0.295682 0.373418 0.331755
26 0.590854 0.295623 0.375513 0.330866
27 0.612051 0.293673 0.367557 0.324828
28 0.626659 0.289629 0.349685 0.313705
29 0.635023 0.283617 0.322373 0.298362
30 0.637854 0.276087 0.28638 0.28035
31 0.63611 0.267762 0.242692 0.261728
32 0.630869 0.260438 0.192479 0.24483
33 0.623208 0.255182 0.137072 0.232027
34 0.614094 0.253717 0.077931 0.225472
35 0.604294 0.257412 0.0166321 0.22685
36 0.594312 0.2673 -0.0451632 0.237157
37 0.584353 0.283932 -0.105747 0.25653
38 0.574335 0.307203 -0.163419 0.284174
39 0.563922 0.336481 -0.216556 0.318411
40 0.552607 0.370511 -0.263683 0.356852
41 0.539808 0.407801 -0.303549 0.396692
42 0.52498 0.446005 -0.335185 0.435064
43 0.507713 0.482612 -0.357946 0.469392
44 0.487812 0.516074 -0.371527 0.497679
45 0.465351 0.543798 -0.375961 0.518684
46 0.440677 0.565158 -0.371586 0.531977
47 0.414389 0.579748 -0.359008 0.537868
48 0.387285 0.588656 -0.33905 0.537251
49 0.360287 0.592008 -0.312693 0.531409
50 0.334361 0.590589 -0.281026 0.521798
51 0.31044 0.585322 -0.2452 0.509862
52 0.289359 0.577098 -0.206388 0.496874
53 0.271799 0.566691 -0.165759 0.483836
54 0.258264 0.554696 -0.124448 0.471414
55 0.249056 0.541503 -0.0835506 0.45992
56 0.244287 0.527292 -0.0441027 0.449328
57 0.243886 0.512058 -0.00707645 0.439317
58 0.247628 0.495655 0.0266291 0.429342
59 0.255166 0.477855 0.0561964 0.418715
60 0.266067 0.458413 0.080898 0.40671
61 0.279857 0.437128 0.100107 0.392661
62 0.296058 0.413923 0.113307 0.376067
63 0.314228 0.388903 0.120108 0.356681
64 0.333992 0.362392 0.120257 0.33458
65 0.355071 0.334958 0.113659 0.31021
66 0.377298 0.307391 0.100391 0.284391
67 0.400616 0.280663 0.0807238 0.258274
68 0.425065 0.255857 0.0551327 0.233255
69 0.450751 0.234054 0.0243122 0.210845
70 0.477795 0.216209 -0.0108247 0.192496
71 0.506268 0.20304 -0.0491566 0.179412
72 0.536129 0.194928 -0.0893785 0.172372
73 0.567162 0.19188 -0.130042 0.171582
74 0.598945 0.193453 -0.169608 0.176598
75 0.630841 0.198764 -0.206503 0.186333
76 0.662023 0.206581 -0.239191 0.199156
77 0.691549 0.215751 -0.266226 0.213076
78 0.718446 0.224278 -0.286314 0.22598
79 0.741824 0.231024 -0.298361 0.235906
80 0.760987 0.234842 -0.301512 0.241301
81 0.775522 0.235477 -0.295182 0.241248
82 0.785377 0.233166 -0.279086 0.235614
83 0.790879 0.228208 -0.253251 0.225118
84 0.792716 0.221546 -0.218032 0.211283
85 0.791871 0.214307 -0.174113 0.196295
86 0.789501 0.207849 -0.122501 0.182755
87 0.786789 0.203588 -0.0645027 0.173366
88 0.784783 0.202877 -0.00169747 0.170575
89 0.784231 0.206711 0.0641136 0.176231
90 0.785463 0.215677 0.130967 0.191299
91 0.788306 0.229859 0.196811 0.215682
92 0.792088 0.248652 0.259584 0.248184
93 0.795702 0.270963 0.317304 0.286623
94 0.797737 0.295764 0.368149 0.328098
95 0.79666 0.321421 0.410533 0.369354
96 0.791018 0.346117 0.443176 0.407204
97 0.779632 0.368493 0.465146 0.438939
98 0.76175 0.387758 0.475893 0.46266
99 0.737156 0.403566 0.475257 0.477489
100 0.7062 0.416031 0.463462 0.483634
