t PE VE R R2 BS
1 1242.05 1239.08 0.000941692 1238.86 0.0460931
2 2161.72 2158.99 0.00662628 2158.55 0.0689167
3 3161.68 3159.42 0.0257158 3158.53 0.0951349
4 4161.88 4160.24 0.0460357 4158.76 0.118815
5 5097.58 5096.81 0.0742973 5094.51 0.144088
6 5922.66 5922.71 0.104394 5919.63 0.159588
7 6602.44 6603.48 0.127571 6599.46 0.180602
8 7117.36 7119.64 0.145603 7114.45 0.206864
9 7463.13 7466.61 0.15366 7460.29 0.230155
10 7638.75 7643.45 0.130768 7635.99 0.253491
11 7650.83 7657.16 0.107274 7648.15 0.282358
12 7517.6 7525.69 0.0713105 7515.01 0.309771
13 7254.39 7263.8 0.0497754 7251.88 0.328356
14 6884.06 6894.34 0.0302809 6881.63 0.337205
15 6430.79 6441.44 0.0147613 6428.43 0.340764
16 5915.65 5926.67 0.00804193 5913.37 0.34351
17 5361.92 5373.36 0.00371798 5359.71 0.348639
18 4786.89 4798.38 0.0126565 4784.75 0.351916
19 4209.53 4221.27 0.0288756 4207.46 0.363664
20 3644.62 3656.37 0.0464202 3642.63 0.372722
21 3102.66 3115.06 0.0775069 3100.76 0.398592
22 2594.09 2606.68 0.112451 2592.29 0.414827
23 2127.97 2140.16 0.146031 2126.27 0.428987
24 1710.11 1721.6 0.191426 1708.51 0.441934
25 1342.83 1353.31 0.245567 1341.3 0.44802
26 1026.75 1036.27 0.292047 1025.31 0.456571
27 760.437 768.818 0.32052 759.069 0.460457
28 541.535 548.669 0.335414 540.226 0.466137
29 366.907 372.813 0.330624 365.657 0.473546
30 233.145 237.719 0.321403 231.923 0.476358
31 135.178 138.396 0.328104 133.985 0.475962
32 68.129 70.1766 0.339211 66.9709 0.482243
33 26.377 27.3195 0.337967 25.2638 0.485172
34 5.77003 5.94036 0.339476 4.69703 0.488957
35 1.95429 43204.4 0.335614 0.903974 0.497535
36 429692 6.07871e+08 0.343543 795100 596.257
37 1.53873e+06 4.13974e+09 0.359707 2.85481e+06 1129.72
38 3.07889e+06 1.18091e+10 0.374319 5.73577e+06 1600.39
39 4.83384e+06 2.34887e+10 0.388045 9.05738e+06 2009.26
40 6.62216e+06 3.82154e+10 0.406753 1.25033e+07 2357.84
41 8.29863e+06 5.46054e+10 0.413988 1.58209e+07 2648.16
42 9.7538e+06 7.11718e+10 0.421468 1.88183e+07 2882.69
43 1.09114e+07 8.65497e+10 0.422566 2.13594e+07 3064.26
44 1.17256e+07 9.97466e+10 0.423983 2.33581e+07 3195.97
45 1.21774e+07 1.09665e+11 0.433469 2.47721e+07 3281.1
46 1.22696e+07 1.16216e+11 0.430587 2.55951e+07 3323.26
47 1.20235e+07 1.1919e+11 0.415131 2.58505e+07 3326.11
48 1.1474e+07 1.18762e+11 0.406676 2.55843e+07 3293.36
49 1.06655e+07 1.15311e+11 0.408886 2.48584e+07 3228.76
50 9.64847e+06 1.09352e+11 0.420824 2.37452e+07 3140.55
51 8.47584e+06 1.01474e+11 0.436267 2.23221e+07 3028.26
52 7.20051e+06 9.22783e+10 0.446555 2.06679e+07 2896.47
53 5.8728e+06 8.23457e+10 0.459131 1.88587e+07 2751.02
54 4.53865e+06 7.21837e+10 0.456176 1.69649e+07 2591.63
55 3.23861e+06 6.22177e+10 0.448391 1.50498e+07 2421.3
56 2.00673e+06 5.27883e+10 0.416652 1.3168e+07 2242.87
57 870268 4.41884e+10 0.388335 1.13644e+07 2066.34
58 -150228 3.64168e+10 0.372775 9.67488e+06 1888.22
59 -1.04089e+06 2.95372e+10 0.343565 8.12542e+06 1714.97
60 -1.79417e+06 2.35817e+10 0.312119 6.73328e+06 1546.55
61 -2.40775e+06 1.85329e+10 0.29721 5.50786e+06 1390.24
62 -2.8843e+06 1.43368e+10 0.275764 4.45137e+06 1238.48
63 -3.23033e+06 1.09201e+10 0.263357 3.56033e+06 1100.09
64 -3.45556e+06 8.21709e+09 0.25176 2.82641e+06 966.589
65 -3.57193e+06 6.13052e+09 0.251252 2.23768e+06 842.715
66 -3.59296e+06 4.55927e+09 0.245234 1.77963e+06 787.647
67 -3.53293e+06 3.39997e+09 0.236077 1.43616e+06 760.896
68 -3.4064e+06 2.56505e+09 0.239936 1.19044e+06 746.623
69 -3.22764e+06 1.98182e+09 0.255485 1.02569e+06 753.632
70 -3.01016e+06 1.58719e+09 0.258575 925692 767.849
71 -2.76642e+06 1.33204e+09 0.254616 875358 778.102
72 -2.50759e+06 1.17465e+09 0.235601 861031 786.347
73 -2.24336e+06 1.08162e+09 0.224611 870689 800.085
74 -1.9819e+06 1.02775e+09 0.244884 894134 809.326
75 -1.72983e+06 9.94656e+08 0.269401 922991 812.081
76 -1.4923e+06 9.68905e+08 0.293056 950651 808.739
77 -1.27302e+06 9.40933e+08 0.310874 972179 801.499
78 -1.07447e+06 9.04679e+08 0.308275 984217 789.413
79 -898013 8.58794e+08 0.30288 984700 777.727
80 -744003 8.03468e+08 0.308279 972738 765.419
81 -612013 7.3996e+08 0.284222 948399 748.567
82 -501008 6.7028e+08 0.247832 912487 726.508
83 -409458 5.96865e+08 0.219129 866373 699.899
84 -335515 5.22237e+08 0.192076 811774 669.37
85 -277150 4.48784e+08 0.162107 750597 635.534
86 -232178 3.78664e+08 0.124447 684921 599.011
87 -198468 3.13572e+08 0.0986098 616734 560.374
88 -173945 2.54904e+08 0.0835326 547912 520.293
89 -156680 2.03321e+08 0.0683024 480138 480.015
90 -144937 1.58937e+08 0.0495596 414866 439.087
91 -137192 1.21691e+08 0.0164948 353287 398.615
92 -132105 9.12363e+07 -0.0239814 296354 358.728
93 -128594 6.70553e+07 -0.0636626 244719 319.35
94 -125813 4.91456e+07 -0.0815708 198755 280.794
95 -123122 3.50357e+07 -0.0830989 158644 243.422
96 -120029 2.4518e+07 -0.0774486 124365 208.334
97 -116207 1.6612e+07 -0.082526 95727.8 175.109
98 -111506 1.09032e+07 -0.0920954 72389.1 144.857
99 -105876 6.97967e+06 -0.0964358 53923.5 116.937
100 -99354.4 4.44892e+06 -0.0864572 39823.9 95.0661
101 -92052.7 2.95817e+06 -0.0724294 29532.8 85.2506
102 -84133.1 1.4681e+10 -0.0772894 22477.4 84.9941
103 2.59216e+08 5.70157e+12 -0.0795342 3.96685e+08 13108.9
104 9.24688e+08 3.88903e+13 -0.0732916 1.42041e+09 24833.5
105 1.85084e+09 1.10911e+14 -0.077934 2.85074e+09 35178.5
106 2.91183e+09 2.2038e+14 -0.0836997 4.49825e+09 44165.4
107 4.00265e+09 3.57987e+14 -0.0831451 6.20553e+09 51828
108 5.03936e+09 5.10454e+14 -0.074295 7.84682e+09 58211
109 5.9583e+09 6.63589e+14 -0.0740953 9.32656e+09 63368.5
110 6.71482e+09 8.04444e+14 -0.0879229 1.05771e+10 67362.4
111 7.28135e+09 9.22663e+14 -0.0981911 1.15558e+10 70261.1
112 7.64523e+09 1.01115e+15 -0.111433 1.22418e+10 72138.4
113 7.80634e+09 1.06621e+15 -0.119783 1.26324e+10 73071.6
114 7.77467e+09 1.08725e+15 -0.119702 1.27396e+10 73140.9
115 7.56795e+09 1.07628e+15 -0.1171 1.25866e+10 72428.1
116 7.20938e+09 1.03726e+15 -0.107917 1.22049e+10 71015.3
117 6.72561e+09 9.75405e+14 -0.0924398 1.16309e+10 68984.5
118 6.14496e+09 8.96796e+14 -0.0724367 1.09037e+10 66416.4
119 5.49582e+09 8.07273e+14 -0.0591468 1.00629e+10 63389.7
120 4.80547e+09 7.1203e+14 -0.0573854 9.14654e+09 59980.4
121 4.09906e+09 6.15868e+14 -0.0555843 8.1902e+09 56261.4
122 3.39895e+09 5.23182e+14 -0.0628699 7.22557e+09 52501.2
123 2.7242e+09 4.36975e+14 -0.073661 6.27998e+09 48603.1
124 2.09035e+09 3.59345e+14 -0.0731211 5.376e+09 44587.5
