t PE VE R R2 BS
1 626.829 623.863 0.0102946 623.698 0.0402963
2 625.632 622.82 0.0151908 622.581 0.0585592
3 624.314 621.714 0.0214668 621.372 0.077047
4 622.656 620.306 0.0266326 619.843 0.0932105
5 620.799 618.712 0.0312179 618.119 0.108459
6 618.529 616.778 0.0334863 616.018 0.127384
7 616.109 614.72 0.0359917 613.777 0.143968
8 613.572 612.554 0.0394389 611.407 0.160517
9 610.86 610.197 0.0413405 608.84 0.178816
10 608.043 607.693 0.0439175 606.132 0.195412
11 605.239 605.246 0.0504673 603.458 0.209724
12 602.349 602.663 0.0589525 600.659 0.222074
13 599.272 599.882 0.0661283 597.671 0.232935
14 596.14 596.949 0.0742262 594.583 0.23893
15 593.113 594.051 0.0806515 591.557 0.244845
16 590.021 591.086 0.0876117 588.467 0.253174
17 586.818 588.101 0.093923 585.317 0.263564
18 583.644 585.123 0.101284 582.186 0.272403
19 580.318 582.037 0.10407 578.932 0.282068
20 577.135 579.113 0.107651 575.826 0.290026
21 574.018 576.244 0.107563 572.786 0.295688
22 570.922 573.394 0.107767 569.755 0.301648
23 567.738 570.423 0.10885 566.599 0.307189
24 564.443 567.303 0.110211 563.3 0.315608
25 561.047 564.119 0.111935 559.926 0.325115
26 557.594 560.904 0.11611 556.513 0.33333
27 554.198 557.697 0.119797 553.147 0.339832
28 550.763 554.476 0.123179 549.746 0.347482
29 547.303 551.217 0.125282 546.317 0.353544
30 543.821 547.936 0.128023 542.87 0.358533
31 540.274 544.635 0.130298 539.381 0.365875
32 536.834 541.389 0.133761 535.991 0.372107
33 533.405 538.125 0.136019 532.606 0.376496
34 530.015 534.885 0.135679 529.249 0.38034
35 526.68 531.809 0.134485 525.989 0.385179
36 523.376 528.686 0.134432 522.721 0.391365
37 520.242 525.692 0.133599 519.62 0.395901
38 517.101 522.589 0.134373 516.478 0.398293
39 514.099 519.601 0.134739 513.472 0.399086
40 511.016 516.512 0.138019 510.357 0.399619
41 507.783 513.271 0.143012 507.104 0.402533
42 504.641 510.156 0.14486 503.948 0.404919
43 501.374 506.873 0.146336 500.66 0.404938
44 498.278 503.701 0.146633 497.507 0.404221
45 495.211 500.614 0.148585 494.423 0.405627
46 492.142 497.551 0.148586 491.334 0.409168
47 488.938 494.441 0.148648 488.153 0.414205
48 485.718 491.313 0.148618 484.961 0.420386
49 482.461 488.223 0.146903 481.746 0.429317
50 479.164 485.086 0.143843 478.485 0.435848
51 475.704 481.801 0.141416 475.091 0.439224
52 472.207 478.425 0.136204 471.647 0.440546
53 468.734 475.075 0.129268 468.243 0.43891
54 465.297 471.638 0.123901 464.841 0.436469
55 462.012 468.402 0.118004 461.59 0.438139
56 458.706 465.07 0.113374 458.302 0.438971
57 455.495 461.83 0.108274 455.102 0.439096
58 452.202 458.506 0.104801 451.794 0.439118
59 449.079 455.297 0.0991918 448.612 0.437552
60 446.111 452.324 0.0929259 445.61 0.437939
61 443.207 449.443 0.091615 442.663 0.440046
62 440.464 446.679 0.093403 439.834 0.442423
63 437.767 444.011 0.0944669 437.08 0.447897
64 435.058 441.321 0.0975793 434.316 0.453405
65 432.267 438.457 0.0996967 431.485 0.455482
66 429.489 435.577 0.101181 428.664 0.456068
67 426.698 432.632 0.0999843 425.833 0.454808
68 423.839 429.663 0.0977465 422.937 0.456477
69 421.028 426.695 0.0948995 420.076 0.456461
70 418.199 423.664 0.0933364 417.177 0.455056
71 415.305 420.643 0.0881449 414.243 0.454488
72 412.362 417.562 0.0875122 411.271 0.45124
73 409.457 414.575 0.0855815 408.364 0.447255
74 406.561 411.641 0.0831459 405.48 0.444259
75 403.613 408.775 0.0793288 402.582 0.443647
76 400.757 406.021 0.0762774 399.788 0.444007
77 397.842 403.254 0.0729345 396.95 0.446486
78 394.952 400.553 0.0696467 394.14 0.451359
79 392.076 397.857 0.0662593 391.373 0.453367
80 389.172 395.142 0.0619055 388.577 0.454297
81 386.321 392.464 0.0565563 385.852 0.454334
82 383.418 389.662 0.050628 383.048 0.453058
83 380.601 386.924 0.0455214 380.316 0.450165
84 377.842 384.154 0.0422557 377.589 0.446497
85 375.079 381.359 0.0400978 374.876 0.44316
86 372.39 378.568 0.0390551 372.203 0.441514
87 369.715 375.773 0.0404697 369.516 0.440129
88 367.24 373.173 0.0405254 367.02 0.438683
89 364.818 370.528 0.0367547 364.517 0.435057
90 362.276 367.841 0.0323634 361.955 0.43007
91 359.776 365.184 0.0265881 359.412 0.42604
92 357.223 362.523 0.019761 356.825 0.426951
93 354.749 359.941 0.0154446 354.298 0.428173
94 352.358 357.42 0.0126526 351.85 0.426362
95 350.037 354.985 0.0087548 349.47 0.426544
96 347.814 352.617 0.00391536 347.178 0.425412
97 345.67 350.423 -0.000418674 345.018 0.425475
98 343.641 348.394 -0.00573396 342.988 0.426551
99 341.582 346.313 -0.0103369 340.917 0.42776
100 339.546 344.304 -0.0145496 338.898 0.429159
101 337.445 342.27 -0.0180251 336.822 0.431963
102 335.45 340.31 -0.019317 334.824 0.433824
103 333.448 338.372 -0.0220844 332.81 0.43558
104 331.429 336.404 -0.0242777 330.754 0.438221
105 329.532 334.513 -0.0241202 328.832 0.435893
106 327.616 332.526 -0.024348 326.867 0.438591
107 325.597 330.527 -0.0246952 324.842 0.444358
108 323.55 328.584 -0.0264745 322.854 0.449439
109 321.569 326.7 -0.0277716 320.92 0.454913
110 319.57 324.839 -0.0269061 319.006 0.458534
111 317.648 323.017 -0.0251599 317.151 0.460743
112 315.722 321.226 -0.0216917 315.287 0.463818
113 313.846 319.453 -0.0204142 313.437 0.466491
