t PE VE R R2
1 0.870784 0.445312 0.620333 0.582944
2 0.853377 0.424279 0.579635 0.541354
3 0.829906 0.396976 0.526575 0.488066
4 0.8024 0.36722 0.461421 0.427237
5 0.773383 0.337485 0.384704 0.364046
6 0.745738 0.309149 0.297245 0.304402
7 0.722504 0.285354 0.200181 0.254535
8 0.706621 0.269296 0.0949784 0.220482
9 0.700636 0.263718 -0.0165795 0.207508
10 0.706403 0.27041 -0.132421 0.219513
11 0.72483 0.29057 -0.250244 0.258523
12 0.755697 0.324157 -0.367599 0.32434
13 0.797601 0.369717 -0.481973 0.414413
14 0.848019 0.429251 -0.590885 0.523952
15 0.903502 0.497094 -0.691961 0.646275
16 0.959943 0.56549 -0.782996 0.773327
17 1.0129 0.630116 -0.861997 0.896295
18 1.05795 0.686668 -0.9272 1.00628
19 1.09099 0.731149 -0.977086 1.09496
20 1.10851 0.760151 -1.01038 1.15517
21 1.1079 0.771114 -1.02604 1.18151
22 1.08755 0.762557 -1.0233 1.17075
23 1.04711 0.734275 -1.00165 1.12228
24 0.987501 0.687472 -0.960869 1.03828
25 0.911029 0.624814 -0.901075 0.923922
26 0.821325 0.55037 -0.82278 0.787203
27 0.723232 0.469419 -0.726948 0.638651
28 0.622539 0.388088 -0.615054 0.490655
29 0.52556 0.312826 -0.489121 0.356477
30 0.438579 0.25416 -0.351727 0.248979
31 0.367193 0.221271 -0.205953 0.179193
32 0.315678 0.214791 -0.0552797 0.154949
33 0.28647 0.236016 0.0965581 0.179807
34 0.279892 0.284784 0.245754 0.252522
35 0.294161 0.357484 0.388612 0.367133
36 0.325676 0.450057 0.52171 0.513662
37 0.36952 0.554942 0.642018 0.679272
38 0.420061 0.661595 0.746973 0.849654
39 0.47157 0.761838 0.834503 1.01043
40 0.518761 0.848041 0.903009 1.14839
41 0.557224 0.913708 0.951328 1.25251
42 0.583734 0.953922 0.978692 1.3146
43 0.596439 0.96565 0.984677 1.32986
44 0.594961 0.947921 0.969183 1.29704
45 0.580399 0.901895 0.932412 1.21851
46 0.555258 0.830819 0.874881 1.10018
47 0.523291 0.739869 0.797443 0.951145
48 0.489254 0.635865 0.701323 0.783241
49 0.458555 0.526838 0.588162 0.610265
50 0.436795 0.421434 0.460052 0.446998
51 0.429233 0.330057 0.319558 0.307968
52 0.440199 0.261224 0.169706 0.206051
53 0.472535 0.218461 0.0139346 0.151054
54 0.527151 0.205156 -0.144001 0.148485
55 0.602782 0.222642 -0.300168 0.198734
56 0.696006 0.267887 -0.450619 0.296866
57 0.801539 0.337023 -0.591573 0.433079
58 0.912762 0.423083 -0.719573 0.593814
59 1.0224 0.512212 -0.831624 0.763301
60 1.12322 0.596357 -0.925277 0.925309
61 1.20875 0.667942 -0.998685 1.06484
62 1.27376 0.720691 -1.05062 1.16954
63 1.31471 0.750263 -1.08044 1.23077
64 1.32997 0.754617 -1.08813 1.24417
65 1.31987 0.734114 -1.07424 1.20987
66 1.28661 0.691337 -1.03987 1.13219
67 1.23403 0.630679 -0.986677 1.01898
68 1.16721 0.557759 -0.916836 0.880718
69 1.09196 0.478728 -0.832968 0.729192
70 1.01422 0.399568 -0.738048 0.576225
71 0.939406 0.32548 -0.635261 0.432388
72 0.871966 0.260444 -0.527812 0.306004
73 0.814983 0.207003 -0.418737 0.202579
74 0.770099 0.166278 -0.310725 0.124721
75 0.73763 0.13983 -0.205997 0.0724766
76 0.716839 0.126142 -0.106255 0.043958
77 0.706275 0.123371 -0.0127109 0.036035
78 0.704094 0.129331 0.0738454 0.0449619
79 0.708303 0.141876 0.152939 0.0668423
80 0.716934 0.159349 0.224307 0.0979217
81 0.728143 0.180208 0.287814 0.13474
82 0.740261 0.202194 0.343384 0.174192
83 0.751816 0.223886 0.390965 0.213543
84 0.761554 0.244069 0.43051 0.250431
85 0.768443 0.26173 0.46197 0.282866
86 0.771689 0.276066 0.485306 0.309248
87 0.770743 0.286488 0.500495 0.32838
88 0.765317 0.292632 0.507548 0.339498
89 0.755381 0.294366 0.506523 0.342289
90 0.741168 0.29179 0.497538 0.336901
91 0.723153 0.285235 0.480787 0.323939
92 0.702036 0.275246 0.456544 0.30444
93 0.678707 0.263327 0.425173 0.279828
94 0.654199 0.249981 0.38713 0.251838
95 0.629639 0.236076 0.342966 0.222431
96 0.606186 0.222755 0.293322 0.19368
97 0.584968 0.210545 0.238923 0.167655
98 0.567021 0.200784 0.180575 0.146293
99 0.553228 0.194431 0.119149 0.131283
100 0.544271 0.191781 0.0555703 0.123953
