n t PE VE R R2 BS
0 0 0.151111 0.168372 -0.0325327 0.100367 0.0507255
10 2475 1.52938 1.64235 -0.296354 0.963857 0.514287
20 1915 1.59354 1.56705 -0.237103 0.890135 0.529951
30 1869 1.70188 1.45568 -0.163763 0.806157 0.535654
40 1863 1.82368 1.33946 -0.0752475 0.722615 0.535359
50 2350 1.90002 1.24073 0.019849 0.64634 0.533107
60 1982 1.98714 1.16644 0.108957 0.586412 0.524468
70 1903 2.06647 1.1398 0.185231 0.563073 0.512064
80 2490 2.11502 1.14149 0.239287 0.55573 0.498425
90 1845 2.03852 1.17356 0.291409 0.565433 0.490469
100 1924 1.89038 1.22488 0.338245 0.586435 0.500956
110 2404 1.69501 1.31619 0.379185 0.62537 0.531113
120 1875 1.51858 1.42363 0.418237 0.680974 0.564482
130 2480 1.35405 1.55205 0.440012 0.74401 0.597851
140 1853 1.19327 1.66986 0.441353 0.800889 0.62229
150 1843 1.06044 1.75724 0.435159 0.85451 0.62983
160 2442 1.10603 1.8176 0.425382 0.910008 0.627484
170 1836 1.24849 1.85656 0.418019 0.967431 0.618574
180 1841 1.32277 1.85063 0.39647 0.99914 0.596677
190 2454 1.40014 1.83892 0.380595 1.02772 0.569608
200 1868 1.50091 1.8476 0.370768 1.07834 0.548877
210 1897 1.62013 1.87456 0.355985 1.13486 0.53978
220 1866 1.84705 1.94524 0.341433 1.21184 0.546199
230 1822 2.0367 2.01646 0.338839 1.28642 0.558239
240 2570 2.15877 2.09676 0.3489 1.36696 0.574807
250 1951 2.17266 2.21264 0.368144 1.44133 0.594358
260 1849 2.14043 2.29389 0.384045 1.48697 0.60784
270 1859 2.17364 2.29379 0.37652 1.47206 0.619031
280 1872 2.1946 2.20947 0.358724 1.41839 0.616008
290 1863 2.22004 2.1401 0.3495 1.37839 0.610592
300 1863 2.28173 2.10692 0.327836 1.34521 0.610464
310 2488 2.21731 2.06285 0.302886 1.29705 0.607413
320 1863 2.01952 1.96242 0.275525 1.21928 0.59405
330 2480 1.73275 1.78463 0.233491 1.10194 0.565478
340 2465 1.45577 1.58949 0.189239 0.979122 0.527438
350 1871 1.23639 1.39293 0.151752 0.856576 0.486993
360 1864 0.989791 1.19369 0.11927 0.722871 0.447624
370 2491 0.701654 1.02049 0.0880433 0.60402 0.408601
380 1856 0.428747 0.887742 0.0491918 0.510398 0.377302
390 1860 0.246404 0.765905 0.006069 0.423995 0.350618
400 2499 0.0773374 0.649622 -0.0371664 0.340195 0.328003
410 1853 -0.0936592 0.554598 -0.0828273 0.266171 0.31347
420 1860 -0.306502 0.519826 -0.132453 0.233657 0.310275
430 2479 -0.52424 0.530117 -0.167497 0.227741 0.322626
440 1843 -0.768239 0.587833 -0.194753 0.250856 0.352751
450 1904 -0.951666 0.672697 -0.214276 0.288749 0.387936
460 2508 -1.06518 0.767779 -0.22905 0.333028 0.424056
470 1844 -1.16183 0.8538 -0.236519 0.373221 0.461089
480 1845 -1.18581 0.912596 -0.233895 0.400488 0.486805
490 1827 -1.14238 0.923665 -0.233323 0.407953 0.489336
500 2465 -1.01309 0.885568 -0.233772 0.396298 0.473541
510 1834 -0.865009 0.805967 -0.22777 0.36285 0.445372
520 2458 -0.796045 0.719121 -0.214257 0.321385 0.412851
