t PE VE
2267 0.446406 0.0916162
2268 0.446341 0.0916673
2269 0.446275 0.0917185
2270 0.44621 0.0917697
2271 0.446144 0.091821
2272 0.446079 0.0918724
2273 0.446013 0.0919238
2274 0.445948 0.0919753
2275 0.445882 0.0920268
2276 0.445816 0.0920783
2277 0.44575 0.09213
2278 0.445684 0.0921816
2279 0.445618 0.0922334
2280 0.445552 0.0922851
2281 0.445486 0.092337
2282 0.44542 0.0923888
2283 0.445353 0.0924408
2284 0.445287 0.0924928
2285 0.445221 0.0925448
2286 0.445154 0.0925969
2287 0.445088 0.0926491
2288 0.445021 0.0927013
2289 0.444954 0.0927535
2290 0.444888 0.0928058
2291 0.444821 0.0928582
2292 0.444754 0.0929106
2293 0.444687 0.0929631
2294 0.44462 0.0930156
2295 0.444553 0.0930682
2296 0.444486 0.0931208
2297 0.444418 0.0931735
2298 0.444351 0.0932263
2299 0.444284 0.0932791
2300 0.444216 0.0933319
2301 0.444149 0.0933848
2302 0.444081 0.0934378
2303 0.444014 0.0934908
2304 0.443946 0.0935439
2305 0.443878 0.093597
2306 0.44381 0.0936502
2307 0.443743 0.0937034
2308 0.443675 0.0937567
2309 0.443607 0.09381
2310 0.443538 0.0938634
2311 0.44347 0.0939169
2312 0.443402 0.0939704
2313 0.443334 0.094024
2314 0.443265 0.0940776
2315 0.443197 0.0941313
2316 0.443128 0.094185
2317 0.44306 0.0942388
2318 0.442991 0.0942926
2319 0.442922 0.0943465
2320 0.442854 0.0944004
2321 0.442785 0.0944544
2322 0.442716 0.0945085
2323 0.442647 0.0945626
2324 0.442578 0.0946168
2325 0.442509 0.094671
2326 0.44244 0.0947253
2327 0.44237 0.0947796
2328 0.442301 0.094834
2329 0.442232 0.0948885
2330 0.442162 0.094943
2331 0.442093 0.0949976
2332 0.442023 0.0950522
2333 0.441953 0.0951069
2334 0.441883 0.0951616
2335 0.441814 0.0952164
2336 0.441744 0.0952712
2337 0.441674 0.0953261
2338 0.441604 0.0953811
2339 0.441534 0.0954361
2340 0.441464 0.0954912
2341 0.441393 0.0955463
2342 0.441323 0.0956015
2343 0.441253 0.0956567
2344 0.441182 0.095712
2345 0.441112 0.0957674
2346 0.441041 0.0958228
2347 0.44097 0.0958782
2348 0.4409 0.0959338
2349 0.440829 0.0959893
2350 0.440758 0.096045
2351 0.440687 0.0961007
2352 0.440616 0.0961564
2353 0.440545 0.0962122
2354 0.440474 0.0962681
2355 0.440403 0.096324
2356 0.440331 0.09638
2357 0.44026 0.0964361
2358 0.440188 0.0964922
2359 0.440117 0.0965483
2360 0.440045 0.0966045
2361 0.439974 0.0966608
2362 0.439902 0.0967171
2363 0.43983 0.0967735
2364 0.439758 0.09683
2365 0.439686 0.0968865
2366 0.439614 0.096943
2367 0.439542 0.0969997
2368 0.43947 0.0970563
2369 0.439398 0.0971131
2370 0.439326 0.0971699
2371 0.439253 0.0972267
2372 0.439181 0.0972836
2373 0.439108 0.0973406
2374 0.439036 0.0973976
2375 0.438963 0.0974547
2376 0.43889 0.0975119
2377 0.438817 0.0975691
2378 0.438745 0.0976263
2379 0.438672 0.0976837
2380 0.438599 0.0977411
2381 0.438526 0.0977985
2382 0.438452 0.097856
2383 0.438379 0.0979136
2384 0.438306 0.0979712
2385 0.438232 0.0980289
2386 0.438159 0.0980866
2387 0.438085 0.0981444
2388 0.438012 0.0982023
2389 0.437938 0.0982602
2390 0.437864 0.0983181
2391 0.437791 0.0983762
2392 0.437717 0.0984343
2393 0.437643 0.0984924
2394 0.437569 0.0985507
2395 0.437495 0.0986089
2396 0.43742 0.0986673
2397 0.437346 0.0987257
2398 0.437272 0.0987841
2399 0.437197 0.0988426
2400 0.437123 0.0989012
2401 0.437048 0.0989599
2402 0.436974 0.0990186
2403 0.436899 0.0990773
2404 0.436824 0.0991361
2405 0.436749 0.099195
2406 0.436674 0.099254
2407 0.436599 0.099313
2408 0.436524 0.099372
2409 0.436449 0.0994311
2410 0.436374 0.0994903
2411 0.436298 0.0995496
2412 0.436223 0.0996089
2413 0.436148 0.0996682
2414 0.436072 0.0997277
2415 0.435996 0.0997872
2416 0.435921 0.0998467
2417 0.435845 0.0999063
2418 0.435769 0.099966
2419 0.435693 0.100026
2420 0.435617 0.100086
2421 0.435541 0.100145
2422 0.435465 0.100205
2423 0.435389 0.100265
2424 0.435313 0.100325
2425 0.435236 0.100385
2426 0.43516 0.100446
2427 0.435083 0.100506
2428 0.435007 0.100566
2429 0.43493 0.100627
2430 0.434853 0.100687
2431 0.434776 0.100747
2432 0.434699 0.100808
2433 0.434623 0.100869
2434 0.434545 0.100929
2435 0.434468 0.10099
2436 0.434391 0.101051
2437 0.434314 0.101112
2438 0.434236 0.101173
2439 0.434159 0.101233
2440 0.434082 0.101295
2441 0.434004 0.101356
2442 0.433926 0.101417
2443 0.433849 0.101478
2444 0.433771 0.101539
2445 0.433693 0.101601
2446 0.433615 0.101662
2447 0.433537 0.101724
2448 0.433459 0.101785
2449 0.43338 0.101847
2450 0.433302 0.101908
2451 0.433224 0.10197
2452 0.433145 0.102032
2453 0.433067 0.102094
2454 0.432988 0.102156
2455 0.43291 0.102218
2456 0.432831 0.10228
2457 0.432752 0.102342
2458 0.432673 0.102404
2459 0.432594 0.102466
2460 0.432515 0.102529
2461 0.432436 0.102591
2462 0.432357 0.102654
2463 0.432277 0.102716
2464 0.432198 0.102779
2465 0.432118 0.102841
2466 0.432039 0.102904
2467 0.431959 0.102967
2468 0.43188 0.10303
2469 0.4318 0.103093
2470 0.43172 0.103155
2471 0.43164 0.103219
2472 0.43156 0.103282
2473 0.43148 0.103345
2474 0.4314 0.103408
2475 0.431319 0.103471
2476 0.431239 0.103535
2477 0.431159 0.103598
2478 0.431078 0.103662
2479 0.430998 0.103725
2480 0.430917 0.103789
2481 0.430836 0.103852
2482 0.430755 0.103916
2483 0.430674 0.10398
2484 0.430594 0.104044
2485 0.430512 0.104108
2486 0.430431 0.104172
2487 0.43035 0.104236
2488 0.430269 0.1043
2489 0.430187 0.104364
2490 0.430106 0.104429
2491 0.430024 0.104493
2492 0.429943 0.104557
2493 0.429861 0.104622
2494 0.429779 0.104686
2495 0.429697 0.104751
2496 0.429616 0.104816
2497 0.429533 0.10488
2498 0.429451 0.104945
2499 0.429369 0.10501
2500 0.429287 0.105075
2501 0.429205 0.10514
2502 0.429122 0.105205
2503 0.42904 0.10527
2504 0.428957 0.105335
2505 0.428874 0.105401
2506 0.428792 0.105466
2507 0.428709 0.105532
2508 0.428626 0.105597
2509 0.428543 0.105663
2510 0.42846 0.105728
2511 0.428377 0.105794
2512 0.428293 0.10586
2513 0.42821 0.105925
2514 0.428126 0.105991
2515 0.428043 0.106057
2516 0.427959 0.106123
2517 0.427876 0.106189
2518 0.427792 0.106256
2519 0.427708 0.106322
2520 0.427624 0.106388
2521 0.42754 0.106455
2522 0.427456 0.106521
2523 0.427372 0.106588
2524 0.427288 0.106654
2525 0.427203 0.106721
2526 0.427119 0.106787
2527 0.427034 0.106854
2528 0.42695 0.106921
2529 0.426865 0.106988
2530 0.42678 0.107055
2531 0.426696 0.107122
2532 0.426611 0.107189
2533 0.426526 0.107256
2534 0.426441 0.107324
2535 0.426355 0.107391
2536 0.42627 0.107458
2537 0.426185 0.107526
2538 0.426099 0.107594
2539 0.426014 0.107661
2540 0.425928 0.107729
2541 0.425843 0.107797
2542 0.425757 0.107864
2543 0.425671 0.107932
2544 0.425585 0.108
2545 0.425499 0.108068
2546 0.425413 0.108136
2547 0.425327 0.108205
2548 0.42524 0.108273
2549 0.425154 0.108341
2550 0.425068 0.10841
2551 0.424981 0.108478
2552 0.424894 0.108547
2553 0.424808 0.108615
2554 0.424721 0.108684
2555 0.424634 0.108753
2556 0.424547 0.108822
2557 0.42446 0.10889
2558 0.424373 0.108959
2559 0.424286 0.109028
2560 0.424198 0.109098
2561 0.424111 0.109167
2562 0.424023 0.109236
2563 0.423936 0.109305
2564 0.423848 0.109375
2565 0.42376 0.109444
2566 0.423673 0.109514
2567 0.423585 0.109583
2568 0.423497 0.109653
2569 0.423409 0.109723
2570 0.42332 0.109793
2571 0.423232 0.109863
2572 0.423144 0.109933
2573 0.423055 0.110003
2574 0.422967 0.110073
2575 0.422878 0.110143
2576 0.42279 0.110213
2577 0.422701 0.110284
2578 0.422612 0.110354
2579 0.422523 0.110424
2580 0.422434 0.110495
2581 0.422345 0.110566
2582 0.422255 0.110636
2583 0.422166 0.110707
2584 0.422077 0.110778
2585 0.421987 0.110849
2586 0.421898 0.11092
2587 0.421808 0.110991
2588 0.421718 0.111062
2589 0.421628 0.111133
2590 0.421538 0.111205
2591 0.421448 0.111276
2592 0.421358 0.111348
2593 0.421268 0.111419
2594 0.421178 0.111491
2595 0.421087 0.111562
2596 0.420997 0.111634
2597 0.420906 0.111706
2598 0.420816 0.111778
2599 0.420725 0.11185
2600 0.420634 0.111922
2601 0.420543 0.111994
2602 0.420452 0.112066
2603 0.420361 0.112138
2604 0.42027 0.112211
2605 0.420178 0.112283
2606 0.420087 0.112356
2607 0.419996 0.112428
2608 0.419904 0.112501
2609 0.419812 0.112574
2610 0.419721 0.112646
2611 0.419629 0.112719
2612 0.419537 0.112792
2613 0.419445 0.112865
2614 0.419353 0.112938
2615 0.419261 0.113012
2616 0.419168 0.113085
2617 0.419076 0.113158
2618 0.418984 0.113232
2619 0.418891 0.113305
2620 0.418798 0.113379
2621 0.418706 0.113452
2622 0.418613 0.113526
2623 0.41852 0.1136
2624 0.418427 0.113674
2625 0.418334 0.113748
2626 0.41824 0.113822
2627 0.418147 0.113896
2628 0.418054 0.11397
2629 0.41796 0.114044
2630 0.417867 0.114119
2631 0.417773 0.114193
2632 0.417679 0.114267
2633 0.417585 0.114342
2634 0.417492 0.114417
2635 0.417398 0.114491
2636 0.417303 0.114566
2637 0.417209 0.114641
2638 0.417115 0.114716
2639 0.41702 0.114791
2640 0.416926 0.114866
2641 0.416831 0.114941
2642 0.416737 0.115017
2643 0.416642 0.115092
2644 0.416547 0.115167
2645 0.416452 0.115243
2646 0.416357 0.115318
2647 0.416262 0.115394
2648 0.416167 0.11547
2649 0.416071 0.115546
2650 0.415976 0.115622
2651 0.41588 0.115698
2652 0.415785 0.115774
2653 0.415689 0.11585
2654 0.415593 0.115926
2655 0.415497 0.116002
2656 0.415401 0.116079
2657 0.415305 0.116155
2658 0.415209 0.116232
2659 0.415113 0.116308
2660 0.415016 0.116385
2661 0.41492 0.116462
2662 0.414823 0.116539
2663 0.414726 0.116615
2664 0.41463 0.116693
2665 0.414533 0.11677
2666 0.414436 0.116847
2667 0.414339 0.116924
2668 0.414242 0.117001
2669 0.414144 0.117079
2670 0.414047 0.117156
2671 0.41395 0.117234
2672 0.413852 0.117312
2673 0.413754 0.117389
2674 0.413657 0.117467
2675 0.413559 0.117545
2676 0.413461 0.117623
2677 0.413363 0.117701
2678 0.413265 0.117779
2679 0.413167 0.117857
2680 0.413068 0.117936
2681 0.41297 0.118014
2682 0.412871 0.118093
2683 0.412773 0.118171
2684 0.412674 0.11825
2685 0.412575 0.118329
2686 0.412476 0.118407
2687 0.412377 0.118486
2688 0.412278 0.118565
2689 0.412179 0.118644
2690 0.41208 0.118723
2691 0.411981 0.118803
2692 0.411881 0.118882
2693 0.411781 0.118961
2694 0.411682 0.119041
2695 0.411582 0.11912
2696 0.411482 0.1192
2697 0.411382 0.11928
2698 0.411282 0.11936
2699 0.411182 0.119439
2700 0.411082 0.119519
2701 0.410981 0.119599
2702 0.410881 0.11968
2703 0.41078 0.11976
2704 0.41068 0.11984
2705 0.410579 0.11992
2706 0.410478 0.120001
2707 0.410377 0.120082
2708 0.410276 0.120162
2709 0.410175 0.120243
2710 0.410074 0.120324
2711 0.409972 0.120405
2712 0.409871 0.120486
2713 0.409769 0.120567
2714 0.409668 0.120648
2715 0.409566 0.120729
2716 0.409464 0.12081
2717 0.409362 0.120892
2718 0.40926 0.120973
2719 0.409158 0.121055
2720 0.409055 0.121137
2721 0.408953 0.121218
2722 0.408851 0.1213
2723 0.408748 0.121382
2724 0.408645 0.121464
2725 0.408543 0.121546
2726 0.40844 0.121628
2727 0.408337 0.121711
2728 0.408234 0.121793
2729 0.408131 0.121875
2730 0.408027 0.121958
2731 0.407924 0.12204
2732 0.40782 0.122123
2733 0.407717 0.122206
2734 0.407613 0.122289
2735 0.407509 0.122372
2736 0.407405 0.122455
2737 0.407301 0.122538
2738 0.407197 0.122621
2739 0.407093 0.122704
2740 0.406989 0.122788
2741 0.406884 0.122871
2742 0.40678 0.122955
2743 0.406675 0.123039
2744 0.406571 0.123122
2745 0.406466 0.123206
2746 0.406361 0.12329
2747 0.406256 0.123374
2748 0.406151 0.123458
2749 0.406045 0.123542
2750 0.40594 0.123627
2751 0.405835 0.123711
2752 0.405729 0.123795
2753 0.405624 0.12388
2754 0.405518 0.123965
2755 0.405412 0.124049
2756 0.405306 0.124134
2757 0.4052 0.124219
2758 0.405094 0.124304
2759 0.404987 0.124389
2760 0.404881 0.124474
2761 0.404775 0.12456
2762 0.404668 0.124645
2763 0.404561 0.12473
2764 0.404455 0.124816
2765 0.404348 0.124901
2766 0.404241 0.124987
2767 0.404133 0.125073
2768 0.404026 0.125159
2769 0.403919 0.125245
2770 0.403812 0.125331
2771 0.403704 0.125417
2772 0.403596 0.125503
2773 0.403489 0.12559
2774 0.403381 0.125676
2775 0.403273 0.125763
2776 0.403165 0.125849
2777 0.403057 0.125936
2778 0.402948 0.126023
2779 0.40284 0.12611
2780 0.402731 0.126197
2781 0.402623 0.126284
2782 0.402514 0.126371
2783 0.402405 0.126458
2784 0.402296 0.126545
2785 0.402187 0.126633
2786 0.402078 0.12672
2787 0.401969 0.126808
2788 0.40186 0.126896
2789 0.40175 0.126983
2790 0.401641 0.127071
2791 0.401531 0.127159
2792 0.401421 0.127247
2793 0.401311 0.127336
2794 0.401201 0.127424
2795 0.401091 0.127512
2796 0.400981 0.127601
2797 0.40087 0.127689
2798 0.40076 0.127778
2799 0.40065 0.127867
2800 0.400539 0.127955
2801 0.400428 0.128044
2802 0.400317 0.128133
2803 0.400206 0.128222
2804 0.400095 0.128312
2805 0.399984 0.128401
2806 0.399873 0.12849
2807 0.399761 0.12858
2808 0.39965 0.128669
2809 0.399538 0.128759
2810 0.399426 0.128849
2811 0.399314 0.128939
2812 0.399202 0.129029
2813 0.39909 0.129119
2814 0.398978 0.129209
2815 0.398866 0.129299
2816 0.398754 0.129389
2817 0.398641 0.12948
2818 0.398528 0.12957
2819 0.398416 0.129661
2820 0.398303 0.129752
2821 0.39819 0.129843
2822 0.398077 0.129934
2823 0.397964 0.130025
2824 0.39785 0.130116
2825 0.397737 0.130207
2826 0.397623 0.130298
2827 0.39751 0.13039
2828 0.397396 0.130481
2829 0.397282 0.130573
2830 0.397168 0.130664
2831 0.397054 0.130756
2832 0.39694 0.130848
2833 0.396826 0.13094
2834 0.396711 0.131032
2835 0.396597 0.131124
2836 0.396482 0.131216
2837 0.396367 0.131309
2838 0.396252 0.131401
2839 0.396137 0.131494
2840 0.396022 0.131586
2841 0.395907 0.131679
2842 0.395792 0.131772
2843 0.395676 0.131865
2844 0.395561 0.131958
2845 0.395445 0.132051
2846 0.395329 0.132145
2847 0.395213 0.132238
2848 0.395097 0.132331
2849 0.394981 0.132425
2850 0.394865 0.132518
2851 0.394749 0.132612
2852 0.394632 0.132706
2853 0.394516 0.1328
2854 0.394399 0.132894
2855 0.394282 0.132988
2856 0.394165 0.133082
2857 0.394048 0.133177
2858 0.393931 0.133271
2859 0.393814 0.133366
2860 0.393696 0.13346
2861 0.393579 0.133555
2862 0.393461 0.13365
2863 0.393343 0.133745
2864 0.393226 0.13384
2865 0.393108 0.133935
2866 0.39299 0.13403
2867 0.392871 0.134126
2868 0.392753 0.134221
2869 0.392635 0.134317
2870 0.392516 0.134412
2871 0.392397 0.134508
2872 0.392279 0.134604
2873 0.39216 0.1347
2874 0.392041 0.134796
2875 0.391922 0.134892
2876 0.391802 0.134988
2877 0.391683 0.135085
2878 0.391564 0.135181
2879 0.391444 0.135278
2880 0.391324 0.135374
2881 0.391204 0.135471
2882 0.391084 0.135568
2883 0.390964 0.135665
2884 0.390844 0.135762
2885 0.390724 0.135859
2886 0.390603 0.135957
2887 0.390483 0.136054
2888 0.390362 0.136151
2889 0.390241 0.136249
2890 0.390121 0.136347
2891 0.39 0.136445
2892 0.389878 0.136542
2893 0.389757 0.13664
2894 0.389636 0.136739
2895 0.389514 0.136837
2896 0.389393 0.136935
2897 0.389271 0.137034
2898 0.389149 0.137132
2899 0.389027 0.137231
2900 0.388905 0.137329
2901 0.388783 0.137428
2902 0.38866 0.137527
2903 0.388538 0.137626
2904 0.388415 0.137725
2905 0.388293 0.137825
2906 0.38817 0.137924
2907 0.388047 0.138024
2908 0.387924 0.138123
2909 0.387801 0.138223
2910 0.387677 0.138323
2911 0.387554 0.138423
2912 0.38743 0.138523
2913 0.387307 0.138623
2914 0.387183 0.138723
2915 0.387059 0.138823
2916 0.386935 0.138924
2917 0.386811 0.139024
2918 0.386687 0.139125
2919 0.386562 0.139226
2920 0.386438 0.139326
2921 0.386313 0.139427
2922 0.386188 0.139529
2923 0.386063 0.13963
2924 0.385938 0.139731
2925 0.385813 0.139832
2926 0.385688 0.139934
2927 0.385563 0.140036
2928 0.385437 0.140137
2929 0.385312 0.140239
2930 0.385186 0.140341
2931 0.38506 0.140443
2932 0.384934 0.140545
2933 0.384808 0.140648
2934 0.384682 0.14075
2935 0.384555 0.140852
2936 0.384429 0.140955
2937 0.384302 0.141058
2938 0.384175 0.141161
2939 0.384048 0.141263
2940 0.383921 0.141366
2941 0.383794 0.14147
2942 0.383667 0.141573
2943 0.38354 0.141676
2944 0.383412 0.14178
2945 0.383285 0.141883
2946 0.383157 0.141987
2947 0.383029 0.142091
2948 0.382901 0.142195
2949 0.382773 0.142299
2950 0.382645 0.142403
2951 0.382516 0.142507
2952 0.382388 0.142611
2953 0.382259 0.142716
2954 0.38213 0.142821
2955 0.382002 0.142925
2956 0.381873 0.14303
2957 0.381743 0.143135
2958 0.381614 0.14324
2959 0.381485 0.143345
2960 0.381355 0.14345
2961 0.381226 0.143556
2962 0.381096 0.143661
2963 0.380966 0.143767
2964 0.380836 0.143873
2965 0.380706 0.143978
2966 0.380576 0.144084
2967 0.380445 0.14419
2968 0.380315 0.144297
2969 0.380184 0.144403
2970 0.380053 0.144509
2971 0.379922 0.144616
2972 0.379791 0.144722
2973 0.37966 0.144829
2974 0.379529 0.144936
2975 0.379397 0.145043
2976 0.379266 0.14515
2977 0.379134 0.145257
2978 0.379002 0.145364
2979 0.37887 0.145472
2980 0.378738 0.145579
2981 0.378606 0.145687
2982 0.378474 0.145795
2983 0.378341 0.145903
2984 0.378209 0.146011
2985 0.378076 0.146119
2986 0.377943 0.146227
2987 0.37781 0.146335
2988 0.377677 0.146444
2989 0.377544 0.146552
2990 0.37741 0.146661
2991 0.377277 0.14677
2992 0.377143 0.146879
2993 0.377009 0.146988
2994 0.376875 0.147097
2995 0.376741 0.147206
2996 0.376607 0.147315
2997 0.376473 0.147425
2998 0.376338 0.147535
2999 0.376204 0.147644
3000 0.376069 0.147754
3001 0.375934 0.147864
3002 0.375799 0.147974
3003 0.375664 0.148084
3004 0.375529 0.148195
3005 0.375394 0.148305
3006 0.375258 0.148416
3007 0.375123 0.148526
3008 0.374987 0.148637
3009 0.374851 0.148748
3010 0.374715 0.148859
3011 0.374579 0.14897
3012 0.374442 0.149082
3013 0.374306 0.149193
3014 0.374169 0.149305
3015 0.374033 0.149416
3016 0.373896 0.149528
3017 0.373759 0.14964
3018 0.373622 0.149752
3019 0.373485 0.149864
3020 0.373347 0.149976
3021 0.37321 0.150089
3022 0.373072 0.150201
3023 0.372934 0.150314
3024 0.372796 0.150426
3025 0.372658 0.150539
3026 0.37252 0.150652
3027 0.372382 0.150765
3028 0.372243 0.150878
3029 0.372105 0.150992
3030 0.371966 0.151105
3031 0.371827 0.151219
3032 0.371688 0.151332
3033 0.371549 0.151446
3034 0.37141 0.15156
3035 0.37127 0.151674
3036 0.371131 0.151788
3037 0.370991 0.151903
3038 0.370851 0.152017
3039 0.370711 0.152132
3040 0.370571 0.152246
3041 0.370431 0.152361
3042 0.370291 0.152476
3043 0.37015 0.152591
3044 0.370009 0.152706
3045 0.369869 0.152822
3046 0.369728 0.152937
3047 0.369587 0.153053
3048 0.369445 0.153168
3049 0.369304 0.153284
3050 0.369163 0.1534
3051 0.369021 0.153516
3052 0.368879 0.153632
3053 0.368737 0.153748
3054 0.368595 0.153865
3055 0.368453 0.153981
3056 0.368311 0.154098
3057 0.368168 0.154215
3058 0.368026 0.154332
3059 0.367883 0.154449
3060 0.36774 0.154566
3061 0.367597 0.154683
3062 0.367454 0.154801
3063 0.367311 0.154918
3064 0.367167 0.155036
3065 0.367024 0.155154
3066 0.36688 0.155272
3067 0.366736 0.15539
3068 0.366592 0.155508
3069 0.366448 0.155626
3070 0.366304 0.155744
3071 0.366159 0.155863
3072 0.366015 0.155982
3073 0.36587 0.156101
3074 0.365725 0.15622
3075 0.36558 0.156339
3076 0.365435 0.156458
3077 0.36529 0.156577
3078 0.365144 0.156697
3079 0.364999 0.156816
3080 0.364853 0.156936
3081 0.364707 0.157056
3082 0.364561 0.157176
3083 0.364415 0.157296
3084 0.364269 0.157416
3085 0.364122 0.157536
3086 0.363976 0.157657
3087 0.363829 0.157778
3088 0.363682 0.157898
3089 0.363535 0.158019
3090 0.363388 0.15814
3091 0.363241 0.158261
3092 0.363093 0.158383
3093 0.362946 0.158504
3094 0.362798 0.158626
3095 0.36265 0.158747
3096 0.362502 0.158869
3097 0.362354 0.158991
3098 0.362206 0.159113
3099 0.362057 0.159235
3100 0.361909 0.159358
3101 0.36176 0.15948
3102 0.361611 0.159603
3103 0.361462 0.159725
3104 0.361313 0.159848
3105 0.361164 0.159971
3106 0.361014 0.160094
3107 0.360865 0.160218
3108 0.360715 0.160341
3109 0.360565 0.160464
3110 0.360415 0.160588
3111 0.360265 0.160712
3112 0.360114 0.160836
3113 0.359964 0.16096
3114 0.359813 0.161084
3115 0.359662 0.161208
3116 0.359511 0.161333
3117 0.35936 0.161457
3118 0.359209 0.161582
3119 0.359058 0.161707
3120 0.358906 0.161832
3121 0.358754 0.161957
3122 0.358603 0.162082
3123 0.358451 0.162208
3124 0.358298 0.162333
3125 0.358146 0.162459
3126 0.357994 0.162585
3127 0.357841 0.162711
3128 0.357688 0.162837
3129 0.357536 0.162963
3130 0.357383 0.16309
3131 0.357229 0.163216
3132 0.357076 0.163343
3133 0.356923 0.163469
3134 0.356769 0.163596
3135 0.356615 0.163723
3136 0.356461 0.163851
3137 0.356307 0.163978
3138 0.356153 0.164105
3139 0.355999 0.164233
3140 0.355844 0.164361
3141 0.355689 0.164489
3142 0.355534 0.164617
3143 0.355379 0.164745
3144 0.355224 0.164873
3145 0.355069 0.165001
3146 0.354914 0.16513
3147 0.354758 0.165259
3148 0.354602 0.165388
3149 0.354446 0.165517
3150 0.35429 0.165646
3151 0.354134 0.165775
3152 0.353978 0.165904
3153 0.353821 0.166034
3154 0.353664 0.166164
3155 0.353508 0.166293
3156 0.353351 0.166423
3157 0.353194 0.166554
3158 0.353036 0.166684
3159 0.352879 0.166814
3160 0.352721 0.166945
3161 0.352563 0.167075
3162 0.352406 0.167206
3163 0.352247 0.167337
3164 0.352089 0.167468
3165 0.351931 0.1676
3166 0.351772 0.167731
3167 0.351614 0.167863
3168 0.351455 0.167994
3169 0.351296 0.168126
3170 0.351137 0.168258
3171 0.350977 0.16839
3172 0.350818 0.168522
3173 0.350658 0.168655
3174 0.350498 0.168787
3175 0.350339 0.16892
3176 0.350178 0.169053
3177 0.350018 0.169186
3178 0.349858 0.169319
3179 0.349697 0.169452
3180 0.349536 0.169586
3181 0.349376 0.169719
3182 0.349215 0.169853
3183 0.349053 0.169987
3184 0.348892 0.170121
3185 0.348731 0.170255
3186 0.348569 0.170389
3187 0.348407 0.170524
3188 0.348245 0.170658
3189 0.348083 0.170793
3190 0.347921 0.170928
3191 0.347758 0.171063
3192 0.347596 0.171198
3193 0.347433 0.171333
3194 0.34727 0.171469
3195 0.347107 0.171604
3196 0.346943 0.17174
3197 0.34678 0.171876
3198 0.346616 0.172012
3199 0.346453 0.172148
3200 0.346289 0.172284
3201 0.346125 0.172421
3202 0.34596 0.172558
3203 0.345796 0.172694
3204 0.345632 0.172831
3205 0.345467 0.172968
3206 0.345302 0.173106
3207 0.345137 0.173243
3208 0.344972 0.173381
3209 0.344806 0.173518
3210 0.344641 0.173656
3211 0.344475 0.173794
3212 0.344309 0.173932
3213 0.344143 0.174071
3214 0.343977 0.174209
3215 0.343811 0.174348
3216 0.343644 0.174486
3217 0.343478 0.174625
3218 0.343311 0.174764
3219 0.343144 0.174903
3220 0.342977 0.175043
3221 0.342809 0.175182
3222 0.342642 0.175322
3223 0.342474 0.175462
3224 0.342306 0.175602
3225 0.342139 0.175742
3226 0.34197 0.175882
3227 0.341802 0.176023
3228 0.341634 0.176163
3229 0.341465 0.176304
3230 0.341296 0.176445
3231 0.341127 0.176586
3232 0.340958 0.176727
3233 0.340789 0.176868
3234 0.340619 0.17701
3235 0.34045 0.177151
3236 0.34028 0.177293
3237 0.34011 0.177435
3238 0.33994 0.177577
3239 0.33977 0.17772
3240 0.339599 0.177862
3241 0.339428 0.178005
3242 0.339258 0.178147
3243 0.339087 0.17829
3244 0.338916 0.178433
3245 0.338744 0.178576
3246 0.338573 0.17872
3247 0.338401 0.178863
3248 0.338229 0.179007
3249 0.338057 0.179151
3250 0.337885 0.179295
3251 0.337713 0.179439
3252 0.337541 0.179583
3253 0.337368 0.179728
3254 0.337195 0.179872
3255 0.337022 0.180017
3256 0.336849 0.180162
3257 0.336676 0.180307
3258 0.336502 0.180453
3259 0.336328 0.180598
3260 0.336155 0.180744
3261 0.335981 0.180889
3262 0.335806 0.181035
3263 0.335632 0.181181
3264 0.335458 0.181327
3265 0.335283 0.181474
3266 0.335108 0.18162
3267 0.334933 0.181767
3268 0.334758 0.181914
3269 0.334582 0.182061
3270 0.334407 0.182208
3271 0.334231 0.182356
3272 0.334055 0.182503
3273 0.333879 0.182651
3274 0.333703 0.182799
3275 0.333527 0.182947
3276 0.33335 0.183095
3277 0.333173 0.183243
3278 0.332996 0.183391
3279 0.332819 0.18354
3280 0.332642 0.183689
3281 0.332465 0.183838
3282 0.332287 0.183987
3283 0.332109 0.184136
3284 0.331931 0.184286
3285 0.331753 0.184435
3286 0.331575 0.184585
3287 0.331396 0.184735
3288 0.331218 0.184885
3289 0.331039 0.185036
3290 0.33086 0.185186
3291 0.33068 0.185337
3292 0.330501 0.185487
3293 0.330322 0.185638
3294 0.330142 0.18579
3295 0.329962 0.185941
3296 0.329782 0.186092
3297 0.329602 0.186244
3298 0.329421 0.186396
3299 0.329241 0.186548
3300 0.32906 0.1867
3301 0.328879 0.186852
3302 0.328698 0.187004
3303 0.328516 0.187157
3304 0.328335 0.18731
3305 0.328153 0.187463
3306 0.327971 0.187616
3307 0.327789 0.187769
3308 0.327607 0.187923
3309 0.327425 0.188076
3310 0.327242 0.18823
3311 0.327059 0.188384
3312 0.326877 0.188538
3313 0.326693 0.188692
3314 0.32651 0.188847
3315 0.326327 0.189002
3316 0.326143 0.189156
3317 0.325959 0.189311
3318 0.325775 0.189467
3319 0.325591 0.189622
3320 0.325407 0.189777
3321 0.325222 0.189933
3322 0.325037 0.190089
3323 0.324853 0.190245
3324 0.324667 0.190401
3325 0.324482 0.190557
3326 0.324297 0.190714
3327 0.324111 0.190871
3328 0.323925 0.191028
3329 0.323739 0.191185
3330 0.323553 0.191342
3331 0.323367 0.191499
3332 0.32318 0.191657
