n t PE VE R R2 BS
0 0 0.0487248 0.103189 -0.0487456 0.0557424 0.0435831
10 2517 0.450553 1.0382 -0.495477 0.567448 0.433656
20 2536 0.396831 1.0582 -0.527113 0.601542 0.429296
30 2496 0.355091 1.09512 -0.57231 0.652499 0.43005
40 2142 0.347876 1.12692 -0.611251 0.698338 0.437934
50 2355 0.412465 1.15098 -0.637564 0.729294 0.447402
60 2559 0.49248 1.17061 -0.662213 0.757935 0.450985
70 2521 0.600333 1.1645 -0.687952 0.77619 0.439579
80 2573 0.687458 1.15078 -0.713205 0.788364 0.419179
90 2556 0.732636 1.13116 -0.728528 0.786649 0.394997
100 2590 0.766445 1.08767 -0.722661 0.758807 0.375501
110 2494 0.732188 1.00449 -0.684819 0.689853 0.36709
120 2535 0.689826 0.90677 -0.638821 0.608504 0.361679
130 1910 0.617305 0.817989 -0.588368 0.53297 0.357689
140 2547 0.559785 0.734831 -0.531126 0.459404 0.35103
150 2526 0.537365 0.662732 -0.47234 0.393278 0.341304
160 2558 0.488975 0.588607 -0.398021 0.324589 0.332793
170 2491 0.403506 0.534555 -0.314448 0.269886 0.33838
180 2803 0.390931 0.497736 -0.21364 0.227751 0.350696
190 2308 0.505586 0.485331 -0.123482 0.210427 0.363199
200 2537 0.685732 0.495265 -0.0484413 0.216102 0.380411
210 2524 0.880755 0.518248 -0.00264723 0.235386 0.397095
220 2543 1.06538 0.550492 0.0340442 0.262661 0.40829
230 2539 1.23387 0.575019 0.071974 0.285197 0.404186
240 2563 1.39684 0.600376 0.111609 0.308879 0.397956
250 2347 1.51377 0.619128 0.150555 0.330712 0.384472
260 2146 1.61073 0.637037 0.187701 0.34996 0.365024
270 2967 1.72528 0.672103 0.234308 0.382266 0.34843
280 2113 1.90549 0.700907 0.274196 0.415362 0.326634
290 2541 2.08634 0.741841 0.312733 0.460861 0.313101
300 2549 2.2525 0.792736 0.361103 0.516845 0.307719
310 2197 2.35658 0.846021 0.408101 0.571181 0.310259
320 2273 2.44223 0.899472 0.434151 0.626337 0.312711
330 2537 2.4744 0.956727 0.435733 0.677128 0.322481
340 2536 2.4776 0.996233 0.429474 0.707241 0.323811
350 2432 2.42168 1.03141 0.418075 0.728701 0.324474
360 2550 2.33804 1.04723 0.405671 0.734418 0.332057
370 2711 2.25945 1.06558 0.39817 0.745698 0.341254
380 2362 2.15936 1.0791 0.394016 0.752551 0.348099
390 2550 2.02173 1.0983 0.401392 0.764155 0.352877
400 1930 1.85883 1.10962 0.413698 0.764026 0.359594
410 2551 1.70719 1.12161 0.430704 0.754902 0.372927
420 2114 1.57661 1.14594 0.438856 0.749014 0.38965
430 2332 1.48016 1.17323 0.438244 0.740873 0.408416
440 2996 1.37623 1.19493 0.424997 0.724292 0.431132
450 2196 1.30271 1.21662 0.395718 0.699944 0.462199
460 2429 1.27832 1.20705 0.353485 0.658359 0.492264
470 2541 1.35623 1.21319 0.313353 0.632819 0.523153
480 2537 1.43193 1.23576 0.287961 0.628345 0.549638
490 2569 1.47791 1.2151 0.254736 0.605999 0.559105
500 2554 1.51097 1.15841 0.216617 0.564536 0.556281
510 1990 1.50716 1.08749 0.185825 0.518113 0.546226
520 3097 1.48068 1.02449 0.154636 0.47536 0.536698
530 1914 1.44953 0.976736 0.123195 0.440323 0.52764
540 2497 1.42718 0.926504 0.110125 0.408258 0.514895
550 2553 1.40399 0.871618 0.104 0.378031 0.499234
560 2548 1.35534 0.832374 0.0923868 0.357984 0.487067
570 1912 1.35006 0.795298 0.0906155 0.341547 0.47242
580 2546 1.37133 0.741321 0.0968513 0.320402 0.450355
590 2527 1.35502 0.731742 0.0993174 0.320574 0.448136
600 2548 1.29713 0.757578 0.114184 0.341193 0.46166
610 2540 1.23156 0.791159 0.1335 0.370442 0.473347
620 2549 1.20645 0.821383 0.155395 0.401345 0.475374
630 2031 1.21852 0.847702 0.176948 0.431756 0.469805
640 1980 1.22252 0.898318 0.183317 0.470645 0.469784
