t PE VE R R2
1 0.716128 0.588097 -0.0362259 0.546785
2 0.67158 0.595095 -0.0168827 0.549757
3 0.624029 0.602273 0.000734243 0.552324
4 0.574584 0.6093 0.0161477 0.554105
5 0.524457 0.615183 0.0293531 0.554297
6 0.475001 0.618424 0.0406834 0.551865
7 0.42766 0.617315 0.0506397 0.54574
8 0.383848 0.610299 0.0597398 0.535035
9 0.344796 0.596294 0.0684152 0.519196
10 0.311446 0.5749 0.0769661 0.498103
11 0.284402 0.546454 0.0855593 0.472082
12 0.263953 0.511954 0.0942527 0.44186
13 0.250128 0.472868 0.103028 0.408489
14 0.242758 0.431019 0.111823 0.373254
15 0.241541 0.388349 0.120552 0.337589
16 0.246089 0.346725 0.129124 0.302994
17 0.255963 0.307814 0.137444 0.270972
18 0.270689 0.273022 0.145412 0.242965
19 0.289766 0.243686 0.152904 0.220302
20 0.312656 0.221106 0.159753 0.204148
21 0.338764 0.206751 0.165719 0.195444
22 0.36741 0.201648 0.170465 0.194829
23 0.397814 0.206561 0.173541 0.202562
24 0.429093 0.221813 0.174389 0.21844
25 0.46029 0.247316 0.172378 0.241747
26 0.490446 0.282161 0.166869 0.271276
27 0.518701 0.324823 0.157302 0.305438
28 0.544404 0.373015 0.143296 0.342448
29 0.567213 0.424596 0.124719 0.38055
30 0.587161 0.477399 0.101734 0.418199
31 0.60464 0.529125 0.0747776 0.454167
32 0.620332 0.577549 0.0444947 0.487526
33 0.635049 0.620741 0.011638 0.517571
34 0.649557 0.657009 -0.0230438 0.543723
35 0.664406 0.684915 -0.0588983 0.565458
36 0.679834 0.703309 -0.0954246 0.582295
37 0.695743 0.711358 -0.132286 0.59383
38 0.711765 0.708703 -0.169284 0.599794
39 0.727356 0.695502 -0.206306 0.600119
40 0.741902 0.672505 -0.243259 0.595013
41 0.754782 0.641108 -0.280002 0.585013
42 0.765381 0.603157 -0.31628 0.571042
43 0.77303 0.561151 -0.351668 0.554448
44 0.776908 0.518723 -0.385534 0.537006
45 0.775948 0.479665 -0.417019 0.520874
46 0.768795 0.447348 -0.445047 0.508459
47 0.753888 0.425329 -0.468385 0.502197
48 0.729698 0.415877 -0.485745 0.504237
49 0.6951 0.420927 -0.495931 0.516102
50 0.649745 0.442213 -0.498007 0.538407
51 0.594318 0.480095 -0.49144 0.570738
52 0.530538 0.534995 -0.47619 0.611709
53 0.460937 0.604013 -0.452747 0.659192
54 0.388483 0.684132 -0.422085 0.710594
55 0.316192 0.77032 -0.385581 0.763103
56 0.246811 0.856332 -0.344893 0.813869
57 0.182611 0.937797 -0.301825 0.860117
58 0.125289 1.00949 -0.258202 0.899251
59 0.0759459 1.06645 -0.215764 0.928949
60 0.0351233 1.10499 -0.176071 0.94727
61 0.00287548 1.12276 -0.140427 0.952764
62 -0.0211385 1.11878 -0.109817 0.944569
63 -0.0375401 1.09353 -0.0848438 0.922485
64 -0.0471008 1.04878 -0.0657007 0.887015
65 -0.0506061 0.987294 -0.0521645 0.839347
66 -0.0487333 0.912547 -0.0436344 0.78129
67 -0.041967 0.82845 -0.0392092 0.715183
68 -0.0305689 0.73907 -0.0377926 0.643793
69 -0.014608 0.648461 -0.0382076 0.570243
70 0.00596299 0.560716 -0.0393009 0.497943
71 0.0312101 0.479893 -0.0400244 0.430516
72 0.0611277 0.409898 -0.0394956 0.371684
73 0.0955759 0.354494 -0.0370413 0.325083
74 0.134256 0.317506 -0.0322317 0.293998
75 0.17672 0.302059 -0.0249009 0.281033
76 0.222409 0.309999 -0.0151437 0.287762
77 0.270685 0.342101 -0.00327932 0.314455
78 0.320849 0.397384 0.0102188 0.359959
79 0.372126 0.473127 0.0248103 0.421802
80 0.42365 0.566139 0.0399714 0.49647
81 0.474465 0.672647 0.055261 0.57979
82 0.523565 0.787932 0.070364 0.667294
83 0.569966 0.906428 0.085119 0.754509
84 0.61279 1.02205 0.0995332 0.837149
85 0.651337 1.12853 0.113784 0.911249
86 0.685127 1.21976 0.128199 0.97328
87 0.713904 1.29023 0.143211 1.02029
88 0.737612 1.33536 0.159279 1.05004
89 0.756357 1.35211 0.176777 1.06123
90 0.770368 1.33939 0.19587 1.05359
91 0.779965 1.29823 0.216373 1.02795
92 0.785547 1.23183 0.237658 0.986203
93 0.787582 1.14518 0.258614 0.930991
94 0.786595 1.04434 0.277715 0.865387
95 0.783145 0.935645 0.29317 0.792519
96 0.777814 0.825373 0.303128 0.715318
97 0.771224 0.718449 0.305882 0.636433
98 0.764115 0.618809 0.300039 0.558289
99 0.757448 0.52907 0.284663 0.483218
100 0.752474 0.450887 0.259391 0.413584
101 0.750688 0.385372 0.224505 0.351825
102 0.753655 0.333492 0.180938 0.300355
103 0.76274 0.295792 0.13021 0.261326
104 0.778822 0.271832 0.0743006 0.236293
105 0.802073 0.260803 0.0154921 0.225891
106 0.83182 0.261479 -0.0437766 0.229603
107 0.866533 0.272003 -0.101034 0.245686
108 0.903906 0.290075 -0.153871 0.271267
109 0.941034 0.313232 -0.200015 0.302596
110 0.974687 0.338572 -0.237394 0.335418
111 1.00164 0.363007 -0.264207 0.365453
112 1.01902 0.383657 -0.278997 0.388911
113 1.0247 0.398008 -0.280739 0.403018
114 1.01748 0.404645 -0.268927 0.406457
115 0.997279 0.403081 -0.243653 0.399653
116 0.965043 0.394463 -0.205659 0.384782
117 0.922562 0.380992 -0.156359 0.365471
118 0.872131 0.365701 -0.0978094 0.346169
119 0.816157 0.351989 -0.0326338 0.331298
120 0.756769 0.342696 0.0360979 0.324332
121 0.695494 0.339655 0.105027 0.327034
122 0.633066 0.343392 0.170684 0.33902
123 0.569395 0.352903 0.229674 0.357789
124 0.503716 0.365829 0.278853 0.379217
125 0.434896 0.378709 0.315487 0.398432
126 0.361839 0.38889 0.337402 0.410901
127 0.283922 0.39415 0.343119 0.413512
128 0.201361 0.393455 0.33199 0.405442
129 0.115427 0.387806 0.30433 0.38858
130 0.0284368 0.380088 0.261514 0.36733
131 -0.0565238 0.374593 0.206021 0.347738
132 -0.136115 0.375889 0.141356 0.336046
133 -0.2074 0.387538 0.0718318 0.337055
134 -0.268457 0.411048 0.0022125 0.352811
135 -0.318784 0.4455 -0.0627345 0.382077
136 -0.359345 0.487803 -0.118693 0.420773
137 -0.392269 0.53357 -0.162198 0.463151
138 -0.42025 0.578087 -0.19092 0.503246
139 -0.445799 0.61696 -0.203836 0.536095
140 -0.470531 0.646736 -0.201224 0.558446
141 -0.494734 0.665092 -0.184517 0.568923
142 -0.517423 0.670797 -0.156018 0.567847
143 -0.536889 0.663839 -0.118588 0.556903
144 -0.5515 0.645679 -0.0753664 0.538725
145 -0.560417 0.619052 -0.0295732 0.516428
146 -0.563964 0.587517 0.0156471 0.493106
147 -0.563556 0.554837 0.0573734 0.471413
148 -0.56122 0.524512 0.0930471 0.45329
149 -0.558858 0.499383 0.120565 0.439837
150 -0.557519 0.481614 0.138281 0.431303
151 -0.556949 0.472603 0.144912 0.427201
152 -0.555567 0.472487 0.139431 0.426623
153 -0.550793 0.480714 0.121031 0.428777
154 -0.539527 0.496485 0.0892251 0.433609
155 -0.518602 0.519277 0.0440264 0.442259
156 -0.485183 0.549014 -0.0138551 0.457113
157 -0.437142 0.585868 -0.0828844 0.481323
158 -0.37344 0.629743 -0.160679 0.517884
159 -0.294484 0.679839 -0.244099 0.568509
160 -0.202369 0.733613 -0.329427 0.632616
161 -0.100899 0.786703 -0.412617 0.706732
162 0.00468652 0.835054 -0.48957 0.784529
163 0.108278 0.873408 -0.55641 0.857517
164 0.203643 0.894865 -0.609725 0.916288
165 0.285218 0.896254 -0.64676 0.952057
166 0.348787 0.873032 -0.66556 0.958213
167 0.391947 0.825122 -0.665059 0.931573
168 0.4143 0.755693 -0.645137 0.873115
169 0.417357 0.671558 -0.606634 0.788028
170 0.404189 0.580939 -0.551327 0.68505
171 0.378874 0.49148 -0.481848 0.575151
172 0.345831 0.411075 -0.40155 0.469803
173 0.309176 0.34674 -0.314311 0.37915
174 0.272194 0.301526 -0.224275 0.310479
175 0.237043 0.276331 -0.135576 0.267324
176 0.204724 0.269408 -0.0520656 0.24936
177 0.17526 0.277715 0.0229206 0.253052
178 0.148035 0.297309 0.0867248 0.272791
179 0.122157 0.32423 0.13746 0.302215
180 0.0967807 0.354949 0.174042 0.335378
181 0.0713263 0.386417 0.196165 0.367604
182 0.0455854 0.416271 0.204247 0.395906
183 0.0197151 0.443041 0.199328 0.418992
184 -0.00584703 0.466281 0.182932 0.436945
185 -0.0304998 0.485909 0.156886 0.450708
186 -0.0535769 0.502276 0.123126 0.461558
187 -0.0743925 0.515642 0.0834992 0.470689
188 -0.0922237 0.526162 0.0396102 0.479021
189 -0.106253 0.533884 -0.00727372 0.487192
190 -0.115511 0.538896 -0.0562331 0.495682
191 -0.118862 0.541429 -0.106628 0.504961
192 -0.115069 0.541885 -0.157963 0.515561
193 -0.102943 0.540827 -0.209726 0.528027
194 -0.081561 0.538913 -0.261228 0.542763
195 -0.0504914 0.536764 -0.311491 0.559802
196 -0.00997912 0.534718 -0.359202 0.578575
197 0.0389847 0.532766 -0.40275 0.597771
198 0.094732 0.530914 -0.440315 0.615348
199 0.15512 0.527263 -0.470013 0.628734
200 0.217817 0.520879 -0.490046 0.635205
201 0.280621 0.511133 -0.498853 0.63239
202 0.341737 0.497733 -0.495238 0.618802
203 0.399985 0.48101 -0.478487 0.594292
204 0.454908 0.461973 -0.448464 0.560322
205 0.506745 0.442687 -0.405687 0.519967
206 0.556276 0.424912 -0.35139 0.477584
207 0.604534 0.410815 -0.287553 0.438147
208 0.652424 0.402122 -0.216876 0.406325
209 0.700314 0.399385 -0.142703 0.385459
210 0.747698 0.402375 -0.0688517 0.376698
211 0.79304 0.409332 0.000613998 0.378559
212 0.833869 0.417381 0.0616716 0.387104
213 0.867148 0.422988 0.110642 0.396771
214 0.889852 0.422688 0.144473 0.401685
215 0.899622 0.414003 0.160966 0.397134
216 0.89535 0.395929 0.158935 0.380819
217 0.877516 0.369454 0.138285 0.353554
218 0.848201 0.337513 0.100006 0.319244
219 0.810758 0.304398 0.046098 0.28412
220 0.769193 0.275275 -0.0205738 0.255429
221 0.727413 0.254911 -0.0964675 0.239879
222 0.688509 0.246819 -0.177587 0.242195
223 0.654216 0.252629 -0.259721 0.26409
224 0.624666 0.271763 -0.338666 0.303871
225 0.598465 0.301315 -0.410444 0.356712
226 0.573053 0.337208 -0.471465 0.415489
227 0.545266 0.374194 -0.518673 0.472005
228 0.512003 0.406978 -0.549637 0.518334
229 0.470862 0.431071 -0.562636 0.54809
230 0.420667 0.44381 -0.556706 0.557428
231 0.361784 0.444172 -0.531676 0.54564
232 0.296164 0.434788 -0.488171 0.515274
233 0.227115 0.41736 -0.427566 0.471737
234 0.158837 0.396567 -0.351913 0.422456
235 0.0958149 0.37651 -0.26383 0.375739
236 0.0421699 0.361115 -0.166369 0.339528
237 0.00106879 0.353739 -0.0629 0.320241
238 -0.0257332 0.356516 0.0430087 0.321853
239 -0.0381709 0.369931 0.147678 0.345317
