t PE VE R R2 BS
0 228.401 226.118 10.5723 225.442 0.193027
1 228.042 225.761 10.5641 225.084 0.193187
2 227.683 225.403 10.5558 224.726 0.19335
3 227.325 225.047 10.5476 224.369 0.193514
4 226.967 224.69 10.5394 224.011 0.193677
5 226.61 224.334 10.5312 223.654 0.193844
6 226.253 223.978 10.523 223.298 0.194011
7 225.895 223.622 10.5147 222.941 0.194176
8 225.538 223.265 10.5065 222.584 0.194327
9 225.181 222.91 10.4982 222.228 0.194472
10 224.825 222.554 10.49 221.872 0.194619
11 224.468 222.199 10.4818 221.516 0.19476
12 224.112 221.844 10.4736 221.161 0.194901
13 223.757 221.489 10.4653 220.806 0.195032
14 223.402 221.136 10.4571 220.452 0.195167
15 223.047 220.782 10.4489 220.097 0.195305
16 222.693 220.428 10.4406 219.743 0.195438
17 222.338 220.075 10.4324 219.39 0.195559
18 221.985 219.722 10.4242 219.037 0.195677
19 221.632 219.37 10.416 218.684 0.195801
20 221.279 219.018 10.4077 218.332 0.195946
21 220.926 218.666 10.3995 217.98 0.196089
22 220.574 218.315 10.3913 217.629 0.196236
23 220.222 217.965 10.3831 217.277 0.196382
24 219.87 217.614 10.3749 216.926 0.196529
25 219.518 217.263 10.3667 216.574 0.196678
26 219.166 216.912 10.3585 216.223 0.196825
27 218.814 216.561 10.3502 215.871 0.196968
28 218.462 216.21 10.342 215.52 0.197119
29 218.11 215.858 10.3338 215.168 0.197266
30 217.758 215.507 10.3255 214.817 0.197406
31 217.406 215.156 10.3173 214.465 0.197546
32 217.054 214.805 10.309 214.114 0.197681
33 216.702 214.455 10.3007 213.763 0.197819
34 216.351 214.104 10.2924 213.412 0.197954
35 216 213.754 10.2842 213.062 0.198084
36 215.649 213.404 10.2759 212.711 0.198213
37 215.298 213.055 10.2676 212.361 0.198352
38 214.948 212.705 10.2594 212.011 0.198482
39 214.598 212.357 10.2511 211.662 0.198612
40 214.249 212.008 10.2429 211.313 0.198733
41 213.899 211.66 10.2346 210.965 0.198862
42 213.55 211.312 10.2263 210.616 0.198994
43 213.201 210.964 10.2181 210.268 0.199126
44 212.853 210.617 10.2098 209.92 0.199263
45 212.505 210.269 10.2015 209.573 0.199401
46 212.157 209.923 10.1932 209.225 0.199546
47 211.809 209.577 10.185 208.879 0.199689
48 211.462 209.23 10.1767 208.532 0.199835
49 211.115 208.884 10.1684 208.185 0.199984
50 210.768 208.538 10.1602 207.839 0.200135
51 210.421 208.192 10.1519 207.492 0.20028
52 210.074 207.846 10.1436 207.146 0.200421
53 209.728 207.501 10.1353 206.801 0.200564
54 209.382 207.157 10.127 206.456 0.200701
55 209.036 206.812 10.1188 206.111 0.200838
56 208.691 206.468 10.1105 205.766 0.200968
57 208.346 206.124 10.1022 205.422 0.201096
58 208.001 205.78 10.0939 205.077 0.201225
59 207.655 205.435 10.0856 204.732 0.201356
60 207.311 205.092 10.0773 204.388 0.201492
61 206.966 204.749 10.0691 204.044 0.201624
62 206.622 204.406 10.0608 203.701 0.201756
63 206.279 204.063 10.0525 203.358 0.201885
64 205.935 203.72 10.0442 203.015 0.202013
65 205.592 203.378 10.036 202.672 0.202135
66 205.249 203.036 10.0277 202.33 0.202258
67 204.906 202.694 10.0194 201.988 0.202382
68 204.563 202.352 10.0111 201.646 0.202501
69 204.22 202.011 10.0028 201.304 0.202618
70 203.878 201.669 9.99446 200.962 0.202738
71 203.536 201.328 9.98616 200.621 0.20286
72 203.195 200.988 9.97787 200.28 0.202982
73 202.853 200.648 9.96957 199.939 0.203106
74 202.512 200.308 9.96125 199.599 0.203234
75 202.172 199.968 9.95294 199.259 0.203363
76 201.832 199.63 9.94464 198.92 0.203509
77 201.493 199.292 9.93635 198.581 0.203665
78 201.153 198.954 9.92806 198.243 0.203826
79 200.814 198.616 9.91976 197.904 0.203978
80 200.475 198.278 9.91147 197.566 0.204126
81 200.137 197.94 9.90318 197.228 0.204279
82 199.798 197.603 9.89488 196.89 0.204432
83 199.46 197.267 9.88657 196.553 0.204593
84 199.122 196.929 9.87826 196.215 0.204755
85 198.784 196.593 9.86995 195.878 0.204914
86 198.446 196.256 9.86165 195.541 0.205079
87 198.109 195.92 9.85336 195.204 0.205235
88 197.771 195.583 9.84505 194.867 0.205389
89 197.434 195.247 9.83675 194.53 0.205541
90 197.097 194.912 9.82845 194.194 0.205688
91 196.76 194.576 9.82013 193.858 0.205837
92 196.423 194.24 9.81181 193.522 0.205994
93 196.087 193.905 9.8035 193.186 0.206146
94 195.751 193.57 9.79517 192.851 0.206299
95 195.415 193.236 9.78684 192.515 0.20645
96 195.079 192.901 9.77849 192.18 0.206594
97 194.743 192.566 9.77014 191.844 0.206736
98 194.407 192.231 9.76176 191.509 0.206873
99 194.071 191.896 9.75338 191.174 0.207011
100 193.735 191.561 9.745 190.838 0.207141
101 193.399 191.226 9.7366 190.503 0.207268
102 193.063 190.892 9.72821 190.168 0.207394
103 192.728 190.557 9.71981 189.834 0.207523
104 192.393 190.223 9.71142 189.499 0.207653
105 192.058 189.889 9.70303 189.165 0.207775
106 191.723 189.556 9.69464 188.831 0.207893
107 191.389 189.223 9.68625 188.497 0.208005
108 191.055 188.89 9.67785 188.164 0.208116
109 190.721 188.557 9.66946 187.831 0.208227
110 190.388 188.225 9.66108 187.498 0.208331
111 190.055 187.893 9.65271 187.166 0.208426
112 189.723 187.562 9.64433 186.835 0.208524
113 189.392 187.231 9.63594 186.504 0.208625
114 189.06 186.9 9.62755 186.173 0.208734
115 188.728 186.57 9.61918 185.842 0.208839
116 188.398 186.241 9.61081 185.512 0.208953
117 188.067 185.911 9.60243 185.182 0.209063
118 187.736 185.582 9.59405 184.852 0.209169
119 187.406 185.252 9.58565 184.522 0.209277
120 187.075 184.923 9.57724 184.192 0.2094
121 186.744 184.594 9.56881 183.862 0.209523
122 186.413 184.264 9.56038 183.532 0.209647
