t PE VE R R2
1 0.956564 0.397562 0.55006 0.465861
2 0.941838 0.380875 0.510749 0.432378
3 0.921092 0.36097 0.459774 0.389504
4 0.896229 0.338511 0.397193 0.340727
5 0.869644 0.315857 0.323326 0.290545
6 0.844101 0.294793 0.238791 0.244248
7 0.822529 0.27816 0.144536 0.207567
8 0.807752 0.268936 0.0418742 0.186211
9 0.802172 0.269535 -0.0675164 0.185296
10 0.807436 0.28184 -0.181605 0.208739
11 0.82415 0.30671 -0.298055 0.258677
12 0.851689 0.344795 -0.414288 0.335014
13 0.888147 0.396149 -0.527576 0.435153
14 0.930457 0.462261 -0.635131 0.553988
15 0.974655 0.532935 -0.734203 0.684157
16 1.01626 0.603874 -0.82218 0.81657
17 1.0507 0.670274 -0.896675 0.941172
18 1.07369 0.727192 -0.9556 1.04787
19 1.08164 0.77 -0.997229 1.12749
20 1.07188 0.794859 -1.02023 1.17275
21 1.04292 0.799147 -1.02369 1.1789
22 0.994565 0.781776 -1.00708 1.14432
23 0.928007 0.743355 -0.970268 1.07064
24 0.845784 0.686207 -0.913438 0.962686
25 0.751651 0.614278 -0.837085 0.828323
26 0.650363 0.532978 -0.742024 0.678072
27 0.547374 0.448936 -0.62947 0.524726
28 0.448459 0.369596 -0.501216 0.382691
29 0.359245 0.307684 -0.359856 0.266848
30 0.28464 0.267497 -0.208987 0.190683
31 0.228229 0.25421 -0.0532484 0.16378
32 0.191751 0.269082 0.101901 0.18936
33 0.174832 0.310572 0.250709 0.262929
34 0.175065 0.373188 0.387789 0.372911
35 0.188483 0.448164 0.508705 0.503153
36 0.210287 0.52587 0.610279 0.636268
37 0.235658 0.599338 0.690603 0.756583
38 0.260453 0.661389 0.748861 0.852006
39 0.281675 0.704867 0.785068 0.914777
40 0.297666 0.729576 0.79983 0.941407
41 0.308077 0.734055 0.794152 0.932179
42 0.313646 0.719029 0.769303 0.89045
43 0.315891 0.687474 0.726741 0.821931
44 0.316769 0.643174 0.66806 0.733964
45 0.31838 0.59274 0.59497 0.634849
46 0.322754 0.539555 0.509289 0.533176
47 0.331721 0.486316 0.412917 0.437215
48 0.346865 0.436808 0.307815 0.354363
49 0.369486 0.395275 0.195965 0.290736
50 0.400544 0.363514 0.079346 0.250919
51 0.440561 0.343666 -0.0400687 0.237854
52 0.489509 0.33734 -0.160286 0.252782
53 0.546718 0.345335 -0.279254 0.295169
54 0.610856 0.368241 -0.394834 0.362599
55 0.68001 0.403941 -0.504823 0.450697
56 0.751838 0.448436 -0.607028 0.553248
57 0.823761 0.497742 -0.699362 0.662577
58 0.89312 0.550942 -0.779939 0.770158
59 0.957259 0.602533 -0.847103 0.867324
60 1.01356 0.641927 -0.89939 0.945895
61 1.05946 0.666058 -0.935478 0.998701
62 1.0926 0.672698 -0.954164 1.02008
63 1.11111 0.660704 -0.954422 1.00645
64 1.11399 0.630278 -0.935532 0.956878
65 1.10145 0.583122 -0.897204 0.873564
66 1.07518 0.522425 -0.839675 0.761909
67 1.03826 0.452634 -0.763728 0.630202
68 0.995007 0.379087 -0.670673 0.488932
69 0.950512 0.307547 -0.562307 0.349852
70 0.91017 0.243723 -0.440877 0.224919
71 0.879092 0.192774 -0.309049 0.125187
72 0.861524 0.159274 -0.16987 0.0597069
73 0.860321 0.146781 -0.0266988 0.0345292
74 0.876556 0.156041 0.116904 0.0519562
75 0.90936 0.186632 0.257345 0.110209
76 0.956037 0.235561 0.391182 0.203637
77 1.01245 0.300572 0.515312 0.323456
78 1.07359 0.374872 0.627104 0.458883
79 1.13418 0.451974 0.724479 0.59841
80 1.1892 0.526099 0.805917 0.730998
81 1.23435 0.592151 0.870415 0.847027
82 1.26626 0.646067 0.917419 0.938929
83 1.28262 0.685013 0.946743 1.00153
84 1.28222 0.707439 0.958498 1.03215
85 1.26481 0.713025 0.953022 1.0305
86 1.23112 0.702557 0.930834 0.998495
87 1.18264 0.677763 0.89261 0.939995
88 1.1216 0.64113 0.839175 0.860485
89 1.05079 0.595718 0.771532 0.76677
90 0.973521 0.544972 0.690894 0.666577
91 0.893428 0.49365 0.598733 0.568084
92 0.814315 0.451344 0.496806 0.479312
93 0.739909 0.421229 0.387157 0.407445
94 0.673572 0.402478 0.272069 0.358152
95 0.618003 0.400072 0.154001 0.335031
96 0.574975 0.412058 0.0354864 0.339291
97 0.545152 0.437189 -0.0809506 0.3697
98 0.528026 0.473028 -0.192872 0.422804
99 0.521975 0.516252 -0.297969 0.493317
100 0.524434 0.562976 -0.394075 0.574596
