n t PE VE R R2 BS
9000 0 0.457345 0.396123 0.215674 0.405403 0.395047
19000 60000 0.479531 0.432169 0.161487 0.407585 0.423071
29000 60000 0.479815 0.455685 -0.0422258 0.466887 0.431054
39000 60000 0.460467 0.432461 -0.12338 0.439861 0.420609
49000 60000 0.482722 0.499719 0.123602 0.524021 0.442859
59000 60000 0.501369 0.418697 0.227561 0.415433 0.40911
69000 60000 0.527305 0.47958 0.0562056 0.535351 0.407783
79000 50000 0.540347 0.560165 0.284999 0.650491 0.444494
89000 60000 0.438076 0.478653 0.00985594 0.445204 0.47514
99000 60000 0.471401 0.504693 -0.164584 0.515857 0.448482
109000 60000 0.394208 0.472612 -0.0866604 0.443619 0.454751
119000 60000 0.464626 0.432224 0.0198712 0.446549 0.409957
129000 60000 0.460719 0.46812 0.0794936 0.486174 0.438181
139000 60000 0.491255 0.47445 -0.00815249 0.469041 0.439319
149000 60000 0.394835 0.408916 -0.0250687 0.372038 0.429686
159000 50000 0.443548 0.519353 -0.141643 0.506355 0.475535
169000 60000 0.477298 0.393858 -0.0013969 0.361445 0.40698
179000 60000 0.437901 0.437667 0.162947 0.438482 0.419075
189000 60000 0.487558 0.515672 -0.197754 0.542342 0.445634
199000 60000 0.55043 0.500346 -0.223313 0.543333 0.414243
209000 60000 0.470191 0.546441 0.0258833 0.544128 0.459382
219000 60000 0.525938 0.578819 -0.184517 0.640524 0.460897
229000 60000 0.377444 0.403896 0.0462608 0.353194 0.425443
239000 50000 0.489654 0.510812 -0.23728 0.551006 0.445212
249000 60000 0.458105 0.477809 0.230701 0.48379 0.432622
259000 60000 0.465741 0.444584 -0.0297747 0.448658 0.427091
269000 60000 0.448266 0.454143 0.0482377 0.45503 0.444485
279000 60000 0.566824 0.468068 0.107852 0.555467 0.372393
289000 60000 0.640564 0.705799 0.00782382 0.848057 0.482067
299000 60000 0.395289 0.488582 -0.0860048 0.448036 0.470649
309000 60000 0.519462 0.478804 -0.237309 0.50611 0.431403
319000 50000 0.413035 0.407347 -0.0496335 0.368616 0.418388
329000 60000 0.416155 0.38584 0.0176724 0.347709 0.406529
339000 60000 0.514267 0.466542 -0.181471 0.488593 0.423941
349000 60000 0.453701 0.432271 -0.0922832 0.419022 0.436838
359000 60000 0.534438 0.476712 -0.0776649 0.507062 0.412869
369000 60000 0.498437 0.431632 -0.0666459 0.442415 0.404373
379000 60000 0.472787 0.512638 -0.128771 0.5398 0.437666
389000 60000 0.510565 0.359646 -0.086066 0.343086 0.384649
399000 50000 0.428801 0.465664 0.0760947 0.454142 0.437902
409000 60000 0.48145 0.41393 -0.063768 0.39017 0.419595
419000 60000 0.416467 0.490956 0.0992705 0.49266 0.443081
429000 60000 0.474702 0.512569 0.14615 0.502931 0.46821
439000 60000 0.500869 0.429731 0.0382417 0.429637 0.392661
449000 60000 0.498876 0.443007 0.0883782 0.465477 0.417523
459000 60000 0.426859 0.41972 0.0866902 0.404392 0.419403
469000 60000 0.46833 0.482582 -0.0642634 0.466183 0.445152
479000 50000 0.514374 0.420821 -0.0468388 0.412816 0.413413
489000 60000 0.474651 0.454012 -0.0312935 0.468292 0.417275
499000 60000 0.42234 0.400401 0.0115949 0.372826 0.419735
509000 60000 0.466898 0.426419 -0.0592462 0.413259 0.424755
519000 60000 0.500509 0.43471 0.190392 0.441458 0.411305
529000 60000 0.448723 0.51116 0.0208209 0.545609 0.431327
539000 60000 0.496227 0.395259 -0.0501225 0.399115 0.38312
549000 60000 0.50036 0.435732 -0.196595 0.428408 0.419762
559000 50000 0.45808 0.405795 -0.107701 0.388997 0.422091
569000 60000 0.501267 0.473664 0.136946 0.495529 0.422761
579000 60000 0.616981 0.598517 0.458055 0.733403 0.418671
589000 60000 0.523828 0.404857 -0.070888 0.408468 0.390434
599000 60000 0.448193 0.475806 -0.217568 0.481456 0.443091
609000 60000 0.406862 0.479331 -0.00560208 0.453006 0.43249
619000 60000 0.37404 0.452606 0.10154 0.422093 0.451533
629000 50000 0.426815 0.371561 0.000538497 0.3373 0.402213
639000 60000 0.437023 0.482004 -0.153229 0.440224 0.443555
649000 60000 0.504805 0.435731 -0.321185 0.472221 0.405393
659000 60000 0.623392 0.51101 -0.0652798 0.608645 0.383685
669000 60000 0.481492 0.591449 -0.243327 0.621308 0.471098
679000 60000 0.437666 0.479272 0.112366 0.475889 0.44448
689000 60000 0.48862 0.507953 -0.133208 0.509369 0.467029
699000 60000 0.483758 0.461066 0.197523 0.444789 0.436029
709000 50000 0.583414 0.469849 0.418769 0.553027 0.3888
719000 60000 0.4179 0.466497 0.00611657 0.442822 0.461989
729000 60000 0.484226 0.461357 0.0837948 0.489419 0.40304
739000 60000 0.432065 0.464378 0.125444 0.445121 0.462547
749000 60000 0.480555 0.47798 0.205936 0.49933 0.428581
759000 60000 0.551685 0.581905 -0.0160754 0.678463 0.434051
769000 60000 0.644919 0.583705 -0.00749093 0.744669 0.390203
779000 60000 0.495958 0.591626 0.143554 0.612218 0.479294
789000 50000 0.493714 0.444857 -0.0434147 0.466369 0.427128
799000 60000 0.424381 0.487613 -0.167038 0.502595 0.422554
809000 60000 0.464462 0.423676 -0.151108 0.380344 0.414424
819000 60000 0.47917 0.415886 -0.203239 0.404356 0.412
829000 60000 0.504146 0.528325 -0.352853 0.590475 0.435066
839000 60000 0.421806 0.539008 0.0923979 0.543695 0.477738
849000 60000 0.527036 0.468847 0.102195 0.511974 0.402835
859000 60000 0.43769 0.382634 0.0844918 0.360963 0.409068
869000 50000 0.457192 0.425699 0.0808603 0.401551 0.429446
879000 60000 0.504432 0.463559 -0.324384 0.502202 0.420581
889000 60000 0.475086 0.517797 -0.0193459 0.545123 0.458428
899000 60000 0.51834 0.572378 -0.0258308 0.625777 0.451635
909000 60000 0.502641 0.575036 0.0404756 0.653067 0.446829
919000 60000 0.501715 0.466122 -0.0674321 0.496607 0.402972
929000 60000 0.496552 0.530695 -0.410139 0.592748 0.453007
939000 60000 0.519424 0.43176 0.119568 0.443172 0.400481
949000 50000 0.50653 0.385503 0.0614304 0.392282 0.378675
959000 60000 0.465542 0.506641 0.0941294 0.518032 0.449618
969000 60000 0.555445 0.508402 -0.0606468 0.557311 0.446424
979000 60000 0.395319 0.497189 -0.0760323 0.472717 0.469954
989000 60000 0.464042 0.541381 -0.134391 0.554167 0.470887
999000 60000 0.460593 0.428467 -0.130413 0.443729 0.398641
