t PE VE R R2
1 -0.250333 0.572228 0.194871 0.115016
2 3.54555 0.515706 -0.0176207 0.0255474
3 4.81193 0.521402 -0.126006 0.0371418
4 4.84278 0.538223 -0.185288 0.0660956
5 4.43121 0.562418 -0.2626 0.109713
6 3.99339 0.583555 -0.331509 0.150811
7 3.61147 0.585244 -0.350857 0.158073
8 3.45804 0.570942 -0.31764 0.131589
9 3.31265 0.563418 -0.270385 0.111585
10 2.72544 0.583988 -0.273228 0.142026
11 0.855668 0.648417 -0.35778 0.245068
12 -1.60436 0.717244 -0.454747 0.358441
13 -2.54232 0.74961 -0.529333 0.428084
14 -2.20729 0.793916 -0.62421 0.522214
15 -0.117669 0.876233 -0.75935 0.682425
16 2.55157 1.03095 -0.977873 1.01077
17 3.20848 1.31684 -1.25275 1.59771
18 2.93682 1.72213 -1.5232 2.3689
19 3.11884 2.07449 -1.71081 3.0085
20 3.79265 2.15416 -1.74553 3.14186
21 4.1421 1.95169 -1.63423 2.75909
22 3.0658 1.66508 -1.47096 2.23244
23 2.44885 1.43602 -1.32997 1.81326
24 2.74681 1.31257 -1.2428 1.57706
25 3.33008 1.34109 -1.24375 1.60473
26 2.46067 1.46833 -1.26971 1.75944
27 2.06655 1.69059 -1.39297 2.13501
28 2.59318 2.07046 -1.65465 2.89719
29 3.05359 2.47756 -1.90984 3.75674
30 3.56743 2.88256 -2.13351 4.62108
31 4.03918 3.31953 -2.33855 5.51984
32 4.27261 3.80501 -2.52267 6.43411
33 4.11487 4.19561 -2.64543 7.1087
34 4.09793 4.25836 -2.66099 7.20336
35 2.37707 4.0189 -2.5789 6.76006
36 0.59535 3.85937 -2.52876 6.48511
37 1.35814 3.99903 -2.59369 6.8012
38 4.1467 4.35333 -2.73771 7.55126
39 6.09176 4.76229 -2.88226 8.36227
40 6.029 5.05379 -2.96575 8.87281
41 4.89236 5.14377 -2.97781 8.9733
42 4.19121 5.16429 -2.97285 8.96453
43 4.58274 5.1514 -2.96243 8.91452
44 4.5647 5.15029 -2.96101 8.90805
45 3.17474 5.16276 -2.96708 8.94007
46 2.86077 5.09591 -2.95677 8.85849
47 4.37497 4.89953 -2.91639 8.57999
48 6.26481 4.64552 -2.8547 8.18536
49 6.70356 4.34747 -2.75695 7.62532
50 5.88652 3.97488 -2.61555 6.87029
51 5.29859 3.56103 -2.44908 6.03331
52 5.22735 3.11773 -2.25887 5.14332
53 4.98451 2.68952 -2.06008 4.2892
54 4.86142 2.31941 -1.8772 3.56553
55 5.03643 2.017 -1.72 2.98723
56 4.7902 1.77487 -1.5776 2.51243
57 4.76907 1.57855 -1.43476 2.09883
58 4.24737 1.44148 -1.29001 1.76272
59 0.595715 1.40983 -1.18302 1.60452
60 -2.66239 1.44853 -1.165 1.62691
61 -3.28963 1.518 -1.22501 1.75687
62 -2.12815 1.60675 -1.3374 1.97408
63 -0.761816 1.7199 -1.48249 2.29149
64 0.879826 1.8117 -1.5853 2.55358
65 0.815378 1.70365 -1.51297 2.33581
66 -1.0163 1.47421 -1.33455 1.85267
67 -2.11693 1.25969 -1.15774 1.42353
68 -1.50612 1.0816 -1.00834 1.09119
69 -0.245187 0.940572 -0.88757 0.841078
70 1.04785 0.831522 -0.780674 0.64332
71 2.68745 0.738997 -0.665478 0.465004
72 2.80634 0.671691 -0.527684 0.319895
73 2.09202 0.654639 -0.448326 0.277681
74 1.76981 0.654313 -0.415674 0.270116
75 2.45439 0.641264 -0.386848 0.245123
76 3.66378 0.619652 -0.369789 0.212829
77 4.59099 0.605282 -0.385077 0.195444
78 4.07775 0.607573 -0.427626 0.206397
79 2.53597 0.631006 -0.475238 0.250063
80 0.244973 0.676544 -0.501408 0.313442
81 -2.78177 0.703893 -0.444517 0.32519
82 -5.69981 0.683534 -0.252388 0.248198
83 -6.86699 0.656182 0.0782593 0.19505
84 -4.0137 0.704846 0.454141 0.331618
85 -0.218708 0.852156 0.768795 0.648605
86 2.46302 0.973142 0.936548 0.913436
87 4.22641 0.935731 0.891133 0.834403
88 4.3332 0.799964 0.720319 0.564813
89 2.81542 0.669266 0.513378 0.313744
90 0.77344 0.595123 0.335793 0.168178
91 -0.719812 0.563736 0.214761 0.104294
92 -1.33947 0.557626 0.170762 0.0889797
93 -0.777315 0.569525 0.209282 0.111347
94 0.858602 0.603108 0.305627 0.177427
95 2.44357 0.657202 0.432075 0.280422
96 1.01713 0.730249 0.542018 0.409373
97 -4.28891 0.766522 0.510251 0.429912
98 -8.53646 0.746479 0.324378 0.329171
99 -9.71264 0.724441 0.106681 0.262728
100 -6.35868 0.672163 -0.0769228 0.212772
101 0.43254 0.585824 -0.199819 0.133806
102 4.8474 0.55491 -0.300511 0.105597
103 4.31086 0.593713 -0.395255 0.177856
104 1.26433 0.666461 -0.477753 0.299437
105 -1.52431 0.74725 -0.568487 0.43357
106 -2.05175 0.7893 -0.621285 0.505127
107 -1.15079 0.774233 -0.611471 0.47923
108 -0.0695259 0.720875 -0.547378 0.385247
109 0.735532 0.65276 -0.429314 0.263385
110 1.4372 0.584533 -0.254827 0.142974
111 0.928596 0.57253 -0.103303 0.108416
112 -0.385454 0.595178 -0.121719 0.133821
113 -2.56113 0.614844 -0.183253 0.162665
114 -4.38448 0.603809 -0.146887 0.14405
115 -3.95779 0.572276 -0.0169392 0.0981815
116 -0.943623 0.553644 0.106236 0.0809019
117 2.33743 0.574942 0.244332 0.128329
118 2.15039 0.692515 0.420398 0.307014
119 -0.806893 0.815245 0.510933 0.471628
120 -3.01228 0.853425 0.52781 0.518649
121 -2.76303 0.816713 0.536442 0.488384
122 0.164121 0.748092 0.558019 0.422699
123 3.38197 0.723375 0.603094 0.416018
124 4.58987 0.908117 0.83252 0.764494
125 4.13827 1.30865 1.17448 1.49402
126 3.71852 1.72431 1.43812 2.22786
127 3.22288 1.97267 1.56983 2.64849
128 2.36333 2.0556 1.63453 2.8307
129 0.992236 2.04122 1.66199 2.87632
130 0.0253598 1.90314 1.61441 2.68022
131 -0.0967427 1.7204 1.52314 2.36831
132 0.223227 1.61335 1.44256 2.14298
133 -0.863433 1.59792 1.37586 2.02072
134 -2.71138 1.5322 1.2846 1.83137
135 -3.12614 1.37328 1.15863 1.53219
136 -2.31287 1.16789 1.01055 1.18288
137 -1.76144 0.994949 0.88655 0.900819
138 -2.27646 0.944958 0.861449 0.823622
139 -1.94968 0.968535 0.908751 0.878838
140 -0.62263 1.04316 0.983725 1.02369
141 0.446801 1.15003 1.058 1.21018
142 1.72494 1.17442 1.06722 1.24375
143 2.64821 1.04032 0.961263 1.00122
144 2.94438 0.880609 0.816088 0.714842
145 2.64213 0.704574 0.607782 0.393613
146 0.225822 0.601007 0.38804 0.189927
147 -3.58238 0.59286 0.224722 0.146646
148 -6.92069 0.631836 0.139782 0.178148
149 -8.81815 0.668587 0.116249 0.21143
150 -8.12666 0.680784 0.151763 0.225047
151 -5.48755 0.672496 0.23362 0.236436
152 -2.66982 0.652176 0.304192 0.233028
153 -1.36982 0.667654 0.403203 0.27425
154 -1.93369 0.738651 0.520617 0.391728
155 -1.22668 0.716817 0.491107 0.356541
156 1.35972 0.606656 0.311568 0.176808
157 3.89963 0.537374 0.154168 0.0635627
158 3.89432 0.520602 0.0879687 0.0342027
159 2.60199 0.521232 0.0558114 0.0331694
160 2.04726 0.521891 -0.00134738 0.0335466
161 2.36845 0.528114 -0.100126 0.045517
162 2.40298 0.561079 -0.24704 0.106074
163 0.911602 0.639394 -0.426744 0.251194
164 -0.707543 0.750859 -0.60394 0.455763
165 -0.567675 0.909631 -0.813621 0.748916
166 1.06778 1.1869 -1.11332 1.30014
167 2.03208 1.45058 -1.33301 1.83098
168 1.58695 1.53171 -1.37168 1.96462
169 0.845788 1.53454 -1.35348 1.94123
170 1.37869 1.49425 -1.32512 1.86166
171 3.03758 1.40138 -1.27568 1.70576
172 4.10044 1.27393 -1.19726 1.48527
173 3.7509 1.15293 -1.10388 1.25847
174 2.21146 1.11718 -1.07573 1.19165
175 0.612617 1.16068 -1.11448 1.27674
176 -0.187945 1.22969 -1.16376 1.40014
177 0.269883 1.30111 -1.2082 1.52197
178 2.29263 1.38182 -1.26774 1.67461
179 3.70872 1.44916 -1.32542 1.81584
180 3.45824 1.35021 -1.26277 1.63891
181 3.01364 1.15262 -1.1112 1.2668
182 2.72336 0.923343 -0.888447 0.820112
183 2.07167 0.722267 -0.600699 0.413153
184 1.39463 0.627555 -0.321365 0.207907
185 1.89786 0.614075 -0.0727609 0.156333
186 2.8489 0.61289 0.116768 0.157832
187 2.43001 0.596569 0.225939 0.14831
188 0.37533 0.558038 0.204876 0.0963985
189 -2.53588 0.534805 0.0962898 0.0559177
190 -4.03736 0.548909 -0.0481059 0.070932
191 -3.43079 0.607195 -0.200286 0.156724
192 -1.89983 0.668199 -0.29762 0.247449
193 0.501793 0.649989 -0.285633 0.226463
194 2.60808 0.580097 -0.157823 0.121348
195 3.60597 0.531086 0.0403048 0.0478164
196 3.884 0.541245 0.243209 0.0773554
197 3.89903 0.598467 0.413731 0.190541
