r r 
-0.19386 -0.193863 
0.8578 0.857842 
0.296121 0.296109 
0.141612 0.141566 
-0.027116 -0.027107 
-0.392121 -0.392048 
-0.0366866 -0.0367062 
0.236254 0.236117 
0.518215 0.518212 
-0.192519 -0.192522 
0.85358 0.853623 
0.299782 0.299771 
0.142802 0.142756 
-0.0306423 -0.0306334 
-0.382182 -0.382109 
-0.0401439 -0.0401635 
0.237959 0.237823 
0.519213 0.51921 
-0.185476 -0.185479 
0.850393 0.850435 
0.305183 0.305171 
0.142891 0.142845 
-0.0331184 -0.0331095 
-0.374669 -0.374596 
-0.0443473 -0.0443667 
0.238989 0.238854 
0.520979 0.520976 
-0.182397 -0.1824 
0.845352 0.845394 
0.307814 0.307802 
0.139622 0.139576 
-0.0391751 -0.0391662 
-0.370176 -0.370103 
-0.0508225 -0.0508419 
0.240606 0.240471 
0.525672 0.525669 
-0.180342 -0.180345 
0.844501 0.844544 
0.307665 0.307654 
0.137566 0.137521 
-0.041153 -0.0411442 
-0.360407 -0.360335 
-0.0582147 -0.058234 
0.240032 0.239897 
0.528137 0.528134 
-0.182093 -0.182096 
0.844601 0.844643 
0.302231 0.302219 
0.138636 0.13859 
-0.0416733 -0.0416645 
-0.357932 -0.35786 
-0.0643541 -0.0643734 
0.238563 0.238429 
0.532779 0.532775 
-0.183102 -0.183105 
0.849393 0.849435 
0.298123 0.298112 
0.138958 0.138913 
-0.0434798 -0.043471 
-0.356125 -0.356053 
-0.0664492 -0.0664685 
0.238323 0.23819 
0.53512 0.535116 
-0.183761 -0.183764 
0.850756 0.850798 
0.293665 0.293653 
0.142272 0.142227 
-0.0434361 -0.0434273 
-0.358341 -0.358269 
-0.0678359 -0.067855 
0.242337 0.242204 
0.532303 0.5323 
-0.184258 -0.184261 
0.855331 0.855372 
0.289507 0.289495 
0.141956 0.141912 
-0.0418865 -0.0418778 
-0.357823 -0.357752 
-0.0704083 -0.0704274 
0.244783 0.24465 
0.530356 0.530352 
-0.184947 -0.18495 
0.85705 0.857091 
0.286089 0.286078 
0.142717 0.142673 
-0.0408409 -0.0408322 
-0.354102 -0.354032 
-0.0695941 -0.0696131 
0.248202 0.24807 
0.528311 0.528307 
-0.183853 -0.183856 
0.859042 0.859083 
0.284249 0.284237 
0.141442 0.141397 
-0.0393043 -0.0392956 
-0.350475 -0.350404 
-0.0675386 -0.0675576 
0.249089 0.248957 
0.522455 0.522451 
-0.182756 -0.182759 
0.862659 0.8627 
0.284488 0.284477 
0.138825 0.13878 
-0.034715 -0.0347064 
-0.349659 -0.349589 
-0.0645281 -0.064547 
0.247838 0.247706 
0.522608 0.522604 
-0.183573 -0.183576 
0.864972 0.865013 
0.284018 0.284007 
0.13912 0.139076 
-0.0306019 -0.0305933 
-0.346513 -0.346442 
-0.06018 -0.0601988 
0.243202 0.243071 
0.523648 0.523645 
-0.184867 -0.18487 
0.869004 0.869045 
0.286806 0.286795 
0.138445 0.138401 
-0.0275369 -0.0275283 
-0.341456 -0.341386 
-0.0551419 -0.0551607 
0.243051 0.242921 
0.52391 0.523906 
-0.183889 -0.183892 
0.87141 0.871451 
0.290985 0.290973 
0.132264 0.13222 
-0.0310146 -0.0310061 
-0.33773 -0.33766 
-0.0479779 -0.0479966 
0.242974 0.242843 
0.525936 0.525933 
-0.184788 -0.184791 
0.875789 0.875829 
0.292231 0.29222 
0.128577 0.128534 
-0.035287 -0.0352785 
-0.338602 -0.338532 
-0.042111 -0.0421297 
0.242471 0.242341 
0.526767 0.526764 
-0.184453 -0.184456 
0.87787 0.877911 
0.296641 0.29663 
0.12539 0.125347 
-0.0333578 -0.0333493 
-0.338205 -0.338136 
-0.0367452 -0.0367638 
0.242366 0.242236 
0.527833 0.52783 
-0.182502 -0.182505 
0.876529 0.87657 
0.299708 0.299697 
0.122234 0.12219 
-0.0289551 -0.0289466 
-0.342655 -0.342586 
-0.0319852 -0.0320037 
0.246254 0.246125 
0.523588 0.523585 
-0.182509 -0.182512 
0.877174 0.877215 
0.299136 0.299125 
0.117781 0.117737 
-0.0271906 -0.0271822 
-0.346788 -0.346719 
-0.0260509 -0.0260694 
0.250229 0.2501 
0.516398 0.516394 
-0.182834 -0.182837 
0.878161 0.878201 
0.295176 0.295165 
0.115099 0.115056 
-0.0236517 -0.0236433 
-0.351623 -0.351554 
-0.0180969 -0.0181153 
0.256553 0.256425 
0.509776 0.509773 
-0.185676 -0.185679 
0.880249 0.880289 
0.292056 0.292045 
0.110162 0.11012 
-0.0150072 -0.0149988 
-0.357004 -0.356935 
-0.00838256 -0.00840092 
0.26051 0.260383 
0.503113 0.50311 
-0.190714 -0.190717 
0.879706 0.879746 
0.289201 0.28919 
0.104443 0.1044 
-0.00865102 -0.00864265 
-0.360821 -0.360753 
-1.89641e-06 -2.02012e-05 
0.266696 0.266569 
0.49539 0.495387 
-0.196819 -0.196822 
0.881474 0.881514 
0.286072 0.286061 
0.100734 0.100691 
-0.00290584 -0.0028975 
-0.362634 -0.362566 
0.012119 0.0121007 
0.27336 0.273233 
0.490713 0.49071 
-0.201515 -0.201518 
0.880647 0.880687 
0.285149 0.285138 
0.0995088 0.0994663 
-0.000846919 -0.000838605 
-0.366118 -0.366051 
0.0196508 0.0196326 
0.282408 0.282282 
0.488827 0.488824 
-0.204949 -0.204952 
0.875537 0.875577 
0.288998 0.288987 
0.0983322 0.0982898 
-0.00324677 -0.00323848 
-0.36957 -0.369502 
0.0290604 0.0290423 
0.290771 0.290645 
0.485991 0.485988 
-0.211019 -0.211022 
0.871582 0.871621 
0.289732 0.289721 
0.0936919 0.0936497 
-0.00240953 -0.00240127 
-0.373085 -0.373018 
0.0379625 0.0379444 
0.298587 0.298461 
0.482562 0.482558 
-0.217831 -0.217834 
0.870413 0.870452 
0.29439 0.294379 
0.0914408 0.0913987 
-0.00264563 -0.0026374 
-0.372658 -0.372591 
0.04624 0.046222 
0.302565 0.302439 
0.480093 0.48009 
-0.222171 -0.222174 
0.865775 0.865814 
0.303051 0.303041 
0.0905445 0.0905025 
-0.00164842 -0.00164021 
-0.369775 -0.369708 
0.05517 0.055152 
0.309838 0.309713 
0.479208 0.479204 
-0.223503 -0.223506 
0.860945 0.860984 
0.308938 0.308927 
0.0911621 0.0911203 
-5.75907e-05 -4.94097e-05 
-0.365166 -0.365099 
0.0610231 0.0610052 
0.316389 0.316265 
0.480048 0.480044 
-0.220824 -0.220826 
0.859733 0.859772 
0.312646 0.312635 
0.0953565 0.0953148 
0.00407301 0.00408117 
-0.364004 -0.363938 
0.0685482 0.0685303 
0.321816 0.321692 
0.485301 0.485298 
-0.21454 -0.214543 
0.859673 0.859712 
0.318443 0.318433 
0.10043 0.100389 
0.00539793 0.00540606 
-0.364862 -0.364796 
0.0692564 0.0692386 
0.325928 0.325804 
0.490467 0.490464 
-0.209062 -0.209065 
0.857954 0.857993 
0.329181 0.32917 
0.102956 0.102914 
0.00875396 0.00876206 
-0.364288 -0.364222 
0.0728201 0.0728023 
0.329311 0.329188 
0.4922 0.492196 
-0.204536 -0.204539 
0.855601 0.855639 
0.334421 0.334411 
0.104881 0.10484 
0.0131942 0.0132023 
-0.369511 -0.369445 
0.0770515 0.0770338 
0.336362 0.33624 
0.491988 0.491985 
-0.199357 -0.19936 
0.856458 0.856496 
0.335888 0.335877 
0.109466 0.109425 
0.0138651 0.0138731 
-0.375651 -0.375585 
0.0793226 0.079305 
0.341087 0.340964 
0.488516 0.488513 
-0.18936 -0.189363 
0.855247 0.855286 
0.335951 0.33594 
0.114028 0.113987 
0.0137365 0.0137445 
-0.381139 -0.381073 
0.0808805 0.0808629 
0.345874 0.345752 
0.48358 0.483577 
-0.179991 -0.179994 
0.857692 0.85773 
0.337561 0.33755 
0.115183 0.115143 
0.0135173 0.0135253 
-0.384922 -0.384857 
0.0795698 0.0795523 
0.353118 0.352996 
0.478177 0.478174 
-0.172671 -0.172674 
0.861478 0.861516 
0.343232 0.343221 
0.117481 0.11744 
0.0165511 0.0165591 
-0.390044 -0.389979 
0.078057 0.0780396 
0.361065 0.360944 
0.471782 0.471779 
-0.161565 -0.161568 
0.864248 0.864286 
0.34851 0.3485 
0.121179 0.121138 
0.0209999 0.0210079 
-0.394259 -0.394194 
0.0766856 0.0766682 
0.369829 0.369709 
0.467992 0.467989 
-0.150629 -0.150632 
0.869889 0.869927 
0.350795 0.350784 
0.123726 0.123685 
0.0251465 0.0251544 
-0.396015 -0.39595 
0.0739987 0.0739814 
0.37867 0.37855 
0.464529 0.464526 
-0.140359 -0.140362 
0.874141 0.874179 
0.354504 0.354493 
0.128303 0.128263 
0.0255406 0.0255485 
-0.397611 -0.397546 
0.0723934 0.0723762 
0.385132 0.385012 
0.459099 0.459096 
-0.130801 -0.130804 
0.876827 0.876864 
0.351142 0.351132 
0.133738 0.133698 
0.0269481 0.026956 
-0.40095 -0.400886 
0.0709612 0.070944 
0.394021 0.393901 
0.45675 0.456747 
-0.122016 -0.122019 
0.878525 0.878563 
0.346192 0.346182 
0.136973 0.136933 
0.0304978 0.0305057 
-0.406523 -0.406459 
0.0733537 0.0733365 
0.398277 0.398158 
0.455122 0.455119 
-0.112438 -0.11244 
0.879522 0.87956 
0.34062 0.340609 
0.142458 0.142418 
0.0317898 0.0317976 
-0.413753 -0.41369 
0.0754776 0.0754605 
0.400121 0.400002 
0.454292 0.454289 
-0.0997525 -0.0997551 
0.878255 0.878292 
0.331389 0.331378 
0.148413 0.148373 
0.0274149 0.0274227 
-0.423024 -0.422961 
0.0768069 0.0767898 
0.40114 0.401021 
0.452503 0.4525 
-0.0874839 -0.0874865 
0.879254 0.879291 
0.319883 0.319873 
0.152197 0.152157 
0.0268029 0.0268106 
-0.428228 -0.428165 
0.0797479 0.0797309 
0.399862 0.399744 
0.448445 0.448442 
-0.0768913 -0.076894 
0.882679 0.882716 
0.31145 0.31144 
0.156934 0.156895 
0.0271167 0.0271245 
-0.43328 -0.433217 
0.0797066 0.0796897 
0.395931 0.395813 
0.443753 0.44375 
-0.0652057 -0.0652083 
0.884149 0.884186 
0.303324 0.303313 
0.16339 0.163351 
0.023143 0.0231508 
-0.439483 -0.43942 
0.077639 0.0776221 
0.39039 0.390273 
0.438597 0.438594 
-0.0562881 -0.0562907 
0.885159 0.885195 
0.298911 0.298901 
0.169326 0.169287 
0.0164693 0.016477 
-0.447469 -0.447407 
0.0748502 0.0748334 
0.384823 0.384706 
0.435544 0.43554 
-0.0486849 -0.0486875 
0.885345 0.885381 
0.294987 0.294977 
0.171607 0.171568 
0.0105331 0.0105408 
-0.454614 -0.454552 
0.0735452 0.0735284 
0.380328 0.380211 
0.433343 0.43334 
-0.0387363 -0.0387389 
0.884469 0.884505 
0.286691 0.286681 
0.171238 0.171199 
0.0102903 0.010298 
-0.464852 -0.46479 
0.071612 0.0715953 
0.376773 0.376656 
0.428744 0.428741 
-0.0319867 -0.0319893 
0.882195 0.882232 
0.279878 0.279868 
0.166866 0.166827 
0.0102925 0.0103001 
-0.470664 -0.470602 
0.0706947 0.070678 
0.373262 0.373146 
0.426704 0.426701 
-0.0261038 -0.0261064 
0.880416 0.880452 
0.274784 0.274774 
0.16122 0.161181 
0.0132284 0.013236 
-0.470311 -0.470249 
0.0683764 0.0683598 
0.370321 0.370205 
0.425473 0.42547 
-0.0245048 -0.0245074 
0.87799 0.878026 
0.269212 0.269202 
0.153806 0.153767 
0.0185489 0.0185565 
-0.471871 -0.47181 
0.0654953 0.0654788 
0.366282 0.366167 
0.425046 0.425043 
-0.0224941 -0.0224967 
0.87187 0.871906 
0.264783 0.264773 
0.148328 0.148289 
0.026943 0.0269505 
-0.470997 -0.470935 
0.0623964 0.0623799 
0.366977 0.366862 
0.425858 0.425855 
-0.0174628 -0.0174654 
0.872055 0.872091 
0.264034 0.264024 
0.145715 0.145677 
0.0334318 0.0334394 
-0.46644 -0.466379 
0.0592638 0.0592474 
0.367306 0.367191 
0.429146 0.429143 
-0.0133818 -0.0133844 
0.872682 0.872718 
0.265271 0.265262 
0.145673 0.145635 
0.0388662 0.0388737 
-0.464828 -0.464767 
0.0542137 0.0541973 
0.368083 0.367969 
0.431397 0.431394 
-0.00452635 -0.00452891 
0.871767 0.871803 
0.265172 0.265162 
0.145867 0.145829 
0.0479188 0.0479263 
-0.457894 -0.457833 
0.0542957 0.0542793 
0.367486 0.367372 
0.434574 0.434571 
0.00398229 0.00397975 
0.870271 0.870307 
0.267083 0.267073 
0.150432 0.150394 
0.0556316 0.0556391 
-0.451409 -0.451348 
0.0570392 0.0570229 
0.36473 0.364617 
0.433709 0.433706 
0.0127926 0.0127901 
0.865961 0.865996 
0.2688 0.26879 
0.15656 0.156522 
0.0650142 0.0650216 
-0.445009 -0.444949 
0.0562207 0.0562044 
0.362761 0.362648 
0.433227 0.433224 
0.0229988 0.0229963 
0.862555 0.86259 
0.270151 0.270141 
0.161611 0.161574 
0.0773416 0.077349 
-0.436023 -0.435963 
0.0556683 0.0556521 
0.361668 0.361555 
0.434722 0.43472 
0.0343575 0.034355 
0.859622 0.859657 
0.277092 0.277083 
0.16814 0.168103 
0.0838447 0.083852 
-0.428996 -0.428936 
0.0559726 0.0559565 
0.365757 0.365645 
0.432731 0.432728 
0.0443703 0.0443678 
0.854297 0.854333 
0.287314 0.287304 
0.179104 0.179067 
0.0859799 0.0859873 
-0.420577 -0.420517 
0.0566183 0.0566022 
0.369185 0.369074 
0.435994 0.435991 
0.0539312 0.0539287 
0.849393 0.849428 
0.297175 0.297166 
0.188937 0.188899 
0.0936033 0.0936106 
-0.41224 -0.412181 
0.0542519 0.0542359 
0.372223 0.372111 
0.437637 0.437634 
0.0589065 0.058904 
0.845303 0.845337 
0.304818 0.304809 
0.197013 0.196975 
0.102429 0.102436 
-0.404811 -0.404752 
0.0554774 0.0554614 
0.378913 0.378802 
0.441808 0.441805 
0.0643998 0.0643973 
0.840828 0.840863 
0.30983 0.30982 
0.203342 0.203305 
0.113493 0.1135 
-0.400594 -0.400535 
0.0550106 0.0549947 
0.38598 0.385869 
0.44802 0.448017 
0.0703567 0.0703542 
0.836211 0.836246 
0.314337 0.314328 
0.209076 0.209039 
0.124955 0.124962 
-0.396872 -0.396813 
0.0561732 0.0561573 
0.392161 0.39205 
0.454943 0.45494 
0.0742152 0.0742127 
0.829633 0.829667 
0.319138 0.319129 
0.215224 0.215187 
0.134688 0.134695 
-0.395443 -0.395384 
0.0557603 0.0557445 
0.400044 0.399933 
0.458473 0.45847 
0.0790494 0.0790469 
0.820766 0.820801 
0.324633 0.324624 
0.219079 0.219042 
0.14229 0.142297 
-0.393373 -0.393314 
0.0531388 0.053123 
0.409047 0.408938 
0.45913 0.459127 
0.0846492 0.0846467 
0.809619 0.809653 
0.325167 0.325158 
0.22134 0.221303 
0.147389 0.147396 
-0.39255 -0.392491 
0.0548273 0.0548116 
0.415098 0.414989 
0.460768 0.460765 
0.0857743 0.0857718 
0.795256 0.79529 
0.326533 0.326524 
0.225521 0.225484 
0.14843 0.148437 
-0.392276 -0.392217 
0.0535026 0.0534869 
0.416759 0.41665 
0.463254 0.463251 
0.0829531 0.0829507 
0.785835 0.78587 
0.330539 0.33053 
0.228579 0.228543 
0.150306 0.150313 
-0.393589 -0.39353 
0.0505806 0.050565 
0.41411 0.414002 
0.464059 0.464057 
0.0765243 0.0765219 
0.773219 0.773253 
0.333295 0.333286 
0.23043 0.230393 
0.144252 0.144259 
-0.392915 -0.392857 
0.0472379 0.0472223 
0.411359 0.41125 
0.461901 0.461898 
0.0703845 0.0703821 
0.765985 0.766019 
0.333739 0.33373 
0.231637 0.231601 
0.137681 0.137688 
-0.393477 -0.393419 
0.0465833 0.0465678 
0.406867 0.406759 
0.460971 0.460968 
0.0658414 0.065839 
0.758645 0.758679 
0.331137 0.331127 
0.231696 0.231659 
0.131697 0.131704 
-0.391211 -0.391153 
0.0418288 0.0418133 
0.399647 0.399539 
0.45807 0.458067 
0.0604077 0.0604053 
0.750909 0.750943 
0.330217 0.330208 
0.229187 0.229151 
0.126339 0.126346 
-0.390068 -0.390011 
0.0383589 0.0383435 
0.389675 0.389568 
0.459805 0.459802 
0.0548706 0.0548682 
0.744594 0.744627 
0.331879 0.33187 
0.222773 0.222737 
0.126138 0.126145 
-0.388168 -0.388111 
0.0366459 0.0366305 
0.378944 0.378837 
0.460425 0.460423 
0.0482556 0.0482532 
0.738162 0.738195 
0.333054 0.333045 
0.214279 0.214243 
0.125849 0.125856 
-0.387942 -0.387885 
0.0329372 0.0329219 
0.368373 0.368267 
0.460034 0.460031 
0.0422121 0.0422097 
0.730899 0.730932 
0.336961 0.336952 
0.207059 0.207023 
0.122769 0.122776 
-0.385046 -0.384989 
0.0288877 0.0288724 
0.364686 0.364579 
0.454517 0.454514 
0.0398985 0.0398962 
0.726471 0.726505 
0.338499 0.33849 
0.198922 0.198886 
0.116109 0.116116 
-0.379908 -0.379852 
0.0217869 0.0217717 
0.360819 0.360713 
0.444643 0.44464 
0.0409324 0.04093 
0.720805 0.720838 
0.340725 0.340716 
0.191267 0.191232 
0.113169 0.113176 
-0.372375 -0.372318 
0.011714 0.0116988 
0.360759 0.360653 
0.437713 0.437711 
0.0442921 0.0442897 
0.716703 0.716736 
0.345673 0.345664 
0.184694 0.184658 
0.109843 0.10985 
-0.367282 -0.367226 
0.00227506 0.00225993 
0.362057 0.361952 
0.432608 0.432605 
0.0436499 0.0436476 
0.711248 0.71128 
0.34722 0.347211 
0.177754 0.177719 
0.102517 0.102524 
-0.361763 -0.361707 
-0.00666872 -0.0066838 
0.362972 0.362867 
0.428276 0.428273 
0.0397681 0.0397658 
0.702343 0.702376 
0.353408 0.353399 
0.165637 0.165602 
0.0969034 0.0969102 
-0.355358 -0.355302 
-0.0112166 -0.0112317 
0.363837 0.363732 
0.427469 0.427466 
0.0370252 0.0370228 
0.695748 0.695781 
0.35256 0.352551 
0.157078 0.157043 
0.0909992 0.091006 
-0.349948 -0.349892 
-0.0139948 -0.0140098 
0.365965 0.365861 
0.429181 0.429178 
0.0359361 0.0359338 
0.688704 0.688736 
0.352631 0.352622 
0.152136 0.152101 
0.0833402 0.083347 
-0.340834 -0.340778 
-0.0150974 -0.0151123 
0.365119 0.365015 
0.433399 0.433396 
0.0384364 0.0384341 
0.679664 0.679696 
0.352685 0.352676 
0.147977 0.147942 
0.0776538 0.0776606 
-0.332442 -0.332387 
-0.0148001 -0.014815 
0.364488 0.364384 
0.438445 0.438442 
0.0385271 0.0385248 
0.672668 0.6727 
0.353464 0.353455 
0.140587 0.140552 
0.0699217 0.0699285 
-0.324679 -0.324623 
-0.012542 -0.0125568 
0.367204 0.3671 
0.444758 0.444755 
0.0377412 0.0377389 
0.668026 0.668058 
0.353308 0.353299 
0.139038 0.139003 
0.0642883 0.064295 
-0.318078 -0.318023 
-0.0063962 -0.00641099 
0.368931 0.368828 
0.448909 0.448906 
0.0389564 0.0389541 
0.664412 0.664444 
0.351298 0.35129 
0.1365 0.136465 
0.0556768 0.0556836 
-0.306794 -0.306739 
-0.000983447 -0.000998187 
0.369631 0.369529 
0.454163 0.454161 
0.0349142 0.0349119 
0.662073 0.662105 
0.34969 0.349681 
0.135324 0.13529 
0.0472337 0.0472404 
-0.294843 -0.294789 
0.00536668 0.00535199 
0.365616 0.365514 
0.462799 0.462796 
0.0306136 0.0306113 
0.661438 0.66147 
0.346259 0.34625 
0.134308 0.134273 
0.037183 0.0371897 
-0.286844 -0.28679 
0.00955862 0.00954398 
0.363274 0.363172 
0.469231 0.469228 
0.0322865 0.0322843 
0.664934 0.664966 
0.341047 0.341038 
0.131701 0.131667 
0.0299513 0.029958 
-0.281674 -0.281619 
0.0103849 0.0103703 
0.35998 0.359878 
0.476258 0.476256 
0.0331131 0.0331108 
0.672788 0.67282 
0.339585 0.339577 
0.12669 0.126656 
0.0255576 0.0255643 
-0.280214 -0.28016 
0.011271 0.0112564 
0.358004 0.357903 
0.480308 0.480305 
0.0354551 0.0354529 
0.677953 0.677984 
0.336913 0.336904 
0.118779 0.118745 
0.0182695 0.0182761 
-0.277578 -0.277524 
0.00984885 0.00983434 
0.355609 0.355508 
0.485395 0.485393 
0.0370419 0.0370397 
0.682458 0.682489 
0.335192 0.335183 
0.109476 0.109442 
0.0124733 0.01248 
-0.274688 -0.274634 
0.00680555 0.0067911 
0.349019 0.348919 
0.490236 0.490233 
0.038968 0.0389658 
0.686704 0.686735 
0.332649 0.332641 
0.0983637 0.09833 
0.00972643 0.00973302 
-0.276658 -0.276604 
0.00301406 0.00299965 
0.342606 0.342506 
0.493539 0.493536 
0.037363 0.0373608 
0.685557 0.685588 
0.33091 0.330901 
0.0837172 0.0836835 
0.00802233 0.0080289 
-0.278291 -0.278237 
-0.00222684 -0.0022412 
0.338036 0.337936 
0.499637 0.499634 
0.0350406 0.0350383 
0.687309 0.687341 
0.326243 0.326235 
0.0693119 0.0692784 
0.00905967 0.00906622 
-0.282422 -0.282369 
-0.00542643 -0.00544075 
0.334722 0.334623 
0.501926 0.501923 
0.0339383 0.033936 
0.686078 0.68611 
0.321936 0.321928 
0.053701 0.0536676 
0.0081726 0.00817913 
-0.285618 -0.285565 
-0.0114255 -0.0114398 
0.330491 0.330392 
0.50525 0.505248 
0.035379 0.0353768 
0.68459 0.684621 
0.316502 0.316493 
0.039799 0.0397657 
0.00778886 0.00779537 
-0.28742 -0.287367 
-0.0163285 -0.0163428 
0.328074 0.327975 
0.510273 0.51027 
0.0355119 0.0355097 
0.683104 0.683135 
0.310994 0.310985 
0.0281017 0.0280685 
0.0140291 0.0140356 
-0.289021 -0.288968 
-0.0215922 -0.0216064 
0.327883 0.327785 
0.51387 0.513867 
0.0343998 0.0343976 
0.681062 0.681093 
0.306709 0.306701 
0.0190153 0.0189822 
0.0179702 0.0179767 
-0.291182 -0.291129 
-0.0259994 -0.0260135 
0.329757 0.329659 
0.519815 0.519812 
0.0321132 0.032111 
0.681031 0.681061 
0.300031 0.300022 
0.0101925 0.0101595 
0.0205842 0.0205906 
-0.295675 -0.295623 
-0.0285334 -0.0285474 
0.330821 0.330723 
0.523912 0.52391 
0.0294437 0.0294415 
0.676677 0.676708 
0.296957 0.296948 
0.00204483 0.00201198 
0.0220281 0.0220345 
-0.298002 -0.297949 
-0.0302536 -0.0302676 
0.326996 0.326898 
0.526156 0.526154 
0.0293897 0.0293875 
0.672956 0.672987 
0.294509 0.2945 
-0.00472975 -0.0047625 
0.0265605 0.0265669 
-0.302702 -0.30265 
-0.0336657 -0.0336797 
0.322034 0.321937 
0.528353 0.52835 
0.0263036 0.0263014 
0.670797 0.670828 
0.295446 0.295438 
-0.0138423 -0.013875 
0.0272945 0.0273009 
-0.305865 -0.305813 
-0.0353227 -0.0353367 
0.318568 0.318471 
0.529247 0.529244 
0.0277001 0.027698 
0.666908 0.666938 
0.298111 0.298102 
-0.0241361 -0.0241686 
0.0314587 0.0314651 
-0.306605 -0.306553 
-0.0375025 -0.0375164 
0.314845 0.314748 
0.528089 0.528086 
0.0256351 0.0256329 
0.664148 0.664178 
0.300523 0.300514 
-0.0373418 -0.0373743 
0.0344994 0.0345057 
-0.31034 -0.310289 
-0.0370704 -0.0370842 
0.312914 0.312818 
0.525574 0.525572 
0.022506 0.0225038 
0.657733 0.657764 
0.302039 0.30203 
-0.0466623 -0.0466947 
0.0393012 0.0393075 
-0.31379 -0.313739 
-0.0358539 -0.0358677 
0.311381 0.311285 
0.519064 0.519062 
0.0205903 0.0205881 
0.653603 0.653633 
0.303991 0.303983 
-0.0532852 -0.0533174 
0.0440484 0.0440547 
-0.315138 -0.315087 
-0.0340572 -0.034071 
0.306866 0.30677 
0.512785 0.512782 
0.0191694 0.0191672 
0.649213 0.649243 
0.309093 0.309085 
-0.0567547 -0.0567868 
0.0456706 0.0456769 
-0.311164 -0.311113 
-0.0320656 -0.0320793 
0.303824 0.303728 
0.502765 0.502762 
0.0223078 0.0223056 
0.644431 0.644461 
0.314332 0.314324 
-0.0635525 -0.0635846 
0.0443345 0.0443408 
-0.308849 -0.308798 
-0.0274192 -0.0274329 
0.300087 0.299991 
0.49803 0.498028 
0.0254142 0.0254121 
0.640041 0.640071 
0.319199 0.319191 
-0.0711421 -0.071174 
0.0471382 0.0471445 
-0.307347 -0.307297 
-0.0193497 -0.0193634 
0.299813 0.299718 
0.48931 0.489308 
0.0305239 0.0305217 
0.638248 0.638277 
0.321599 0.321591 
-0.0795203 -0.0795521 
0.0513149 0.0513211 
-0.304197 -0.304146 
-0.00469244 -0.00470603 
0.301754 0.301659 
0.484252 0.48425 
0.0357888 0.0357866 
0.636198 0.636227 
0.325804 0.325795 
-0.0841364 -0.0841681 
0.0570868 0.057093 
-0.303658 -0.303608 
0.00735021 0.00733666 
0.301919 0.301825 
0.479214 0.479211 
0.0414912 0.0414891 
0.635334 0.635363 
0.328277 0.328269 
-0.0872498 -0.0872814 
0.0616528 0.061659 
-0.294274 -0.294223 
0.0164856 0.0164721 
0.300457 0.300363 
0.476024 0.476021 
0.0454229 0.0454208 
0.634699 0.634728 
0.334028 0.33402 
-0.0931731 -0.0932046 
0.062179 0.0621852 
-0.288523 -0.288473 
0.0211486 0.0211352 
0.299832 0.299738 
0.473896 0.473894 
0.0467441 0.046742 
0.635851 0.63588 
0.339299 0.339291 
-0.0995288 -0.0995602 
0.0646092 0.0646154 
-0.280483 -0.280433 
0.0289571 0.0289437 
0.298276 0.298183 
0.470066 0.470063 
0.0506154 0.0506133 
0.639767 0.639796 
0.346477 0.346469 
-0.102459 -0.10249 
0.0688361 0.0688422 
-0.270405 -0.270355 
0.0353502 0.0353368 
0.296605 0.296512 
0.465809 0.465807 
0.0519517 0.0519496 
0.641825 0.641854 
0.354774 0.354766 
-0.107374 -0.107405 
0.0669878 0.0669939 
-0.258875 -0.258825 
0.0379614 0.0379481 
0.295941 0.295848 
0.463815 0.463813 
0.0527926 0.0527905 
0.642891 0.64292 
0.36347 0.363462 
-0.108644 -0.108675 
0.0639735 0.0639796 
-0.250087 -0.250038 
0.0436841 0.0436708 
0.292782 0.292689 
0.459416 0.459414 
0.0536563 0.0536542 
0.642377 0.642406 
0.375156 0.375148 
-0.107771 -0.107802 
0.0631819 0.0631879 
-0.242064 -0.242014 
0.0496947 0.0496815 
0.28954 0.289448 
0.456534 0.456532 
0.0550636 0.0550616 
0.64477 0.644799 
0.386653 0.386646 
-0.10633 -0.10636 
0.0609837 0.0609898 
-0.239588 -0.239538 
0.0540334 0.0540202 
0.286668 0.286576 
0.456135 0.456133 
0.0552216 0.0552196 
0.647662 0.64769 
0.397344 0.397336 
-0.106657 -0.106688 
0.0579359 0.0579419 
-0.236179 -0.23613 
0.0573946 0.0573814 
0.285237 0.285145 
0.456535 0.456532 
0.0540257 0.0540236 
0.651516 0.651545 
0.406719 0.406711 
-0.108205 -0.108236 
0.0566029 0.0566089 
-0.230701 -0.230652 
0.0621981 0.062185 
0.283321 0.283229 
0.453976 0.453974 
0.0512672 0.0512651 
0.64894 0.648969 
0.412645 0.412637 
-0.110113 -0.110144 
0.055153 0.055159 
-0.226142 -0.226093 
0.0672079 0.0671948 
0.280634 0.280543 
0.454955 0.454952 
0.0456574 0.0456554 
0.645769 0.645797 
0.418724 0.418716 
-0.110972 -0.111002 
0.0547106 0.0547166 
-0.220539 -0.22049 
0.0706998 0.0706868 
0.279246 0.279155 
0.4553 0.455297 
0.0426438 0.0426417 
0.640371 0.640399 
0.423914 0.423907 
-0.110261 -0.110291 
0.0489143 0.0489203 
-0.215529 -0.215481 
0.0748792 0.0748662 
0.276516 0.276425 
0.45131 0.451308 
0.0432503 0.0432483 
0.634929 0.634957 
0.43242 0.432412 
-0.108079 -0.10811 
0.0405486 0.0405545 
-0.21278 -0.212732 
0.0777584 0.0777455 
0.273857 0.273767 
