n t PE VE R R2 BS
0 0 0.603748 0.147625 -0.0641776 0.0452259 0.0163145
10 2477 4.63038 1.48048 -0.640468 0.453076 0.166662
20 1846 -0.361818 1.48828 -0.625649 0.453447 0.202296
30 2474 -3.35537 1.47437 -0.5976 0.438473 0.228521
40 1820 -2.69915 1.41804 -0.549906 0.38307 0.213708
50 1817 -1.14892 1.32915 -0.466694 0.29839 0.200991
60 2415 1.26447 1.24808 -0.368104 0.224944 0.193295
70 1854 3.53323 1.22901 -0.268011 0.19822 0.201008
80 2058 3.13358 1.21941 -0.170996 0.17698 0.230325
90 2221 -1.97712 1.19553 -0.0443221 0.154162 0.237814
100 1815 -6.02172 1.18114 0.109723 0.150344 0.211354
110 2446 -7.39395 1.22137 0.249206 0.191481 0.195696
120 1820 -3.42492 1.31146 0.370348 0.279868 0.203135
130 2445 3.92812 1.42907 0.485894 0.39556 0.201065
140 1818 7.00938 1.57605 0.587498 0.538617 0.188717
150 2445 2.77903 1.75643 0.684497 0.703932 0.22292
160 1822 -0.742414 1.87159 0.760547 0.813797 0.226028
170 2452 -0.876275 1.96955 0.827295 0.911368 0.212387
180 1816 1.18609 1.9999 0.868555 0.952372 0.176145
190 2445 3.74358 2.0343 0.893912 0.984397 0.170607
200 1843 3.40645 2.02681 0.851701 0.925173 0.237565
210 2449 -0.943264 1.98856 0.784311 0.834533 0.276843
220 1815 -3.97888 1.86876 0.70616 0.715618 0.290312
230 2446 -2.74589 1.70898 0.64684 0.607049 0.2823
240 1822 2.73236 1.53848 0.588148 0.493581 0.221371
250 2230 4.1531 1.52998 0.5685 0.482738 0.230044
260 2042 0.910982 1.59327 0.593602 0.533225 0.253998
270 1974 -3.78122 1.60046 0.614007 0.542349 0.25716
280 2295 -6.67017 1.59933 0.643522 0.546227 0.247096
290 1816 -3.74104 1.58312 0.628677 0.513299 0.244683
300 2446 -1.57017 1.50654 0.539696 0.423706 0.287262
310 2121 -3.23265 1.44025 0.453243 0.350003 0.309161
320 2180 -3.83186 1.34724 0.412267 0.278935 0.260513
