t PE VE R R2
1 -0.497457 0.661747 0.581847 0.619281
2 -0.486215 0.433287 0.181105 0.232845
3 -1.99233 0.398668 -0.20458 0.198449
4 -2.89443 0.590214 -0.665488 0.582772
5 -2.26166 0.972469 -1.07397 1.29789
6 -0.415811 1.31867 -1.33087 1.94884
7 1.94493 1.33285 -1.31375 1.93587
8 3.98586 1.01606 -1.06066 1.32817
9 5.2471 0.686372 -0.746231 0.729894
10 5.59233 0.435592 -0.411435 0.299111
11 4.55116 0.314032 -0.0577522 0.0929085
12 2.00733 0.355957 0.237624 0.160361
13 -0.19523 0.469175 0.429261 0.35084
14 -1.7551 0.570915 0.502287 0.497682
15 -1.68862 0.582899 0.408722 0.462736
16 -1.63231 0.51243 0.0978146 0.30591
17 -3.78886 0.555525 -0.300417 0.379815
18 -7.19416 0.720368 -0.572471 0.643336
19 -8.6801 0.77582 -0.6886 0.771379
20 -8.63849 0.702299 -0.679109 0.709774
21 -5.80794 0.62451 -0.606365 0.598113
22 -1.86018 0.531362 -0.481932 0.4416
23 1.55583 0.392453 -0.242022 0.210907
24 4.03517 0.319788 0.0685248 0.0991256
25 5.594 0.362515 0.375924 0.200615
26 6.68669 0.56425 0.733972 0.589608
27 4.93913 0.908378 1.06391 1.22203
28 2.14542 1.15467 1.23651 1.65391
29 0.641995 1.14629 1.22245 1.62482
30 0.532804 0.83468 0.975018 1.05354
31 0.179809 0.456469 0.528772 0.364805
32 -1.49595 0.355611 0.0879914 0.132825
33 -3.63087 0.426908 -0.130094 0.212219
34 -4.81229 0.490888 -0.0792701 0.270826
35 -3.68988 0.51374 0.211479 0.318213
36 -1.23973 0.622157 0.676475 0.646466
37 1.64063 1.03722 1.16067 1.45608
38 3.83505 1.46995 1.48538 2.28934
39 5.80691 1.62321 1.58539 2.5952
40 7.21243 1.44957 1.47436 2.25728
41 6.17252 1.19865 1.26538 1.7158
42 3.2505 0.941573 1.00493 1.16984
43 0.97164 0.622898 0.656293 0.598674
44 0.18437 0.384034 0.306982 0.207341
45 0.119307 0.315108 0.0237581 0.090345
46 1.27115 0.318772 -0.134633 0.1021
47 2.01428 0.310966 -0.140479 0.0927835
48 1.21804 0.31813 -0.0259914 0.0929641
49 -0.122388 0.359238 0.173483 0.156778
50 -0.538518 0.419424 0.387848 0.277551
51 -0.223877 0.471989 0.524026 0.380428
52 1.12996 0.496447 0.582005 0.428295
53 2.9109 0.431275 0.511736 0.323799
54 3.93803 0.357402 0.391472 0.196422
55 3.39553 0.326698 0.261471 0.12948
56 1.51927 0.3173 0.133879 0.100682
57 -0.544396 0.303063 -0.0152383 0.0756024
58 -1.82414 0.33008 -0.216927 0.123926
59 -1.50842 0.438495 -0.436224 0.310957
60 -0.824624 0.525429 -0.524357 0.452862
61 0.292109 0.52586 -0.47748 0.435597
62 2.00007 0.475512 -0.375025 0.335137
63 2.26778 0.427215 -0.29226 0.252271
64 1.15511 0.392528 -0.290057 0.214363
65 1.15858 0.365364 -0.329208 0.194303
66 1.47384 0.347678 -0.338482 0.172575
67 1.86288 0.335841 -0.27442 0.14477
68 1.86272 0.349659 -0.191472 0.148986
69 1.85699 0.379207 -0.199378 0.186784
70 1.15525 0.430621 -0.342982 0.280511
71 -0.551406 0.530143 -0.600067 0.496009
72 -2.57479 0.824009 -0.953908 1.03536
73 -1.80798 1.29778 -1.30874 1.86827
74 1.03883 1.68753 -1.55231 2.58385
75 2.38207 1.64568 -1.5411 2.53548
76 1.29856 1.35524 -1.36976 2.01504
77 0.54157 1.12127 -1.20649 1.57888
78 -0.441016 0.97816 -1.07436 1.28563
79 -0.264202 0.851077 -0.920611 1.01658
80 0.953363 0.813945 -0.848719 0.934359
81 1.56639 0.764316 -0.775178 0.837593
82 1.43387 0.640418 -0.614474 0.61362
83 1.02579 0.519525 -0.368576 0.37636
84 1.04036 0.453384 -0.224178 0.270311
85 1.7033 0.40342 -0.247259 0.22112
86 2.35821 0.394756 -0.381097 0.245529
87 1.57362 0.483937 -0.545772 0.406757
88 0.230849 0.644497 -0.706724 0.657938
89 0.55687 0.845774 -0.884972 0.984498
90 1.49973 0.892501 -0.974505 1.11562
91 2.49442 0.767575 -0.939533 0.966497
92 2.48158 0.602666 -0.782714 0.663772
93 0.266981 0.443322 -0.511521 0.34011
94 -0.8592 0.390438 -0.226878 0.196377
95 -1.08476 0.414055 0.0397422 0.196883
96 -0.615515 0.503052 0.353272 0.349265
97 0.0177613 0.651841 0.619671 0.626763
98 0.804443 0.624119 0.639751 0.615236
99 2.01655 0.432132 0.420999 0.30451
