n t PE VE R R2 BS
9000 0 17.4181 15.1604 -0.0197359 4.71306 0.24196
19000 3.64e+06 18.9829 17.1574 -0.019247 5.28085 0.271114
29000 3.65e+06 19.2964 17.0335 -0.00388792 5.29188 0.26602
39000 3.64e+06 19.518 17.0976 -0.0608039 5.28722 0.265873
49000 3.65e+06 18.9046 17.3104 0.0220082 5.31428 0.27281
59000 3.64e+06 18.818 17.1097 -0.00763492 5.25409 0.266969
69000 3.64e+06 19.225 17.3321 -0.0486372 5.34469 0.269513
79000 3.64e+06 19.1257 17.1295 -0.0161655 5.23798 0.271317
89000 3.65e+06 18.9767 16.9391 -0.0286279 5.22452 0.2659
99000 3.64e+06 18.9599 17.4643 0.011201 5.32268 0.276429
109000 3.64e+06 19.2323 16.9516 -0.0383458 5.27178 0.267482
119000 3.64e+06 19.3496 17.0438 -0.00670243 5.22717 0.273269
129000 3.64e+06 18.8466 17.112 0.0417496 5.29045 0.268348
139000 3.64e+06 18.7345 17.3975 -0.0499359 5.35449 0.271367
149000 3.63e+06 19.1826 17.0766 0.00608936 5.28169 0.265881
159000 3.64e+06 19.3671 17.1835 -0.0451917 5.30099 0.269622
169000 3.63e+06 18.8839 17.382 0.0566079 5.30443 0.275178
179000 3.64e+06 19.0265 17.1855 0.0382576 5.28022 0.270092
189000 3.63e+06 18.5928 17.095 -0.00200729 5.28351 0.266059
199000 3.64e+06 19.8434 17.2103 0.00384282 5.30738 0.26748
209000 3.63e+06 19.4088 17.0298 -0.0301088 5.2695 0.268382
219000 3.64e+06 18.7012 17.3703 0.0249154 5.36114 0.27183
229000 3.63e+06 19.6223 17.2375 -0.015526 5.30757 0.269558
239000 3.64e+06 19.1328 17.3972 -0.0202976 5.35282 0.27314
249000 3.63e+06 19.2138 16.8869 0.0460045 5.25968 0.262735
259000 3.64e+06 18.9145 17.3569 -0.0349001 5.31203 0.269177
269000 3.63e+06 19.4525 17.1258 0.0177255 5.30434 0.270521
279000 3.64e+06 19.1949 17.2048 0.00507263 5.29716 0.270758
289000 3.63e+06 18.3193 17.2947 0.0855688 5.31279 0.274019
299000 3.64e+06 18.9343 16.9537 0.057046 5.26361 0.267643
309000 3.63e+06 18.8936 17.0282 -0.000682164 5.26115 0.270855
319000 3.64e+06 19.4942 16.9137 0.0310697 5.22382 0.264855
329000 3.63e+06 18.651 17.2434 0.102846 5.31609 0.27086
339000 3.64e+06 18.473 17.0151 0.0428844 5.25768 0.264185
349000 3.63e+06 18.8439 17.2029 -0.0131558 5.29696 0.266922
359000 3.64e+06 19.3106 17.0037 0.0334935 5.25441 0.266798
369000 3.63e+06 19.7704 16.8131 -0.0195736 5.24717 0.266734
379000 3.64e+06 18.8584 16.8582 -0.060062 5.20517 0.269374
389000 3.63e+06 19.827 17.117 0.011819 5.30247 0.265575
399000 3.64e+06 19.4718 16.7104 -0.00290004 5.18404 0.264272
409000 3.63e+06 19.019 17.0556 0.0365264 5.22778 0.270202
419000 3.64e+06 18.8839 17.1088 0.0154028 5.26882 0.270024
429000 3.63e+06 18.6809 17.3517 0.0190925 5.35114 0.275644
439000 3.64e+06 18.7456 16.921 0.0111985 5.21741 0.265442
449000 3.63e+06 18.3316 17.3377 -0.0229273 5.31024 0.272274
459000 3.64e+06 19.3324 16.7232 0.0635541 5.21269 0.26377
469000 3.63e+06 18.88 17.0406 -0.0356753 5.28692 0.268317
479000 3.64e+06 18.6746 16.5513 0.00359763 5.15417 0.263191
489000 3.63e+06 18.7397 17.1156 -0.0555355 5.31706 0.268863
499000 3.64e+06 19.7118 17.1985 -0.0195761 5.3021 0.267553
509000 3.63e+06 19.5618 16.8985 -0.00966149 5.24425 0.26761
519000 3.64e+06 19.3934 17.3186 -0.0115958 5.32739 0.26976
529000 3.63e+06 18.5341 17.1501 0.0269486 5.267 0.268451
539000 3.64e+06 19.3333 17.0611 0.0162483 5.30407 0.267664
549000 3.63e+06 19.3652 16.9153 -0.051282 5.2297 0.268488
559000 3.64e+06 18.5341 17.713 0.0387666 5.36978 0.279698
569000 3.63e+06 19.2447 16.991 0.0037106 5.26149 0.267121
579000 3.64e+06 19.2273 17.1034 -0.0102174 5.26537 0.266951
589000 3.63e+06 18.6038 16.9509 -0.016226 5.24632 0.267394
599000 3.64e+06 18.4349 17.2646 0.032551 5.30679 0.268216
609000 3.63e+06 18.8102 17.35 0.0299215 5.34452 0.268672
619000 3.64e+06 19.4702 17.1001 0.0105252 5.27982 0.274895
629000 3.63e+06 18.8396 17.4734 0.0228886 5.38433 0.269897
