t PE VE R R2
1 0.822271 0.566155 0.741095 0.817144
2 0.796683 0.535963 0.697076 0.759159
3 0.763271 0.494782 0.639131 0.684635
4 0.724699 0.449405 0.567799 0.599132
5 0.684188 0.403711 0.483901 0.509356
6 0.645316 0.360235 0.388557 0.422745
7 0.61176 0.321675 0.283196 0.346934
8 0.586999 0.29182 0.169555 0.289139
9 0.573989 0.274378 0.0496563 0.255498
10 0.574856 0.271269 -0.0742366 0.250449
11 0.59065 0.283665 -0.199681 0.276222
12 0.621186 0.312032 -0.324139 0.332532
13 0.665021 0.35525 -0.445065 0.416523
14 0.719546 0.411389 -0.559998 0.522968
15 0.78121 0.479966 -0.666633 0.644715
16 0.845809 0.551259 -0.76289 0.77329
17 0.908835 0.619054 -0.84694 0.899593
18 0.965815 0.678861 -0.917236 1.0146
19 1.01263 0.726626 -0.972506 1.11001
20 1.0458 0.759008 -1.01176 1.17882
21 1.06268 0.773604 -1.03425 1.21577
22 1.06165 0.769108 -1.03952 1.21767
23 1.0422 0.745413 -1.02735 1.18365
24 1.00501 0.703647 -0.997756 1.11525
25 0.951877 0.646137 -0.951061 1.01638
26 0.885726 0.5763 -0.887852 0.89318
27 0.810389 0.498452 -0.809027 0.753726
28 0.730417 0.417534 -0.715808 0.607527
29 0.650763 0.338765 -0.609751 0.464915
30 0.576428 0.26724 -0.492742 0.336284
31 0.512047 0.207612 -0.366976 0.231248
32 0.461495 0.170352 -0.234906 0.157814
33 0.427533 0.15505 -0.0991808 0.121648
34 0.411555 0.16227 0.0374471 0.125551
35 0.413475 0.192053 0.172211 0.16921
36 0.431753 0.24316 0.302421 0.249253
37 0.463573 0.314494 0.425549 0.359599
38 0.505122 0.398883 0.539285 0.492025
39 0.551937 0.491397 0.641581 0.636884
40 0.599286 0.586654 0.73068 0.783892
41 0.642536 0.679152 0.805119 0.922894
42 0.677485 0.763634 0.863737 1.04458
43 0.700654 0.83543 0.905672 1.1411
44 0.709505 0.891577 0.930359 1.20654
45 0.702602 0.927741 0.937526 1.23732
46 0.679694 0.942614 0.9272 1.23232
47 0.641721 0.937738 0.899701 1.19299
48 0.590745 0.913636 0.855647 1.12313
49 0.529799 0.872853 0.79595 1.02868
50 0.462676 0.818958 0.721807 0.917213
51 0.393647 0.756254 0.634689 0.79737
52 0.32715 0.689442 0.536315 0.678217
53 0.267452 0.623251 0.428619 0.568539
54 0.218334 0.563975 0.313709 0.476176
55 0.182813 0.516085 0.193808 0.40744
56 0.162929 0.481081 0.0712004 0.366677
57 0.159633 0.460258 -0.051836 0.356008
58 0.172757 0.454021 -0.173084 0.375268
59 0.201083 0.462076 -0.290443 0.422138
60 0.242489 0.482142 -0.401965 0.492425
61 0.294149 0.511945 -0.505889 0.580469
62 0.352759 0.548568 -0.600651 0.679603
63 0.414773 0.588676 -0.684897 0.782641
64 0.476638 0.628761 -0.757476 0.882352
65 0.534998 0.665362 -0.81744 0.971884
66 0.586876 0.695285 -0.864035 1.04516
67 0.629829 0.715791 -0.896702 1.09717
68 0.662065 0.72476 -0.915069 1.12426
69 0.682532 0.720825 -0.918963 1.12432
70 0.690967 0.703457 -0.908418 1.09687
71 0.687908 0.673016 -0.883685 1.04311
72 0.674656 0.630739 -0.845252 0.965902
73 0.65319 0.578673 -0.793858 0.869553
74 0.626028 0.519538 -0.730505 0.759587
75 0.596037 0.45653 -0.656461 0.642352
76 0.566203 0.393069 -0.573253 0.524561
77 0.539376 0.332513 -0.482637 0.412761
78 0.51802 0.277872 -0.38656 0.312811
79 0.504002 0.231545 -0.287098 0.229396
80 0.498434 0.195137 -0.186386 0.165672
81 0.50161 0.169384 -0.0865371 0.123063
82 0.513025 0.154234 0.0104326 0.101251
83 0.531483 0.148645 0.102676 0.0983486
84 0.555268 0.151166 0.188568 0.111213
85 0.582345 0.160286 0.266747 0.135862
86 0.610571 0.173713 0.336131 0.167924
87 0.637883 0.188578 0.395918 0.20305
88 0.662449 0.203063 0.445572 0.237275
89 0.68278 0.215635 0.484803 0.267273
90 0.697786 0.225129 0.513532 0.290519
91 0.706803 0.230791 0.531866 0.305364
92 0.709584 0.232272 0.540069 0.311024
93 0.706268 0.229603 0.538532 0.307525
94 0.697328 0.223135 0.527759 0.295596
95 0.683512 0.213478 0.508346 0.276549
96 0.665781 0.201428 0.480971 0.252133
97 0.645232 0.187896 0.446382 0.224392
98 0.623036 0.17384 0.405387 0.195516
99 0.600364 0.160801 0.358851 0.167701
100 0.578325 0.150342 0.307685 0.143013
