t PE VE R R2
1 0.771944 0.27934 0.115943 0.257253
2 0.711241 0.26368 0.0716084 0.237932
3 0.65097 0.255141 0.0157802 0.226609
4 0.593565 0.25775 -0.0504263 0.229118
5 0.541286 0.27539 -0.12493 0.251133
6 0.4957 0.311275 -0.204525 0.296769
7 0.457102 0.366498 -0.284889 0.366933
8 0.4241 0.439394 -0.360789 0.457967
9 0.393579 0.526021 -0.426498 0.561238
10 0.36122 0.61896 -0.476365 0.664191
11 0.322521 0.707831 -0.505449 0.75285
12 0.274073 0.782258 -0.510092 0.815164
13 0.21471 0.83511 -0.488328 0.844113
14 0.146179 0.863618 -0.440057 0.839527
15 0.0730963 0.868901 -0.366944 0.808037
16 0.00221701 0.857117 -0.272136 0.761319
17 -0.0588019 0.835403 -0.159883 0.713329
18 -0.102819 0.81165 -0.0351829 0.67733
19 -0.124501 0.791938 0.0964891 0.663313
20 -0.121246 0.779672 0.229402 0.676139
21 -0.093592 0.775077 0.357748 0.714587
22 -0.0450683 0.774521 0.475834 0.77147
23 0.0184554 0.772849 0.578276 0.834852
24 0.0897677 0.763623 0.660235 0.890347
25 0.161463 0.739654 0.717694 0.924242
26 0.227075 0.699599 0.747794 0.926917
27 0.282108 0.648456 0.749219 0.895666
28 0.324873 0.594215 0.722488 0.83569
29 0.356881 0.547119 0.669961 0.758445
30 0.382385 0.518688 0.59542 0.677891
31 0.406951 0.509012 0.503376 0.606586
32 0.4356 0.515186 0.398414 0.553382
33 0.47141 0.531394 0.284828 0.522967
34 0.515068 0.556761 0.166464 0.516388
35 0.565143 0.589317 0.0466296 0.531906
36 0.618624 0.625278 -0.0719836 0.565996
37 0.671521 0.661065 -0.187304 0.614341
38 0.719597 0.693637 -0.297737 0.672515
39 0.759266 0.720662 -0.401883 0.736126
40 0.78831 0.740485 -0.498155 0.800452
41 0.805943 0.750648 -0.5844 0.859794
42 0.812059 0.749748 -0.657635 0.906954
43 0.80627 0.733787 -0.714072 0.933392
44 0.787553 0.699771 -0.749554 0.930575
45 0.75498 0.649416 -0.760354 0.892537
46 0.709151 0.584297 -0.744091 0.818807
47 0.653403 0.511228 -0.700399 0.716233
48 0.594019 0.437674 -0.631158 0.598545
49 0.539263 0.372715 -0.540273 0.483637
50 0.497668 0.327817 -0.433204 0.389548
51 0.476241 0.308515 -0.316401 0.330487
52 0.479126 0.32034 -0.196769 0.313946
53 0.506995 0.361176 -0.0812141 0.339465
54 0.557206 0.425833 0.0237519 0.39913
55 0.624575 0.505359 0.112328 0.479554
56 0.702535 0.588637 0.179694 0.564834
57 0.784402 0.6645 0.22224 0.639871
58 0.864492 0.723618 0.237764 0.693387
59 0.938913 0.760342 0.22564 0.720047
60 1.0059 0.77345 0.186942 0.721186
61 1.06566 0.766208 0.124439 0.703918
62 1.11979 0.744911 0.042412 0.678788
63 1.17049 0.716621 -0.0537514 0.656675
64 1.2196 0.687566 -0.158114 0.645941
65 1.26794 0.662006 -0.26475 0.650682
66 1.31482 0.642016 -0.368151 0.670351
67 1.35792 0.626259 -0.463415 0.700433
68 1.39354 0.614009 -0.546241 0.733646
69 1.41715 0.601837 -0.612817 0.761252
70 1.42437 0.586819 -0.659726 0.774346
71 1.41198 0.565847 -0.683969 0.765252
72 1.37889 0.537507 -0.683166 0.729219
73 1.32662 0.500201 -0.655998 0.666355
74 1.25932 0.455746 -0.602828 0.583143
75 1.18316 0.410248 -0.526322 0.492323
76 1.10504 0.372596 -0.431754 0.410124
77 1.03077 0.352345 -0.326754 0.351226
78 0.963365 0.351708 -0.220453 0.323522
79 0.902172 0.36921 -0.122142 0.325405
80 0.843427 0.39856 -0.0397466 0.347222
81 0.78211 0.430491 0.0214681 0.376153
82 0.71432 0.457318 0.0595653 0.401725
83 0.638989 0.475455 0.0757634 0.419026
84 0.558109 0.485685 0.0735245 0.428521
85 0.475558 0.491365 0.0573164 0.433663
86 0.395428 0.4962 0.031566 0.438306
87 0.320834 0.502818 0.000100933 0.445151
88 0.253583 0.51233 -0.0339633 0.455283
89 0.19444 0.524258 -0.0681098 0.46831
90 0.143603 0.536823 -0.100274 0.482711
91 0.101075 0.54749 -0.128757 0.496233
