n t PE VE R R2 BS
0 0 0.104089 0.102503 0.00900217 0.0478894 0.055118
10 2570 0.981444 0.984932 0.0915743 0.462721 0.534792
20 2536 0.892729 0.919148 0.0893064 0.434723 0.504542
30 2488 0.816661 0.87854 0.0874008 0.414867 0.48526
40 2102 0.737082 0.845126 0.0717151 0.396017 0.476541
50 2433 0.662886 0.812621 0.0420534 0.376895 0.469831
60 2577 0.589688 0.786841 0.0113229 0.36168 0.464892
70 1909 0.534346 0.767943 -0.0036123 0.349891 0.462941
80 2543 0.468993 0.75116 -0.00710353 0.339212 0.464657
90 2266 0.384211 0.743781 -0.0146838 0.333686 0.466277
100 2465 0.308196 0.737576 -0.0114382 0.329871 0.467641
110 1976 0.217702 0.739361 -0.00102226 0.330876 0.470777
120 2538 0.147042 0.74922 0.000847519 0.336408 0.478242
130 2491 0.0916701 0.763725 -0.0119227 0.343798 0.486316
140 2566 0.0405192 0.778649 -0.0272983 0.351593 0.490939
150 1912 0.000664066 0.78874 -0.0422031 0.358809 0.493121
160 2550 -0.00994543 0.80326 -0.0615058 0.369829 0.496383
170 2562 -0.00112087 0.830319 -0.0831168 0.387939 0.497943
180 1931 0.00791697 0.867204 -0.09039 0.409663 0.503056
190 2578 0.0376559 0.922159 -0.109694 0.440925 0.511813
200 2381 0.107377 0.97685 -0.137979 0.479718 0.515459
210 2161 0.188347 1.02954 -0.156152 0.522835 0.517725
220 2357 0.305675 1.07058 -0.167783 0.564106 0.519667
230 2470 0.411206 1.10122 -0.170103 0.600635 0.51773
240 2581 0.508752 1.11528 -0.174069 0.627701 0.510977
250 2538 0.600557 1.11572 -0.180455 0.642683 0.501206
260 1931 0.678943 1.09694 -0.181511 0.642932 0.486085
270 2544 0.72039 1.06899 -0.182773 0.635579 0.471093
280 2554 0.705801 1.04265 -0.187898 0.622412 0.463088
290 1910 0.652238 0.993389 -0.191672 0.591155 0.457669
300 2547 0.629193 0.937464 -0.193028 0.554003 0.456309
310 2552 0.601956 0.892663 -0.197687 0.523521 0.456417
320 2508 0.582434 0.860182 -0.227018 0.503956 0.45196
330 2541 0.545831 0.848327 -0.276279 0.499476 0.445904
340 1908 0.48165 0.856787 -0.31633 0.50774 0.443854
350 2549 0.470756 0.883582 -0.353302 0.527333 0.447254
360 2545 0.500272 0.927312 -0.39106 0.553322 0.452308
370 2551 0.539628 0.986206 -0.418946 0.58502 0.461263
380 2270 0.581992 1.03525 -0.442143 0.610258 0.467071
390 2193 0.615475 1.08718 -0.450883 0.629612 0.476524
400 2547 0.700598 1.15424 -0.449767 0.652325 0.490666
410 2505 0.837844 1.22155 -0.456114 0.681698 0.502091
420 2303 1.00068 1.2821 -0.472034 0.716883 0.511451
430 2200 1.13073 1.34388 -0.488998 0.754261 0.522819
440 2536 1.26551 1.37754 -0.503445 0.783907 0.527505
450 2575 1.38797 1.37495 -0.495007 0.790361 0.526799
460 1942 1.51064 1.35746 -0.482095 0.792863 0.51872
470 2553 1.62637 1.30908 -0.463316 0.77824 0.504923
480 2548 1.73942 1.2379 -0.442201 0.749625 0.48892
490 1915 1.82273 1.17656 -0.428281 0.720104 0.474871
500 2547 1.8315 1.10724 -0.405855 0.679712 0.46209
510 2538 1.80421 1.04125 -0.364363 0.637223 0.45342
520 2571 1.76252 0.99561 -0.323196 0.608722 0.447325
530 1915 1.72393 0.948185 -0.292663 0.581349 0.436847
540 2538 1.68011 0.894521 -0.267439 0.544288 0.426774
550 2365 1.60906 0.824482 -0.250523 0.496856 0.413275
560 1934 1.53229 0.75187 -0.240253 0.450834 0.397994
570 2549 1.46164 0.690682 -0.237993 0.418471 0.37662
580 2542 1.39245 0.647097 -0.236666 0.397574 0.358508
590 2542 1.32338 0.630727 -0.243312 0.391373 0.353508
600 1932 1.2445 0.628734 -0.247275 0.392899 0.354819
610 2549 1.1752 0.626996 -0.252888 0.3954 0.348483
620 2538 1.13887 0.620911 -0.257384 0.394261 0.335664
630 2553 1.12049 0.607882 -0.252101 0.387736 0.323179
640 2532 1.12915 0.588631 -0.242263 0.374979 0.312834
650 1958 1.14921 0.571967 -0.228695 0.360427 0.305923
660 2540 1.19437 0.557464 -0.210401 0.345058 0.302783
670 2573 1.28304 0.531203 -0.176321 0.319122 0.302228
680 2489 1.36683 0.502453 -0.131751 0.289719 0.304343
690 1918 1.4229 0.472587 -0.0846596 0.256134 0.307234
700 2560 1.46412 0.460646 -0.0402336 0.233169 0.322202
710 2525 1.49761 0.469787 -0.00934802 0.228104 0.342418
720 2554 1.51306 0.487896 0.0178189 0.229588 0.362813
730 1912 1.5351 0.528938 0.0498727 0.245047 0.385651
740 2688 1.54802 0.572987 0.088716 0.265526 0.403614
750 2411 1.54606 0.592955 0.133237 0.277369 0.403337
760 2580 1.53796 0.614135 0.179306 0.292724 0.401085
