t PE VE R R2 BS
0 224.574 223.057 10.536 221.671 0.351587
1 224.21 222.697 10.5274 221.308 0.351958
2 223.847 222.337 10.5187 220.946 0.352331
3 223.483 221.976 10.5101 220.583 0.352691
4 223.121 221.617 10.5014 220.221 0.353072
5 222.759 221.259 10.4928 219.86 0.35344
6 222.397 220.9 10.4842 219.499 0.353805
7 222.036 220.543 10.4756 219.139 0.354165
8 221.676 220.185 10.467 218.779 0.354541
9 221.315 219.828 10.4583 218.419 0.354908
10 220.954 219.471 10.4497 218.059 0.355273
11 220.594 219.113 10.4411 217.699 0.355626
12 220.234 218.757 10.4324 217.339 0.355992
13 219.874 218.4 10.4238 216.98 0.356338
14 219.514 218.043 10.4152 216.621 0.356695
15 219.154 217.686 10.4065 216.261 0.357059
16 218.794 217.33 10.3979 215.902 0.357422
17 218.434 216.973 10.3893 215.543 0.357778
18 218.074 216.617 10.3806 215.184 0.358144
19 217.716 216.262 10.372 214.826 0.358506
20 217.358 215.907 10.3634 214.468 0.358857
21 217 215.553 10.3548 214.112 0.359205
22 216.643 215.198 10.3462 213.755 0.359538
23 216.285 214.844 10.3375 213.398 0.359882
24 215.928 214.49 10.3289 213.042 0.36023
25 215.572 214.137 10.3203 212.686 0.360583
26 215.215 213.784 10.3117 212.33 0.36093
27 214.859 213.431 10.3031 211.975 0.361269
28 214.504 213.079 10.2945 211.62 0.361605
29 214.148 212.726 10.2858 211.265 0.361958
30 213.793 212.374 10.2772 210.91 0.362302
31 213.438 212.023 10.2686 210.556 0.36265
32 213.083 211.671 10.26 210.202 0.362991
33 212.728 211.319 10.2513 209.847 0.363336
34 212.373 210.967 10.2427 209.492 0.363671
35 212.018 210.615 10.2341 209.138 0.364013
36 211.663 210.263 10.2254 208.784 0.364347
37 211.308 209.912 10.2168 208.43 0.364685
38 210.953 209.56 10.2081 208.076 0.365011
39 210.598 209.208 10.1995 207.721 0.365335
40 210.244 208.857 10.1908 207.368 0.365652
41 209.89 208.506 10.1822 207.015 0.365965
42 209.537 208.155 10.1735 206.662 0.366281
43 209.183 207.805 10.1649 206.309 0.366586
44 208.83 207.455 10.1563 205.956 0.366908
45 208.477 207.105 10.1476 205.604 0.367242
46 208.125 206.756 10.139 205.252 0.367574
47 207.772 206.407 10.1303 204.9 0.367921
48 207.42 206.058 10.1217 204.548 0.368263
49 207.067 205.708 10.113 204.196 0.368628
50 206.714 205.359 10.1044 203.844 0.369
51 206.362 205.011 10.0957 203.493 0.369373
52 206.01 204.663 10.0871 203.142 0.369748
53 205.659 204.316 10.0785 202.791 0.37012
54 205.308 203.968 10.0698 202.441 0.370485
55 204.957 203.621 10.0612 202.091 0.370857
56 204.606 203.274 10.0525 201.74 0.371227
57 204.255 202.927 10.0438 201.39 0.37159
58 203.905 202.579 10.0351 201.04 0.371953
59 203.554 202.232 10.0265 200.69 0.372319
60 203.204 201.886 10.0178 200.341 0.372679
61 202.853 201.539 10.0091 199.991 0.373043
62 202.504 201.193 10.0004 199.642 0.373397
63 202.154 200.847 9.99171 199.293 0.373756
64 201.804 200.5 9.98299 198.944 0.374103
65 201.454 200.154 9.97428 198.595 0.374437
66 201.105 199.808 9.96556 198.246 0.374771
67 200.756 199.462 9.95684 197.898 0.375093
68 200.407 199.117 9.94811 197.549 0.375416
69 200.058 198.77 9.93936 197.2 0.375737
70 199.709 198.425 9.93062 196.852 0.376071
71 199.36 198.08 9.92189 196.505 0.376403
72 199.013 197.736 9.91317 196.158 0.376727
73 198.666 197.392 9.90445 195.812 0.377054
74 198.319 197.049 9.89573 195.465 0.377383
75 197.973 196.706 9.887 195.12 0.377708
76 197.627 196.363 9.87829 194.774 0.378037
77 197.281 196.02 9.86957 194.429 0.378368
78 196.935 195.678 9.86086 194.084 0.378704
79 196.59 195.336 9.85216 193.739 0.379035
80 196.244 194.994 9.84346 193.395 0.379364
81 195.9 194.653 9.83477 193.051 0.379682
82 195.556 194.312 9.82608 192.707 0.380005
83 195.212 193.972 9.8174 192.364 0.38034
84 194.869 193.632 9.80871 192.021 0.380684
85 194.525 193.292 9.80003 191.679 0.381027
86 194.182 192.952 9.79135 191.337 0.381375
87 193.839 192.612 9.78266 190.994 0.381723
88 193.497 192.273 9.77398 190.652 0.382066
89 193.154 191.934 9.7653 190.31 0.382409
90 192.812 191.595 9.75662 189.969 0.382754
91 192.471 191.257 9.74796 189.628 0.383095
92 192.129 190.919 9.7393 189.288 0.383439
93 191.788 190.581 9.73063 188.947 0.38379
