t PE VE R R2
1 1.13636 0.367918 0.469282 0.348751
2 1.11956 0.356563 0.430665 0.323129
3 1.09487 0.342473 0.380771 0.290195
4 1.06481 0.326693 0.319324 0.252821
5 1.03233 0.310475 0.246304 0.215001
6 1.00058 0.29604 0.162014 0.181741
7 0.972499 0.286155 0.0671528 0.158814
8 0.950383 0.283751 -0.0370897 0.152344
9 0.935404 0.291423 -0.148946 0.168161
10 0.927316 0.311561 -0.266004 0.210906
11 0.92447 0.346734 -0.385194 0.28294
12 0.924253 0.399397 -0.502891 0.383264
13 0.923838 0.468773 -0.615173 0.506875
14 0.920866 0.546272 -0.718225 0.645042
15 0.913776 0.626635 -0.808785 0.786645
16 0.901695 0.704016 -0.884454 0.920129
17 0.884037 0.772878 -0.943709 1.03516
18 0.859854 0.828349 -0.985519 1.12314
19 0.826908 0.865813 -1.00864 1.17638
20 0.780641 0.880191 -1.01085 1.18688
21 0.713499 0.866018 -0.988661 1.1466
22 0.615249 0.819621 -0.938086 1.05105
23 0.475473 0.743352 -0.856905 0.906504
24 0.289852 0.648467 -0.747669 0.735103
25 0.0684203 0.551537 -0.618807 0.569042
26 -0.163274 0.470015 -0.481414 0.434593
27 -0.375433 0.423325 -0.344108 0.34197
28 -0.546717 0.401989 -0.210888 0.289276
29 -0.667161 0.401494 -0.0826917 0.270933
30 -0.734214 0.417155 0.0402804 0.281802
31 -0.748833 0.44552 0.157319 0.317271
32 -0.713911 0.483228 0.266997 0.372237
33 -0.634213 0.526993 0.367447 0.440543
34 -0.516686 0.573431 0.456766 0.51515
35 -0.37042 0.617994 0.533387 0.588843
36 -0.205883 0.658652 0.596338 0.655073
37 -0.0334334 0.693816 0.645329 0.708551
38 0.138408 0.715638 0.680617 0.745401
39 0.304128 0.721407 0.702702 0.762913
40 0.461248 0.710012 0.711972 0.759187
41 0.609357 0.681158 0.708436 0.732912
42 0.74877 0.635459 0.691616 0.683436
43 0.879283 0.574661 0.660655 0.611228
44 0.999071 0.502197 0.614724 0.51894
45 1.10379 0.423989 0.55395 0.412997
46 1.18662 0.348635 0.480871 0.304652
47 1.24075 0.28552 0.401686 0.208179
48 1.26394 0.240851 0.325763 0.13521
49 1.26111 0.21485 0.262742 0.0893035
50 1.24165 0.203149 0.219199 0.0662868
51 1.21435 0.20058 0.197511 0.0593735
52 1.18482 0.203732 0.19704 0.0635637
53 1.1562 0.211375 0.215833 0.0769294
54 1.1307 0.223831 0.251572 0.0999733
55 1.1106 0.242207 0.301777 0.13451
56 1.09835 0.26775 0.363775 0.182638
57 1.09622 0.301377 0.434727 0.24594
58 1.10582 0.343362 0.511741 0.324936
59 1.12785 0.393198 0.591986 0.418787
60 1.1619 0.44958 0.672782 0.525226
61 1.20655 0.510499 0.751658 0.640674
62 1.25951 0.573421 0.826395 0.760507
63 1.31786 0.635509 0.895058 0.879436
64 1.37837 0.693863 0.956013 0.991928
65 1.43773 0.745742 1.00792 1.09262
66 1.49272 0.788745 1.04969 1.17665
67 1.54041 0.820938 1.0805 1.23994
68 1.57817 0.840918 1.09967 1.2793
69 1.60378 0.847847 1.10667 1.29261
70 1.61537 0.841439 1.10103 1.27879
71 1.61151 0.82194 1.08235 1.23786
72 1.59117 0.790088 1.05026 1.171
73 1.55389 0.747081 1.00439 1.08059
74 1.49987 0.694559 0.944452 0.970292
75 1.43025 0.634608 0.870285 0.845219
76 1.34736 0.569803 0.782011 0.711987
77 1.25493 0.50328 0.680279 0.578759
78 1.15809 0.438751 0.566605 0.454945
79 1.0629 0.384799 0.443789 0.350328
80 0.975309 0.352152 0.316252 0.273329
81 0.899735 0.337139 0.190071 0.228594
82 0.837614 0.338758 0.0724825 0.214839
83 0.786859 0.352362 -0.0291615 0.224402
84 0.742608 0.370971 -0.10869 0.245362
85 0.699038 0.387652 -0.162174 0.265508
86 0.651413 0.397475 -0.188387 0.276145
87 0.597512 0.398001 -0.188617 0.274018
88 0.538042 0.390277 -0.166023 0.260935
89 0.476114 0.377194 -0.124852 0.241914
90 0.416154 0.362212 -0.0697217 0.223009
91 0.362744 0.348493 -0.00512665 0.209616
92 0.319754 0.338586 0.0648319 0.205496
93 0.289921 0.334161 0.136544 0.212421
94 0.274775 0.335935 0.206897 0.230228
95 0.274708 0.343125 0.273253 0.257165
96 0.28896 0.354519 0.333401 0.290383
97 0.315481 0.369023 0.385468 0.326473
98 0.350825 0.385847 0.427782 0.361846
99 0.390429 0.403612 0.458731 0.392894
100 0.429515 0.418105 0.476693 0.416022
