t PE VE R R2
1 -0.207827 0.333933 -0.10198 0.249694
2 -0.219766 0.332649 -0.130217 0.253344
3 -0.217048 0.334272 -0.158303 0.260433
4 -0.201174 0.339454 -0.184257 0.270873
5 -0.173086 0.347842 -0.205953 0.283543
6 -0.132198 0.358155 -0.221284 0.296202
7 -0.0756407 0.367667 -0.228291 0.305657
8 0.0012622 0.372938 -0.225311 0.308385
9 0.102782 0.370662 -0.211195 0.301657
10 0.229717 0.359522 -0.185673 0.284856
11 0.377334 0.34083 -0.149719 0.260234
12 0.535785 0.318423 -0.105648 0.232393
13 0.692897 0.296619 -0.0566864 0.20652
14 0.837491 0.278732 -0.00610672 0.186466
15 0.961057 0.266165 0.0435643 0.173924
16 1.05719 0.258935 0.0907668 0.168941
17 1.11988 0.256654 0.134602 0.171014
18 1.1421 0.259385 0.174491 0.179984
19 1.11632 0.268244 0.210218 0.196387
20 1.03781 0.285207 0.242289 0.221088
21 0.909922 0.311232 0.272043 0.254238
22 0.746541 0.345128 0.301126 0.29437
23 0.56827 0.382839 0.330661 0.338584
24 0.395262 0.420393 0.360848 0.383637
25 0.242554 0.454662 0.391128 0.426848
26 0.119482 0.483681 0.420566 0.466299
27 0.0311512 0.506391 0.448121 0.500603
28 -0.0200528 0.522266 0.472739 0.528627
29 -0.0335938 0.531096 0.49338 0.549349
30 -0.0105198 0.532965 0.509059 0.561923
31 0.0464177 0.528349 0.518972 0.56591
32 0.132472 0.51828 0.522695 0.561617
33 0.240738 0.504469 0.520451 0.550421
34 0.362507 0.489291 0.513338 0.534902
35 0.488409 0.475936 0.503413 0.518591
36 0.61015 0.468032 0.493481 0.505351
37 0.722082 0.466682 0.486595 0.498621
38 0.821781 0.47288 0.485425 0.500898
39 0.909506 0.486752 0.491812 0.513668
40 0.98708 0.509039 0.506667 0.537651
41 1.05688 0.540099 0.530195 0.573182
42 1.12119 0.578049 0.562256 0.620551
43 1.18186 0.621258 0.602687 0.680302
44 1.24009 0.670171 0.651465 0.753471
45 1.29627 0.725559 0.708712 0.841758
46 1.34971 0.79035 0.774533 0.947585
47 1.39834 0.866287 0.848738 1.07392
48 1.43856 0.953128 0.930501 1.22376
49 1.46547 1.05295 1.01807 1.3991
50 1.47353 1.16787 1.10871 1.5998
51 1.45728 1.29948 1.19889 1.82251
52 1.41208 1.45213 1.28477 2.0605
53 1.33497 1.61946 1.36275 2.30425
54 1.22629 1.79725 1.43009 2.54293
55 1.09125 1.97907 1.4852 2.76598
56 0.940056 2.1566 1.52755 2.964
57 0.785515 2.32008 1.55715 3.12867
58 0.639315 2.45896 1.57387 3.25197
59 0.509127 2.56244 1.57704 3.32573
60 0.398037 2.62021 1.56544 3.3419
61 0.305954 2.62356 1.53766 3.29378
62 0.231575 2.57294 1.49242 3.17765
63 0.17351 2.47017 1.42885 2.99418
64 0.130204 2.31133 1.3464 2.74917
65 0.0994621 2.10597 1.24477 2.45381
66 0.0786204 1.86927 1.12412 2.12501
67 0.0654519 1.62264 0.985938 1.78573
68 0.0587081 1.39826 0.834368 1.46342
69 0.0574461 1.20818 0.677214 1.18487
70 0.0597075 1.05934 0.525598 0.967835
71 0.0618106 0.946441 0.391952 0.81438
72 0.0585321 0.858954 0.287175 0.711607
73 0.0434412 0.784834 0.218442 0.639919
74 0.00913297 0.715955 0.188266 0.583282
75 -0.0514711 0.651809 0.194115 0.535495
76 -0.140971 0.598393 0.228161 0.499581
77 -0.251782 0.561528 0.278584 0.480895
78 -0.365533 0.541947 0.333467 0.480019
79 -0.46072 0.536056 0.384856 0.492204
80 -0.521404 0.539305 0.429872 0.511711
81 -0.540273 0.546759 0.46921 0.535066
82 -0.517364 0.55639 0.505084 0.561436
83 -0.458114 0.568385 0.539737 0.591542
84 -0.372122 0.583189 0.574574 0.626345
85 -0.271979 0.600708 0.60963 0.665756
86 -0.171256 0.61953 0.643258 0.707412
87 -0.0815845 0.63711 0.672183 0.745891
88 -0.00989418 0.648282 0.692095 0.77314
89 0.0427469 0.647659 0.698722 0.780567
90 0.080098 0.631674 0.688967 0.762097
91 0.108291 0.599899 0.661655 0.716655
92 0.133292 0.555452 0.617684 0.648843
93 0.159073 0.503928 0.559702 0.567732
94 0.186625 0.451825 0.491479 0.484472
95 0.213766 0.40523 0.417088 0.409668
96 0.236024 0.371292 0.340111 0.351285
97 0.248875 0.354263 0.26309 0.313475
98 0.250871 0.354634 0.187497 0.2964
99 0.245919 0.368977 0.114197 0.296903
100 0.242853 0.391857 0.0440989 0.309753
