t PE VE R R2 BS
1 4.34665 1.35571 0.0113415 1.24355 0.0533498
2 5.20321 2.32007 0.0160831 2.20004 0.0752174
3 6.19425 3.43551 0.0187502 3.30344 0.0949396
4 7.26047 4.64637 0.0198226 4.49695 0.113146
5 8.38953 5.90642 0.0188439 5.73631 0.129102
6 9.51123 7.16094 0.0199728 6.96561 0.142664
7 10.6027 8.39386 0.0189134 8.17116 0.154591
8 11.6722 9.58303 0.0163324 9.33399 0.163638
9 12.6821 10.718 0.0161313 10.4402 0.171412
10 13.6284 11.7986 0.0158159 11.4898 0.181248
11 14.5137 12.8193 0.0123796 12.4809 0.190661
12 15.3307 13.7897 0.00764434 13.419 0.202021
13 16.0594 14.6693 0.00137032 14.2651 0.213959
14 16.7295 15.481 -0.00285057 15.0451 0.22385
15 17.3367 16.2457 -0.00740662 15.7711 0.232103
16 17.887 16.9418 -0.0130202 16.4285 0.239102
17 18.3689 17.5771 -0.0189596 17.025 0.24658
18 18.7973 18.1333 -0.0265438 17.5506 0.253097
19 19.2254 18.6166 -0.0345385 18.0095 0.258737
20 19.5804 19.0412 -0.0423906 18.4068 0.266595
21 19.924 19.4261 -0.0523323 18.7759 0.2723
22 20.2278 19.7543 -0.0619197 19.089 0.279417
23 20.4976 20.0644 -0.0718854 19.389 0.28794
24 20.7437 20.3166 -0.0823868 19.6353 0.294573
25 20.96 20.5389 -0.0910998 19.8522 0.300333
26 21.1025 20.7095 -0.0983199 20.0155 0.305388
27 21.1936 20.8244 -0.105082 20.1219 0.309346
28 21.2265 20.9535 -0.110027 20.224 0.318474
29 21.2091 21.0506 -0.11315 20.2906 0.325917
30 21.2202 21.1361 -0.114307 20.3481 0.332183
31 21.2178 21.2206 -0.116502 20.3993 0.339008
32 21.1566 21.2613 -0.119567 20.4067 0.346694
33 21.1004 21.2748 -0.123953 20.3955 0.353758
34 20.9563 21.2655 -0.129165 20.3588 0.361321
35 20.7696 21.2233 -0.133925 20.2908 0.366987
36 20.5908 21.1929 -0.137928 20.233 0.370603
37 20.467 21.1672 -0.139308 20.1816 0.373951
38 20.4268 21.1216 -0.140446 20.1221 0.37466
39 20.3924 21.0495 -0.140598 20.0415 0.377359
40 20.331 20.9796 -0.142353 19.9615 0.378657
41 20.2399 20.8961 -0.140323 19.8683 0.379214
42 20.1343 20.8262 -0.137951 19.7775 0.384356
43 20.0975 20.7473 -0.134405 19.6857 0.389461
44 20.0801 20.6617 -0.132721 19.593 0.394507
45 20.0993 20.6041 -0.133111 19.5315 0.398843
46 20.0847 20.5303 -0.134039 19.4481 0.400536
47 20.0839 20.4471 -0.134821 19.3583 0.401384
48 20.086 20.3353 -0.135053 19.2528 0.399804
49 20.0454 20.2184 -0.135205 19.1374 0.401512
50 19.9374 20.0748 -0.134315 18.9914 0.404206
51 19.82 19.9082 -0.130656 18.8313 0.403934
52 19.7052 19.7351 -0.124407 18.6698 0.400566
53 19.5891 19.5666 -0.118881 18.5176 0.394161
54 19.4841 19.3701 -0.112979 18.3482 0.384593
55 19.3585 19.1961 -0.108403 18.1909 0.377456
56 19.2153 19.0479 -0.104747 18.0478 0.375935
57 19.1017 18.9183 -0.100737 17.922 0.374704
58 18.9488 18.7886 -0.0953433 17.794 0.373665
59 18.8006 18.6436 -0.0925102 17.6497 0.371749
60 18.7295 18.4968 -0.0927662 17.5143 0.36871
61 18.6435 18.3546 -0.0909312 17.382 0.366557
62 18.6059 18.2493 -0.0873939 17.2833 0.365427
63 18.5132 18.1602 -0.0853226 17.1809 0.36611
64 18.4254 18.0669 -0.0846648 17.0808 0.367152
65 18.3643 17.9631 -0.085119 16.9816 0.367288
66 18.3038 17.8643 -0.0817831 16.8879 0.369524
67 18.2408 17.7427 -0.0792962 16.7729 0.370571
68 18.161 17.6232 -0.0746517 16.6562 0.371561
69 18.0729 17.5001 -0.07083 16.5281 0.3752
70 17.972 17.3935 -0.0685152 16.4139 0.37757
71 17.8273 17.2646 -0.0665541 16.2777 0.379419
72 17.6478 17.1504 -0.06695 16.1473 0.382877
73 17.4531 17.0414 -0.0669483 16.0179 0.386892
74 17.2689 16.9195 -0.0662664 15.883 0.389451
75 17.0953 16.7893 -0.0684194 15.7426 0.391
76 16.9536 16.6814 -0.0721302 15.6188 0.394573
77 16.8594 16.5974 -0.0734323 15.5244 0.396906
78 16.6979 16.5053 -0.0743506 15.4185 0.398458
79 16.4843 16.3727 -0.0743461 15.275 0.39954
80 16.282 16.245 -0.0766161 15.1372 0.40057
81 16.0922 16.1045 -0.0793769 14.9883 0.401886
82 15.9026 15.9707 -0.0794658 14.8534 0.401859
83 15.716 15.8346 -0.0806162 14.7072 0.404922
84 15.5088 15.6681 -0.0820632 14.5375 0.405943
85 15.2819 15.5129 -0.0806829 14.3836 0.406764
86 15.0516 15.389 -0.0794642 14.2455 0.411269
87 14.8791 15.2698 -0.0762633 14.1164 0.413847
88 14.6871 15.1612 -0.0760244 13.9996 0.415535
89 14.5377 15.0462 -0.0772447 13.8839 0.415248
90 14.3824 14.9176 -0.0778803 13.7549 0.415994
91 14.1891 14.7817 -0.0813064 13.6135 0.417332
92 14.0567 14.6378 -0.085996 13.4729 0.417864
93 13.9006 14.4902 -0.0917543 13.3302 0.41907
94 13.7365 14.3722 -0.0974257 13.2132 0.421224
95 13.5711 14.2669 -0.0994145 13.1003 0.426004
96 13.4028 14.1808 -0.099569 13.0018 0.434435
97 13.2303 14.0534 -0.0995933 12.8786 0.436732
98 13.0747 13.9292 -0.0986778 12.7608 0.439596
99 12.9656 13.8295 -0.0987271 12.6606 0.442665
100 12.8263 13.7357 -0.0996091 12.5548 0.445031
101 12.6714 13.661 -0.100787 12.454 0.449476
102 12.5827 13.5737 -0.103292 12.3522 0.449418
103 12.4551 13.4892 -0.104585 12.2508 0.451264
104 12.3526 13.4068 -0.10443 12.1449 0.455946
105 12.2335 13.3081 -0.102733 12.0262 0.457594
106 12.1168 13.2181 -0.100929 11.9171 0.458848
107 11.9816 13.1311 -0.0995379 11.8078 0.459908
108 11.8531 13.0416 -0.0981752 11.7044 0.459617
109 11.7186 12.9675 -0.0977214 11.6144 0.461662
110 11.6226 12.8856 -0.100065 11.5267 0.461348
111 11.5933 12.7907 -0.100765 11.433 0.459875
112 11.5355 12.7099 -0.100223 11.3429 0.458405
113 11.4935 12.6504 -0.100352 11.2702 0.457981
114 11.4924 12.5904 -0.103237 11.1938 0.459166
115 11.4844 12.5237 -0.107165 11.1125 0.461245
116 11.4271 12.451 -0.1101 11.0257 0.464558
117 11.3624 12.3725 -0.112419 10.9375 0.464716
118 11.3066 12.282 -0.117644 10.8442 0.461355
119 11.2087 12.1923 -0.122005 10.75 0.458821
120 11.0907 12.0839 -0.127033 10.6533 0.453572
121 10.9754 11.9638 -0.131164 10.5519 0.446606
122 10.8037 11.8513 -0.134448 10.4519 0.439164
123 10.5886 11.7498 -0.138939 10.352 0.440814
124 10.4276 11.6377 -0.141799 10.2527 0.444467
125 10.2818 11.5377 -0.142042 10.1656 0.447876
126 10.1499 11.4235 -0.142116 10.0729 0.448292
127 10.0225 11.3313 -0.144287 9.99759 0.450207
128 9.92612 11.2367 -0.147595 9.92476 0.452791
129 9.83344 11.1653 -0.152354 9.86003 0.458479
130 9.73271 11.0964 -0.157243 9.79587 0.462349
131 9.62154 11.0472 -0.161789 9.73823 0.466502
132 9.52027 11.0168 -0.166746 9.6864 0.473735
133 9.46822 10.9663 -0.172172 9.62641 0.480324
134 9.38761 10.9115 -0.176517 9.5621 0.488437
135 9.353 10.8302 -0.176615 9.48804 0.494169
136 9.32379 10.742 -0.175865 9.41275 0.497108
137 9.25609 10.6491 -0.176508 9.32629 0.500441
138 9.2088 10.5602 -0.177633 9.24626 0.502781
139 9.11579 10.4842 -0.177838 9.17816 0.505092
140 8.99162 10.4178 -0.17852 9.10963 0.508545
141 8.8883 10.3572 -0.180123 9.05362 0.510197
142 8.8354 10.2993 -0.179742 8.99895 0.510872
143 8.78744 10.2492 -0.18172 8.94623 0.510274
144 8.77385 10.1648 -0.181262 8.87455 0.507042
145 8.77405 10.0858 -0.182988 8.8153 0.504778
146 8.77306 10.0253 -0.184252 8.76912 0.503806
147 8.76335 9.94368 -0.185922 8.70789 0.499666
148 8.74344 9.85474 -0.187808 8.63873 0.495257
149 8.6491 9.77533 -0.191485 8.56333 0.494447
150 8.52938 9.68869 -0.195539 8.47707 0.494492
151 8.4474 9.60284 -0.199779 8.39166 0.495893
152 8.35517 9.54925 -0.206329 8.32535 0.497677
153 8.23437 9.51512 -0.209276 8.26768 0.500577
154 8.14817 9.4764 -0.210479 8.21414 0.498814
155 8.1388 9.41873 -0.214578 8.15723 0.498778
156 8.16987 9.35655 -0.219293 8.09657 0.500127
157 8.19568 9.27921 -0.222962 8.01763 0.503139
158 8.22742 9.20045 -0.221774 7.93843 0.506044
159 8.24692 9.12357 -0.219893 7.85322 0.511456
160 8.27533 9.03785 -0.216863 7.76185 0.514848
161 8.33234 8.96464 -0.211202 7.68052 0.516863
162 8.33324 8.88024 -0.206208 7.59148 0.51745
163 8.27671 8.79987 -0.201465 7.4984 0.51999
164 8.20431 8.71506 -0.201663 7.40747 0.522755
165 8.07357 8.64476 -0.20435 7.329 0.525598
166 7.97269 8.57965 -0.204185 7.2636 0.525142
167 7.87482 8.50787 -0.201428 7.19418 0.523548
168 7.7709 8.41225 -0.200051 7.11133 0.520726
169 7.61124 8.31673 -0.197645 7.02586 0.520891
170 7.47594 8.23239 -0.195296 6.94792 0.523245
171 7.34899 8.14289 -0.192142 6.86464 0.525488
172 7.22286 8.0462 -0.189159 6.78085 0.524948
173 7.12586 7.95208 -0.186532 6.69719 0.523193
174 7.09669 7.85971 -0.184911 6.62087 0.522291
175 7.07468 7.77779 -0.181946 6.55205 0.522905
176 7.08456 7.69149 -0.180631 6.48122 0.523094
177 7.10312 7.60546 -0.178161 6.41715 0.522771
178 7.1079 7.51367 -0.178751 6.35192 0.522257
179 7.09575 7.41177 -0.179397 6.28141 0.521277
180 7.0826 7.31387 -0.182676 6.20997 0.519223
181 7.04836 7.22469 -0.186172 6.1349 0.520276
182 7.0092 7.12959 -0.188533 6.06243 0.519706
183 6.96205 7.06513 -0.189779 6.01125 0.52003
184 6.90824 6.9901 -0.190202 5.95026 0.518249
185 6.84629 6.90636 -0.192733 5.88464 0.513474
186 6.69874 6.84336 -0.193412 5.83132 0.508828
187 6.51083 6.78066 -0.193507 5.76749 0.504804
188 6.30427 6.7105 -0.192978 5.69339 0.503208
189 6.11737 6.61245 -0.190461 5.59591 0.501614
190 5.9328 6.51673 -0.186131 5.49702 0.498318
191 5.73616 6.43184 -0.181669 5.40406 0.496311
192 5.56746 6.36446 -0.17835 5.32511 0.496624
193 5.46173 6.29506 -0.174243 5.24842 0.495843
194 5.35135 6.22626 -0.173265 5.17433 0.494532
195 5.2589 6.1703 -0.173993 5.11696 0.494029
196 5.16169 6.11674 -0.175142 5.06488 0.49219
197 5.1227 6.06167 -0.176576 5.01731 0.487882
198 5.15156 6.00202 -0.175787 4.97279 0.483957
199 5.17265 5.94022 -0.175387 4.92892 0.481563
200 5.14736 5.86996 -0.173426 4.88052 0.477159
201 5.17477 5.7824 -0.170319 4.82024 0.472706
202 5.17481 5.71853 -0.168888 4.77234 0.471904
203 5.21787 5.66126 -0.168425 4.73453 0.468574
204 5.32559 5.60517 -0.17059 4.69898 0.462943
205 5.44184 5.54937 -0.173404 4.66812 0.456145
206 5.56064 5.49962 -0.174371 4.6413 0.451348
207 5.66284 5.45669 -0.17535 4.6183 0.448181
208 5.72084 5.41659 -0.172988 4.59093 0.445516
209 5.7398 5.38551 -0.170778 4.56406 0.444367
210 5.70284 5.35662 -0.168286 4.52802 0.44843
211 5.64082 5.32999 -0.163888 4.49642 0.450514
212 5.55463 5.3073 -0.159804 4.46214 0.453354
213 5.40888 5.2948 -0.155988 4.43031 0.457757
214 5.2562 5.27671 -0.154444 4.39888 0.459695
215 5.0821 5.27222 -0.15142 4.36955 0.463419
216 4.92045 5.28124 -0.148741 4.35093 0.470345
