0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 
0 0 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 20 0 0 0 
0 0 0 0 0 3 17 0 0 0 
0 0 0 0 0 10 10 0 0 0 
0 0 0 0 8 2 10 0 0 0 
0 0 4 6 0 4 6 0 0 0 
0 6 4 0 0 10 0 0 0 0 
10 0 0 0 2 8 0 0 0 0 
6 4 0 2 8 0 0 0 0 0 
0 4 11 5 0 0 0 0 0 0 
2 6 3 6 3 0 0 0 0 0 
10 0 0 0 5 5 0 0 0 0 
7 3 0 0 0 1 8 1 0 0 
0 10 0 0 0 0 0 5 5 0 
0 1 9 0 0 0 0 0 1 6 
0 0 7 3 0 0 0 0 0 0 
0 0 0 10 0 0 0 0 0 0 
0 0 0 1 9 0 0 0 0 0 
0 0 0 0 9 1 0 0 0 0 
0 0 0 0 0 10 0 0 0 0 
0 0 0 0 1 9 0 0 0 0 
0 0 0 0 10 0 0 0 0 0 
0 0 0 2 8 0 0 0 0 6 
0 0 0 10 0 0 0 0 3 7 
0 0 1 9 0 0 0 0 10 0 
0 0 10 0 0 0 0 0 10 0 
0 0 2 8 0 0 0 0 10 0 
0 0 0 8 2 0 0 0 10 0 
0 0 0 0 10 0 0 0 10 0 
0 0 0 0 1 9 1 9 0 0 
0 0 0 0 10 4 6 0 0 0 
0 0 0 7 7 6 0 0 0 0 
0 0 0 10 10 0 0 0 0 0 
0 0 0 15 5 0 0 0 0 0 
0 0 3 17 0 0 0 0 0 0 
0 0 18 2 0 0 0 0 0 0 
0 5 15 0 0 0 0 0 0 0 
4 6 3 7 0 0 0 0 0 0 
7 3 0 1 9 0 0 0 0 0 
0 10 0 0 2 8 0 0 0 0 
0 10 0 0 0 10 0 0 0 0 
0 2 8 0 0 10 0 0 0 0 
0 0 2 8 0 2 8 0 0 0 
0 0 0 1 9 0 10 0 0 0 
0 0 0 0 8 2 10 0 0 0 
0 0 0 0 0 10 10 0 0 0 
0 0 0 0 0 10 10 0 0 0 
0 0 0 0 0 8 12 0 0 0 
0 0 0 0 0 0 14 6 0 0 
0 0 0 0 0 10 0 0 7 3 
0 0 0 0 8 2 0 0 0 4 
0 0 0 10 0 0 0 0 0 0 
0 0 9 1 0 0 0 0 0 0 
3 7 0 0 0 0 0 0 0 0 
7 3 0 0 0 0 0 0 0 0 
0 2 7 1 0 0 0 0 0 0 
0 0 0 7 3 0 0 0 0 0 
0 0 0 0 3 7 0 0 0 0 
0 0 0 0 0 0 6 4 0 0 
0 0 0 0 0 0 0 5 5 0 
0 0 0 0 0 0 0 0 10 0 
0 0 0 0 0 0 0 0 1 9 
0 0 0 0 0 0 0 0 0 10 
0 0 0 0 0 0 0 0 0 5 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 2 7 
0 0 0 0 0 0 0 6 4 0 
0 0 0 0 0 0 9 1 0 0 
0 0 0 0 1 9 0 0 3 7 
0 0 0 0 10 0 0 2 8 0 
0 0 0 2 8 0 0 10 0 0 
0 0 0 10 0 0 0 10 0 0 
0 0 0 10 0 0 0 10 0 0 
0 0 9 1 0 0 4 6 0 0 
0 6 4 0 0 0 10 0 0 0 
6 4 0 0 0 10 0 0 0 0 
10 0 0 0 6 4 0 0 0 0 
10 0 0 0 10 0 0 0 0 0 
10 0 0 0 10 0 0 0 0 0 
10 0 0 10 0 0 0 0 0 0 
10 0 8 2 0 0 0 0 0 0 
10 8 2 0 0 0 0 0 0 0 
18 2 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
15 5 0 0 0 0 0 0 0 0 
4 11 5 0 0 0 0 0 0 0 
0 2 16 2 0 0 0 0 0 0 
0 0 2 13 5 0 0 0 0 0 
0 0 7 3 2 5 3 0 0 0 
0 2 8 0 0 0 2 5 3 0 
0 10 0 0 0 0 0 0 2 6 
0 10 0 0 0 0 0 0 0 0 
0 10 0 0 0 0 0 0 0 0 
3 7 0 0 0 0 0 0 0 0 
10 0 0 0 0 0 0 0 0 0 
10 0 0 0 0 0 0 0 0 0 
10 0 0 0 0 0 0 0 0 0 
7 3 0 0 0 0 0 0 0 0 
