t PE VE R R2 BS
0 230.799 228.996 10.7276 227.868 0.309794
1 230.443 228.641 10.7193 227.512 0.309842
2 230.087 228.287 10.711 227.157 0.309886
3 229.732 227.933 10.7027 226.802 0.309934
4 229.376 227.579 10.6944 226.447 0.309982
5 229.021 227.226 10.6861 226.093 0.310022
6 228.666 226.872 10.6778 225.738 0.31006
7 228.311 226.518 10.6695 225.384 0.310087
8 227.956 226.164 10.6612 225.029 0.310105
9 227.601 225.811 10.6528 224.674 0.310118
10 227.246 225.457 10.6445 224.32 0.310134
11 226.891 225.104 10.6362 223.966 0.310142
12 226.536 224.75 10.6278 223.612 0.310158
13 226.182 224.397 10.6195 223.258 0.310181
14 225.828 224.045 10.6112 222.904 0.310196
15 225.474 223.692 10.6028 222.551 0.310217
16 225.121 223.341 10.5945 222.199 0.310234
17 224.768 222.989 10.5862 221.846 0.310254
18 224.416 222.637 10.5778 221.494 0.310278
19 224.063 222.286 10.5695 221.142 0.310299
20 223.71 221.934 10.5611 220.79 0.310312
21 223.358 221.583 10.5528 220.438 0.31034
22 223.005 221.232 10.5445 220.086 0.31036
23 222.653 220.88 10.5361 219.734 0.310389
24 222.3 220.529 10.5278 219.382 0.310407
25 221.949 220.178 10.5194 219.031 0.31042
26 221.598 219.828 10.5111 218.68 0.310437
27 221.247 219.478 10.5028 218.33 0.310438
28 220.896 219.129 10.4944 217.979 0.310454
29 220.545 218.78 10.4861 217.629 0.31047
30 220.195 218.43 10.4777 217.279 0.310493
31 219.844 218.081 10.4694 216.929 0.31052
32 219.494 217.731 10.461 216.579 0.310544
33 219.143 217.382 10.4527 216.229 0.310584
34 218.793 217.033 10.4443 215.879 0.310613
35 218.443 216.685 10.4359 215.53 0.310647
36 218.093 216.336 10.4275 215.18 0.310671
37 217.742 215.987 10.4191 214.831 0.310696
38 217.392 215.638 10.4107 214.481 0.31073
39 217.042 215.289 10.4023 214.131 0.310757
40 216.692 214.94 10.3939 213.782 0.3108
41 216.342 214.591 10.3855 213.432 0.310834
42 215.992 214.243 10.377 213.083 0.310873
43 215.642 213.894 10.3686 212.733 0.310908
44 215.293 213.546 10.3602 212.384 0.310944
45 214.943 213.198 10.3518 212.035 0.310988
46 214.594 212.85 10.3434 211.686 0.311028
47 214.244 212.502 10.335 211.337 0.311067
