t PE VE R R2 BS
1 3.20004 0.275821 0.00759498 0.0781037 0.0439672
2 3.13693 0.341002 0.0141213 0.0932067 0.0619233
3 3.07074 0.358903 0.0186037 0.112142 0.0783614
4 3.01494 0.35358 0.0238315 0.134421 0.0910178
5 2.96628 0.36126 0.0300328 0.161239 0.101779
6 2.92057 0.377227 0.0384066 0.192378 0.113306
7 2.87322 0.395489 0.0447422 0.223439 0.124165
8 2.82373 0.413611 0.0502394 0.252481 0.134632
9 2.77558 0.441079 0.0577068 0.283474 0.145913
10 2.74084 0.47103 0.0629393 0.311132 0.156263
11 2.67711 0.512298 0.0709694 0.338641 0.168661
12 2.61903 0.54612 0.0795416 0.366699 0.181973
13 2.54205 0.590748 0.087861 0.396825 0.196316
14 2.46186 0.646379 0.0958254 0.425022 0.206402
15 2.38475 0.710654 0.104179 0.453132 0.215649
16 2.28676 0.81643 0.109303 0.481297 0.228923
17 2.20045 0.991238 0.11243 0.505025 0.240613
18 2.11168 1.25425 0.11596 0.528103 0.252882
19 2.03452 1.14473 0.12098 0.54965 0.263409
20 1.96067 0.938188 0.126193 0.573838 0.272934
21 1.89599 0.870448 0.133106 0.597815 0.282238
22 1.87088 0.865249 0.142759 0.622046 0.29205
23 1.85073 0.870646 0.149829 0.641969 0.299578
24 1.85003 0.882266 0.155443 0.657112 0.303245
25 1.83304 0.896886 0.157488 0.668706 0.301669
26 1.84793 0.908963 0.16219 0.679439 0.300156
27 1.84499 0.92318 0.167853 0.691196 0.300518
28 1.79522 0.942601 0.174754 0.704813 0.302072
29 1.71204 0.97653 0.178388 0.715099 0.30435
30 1.6581 1.02408 0.182733 0.724582 0.308293
31 1.61948 1.06221 0.186339 0.736779 0.31258
32 1.57759 1.1053 0.19154 0.748537 0.316382
33 1.52846 1.14685 0.19698 0.763842 0.323103
34 1.53033 1.14234 0.201797 0.776693 0.32749
35 1.52899 1.16199 0.208908 0.792801 0.331592
36 1.60321 1.15642 0.213556 0.798489 0.328471
37 1.70754 1.15463 0.219091 0.805271 0.32797
38 1.81738 1.17342 0.223985 0.811086 0.328835
39 1.89177 1.19406 0.227761 0.815041 0.330381
40 1.93437 1.23537 0.232533 0.825108 0.334632
41 1.95999 1.25272 0.237767 0.835661 0.340395
42 1.95454 1.26211 0.239416 0.84394 0.346988
43 1.90033 1.29343 0.243159 0.853924 0.353594
44 1.82696 1.34589 0.24494 0.859596 0.358164
45 1.76066 1.44001 0.247686 0.869591 0.361718
46 1.66149 1.67002 0.249556 0.880521 0.368196
47 1.62183 1.88167 0.252498 0.888579 0.373258
48 1.56289 2.11881 0.257694 0.897249 0.378018
49 1.52588 2.25812 0.260859 0.906912 0.379801
50 1.52155 2.25272 0.26624 0.916217 0.385067
