t PE VE R R2
1 0.832779 0.502733 0.683392 0.700036
2 0.811459 0.477179 0.641072 0.650262
3 0.783336 0.442311 0.585612 0.58639
4 0.750733 0.405504 0.517434 0.513275
5 0.716492 0.367891 0.437227 0.43684
6 0.683807 0.332042 0.345973 0.363731
7 0.655998 0.300903 0.244966 0.300842
8 0.636238 0.277955 0.135811 0.254753
9 0.62725 0.266389 0.0204118 0.231115
10 0.631009 0.268056 -0.0990692 0.234052
11 0.648496 0.284119 -0.220273 0.265657
12 0.679535 0.314725 -0.340723 0.325675
13 0.722752 0.358906 -0.457918 0.411417
14 0.775654 0.414856 -0.569418 0.517932
15 0.834832 0.483222 -0.672929 0.638399
16 0.896234 0.552384 -0.766354 0.7647
17 0.955492 0.617932 -0.847836 0.888064
18 1.00825 0.675548 -0.915778 0.999744
19 1.05047 0.721309 -0.968841 1.09164
20 1.07872 0.751948 -1.00594 1.15686
21 1.09035 0.765081 -1.02624 1.19019
22 1.08372 0.759374 -1.02914 1.18843
23 1.05828 0.734672 -1.0143 1.15071
24 1.01468 0.692057 -0.9816 1.07861
25 0.954726 0.633857 -0.931221 0.976217
26 0.881404 0.563558 -0.863625 0.850022
27 0.798701 0.485641 -0.779612 0.708647
28 0.711413 0.405314 -0.680343 0.562395
29 0.624835 0.328144 -0.567374 0.422584
30 0.544366 0.259606 -0.442666 0.300693
31 0.475049 0.20987 -0.308578 0.207371
32 0.421089 0.184804 -0.167827 0.151393
33 0.385418 0.184712 -0.0234165 0.138701
34 0.369356 0.210882 0.121461 0.171678
35 0.372456 0.262905 0.263548 0.248776
36 0.392539 0.340015 0.399648 0.364578
37 0.425926 0.436679 0.526749 0.510295
38 0.467841 0.544892 0.642123 0.674627
39 0.512901 0.657662 0.743406 0.844851
40 0.555644 0.7676 0.828642 1.008
41 0.591024 0.867546 0.8963 1.15197
42 0.614824 0.951134 0.945271 1.26649
43 0.623963 1.01325 0.974846 1.34377
44 0.616696 1.05039 0.984693 1.37905
45 0.592701 1.06081 0.974825 1.37074
46 0.553071 1.04464 0.945582 1.32047
47 0.500224 1.00378 0.897619 1.23284
48 0.437725 0.94174 0.831893 1.11508
49 0.370045 0.863384 0.749667 0.976528
50 0.302252 0.77455 0.652504 0.827953
51 0.239639 0.68163 0.542262 0.680771
52 0.187327 0.591091 0.421076 0.546199
53 0.14985 0.511758 0.291323 0.434375
54 0.130783 0.448119 0.155575 0.353557
55 0.132436 0.40305 0.0165323 0.309456
56 0.155656 0.378393 -0.123049 0.304797
57 0.199763 0.374804 -0.260433 0.339148
58 0.262622 0.391712 -0.392974 0.409015
59 0.340831 0.425068 -0.518175 0.5082
60 0.43 0.47128 -0.633737 0.628346
61 0.525099 0.525743 -0.737585 0.759607
62 0.620817 0.583186 -0.827889 0.891401
63 0.711929 0.638072 -0.903077 1.01316
64 0.793645 0.685008 -0.961843 1.11505
65 0.861912 0.721991 -1.00316 1.18868
66 0.913676 0.74647 -1.02629 1.22767
67 0.94708 0.748674 -1.03083 1.22816
68 0.961594 0.728222 -1.01672 1.18916
69 0.958057 0.686501 -0.984308 1.11279
70 0.938614 0.626648 -0.934413 1.00414
71 0.906541 0.553339 -0.868346 0.87106
72 0.86594 0.472355 -0.787967 0.723423
73 0.821326 0.389946 -0.695673 0.572181
74 0.777137 0.312077 -0.59435 0.428132
75 0.737231 0.244937 -0.487255 0.300626
76 0.704471 0.190936 -0.37783 0.196455
77 0.680464 0.150656 -0.26948 0.119183
78 0.665516 0.12394 -0.165336 0.0690468
79 0.658799 0.11013 -0.0680535 0.0434488
80 0.658677 0.106964 0.0203332 0.0378331
81 0.663098 0.111534 0.0984729 0.0467159
82 0.669961 0.121108 0.165679 0.0646147
83 0.6774 0.133406 0.221843 0.0867187
84 0.683937 0.146067 0.2673 0.109248
85 0.688536 0.157315 0.302682 0.129537
86 0.690561 0.166283 0.328778 0.145931
87 0.689712 0.172549 0.346421 0.15759
88 0.685933 0.176022 0.356413 0.164284
89 0.679346 0.176844 0.359489 0.166208
90 0.670199 0.175316 0.356305 0.163847
91 0.65882 0.171833 0.347445 0.157879
92 0.645601 0.166854 0.333439 0.14911
93 0.630975 0.160867 0.314783 0.138425
94 0.615401 0.154365 0.291957 0.126747
95 0.599349 0.147834 0.265441 0.115004
96 0.583283 0.141879 0.235723 0.104091
97 0.567643 0.137729 0.203311 0.0948305
98 0.552829 0.135415 0.168727 0.0879424
99 0.539185 0.135163 0.132511 0.0840082
100 0.526983 0.137185 0.095215 0.0834457
