t PE VE R R2
1 1.85378 0.36265 -0.164367 0.156781
2 -1.61216 0.34671 -0.124941 0.130665
3 -4.90418 0.346457 -0.0466332 0.126986
4 -5.76636 0.378996 0.0521554 0.169222
5 -3.85367 0.442378 0.177307 0.243226
6 -2.54122 0.48722 0.238158 0.298426
7 -1.98309 0.455918 0.150354 0.258035
8 -2.74493 0.370825 0.0255339 0.156533
9 -2.68901 0.33079 -0.0195895 0.108807
10 -0.168268 0.351114 0.0294386 0.130621
11 2.02383 0.44542 0.142091 0.237431
12 1.17791 0.612639 0.241779 0.417822
13 -0.480928 0.69868 0.249573 0.49331
14 -1.49949 0.68135 0.265945 0.488849
15 -1.10873 0.62427 0.393012 0.498307
16 -0.836134 0.63011 0.639149 0.628478
17 -1.66036 0.841502 0.962372 1.05717
18 -1.98422 1.08159 1.21292 1.55814
19 -0.0174066 1.40915 1.46578 2.22166
20 2.87528 1.64789 1.57646 2.60627
21 4.04426 1.58597 1.46614 2.36339
22 3.60882 1.24783 1.23262 1.76174
23 -0.0294197 0.96453 1.00484 1.2558
24 -3.16506 0.826134 0.888862 0.999814
25 -3.66834 0.753557 0.846613 0.883938
26 -2.50232 0.826876 0.92877 1.04741
27 0.237359 0.952216 1.01082 1.27218
28 3.3751 0.979839 1.01506 1.30673
29 3.94825 0.895347 0.96152 1.15201
30 3.25437 0.783628 0.919803 0.970466
31 1.46757 0.802292 0.983202 1.0371
32 1.09693 0.77944 0.970339 1.00149
33 2.41788 0.737253 0.895555 0.887739
34 3.62078 0.680719 0.780189 0.745599
35 4.27687 0.610439 0.668226 0.614672
36 4.01951 0.54347 0.513898 0.468143
37 2.4027 0.527033 0.307286 0.363113
38 0.473564 0.493834 0.158062 0.293953
39 -2.86593 0.464001 0.0110746 0.254834
40 -5.41704 0.451075 -0.150908 0.250333
41 -5.78527 0.472849 -0.332938 0.30671
42 -4.57067 0.500167 -0.45229 0.371587
43 -2.56561 0.481275 -0.435417 0.341731
44 -1.90033 0.402543 -0.195213 0.195218
45 -2.48928 0.390639 0.11204 0.178022
46 -3.41103 0.441667 0.35685 0.287811
47 -3.40431 0.468821 0.495019 0.365307
48 -2.94246 0.413572 0.463253 0.287673
49 -2.19756 0.327637 0.23494 0.120089
50 0.136176 0.330873 -0.0941686 0.109502
51 3.46769 0.544176 -0.481782 0.43273
52 4.80292 1.03058 -0.870094 1.11636
53 5.03257 1.49134 -1.17825 1.82055
54 4.15336 1.42109 -1.25186 1.87536
55 2.72871 0.981336 -1.07476 1.29413
56 0.49325 0.618519 -0.742445 0.656733
57 -2.16756 0.545609 -0.364721 0.389269
58 -3.47399 0.73274 -0.0148707 0.501915
59 -3.00058 0.938696 0.180099 0.709149
60 -1.17679 0.841774 0.124809 0.613918
61 0.741348 0.537657 -0.122656 0.328025
62 0.259219 0.427936 -0.396572 0.277241
