t PE VE R R2 BS
1 21.9374 36.2888 0.100222 21.5801 1.52025
2 19.4999 47.8239 0.143385 18.9868 1.44567
3 16.2209 238.332 0.168681 15.4591 1.33271
4 11.6004 35.0826 0.19755 10.5463 1.19586
5 7.43521 20.971 0.185088 6.10341 1.03474
6 4.54114 11.3255 0.13792 2.98619 0.864084
7 2.91097 6.40597 0.0845437 1.21106 0.709605
8 2.27321 2.1204 0.0200126 0.496394 0.563384
9 3.60582 5.01712 -0.0539359 1.75207 0.605881
10 7.33225 8.17388 -0.118672 5.63257 0.796566
11 12.5352 15.026 -0.17077 11.0886 1.05567
12 17.6702 23.6003 -0.20226 16.5181 1.2535
13 21.8427 30.9016 -0.187116 20.9427 1.39618
14 24.3207 35.4266 -0.162785 23.5872 1.46722
15 25.0742 36.96 -0.128856 24.4367 1.48297
16 24.0524 35.1969 -0.0747588 23.4095 1.43913
17 21.3905 30.6419 -0.0308077 20.6748 1.34082
18 17.6574 24.4639 0.0323056 16.8171 1.19891
19 13.4238 17.8669 0.0690665 12.4707 1.04168
20 9.57049 12.1866 0.0805214 8.53645 0.904033
21 6.2187 7.51923 0.0634909 5.12681 0.801522
22 3.73258 14.3026 0.0806319 2.66933 0.761248
23 2.13506 28.9055 0.0774167 1.18537 0.767362
24 3.66414 200.963 0.0781173 3.45643 1.18881
25 23.354 41.6961 0.0703837 25.4884 1.69091
26 57.1763 102.505 0.121192 62.3075 2.10571
27 95.8426 174.203 0.171356 104.119 2.42041
28 130.287 238.023 0.213253 141.324 2.61677
29 154.975 282.227 0.258916 168.171 2.71801
30 166.503 298.129 0.303126 180.974 2.71081
31 163.648 286.414 0.32395 178.545 2.61867
32 148.132 254.486 0.325135 162.815 2.48812
33 123.91 212.005 0.317275 137.94 2.33538
34 95.3954 170.136 0.318864 108.637 2.25012
35 67.1044 135.164 0.324549 79.7201 2.21761
36 42.054 108.554 0.29268 54.3589 2.30376
37 22.6955 88.5807 0.265812 35.0414 2.52697
38 10.145 8577.91 0.255265 22.8584 2.93662
39 1463.91 15760.3 0.238769 1648.47 17.6925
40 5364.62 91455 0.242493 5941.27 30.9213
41 10369.8 233538 0.225594 11446.1 41.9003
42 15237 413298 0.205131 16818.1 50.4672
43 18999.6 586620 0.206426 21009.9 56.5638
44 21050.8 712638 0.194064 23362.6 60.256
45 21182.5 766633 0.194863 23646.2 61.7149
46 19552.6 744788 0.182565 22024.7 61.1133
47 16575.2 660378 0.155808 18936.9 58.6808
48 12818.7 537822 0.162529 14990.4 54.7326
49 8891.75 403230 0.181933 10834.8 49.5951
50 5319.09 278045 0.183292 7033.42 43.9616
51 2503.74 177470 0.191955 4020.14 37.9077
52 652.755 107910 0.182039 2019.68 31.9285
53 -199.241 63258.9 0.169124 1073.49 26.3539
54 -173.271 35630.2 0.15324 1054.98 21.5909
55 502.981 22114.3 0.158102 1725.4 18.9061
56 1547.79 19730.4 0.179871 2786.54 18.2971
57 2677.93 23792.3 0.207053 3937.43 18.5203
58 3651.3 29712.6 0.215659 4922.27 18.8134
59 4300.35 33872 0.228111 5562.19 19.2318
60 4541.49 34951.8 0.255712 5768.67 19.2822
61 4369.03 32975.2 0.266754 5535.98 18.8652
62 3846.15 28513.4 0.262096 4932.09 18.0359
63 3084.28 22525 0.251134 4075.15 16.8518
64 2216.27 16079.2 0.23105 3106.52 15.3881
65 1369.05 10628.9 0.199707 2161.57 13.7391
66 645.268 7126.85 0.145725 1349.21 12.1311
67 112.582 5475.88 0.108408 741.456 10.8289
68 -198.754 5717.39 0.0740059 370.428 10.0776
69 -298.934 7112.95 0.0305329 225.141 10.4457
70 -225.952 8955.34 0.0194991 265.011 11.3021
71 -36.2794 11438.5 -0.0167016 430.02 12.0006
72 209.028 12922.9 -0.0549398 654.622 12.4954
73 451.162 14026 -0.0975249 876.95 12.7818
74 643.068 14259.8 -0.0920935 1047.43 12.7366
75 755.58 13502.3 -0.0700124 1134.71 12.3575
76 776.771 11900.6 -0.038318 1126.44 11.6433
77 717.926 9780 0.00560533 1034.93 10.6394
78 595.744 7453.11 0.065158 878.227 9.36829
79 437.411 5247.75 0.102395 685.286 7.90073
80 270.483 3380.98 0.108363 485.019 6.32237
81 119.19 1980.31 0.0927506 303.556 4.87816
82 1.76081 1044.74 0.0927995 160.344 3.76822
83 -71.5918 516.475 0.112686 66.0066 3.1521
84 -98.8259 221.454 0.127396 22.6732 3.08199
85 -85.8887 169.994 0.149019 23.6371 3.72617
86 -44.1782 375.853 0.157112 56.819 4.58309
87 15.2022 482.275 0.130281 109.942 5.51988
88 77.2771 746.274 0.101167 167.026 6.27937
89 131.633 986.753 0.0693506 216.924 6.82402
90 169.594 1155.77 0.0295658 250.274 7.14503
91 186.429 1218.81 -0.0301076 261.73 7.24295
92 183.304 1176.51 -0.0913153 252.55 7.18425
93 163.215 1043.99 -0.149446 225.743 6.94924
94 130.894 852.376 -0.180619 186.49 6.55324
95 93.3021 639.073 -0.22398 141.943 6.02271
96 55.9717 433.777 -0.244768 98.0412 5.38855
97 24.4387 542.576 -0.251348 60.7707 4.70079
98 0.162046 153.358 -0.25977 31.7542 3.98104
99 -12.5551 83.5516 -0.275556 15.2993 3.27263
100 -14.334 47.6031 -0.263945 10.6775 2.72722
101 -7.34073 934.691 -0.272189 15.5825 2.32857
102 69.7197 139.406 -0.263016 94.7769 1.97521
103 207.461 445.854 -0.241106 240.072 3.53904
104 365.07 980.225 -0.206105 407.565 5.17099
105 505.741 1624.31 -0.116279 557.65 6.45054
106 604.987 2211.02 -0.0188821 664.021 7.39185
107 647.872 2586.13 0.0904818 710.394 7.93352
108 634.151 2679.23 0.199814 696.258 8.11426
109 570.237 2489.92 0.294923 628.316 7.95459
110 470.435 2087.89 0.336941 521.832 7.50029
111 351.702 1575.99 0.36934 394.857 6.80962
112 233.185 1066.44 0.379783 267.807 5.93708
113 130.611 636.725 0.388514 157.534 4.96637
114 53.9988 336.895 0.365538 74.8984 3.9877
115 9.06507 152.184 0.302036 25.9277 3.0959
116 -5.22589 92.8465 0.244018 9.53757 2.36281
117 21.6527 63.8247 0.185973 36.8315 2.00848
118 91.3912 191.087 0.113006 110.275 2.60408
119 180.869 386.804 0.0357791 205.142 3.38869
120 267.621 610.965 -0.0563929 297.459 4.07128
121 335.037 810.734 -0.137572 369.385 4.57251
122 372.377 938.73 -0.175841 409.442 4.86565
123 376.653 973.054 -0.165472 414.372 4.94225
124 349.874 914.052 -0.139812 386.246 4.80059
