t PE VE R R2 BS
1 21.9586 31.8593 0.0349586 21.5665 1.46062
2 19.3361 28.743 0.0199674 18.7547 1.3523
3 15.9592 37.8324 -0.0227661 15.1334 1.22194
4 12.4506 129.758 -0.0679008 11.3487 1.06331
5 8.40891 104.8 -0.126717 7.03909 0.880911
6 6.01326 119.672 -0.183785 4.46177 0.693974
7 5.4418 5.90786 -0.232668 3.86968 0.502422
8 4.69996 7002.85 -0.258057 3.23108 0.417619
9 469.052 476.142 -0.289501 467.815 0.494334
10 1761.25 1777.53 -0.329173 1760.48 0.524963
11 3467.62 3500.27 -0.342004 3467.99 0.493556
12 5203.41 5405.88 -0.325989 5206.97 1.21308
13 6666.71 7663.78 -0.297464 6678.54 2.75315
14 7659.85 10964 -0.279564 7689.85 4.94402
15 8090.6 16367.2 -0.271171 8155.12 7.73259
16 7967.93 25005.3 -0.248116 8090.53 11.0627
17 7384.78 37640.8 -0.187633 7595.55 14.8392
18 6480.23 54269.3 -0.118362 6814.1 18.936
19 5401.52 74041.8 -0.0614934 5895.76 23.2317
20 4301.41 95274.9 -0.00239818 4991.29 27.5681
21 3298.33 116023 0.0484863 4214.04 31.8139
22 2468.28 136041 0.0653735 3631.86 35.8386
23 1848.35 166079 0.027033 3270.59 39.5333
24 1436.92 201021 0.0113811 3115.96 42.7874
25 1200.56 235177 -0.0227576 3121.8 45.5154
26 1090.9 265110 -0.050977 3227.14 47.6522
27 1052.94 288568 -0.0593165 3368.52 49.1792
28 1037.39 303812 -0.077313 3488.94 50.0713
29 1008.67 310322 -0.0745667 3550 50.3498
30 948.198 308441 -0.0536736 3533.58 50.0593
31 849.081 298687 -0.0100304 3434.36 49.2194
32 720.999 282654 0.0168429 3267.66 47.9022
33 580.176 262015 0.0112012 3056.98 46.1682
34 446.893 238513 -0.0330569 2830.13 44.09
35 342.162 214187 -0.0881954 2617.53 41.7762
36 280.031 190479 -0.120983 2440.6 39.3963
37 266.717 168309 -0.14175 2311.27 37.0188
38 300.369 148393 -0.150127 2233.09 34.6541
39 368.757 131214 -0.136392 2199.02 32.362
40 460.254 117375 -0.115467 2199.05 30.1925
41 556.066 107145 -0.0841436 2216.43 28.1824
42 638.478 98723.6 -0.051976 2234.65 26.3936
43 693.434 91193.3 0.00318571 2239.2 24.8845
44 711.202 84599.6 0.0394218 2219.54 23.6557
45 685.467 78972.7 0.0735907 2168.31 22.6741
46 616.932 74261.5 0.0972063 2084.61 21.9054
47 513.068 70352.9 0.0961451 1973.99 21.3272
48 381.241 67067.8 0.124311 1842.13 20.9128
49 230.553 64330.1 0.144097 1697.13 20.6477
50 71.5227 62015.5 0.125066 1548.1 20.5089
51 -81.2824 59955 0.118025 1406.86 20.4419
52 -221.225 58032.4 0.10799 1277.57 20.4265
53 -344.619 56206.5 0.120337 1163.44 20.448
54 -448.339 54388 0.148341 1066.53 20.4756
55 -529.853 55755.3 0.158949 987.495 20.469
56 -604.488 51762.3 0.15797 918.646 20.5273
57 -656.792 50604 0.124502 865.614 20.5169
58 -689.73 49169.3 0.0913035 823.951 20.4204
59 -707.734 47428.7 0.066396 789.03 20.2299
60 -714.409 45409.3 0.0508355 757.327 19.9409
61 -712.248 43136.4 0.0226908 726.584 19.552
62 -704.345 40698.9 0.0234846 695.954 19.0804
63 -690.34 38140.7 -0.0212203 665.659 18.5349
64 -671.233 35510.7 -0.0716549 636.178 17.9164
65 -647.549 32894.9 -0.133438 608.959 17.2566
66 -618.659 30869.5 -0.160993 585.433 16.5715
67 -578.128 33336.8 -0.189853 568.49 15.8493
68 -579.123 27411.4 -0.22019 545.334 16.0404
69 -570.54 26813.8 -0.23232 528.207 16.158
70 -555.159 26048.4 -0.243767 514.233 16.1829
71 -536.441 25099.5 -0.239531 500.536 16.0981
72 -515.113 24002.2 -0.209304 486.319 15.9224
73 -492.212 22779.3 -0.191096 471.165 15.6566
74 -468.308 21456.8 -0.17525 455.174 15.3112
75 -443.062 20089.5 -0.160456 439.645 14.9078
76 -416.287 18803.2 -0.154452 425.356 14.4549
77 -389.039 21527.4 -0.119581 412.575 13.9797
78 -404.674 17368 -0.0973824 397.254 14.2565
79 -407.055 17213.6 -0.101921 390.889 14.4227
80 -401.445 16896.9 -0.0988969 387.809 14.5169
81 -391.718 16420.8 -0.0749003 383.957 14.4843
82 -381.006 15781.3 -0.0400178 376.804 14.3266
83 -369.608 14979.4 0.0473702 365.268 14.0852
84 -357.64 14078.2 0.154333 350.684 13.7769
85 -344.111 13064 0.240096 333.696 13.369
86 -328.788 12009.3 0.296185 316.841 12.8793
87 -310.336 10966 0.334429 302.397 12.354
88 -288.463 9947.41 0.344026 291.199 11.8061
89 -263.572 8995.2 0.354993 284.154 11.245
90 -236.431 8139.26 0.363655 281.232 10.6972
91 -207.994 7367.93 0.370566 281.301 10.1622
92 -179.75 6995.42 0.336975 283.178 9.65524
93 -150.525 6096.32 0.288925 287.247 9.13124
94 -123.694 5592.97 0.213953 291.168 8.66374
95 -102.04 5182.27 0.144463 292.355 8.26575
96 -86.7523 4817.71 0.0873741 289.7 7.92761
97 -77.7769 4519.68 0.0274535 282.872 7.65135
98 -74.4827 4352.62 -0.0457122 272.204 7.44154
99 -76.1222 5179.54 -0.108742 258.246 7.29683
100 -74.2993 3853.13 -0.152811 246.623 7.13523
101 -76.4049 3670.23 -0.194713 232.581 7.02749
102 -81.9228 3515.96 -0.251977 217.022 6.97616
103 -89.3899 3377.24 -0.298555 200.624 6.9591
104 -97.1955 3252.62 -0.322408 184.9 6.96257
105 -104.604 3134.84 -0.334804 170.149 6.9787
106 -111.077 3032.46 -0.30809 156.884 7.02149
107 -115.803 3229.86 -0.248988 145.485 7.05791
108 -115.986 2829.38 -0.205098 137.391 7.04133
109 -114.788 4045.59 -0.130359 130.45 7.02575
110 -105.53 2538.34 -0.0605761 128.045 6.77394
111 -95.9988 2579.3 -0.00436277 126.333 6.52605
112 -91.0705 2269.27 0.0679425 122.47 6.41053
113 -86.6059 2102.94 0.119949 118.602 6.3085
114 -82.5287 1993.05 0.174924 114.719 6.21786
115 -79.2477 1895.43 0.23179 110.659 6.13314
116 -76.0775 1818.32 0.254608 106.708 6.05201
117 -72.6024 3522.11 0.273675 103.13 5.96322
118 -37.2302 1462.04 0.297867 121.205 5.13859
119 3.43071 1261.32 0.32305 147.606 4.42479
120 43.4001 1109.92 0.349193 176.164 3.8559
121 77.2822 1001.62 0.34183 200.986 3.53421
122 100.184 927.033 0.338601 217.072 3.4011
123 109.925 875.258 0.323558 221.984 3.37659
124 107.365 834.585 0.271464 215.944 3.39803
125 94.905 799.891 0.201285 201.059 3.42975
126 73.7322 772.091 0.132782 178.817 3.48267
127 47.9435 750.141 0.0674752 152.858 3.56762
128 21.2558 735.432 -0.030588 126.487 3.67432
129 -3.76642 727.674 -0.123869 102.308 3.81117
130 -25.023 725.142 -0.202594 82.1271 3.96375
131 -41.8522 726.365 -0.257905 66.6152 4.15296
132 -53.486 1615.31 -0.295694 56.1465 4.39363
133 -47.0252 1966.52 -0.337868 56.1829 4.29578
134 -56.7004 859.482 -0.347978 52.7049 5.16953
135 -48.6194 1081.49 -0.345114 67.442 6.14039
136 -29.9229 1339.32 -0.333553 92.6818 7.03415
137 -7.34839 1603.46 -0.314165 120.422 7.78155
138 13.0837 2025.71 -0.303782 143.84 8.35912
139 28.9016 1997.84 -0.285076 160.982 8.7624
140 37.2313 2132.15 -0.230277 168.247 8.99413
141 37.7271 2095.83 -0.176277 165.225 9.07337
142 32.0691 2018.59 -0.139566 154.152 9.00007
143 22.8809 1875.59 -0.0970728 138.031 8.80181
144 12.2748 11277.6 -0.0264972 119.294 8.49476
145 312.432 20994.2 0.0186593 540.652 12.2548
146 943.737 10423.4 0.0874992 1343.31 15.6538
147 1693.19 18919.1 0.125724 2284.26 18.5952
148 2384.44 29573.2 0.176006 3167.5 21.0498
149 2882.67 40716.3 0.1955 3842.6 22.9321
150 3111.96 50944.3 0.220884 4223.67 24.3591
151 3061.93 59577.5 0.236857 4296.56 25.4186
152 2765.33 66334 0.231503 4093.39 26.0543
153 2294.2 71320.4 0.204395 3690.12 26.5051
154 1725.5 74555.3 0.193614 3167.57 26.9218
155 1148.25 76026.1 0.154341 2619.76 27.372
156 639.292 75731.8 0.0994948 2128.34 27.8145
157 244.673 76444 0.0640087 1742.28 28.0079
158 -11.9905 79127.4 0.0156679 1487.43 28.1887
159 -133.823 81389.2 -0.047769 1360.53 28.2785
160 -141.081 82786.7 -0.116729 1341.98 28.9276
161 -69.6509 82792.1 -0.155674 1393.4 29.6601
162 41.2092 81374.8 -0.190933 1476.09 30.0759
163 155.186 78310.8 -0.214826 1551.19 30.1037
164 243.179 73729.2 -0.245611 1590.14 29.8219
165 286.004 67700.6 -0.255843 1574.33 29.2029
166 276.025 60593.5 -0.28901 1496.69 28.1672
167 217.678 52763.9 -0.311199 1364.1 26.7665
168 123.4 44780.3 -0.280568 1191.04 25.0541
169 11.6704 1.53839e+06 -0.224334 999.048 23.172
170 27159.7 484474 -0.181995 32223.3 52.7137
171 85687.8 2.57457e+06 -0.165985 100981 82.9564
172 157244 6.6457e+06 -0.106093 186594 109.396
173 225270 1.24556e+07 -0.0332128 270544 132.61
174 277133 1.94933e+07 0.0373535 338675 152.404
175 305204 2.72473e+07 0.0693479 382292 169.419
176 307103 3.53225e+07 0.0913722 398381 184.489
177 285077 4.34379e+07 0.0765109 388926 198.288
178 244652 5.13365e+07 0.0600268 359446 211.19
179 193195 5.86994e+07 0.046599 317469 223.22
180 138468 6.51085e+07 0.0203254 270964 233.897
181 87283.4 7.00944e+07 -0.0375936 226939 245.471
182 44710.8 7.32455e+07 -0.0584215 190571 258.774
183 13626.8 7.86159e+07 -0.073577 164769 273.436
184 -5344.38 8.47425e+07 -0.108099 150073 288.137
185 -13437.9 9.00546e+07 -0.122848 145109 299.628
186 -13206.7 9.38445e+07 -0.107903 147150 309.794
187 -7852.74 9.56538e+07 -0.0933684 152821 316.805
188 -584.675 9.52417e+07 -0.048414 158800 319.929
189 5881.39 9.25543e+07 -0.00642538 162330 319.459
190 9663.07 8.77475e+07 0.0294949 161588 314.764
191 9857.02 8.1173e+07 0.026192 155817 306.429
192 6497.94 7.32989e+07 0.00848665 145271 295.276
193 357.339 6.4668e+07 0.0158837 131008 281.018
194 -7344.09 5.5839e+07 0.0310498 114567 264.212
195 -15220.6 4.72787e+07 0.026549 97649 245.453
196 -21987.4 3.93494e+07 0.0674823 81823.8 225.36
197 -26696.7 3.2281e+07 0.119631 68285.5 205.037
198 -28814.8 2.61876e+07 0.140429 57761.3 185.112
199 -28286.2 2.10782e+07 0.14589 50434.1 165.497
200 -25453.4 1.69037e+07 0.184113 46036.3 146.656
201 -20958.5 1.35796e+07 0.188935 43953.6 129.011
202 -15589.7 1.09612e+07 0.190741 43377.6 113.981
203 -10160.1 8.89024e+06 0.187686 43459.6 100.697
204 -5372.26 7.26838e+06 0.187415 43448.7 89.1548
205 -1729.77 5.95269e+06 0.172779 42785.6 79.3359
206 501.581 4.89328e+06 0.159126 41150.4 73.6811
207 1277.47 4.04424e+06 0.145547 38458.9 70.899
208 787.554 3.35925e+06 0.0955202 34853.2 69.0789
209 -659.034 2.80839e+06 0.0573314 30612.9 67.9026
210 -2683.62 2.40016e+06 0.0096912 26095.8 67.0287
211 -4869.02 2.09457e+06 -0.00559258 21686.2 66.3316
212 -6890.66 1.87589e+06 -0.0080476 17687 65.8676
213 -8498.33 1.70602e+06 0.00263957 14321 65.3833
214 -9550.21 1.57544e+06 0.0336604 11697.3 64.743
215 -10014.1 1.46532e+06 0.0667103 9818.56 64.1068
216 -9950.39 1.36388e+06 0.103883 8594.96 63.1469
217 -9476.05 1.2631e+06 0.143667 7879.14 61.8177
218 -8745.76 1.15984e+06 0.191985 7494.2 60.0984
219 -7907.37 1.05346e+06 0.225443 7272.22 58.0619
220 -7089.44 944206 0.233187 7065.86 55.9163
221 -6381.6 834328 0.249824 6775.58 53.6402
222 -5830.23 726718 0.258513 6351.46 51.1431
223 -5440.96 623924 0.272896 5789.32 48.4286
224 -5186.81 528614 0.25506 5122.65 45.6166
225 -5017.86 442213 0.255138 4406.48 42.7812
226 -4876.62 365723 0.25918 3705.24 39.9351
227 -4710.3 299399 0.248067 3079.42 37.2488
228 -4483.41 243159 0.224059 2573.15 34.9471
229 -4174.37 196363 0.208119 2210.2 32.8477
230 -3783.23 158193 0.188186 1992.29 31.0002
231 -3326.01 127704 0.16766 1902.24 29.3987
232 -2832.48 104062 0.181414 1909.66 28.1381
233 -2340.18 86133.9 0.167241 1973.62 27.1969
234 -1882.68 72756.9 0.187364 2054.91 26.3585
235 -1488.84 62799.3 0.220503 2120.07 25.4492
236 -1178.12 55173.8 0.220102 2143.84 24.5295
237 -962.188 49313 0.242794 2111.31 23.7297
