t PE VE R R2 BS
0 2.53763 0.790481 0.478189 0.563024 0.224429
1 2.53666 0.790779 0.478205 0.563158 0.22456
2 2.53567 0.791075 0.478221 0.56329 0.22469
3 2.5347 0.791371 0.478237 0.563423 0.224818
4 2.53369 0.791663 0.478248 0.56355 0.224945
5 2.5327 0.791961 0.478264 0.563681 0.225069
6 2.53169 0.792261 0.478279 0.563812 0.225195
7 2.53071 0.792563 0.478295 0.563943 0.225323
8 2.52968 0.792873 0.478311 0.564078 0.225455
9 2.52865 0.793186 0.47833 0.564214 0.225586
10 2.52764 0.793496 0.478348 0.564353 0.225713
11 2.52663 0.793809 0.478367 0.564493 0.225843
12 2.52564 0.794128 0.478388 0.564637 0.225972
13 2.52465 0.794441 0.478408 0.564778 0.2261
14 2.52368 0.794752 0.478426 0.564917 0.226227
15 2.52274 0.795066 0.478447 0.565061 0.226354
16 2.52177 0.795385 0.478472 0.565209 0.226482
17 2.52079 0.79571 0.478498 0.565361 0.226608
18 2.51982 0.796033 0.478525 0.565515 0.226734
19 2.51884 0.796365 0.478556 0.565676 0.22686
20 2.51786 0.796697 0.478585 0.565836 0.226985
21 2.51688 0.797029 0.478615 0.565999 0.22711
22 2.5159 0.797362 0.478646 0.566161 0.227235
23 2.51493 0.797698 0.478679 0.566325 0.227361
24 2.51395 0.798033 0.478712 0.566491 0.227488
25 2.51296 0.798365 0.478743 0.566654 0.227613
26 2.51196 0.798699 0.478773 0.566817 0.227739
27 2.511 0.799028 0.478802 0.566981 0.227863
28 2.51002 0.799358 0.47883 0.567144 0.227986
29 2.50905 0.799692 0.478858 0.567311 0.228111
30 2.50806 0.800029 0.478887 0.567479 0.228238
31 2.50706 0.800368 0.478916 0.567646 0.228366
32 2.50604 0.800707 0.478946 0.567812 0.228496
33 2.50498 0.801051 0.478976 0.567981 0.228627
34 2.50389 0.8014 0.479009 0.568152 0.22876
35 2.50284 0.801742 0.479041 0.568322 0.228888
36 2.50176 0.802083 0.479071 0.56849 0.229018
37 2.50065 0.802425 0.479099 0.568656 0.229148
38 2.49952 0.802772 0.479129 0.568824 0.22928
39 2.49838 0.803123 0.479161 0.568992 0.229414
40 2.49724 0.803474 0.479193 0.569159 0.229547
41 2.49609 0.803825 0.479226 0.569326 0.229678
42 2.49499 0.804167 0.479256 0.569487 0.229806
43 2.49388 0.804515 0.479289 0.569651 0.229935
44 2.49278 0.804862 0.479319 0.569815 0.230063
45 2.49173 0.805202 0.479352 0.569975 0.230188
46 2.49065 0.805548 0.479386 0.570141 0.230316
47 2.48961 0.80589 0.479421 0.570304 0.230442
48 2.48856 0.80623 0.479453 0.570467 0.230569
49 2.48752 0.806577 0.479487 0.570631 0.230697
50 2.48648 0.806921 0.479521 0.570792 0.230825
51 2.48545 0.807266 0.479555 0.570956 0.230952
52 2.48442 0.807611 0.479593 0.571123 0.231075
53 2.48338 0.807961 0.479631 0.571289 0.231199
54 2.48237 0.808313 0.479671 0.571458 0.231323
55 2.48138 0.808665 0.479715 0.57163 0.231445
56 2.48041 0.809021 0.47976 0.571805 0.231567
57 2.47943 0.809379 0.479804 0.571981 0.23169
58 2.47845 0.809736 0.47985 0.572155 0.231811
59 2.47748 0.810096 0.479897 0.572333 0.231932
60 2.47648 0.810455 0.479943 0.57251 0.232053
61 2.47546 0.810815 0.479988 0.572683 0.232175
62 2.47443 0.811179 0.480035 0.572856 0.232297
63 2.47339 0.811545 0.480082 0.573033 0.232422
64 2.47236 0.811916 0.480128 0.573215 0.232546
65 2.47133 0.812286 0.480175 0.573395 0.23267
66 2.47031 0.812652 0.480225 0.573574 0.23279
67 2.46929 0.813019 0.480275 0.573755 0.23291
68 2.46822 0.81339 0.480324 0.573936 0.233032
69 2.46717 0.813763 0.480375 0.574121 0.233153
70 2.46612 0.814133 0.480425 0.574304 0.233273
71 2.46507 0.814503 0.480476 0.574488 0.233391
72 2.46403 0.814873 0.480527 0.574674 0.233509
73 2.46298 0.815244 0.480577 0.574858 0.233627
74 2.46198 0.815609 0.480625 0.57504 0.233742
75 2.46097 0.815976 0.480673 0.575221 0.233856
76 2.45993 0.816344 0.480721 0.575399 0.23397
77 2.45891 0.816709 0.480767 0.575574 0.234081
78 2.45789 0.817072 0.480811 0.575747 0.234193
79 2.45686 0.817439 0.480856 0.57592 0.234306
80 2.45583 0.817809 0.480903 0.576095 0.234419
81 2.45477 0.818185 0.480951 0.576273 0.234532
82 2.45369 0.818563 0.481 0.576452 0.234644
83 2.45265 0.81894 0.48105 0.576631 0.234753
84 2.45161 0.819316 0.481099 0.576806 0.23486
85 2.45056 0.819692 0.481148 0.576981 0.234969
86 2.44949 0.82007 0.481195 0.577157 0.235078
87 2.44845 0.820441 0.481242 0.57733 0.235185
88 2.44738 0.820817 0.481288 0.577506 0.235292
89 2.44632 0.821189 0.481334 0.577681 0.235398
90 2.44522 0.821562 0.481379 0.577855 0.235507
91 2.44415 0.821945 0.481425 0.578029 0.235617
92 2.4431 0.822324 0.481473 0.578204 0.235726
93 2.44202 0.822706 0.481522 0.578375 0.235837
94 2.44094 0.823083 0.481571 0.578544 0.235945
95 2.43985 0.823463 0.481617 0.578713 0.236053
96 2.43875 0.823841 0.481662 0.578882 0.236161
97 2.43763 0.82422 0.481711 0.579051 0.236269
98 2.43654 0.8246 0.481764 0.579223 0.236375
99 2.43542 0.82498 0.481817 0.579395 0.236483
100 2.43431 0.825359 0.481868 0.579566 0.23659
101 2.43316 0.825744 0.481921 0.579741 0.236699
102 2.43202 0.826117 0.481967 0.57991 0.236808
103 2.43089 0.826489 0.482013 0.580077 0.236915
104 2.42977 0.826861 0.482059 0.580246 0.237024
105 2.42865 0.827235 0.482102 0.580414 0.237134
106 2.42756 0.827608 0.482146 0.580582 0.237244
107 2.42646 0.827979 0.482189 0.580749 0.237354
108 2.42538 0.828349 0.482233 0.580914 0.237462
109 2.42427 0.82872 0.482275 0.581078 0.237572
110 2.42316 0.829088 0.482317 0.581242 0.237683
111 2.42207 0.82945 0.482359 0.581402 0.237793
112 2.42095 0.82981 0.482397 0.581557 0.237903
113 2.41982 0.830172 0.482435 0.581712 0.238014
114 2.4187 0.830531 0.482473 0.581865 0.238124
115 2.41761 0.830891 0.482511 0.582021 0.238233
116 2.41651 0.831256 0.48255 0.582179 0.238346
117 2.41543 0.831623 0.482588 0.582341 0.23846
118 2.41433 0.831998 0.482625 0.582506 0.238576
119 2.41324 0.832372 0.482664 0.582674 0.238692
120 2.41216 0.832738 0.482703 0.582839 0.238805
121 2.41107 0.833112 0.482743 0.583007 0.238922
122 2.40996 0.833488 0.482783 0.583175 0.239041
123 2.40888 0.833851 0.482821 0.583339 0.239155
124 2.4078 0.834215 0.48286 0.583505 0.239269
125 2.40675 0.834577 0.482898 0.58367 0.239381
126 2.40573 0.834941 0.482939 0.583839 0.239491
127 2.4047 0.835304 0.482978 0.584003 0.239601
128 2.40368 0.835662 0.483018 0.584164 0.239708
129 2.40268 0.836016 0.48306 0.584325 0.239814
130 2.40167 0.836371 0.483101 0.584485 0.239918
131 2.40063 0.836729 0.483144 0.584647 0.240023
132 2.39959 0.837097 0.483188 0.584817 0.240131
133 2.39858 0.837462 0.483231 0.584984 0.240235
134 2.39755 0.83783 0.483274 0.585151 0.240341
135 2.39657 0.838196 0.483318 0.585317 0.240444
136 2.39561 0.838557 0.483362 0.585479 0.240547
137 2.39465 0.838918 0.483404 0.585642 0.240649
