t PE VE R R2 BS
0 2.52909 4.63418 0.495113 0.536637 0.180372
1 2.52737 5.02915 0.495133 0.536701 0.18052
2 2.52561 5.49752 0.495152 0.536763 0.180669
3 2.52385 6.06028 0.495171 0.536823 0.180821
4 2.52204 6.75742 0.495189 0.536886 0.180973
5 2.52022 7.61685 0.495208 0.536946 0.181127
6 2.51838 8.70571 0.495227 0.537009 0.181281
7 2.51651 10.1098 0.495245 0.537073 0.181437
8 2.51464 11.9788 0.495262 0.537134 0.181591
9 2.51278 14.5539 0.495278 0.537194 0.181742
10 2.51086 18.323 0.495293 0.537249 0.181894
11 2.50887 24.2518 0.495309 0.537304 0.182045
12 2.5068 34.4357 0.495324 0.537362 0.182198
13 2.50463 55.2813 0.49534 0.537416 0.182351
14 2.50228 114.463 0.495358 0.53747 0.18251
15 2.49959 574.729 0.495374 0.537524 0.182679
16 2.4952 257.588 0.495391 0.537584 0.182911
17 2.49153 50.1888 0.495409 0.537643 0.183116
18 2.488 22.0716 0.495425 0.537699 0.183313
19 2.48449 12.782 0.495441 0.537757 0.183507
20 2.48102 8.54373 0.495459 0.537816 0.183702
21 2.47751 6.23594 0.495476 0.537878 0.183898
22 2.474 4.83501 0.495494 0.537944 0.184096
23 2.47049 3.91969 0.49551 0.538009 0.1843
24 2.467 3.2883 0.495524 0.538073 0.18451
25 2.4635 2.83441 0.49554 0.538142 0.18472
26 2.46 2.49492 0.495557 0.538213 0.184931
27 2.45649 2.23422 0.495576 0.538285 0.185139
28 2.45295 2.02966 0.495595 0.538358 0.185348
29 2.44936 1.86601 0.495615 0.538438 0.185558
30 2.44576 1.73354 0.495637 0.538519 0.185765
31 2.44214 1.624 0.495661 0.538604 0.185974
32 2.43852 1.53243 0.495685 0.538688 0.186183
33 2.43486 1.45504 0.49571 0.538774 0.186392
34 2.43122 1.38912 0.495733 0.538861 0.186604
35 2.42756 1.33254 0.495757 0.538951 0.186818
36 2.42387 1.28365 0.495783 0.539045 0.187036
37 2.4202 1.24096 0.495808 0.539135 0.187253
38 2.41652 1.20354 0.495831 0.539224 0.187469
39 2.4128 1.17066 0.495855 0.539312 0.187687
40 2.4091 1.14164 0.495876 0.539396 0.187904
41 2.40539 1.11589 0.495897 0.539482 0.188122
42 2.40172 1.09302 0.495918 0.539567 0.188335
43 2.39804 1.07241 0.495938 0.539652 0.188549
44 2.39435 1.0537 0.495957 0.539738 0.188763
45 2.39068 1.03673 0.495974 0.539816 0.188976
46 2.38702 1.02135 0.495991 0.539893 0.189186
47 2.38344 1.00739 0.496007 0.539966 0.189393
48 2.37984 0.994574 0.496022 0.54004 0.1896
