t PE VE R00
26845 2.67502 0.940977 0.222764
26846 2.68182 0.941039 0.222768
26847 2.68863 0.941099 0.222772
26848 2.69547 0.941155 0.222776
26849 2.70232 0.941208 0.222781
26850 2.70919 0.941258 0.222785
26851 2.71608 0.941305 0.222789
26852 2.72299 0.941349 0.222793
26853 2.72991 0.94139 0.222798
26854 2.73686 0.941428 0.222802
26855 2.74382 0.941462 0.222806
26856 2.7508 0.941495 0.22281
26857 2.75781 0.941524 0.222814
26858 2.76483 0.94155 0.222819
26859 2.77187 0.941573 0.222823
26860 2.77892 0.941594 0.222827
26861 2.786 0.941611 0.222831
26862 2.79309 0.941626 0.222835
26863 2.80021 0.941638 0.222839
26864 2.80734 0.941648 0.222844
26865 2.81449 0.941654 0.222848
26866 2.82166 0.941658 0.222852
26867 2.82885 0.94166 0.222856
26868 2.83606 0.941658 0.22286
26869 2.84328 0.941654 0.222864
26870 2.85053 0.941648 0.222868
26871 2.85779 0.941639 0.222872
26872 2.86507 0.941627 0.222876
26873 2.87237 0.941613 0.22288
26874 2.87969 0.941597 0.222884
26875 2.88703 0.941578 0.222888
26876 2.89439 0.941556 0.222892
26877 2.90176 0.941532 0.222897
26878 2.90915 0.941506 0.222901
26879 2.91657 0.941478 0.222905
26880 2.924 0.941447 0.222909
26881 2.93144 0.941414 0.222912
26882 2.93891 0.941378 0.222916
26883 2.9464 0.941341 0.22292
26884 2.9539 0.941301 0.222924
26885 2.96143 0.941259 0.222928
26886 2.96897 0.941215 0.222932
26887 2.97653 0.941169 0.222936
26888 2.98411 0.941121 0.22294
26889 2.99171 0.941071 0.222944
26890 2.99932 0.941019 0.222948
26891 3.00696 0.940964 0.222952
26892 3.01461 0.940908 0.222956
26893 3.02228 0.94085 0.22296
26894 3.02997 0.94079 0.222963
26895 3.03768 0.940728 0.222967
26896 3.04541 0.940665 0.222971
26897 3.05315 0.9406 0.222975
26898 3.06092 0.940532 0.222979
26899 3.0687 0.940464 0.222982
26900 3.0765 0.940393 0.222986
26901 3.08432 0.940321 0.22299
26902 3.09216 0.940247 0.222994
26903 3.10001 0.940172 0.222998
26904 3.10789 0.940095 0.223001
26905 3.11578 0.940016 0.223005
26906 3.12369 0.939936 0.223009
26907 3.13162 0.939855 0.223012
26908 3.13957 0.939772 0.223016
26909 3.14754 0.939687 0.22302
26910 3.15552 0.939602 0.223023
26911 3.16353 0.939515 0.223027
26912 3.17155 0.939427 0.223031
26913 3.17959 0.939337 0.223034
26914 3.18765 0.939246 0.223038
26915 3.19573 0.939154 0.223042
26916 3.20382 0.939061 0.223045
26917 3.21194 0.938967 0.223049
26918 3.22007 0.938872 0.223052
26919 3.22822 0.938776 0.223056
26920 3.23639 0.938678 0.223059
26921 3.24458 0.93858 0.223063
26922 3.25278 0.938481 0.223067
26923 3.26101 0.93838 0.22307
26924 3.26925 0.938279 0.223074
26925 3.27751 0.938177 0.223077
26926 3.28579 0.938075 0.22308
26927 3.29408 0.937971 0.223084
26928 3.3024 0.937867 0.223087
26929 3.31073 0.937762 0.223091
26930 3.31909 0.937656 0.223094
26931 3.32746 0.93755 0.223098
26932 3.33584 0.937443 0.223101
26933 3.34425 0.937336 0.223104
26934 3.35268 0.937228 0.223108
26935 3.36112 0.93712 0.223111
26936 3.36958 0.937011 0.223114
26937 3.37806 0.936902 0.223118
26938 3.38656 0.936792 0.223121
26939 3.39508 0.936682 0.223124
26940 3.40361 0.936572 0.223128
26941 3.41216 0.936461 0.223131
26942 3.42073 0.936351 0.223134
26943 3.42932 0.93624 0.223137
26944 3.43793 0.936128 0.22314
26945 3.44656 0.936017 0.223144
26946 3.4552 0.935906 0.223147
26947 3.46386 0.935795 0.22315
26948 3.47254 0.935683 0.223153
26949 3.48124 0.935572 0.223156
26950 3.48996 0.935461 0.223159
26951 3.49869 0.93535 0.223163
26952 3.50744 0.935239 0.223166
26953 3.51621 0.935128 0.223169
26954 3.525 0.935017 0.223172
26955 3.53381 0.934907 0.223175
26956 3.54263 0.934797 0.223178
26957 3.55147 0.934687 0.223181
26958 3.56034 0.934578 0.223184
26959 3.56921 0.934469 0.223187
26960 3.57811 0.93436 0.22319
26961 3.58703 0.934252 0.223193
26962 3.59596 0.934145 0.223196
26963 3.60491 0.934038 0.223198
26964 3.61388 0.933931 0.223201
26965 3.62287 0.933826 0.223204
26966 3.63187 0.933721 0.223207
26967 3.64089 0.933616 0.22321
26968 3.64993 0.933513 0.223213
26969 3.65899 0.93341 0.223216
26970 3.66807 0.933308 0.223218
26971 3.67716 0.933207 0.223221
26972 3.68628 0.933106 0.223224
26973 3.69541 0.933007 0.223227
26974 3.70455 0.932909 0.223229
26975 3.71372 0.932811 0.223232
26976 3.7229 0.932715 0.223235
26977 3.73211 0.93262 0.223237
26978 3.74133 0.932526 0.22324
26979 3.75056 0.932433 0.223243
26980 3.75982 0.932341 0.223245
26981 3.76909 0.932251 0.223248
26982 3.77838 0.932162 0.22325
26983 3.78769 0.932074 0.223253
26984 3.79702 0.931988 0.223255
26985 3.80636 0.931903 0.223258
26986 3.81572 0.931819 0.22326
26987 3.8251 0.931737 0.223263
26988 3.8345 0.931656 0.223265
26989 3.84392 0.931577 0.223268
26990 3.85335 0.931499 0.22327
26991 3.8628 0.931424 0.223273
26992 3.87227 0.931349 0.223275
26993 3.88175 0.931277 0.223277
26994 3.89126 0.931206 0.22328
26995 3.90078 0.931137 0.223282
26996 3.91032 0.93107 0.223284
26997 3.91987 0.931004 0.223287
26998 3.92945 0.930941 0.223289
26999 3.93904 0.930879 0.223291
27000 3.94865 0.93082 0.223293
27001 3.95827 0.930762 0.223296
27002 3.96792 0.930707 0.223298
27003 3.97758 0.930653 0.2233
27004 3.98726 0.930602 0.223302
27005 3.99695 0.930553 0.223304
27006 4.00667 0.930506 0.223306
27007 4.0164 0.930461 0.223308
27008 4.02615 0.930418 0.22331
27009 4.03591 0.930378 0.223312
27010 4.0457 0.93034 0.223314
27011 4.0555 0.930305 0.223316
27012 4.06532 0.930271 0.223318
27013 4.07515 0.930241 0.22332
27014 4.08501 0.930212 0.223322
27015 4.09488 0.930187 0.223324
27016 4.10477 0.930163 0.223326
27017 4.11467 0.930143 0.223328
27018 4.12459 0.930125 0.22333
27019 4.13453 0.930109 0.223331
27020 4.14449 0.930097 0.223333
27021 4.15446 0.930087 0.223335
27022 4.16445 0.930079 0.223337
27023 4.17446 0.930075 0.223339
27024 4.18449 0.930073 0.22334
27025 4.19453 0.930074 0.223342
27026 4.20459 0.930078 0.223344
27027 4.21467 0.930085 0.223345
27028 4.22476 0.930095 0.223347
27029 4.23487 0.930108 0.223348
27030 4.245 0.930124 0.22335
27031 4.25515 0.930143 0.223351
27032 4.26531 0.930165 0.223353
27033 4.27549 0.93019 0.223354
27034 4.28568 0.930219 0.223356
27035 4.2959 0.93025 0.223357
27036 4.30613 0.930285 0.223359
27037 4.31637 0.930323 0.22336
27038 4.32664 0.930364 0.223362
27039 4.33692 0.930408 0.223363
27040 4.34721 0.930456 0.223364
27041 4.35753 0.930507 0.223366
27042 4.36786 0.930562 0.223367
27043 4.37821 0.93062 0.223368
27044 4.38857 0.930681 0.223369
27045 4.39895 0.930746 0.22337
27046 4.40935 0.930814 0.223372
27047 4.41977 0.930886 0.223373
27048 4.4302 0.930962 0.223374
27049 4.44064 0.931041 0.223375
27050 4.45111 0.931123 0.223376
27051 4.46159 0.93121 0.223377
27052 4.47209 0.9313 0.223378
27053 4.4826 0.931393 0.223379
27054 4.49313 0.931491 0.22338
27055 4.50368 0.931592 0.223381
27056 4.51424 0.931697 0.223382
27057 4.52482 0.931806 0.223383
27058 4.53542 0.931918 0.223384
27059 4.54603 0.932035 0.223385
27060 4.55666 0.932155 0.223385
27061 4.56731 0.932279 0.223386
27062 4.57797 0.932407 0.223387
27063 4.58865 0.932539 0.223388
27064 4.59934 0.932675 0.223388
27065 4.61005 0.932816 0.223389
27066 4.62078 0.93296 0.22339
27067 4.63152 0.933108 0.22339
27068 4.64228 0.93326 0.223391
27069 4.65306 0.933417 0.223392
27070 4.66385 0.933577 0.223392
27071 4.67465 0.933742 0.223393
27072 4.68548 0.93391 0.223393
27073 4.69632 0.934083 0.223394
27074 4.70717 0.934261 0.223394
27075 4.71804 0.934442 0.223394
27076 4.72893 0.934628 0.223395
27077 4.73983 0.934818 0.223395
27078 4.75075 0.935012 0.223395
27079 4.76169 0.935211 0.223396
27080 4.77264 0.935414 0.223396
27081 4.78361 0.935621 0.223396
27082 4.79459 0.935833 0.223396
27083 4.80559 0.936049 0.223397
27084 4.8166 0.936269 0.223397
27085 4.82763 0.936494 0.223397
27086 4.83867 0.936723 0.223397
27087 4.84973 0.936957 0.223397
27088 4.86081 0.937195 0.223397
27089 4.8719 0.937438 0.223397
27090 4.88301 0.937686 0.223397
27091 4.89413 0.937937 0.223397
27092 4.90527 0.938194 0.223397
27093 4.91642 0.938455 0.223397
27094 4.92759 0.93872 0.223397
27095 4.93877 0.93899 0.223397
27096 4.94997 0.939265 0.223396
27097 4.96119 0.939545 0.223396
27098 4.97242 0.939829 0.223396
27099 4.98366 0.940117 0.223396
27100 4.99492 0.940411 0.223395
27101 5.00619 0.940709 0.223395
27102 5.01748 0.941011 0.223394
27103 5.02879 0.941319 0.223394
27104 5.04011 0.941631 0.223394
27105 5.05144 0.941948 0.223393
27106 5.06279 0.942269 0.223393
27107 5.07416 0.942596 0.223392
27108 5.08554 0.942927 0.223391
27109 5.09693 0.943263 0.223391
27110 5.10834 0.943604 0.22339
27111 5.11977 0.943949 0.22339
27112 5.13121 0.944299 0.223389
27113 5.14266 0.944654 0.223388
27114 5.15413 0.945014 0.223387
27115 5.16561 0.945379 0.223387
27116 5.17711 0.945749 0.223386
27117 5.18862 0.946123 0.223385
27118 5.20014 0.946502 0.223384
27119 5.21168 0.946886 0.223383
27120 5.22324 0.947275 0.223382
27121 5.23481 0.947669 0.223381
27122 5.24639 0.948068 0.22338
27123 5.25799 0.948471 0.223379
27124 5.2696 0.94888 0.223378
27125 5.28123 0.949293 0.223377
27126 5.29287 0.949711 0.223376
27127 5.30452 0.950135 0.223374
27128 5.31619 0.950563 0.223373
27129 5.32787 0.950996 0.223372
27130 5.33957 0.951434 0.223371
27131 5.35128 0.951876 0.223369
27132 5.36301 0.952324 0.223368
27133 5.37474 0.952777 0.223367
27134 5.3865 0.953234 0.223365
27135 5.39826 0.953697 0.223364
27136 5.41004 0.954164 0.223362
27137 5.42183 0.954636 0.223361
27138 5.43364 0.955113 0.223359
27139 5.44546 0.955595 0.223357
27140 5.45729 0.956082 0.223356
27141 5.46914 0.956574 0.223354
27142 5.481 0.957071 0.223352
27143 5.49288 0.957573 0.223351
27144 5.50476 0.958079 0.223349
27145 5.51666 0.958591 0.223347
27146 5.52858 0.959107 0.223345
27147 5.54051 0.959629 0.223343
27148 5.55245 0.960155 0.223341
27149 5.5644 0.960686 0.223339
27150 5.57637 0.961222 0.223337
27151 5.58835 0.961763 0.223335
27152 5.60034 0.962309 0.223333
27153 5.61234 0.962859 0.223331
27154 5.62436 0.963415 0.223329
27155 5.63639 0.963975 0.223327
27156 5.64844 0.96454 0.223325
27157 5.6605 0.96511 0.223323
27158 5.67256 0.965685 0.22332
27159 5.68465 0.966265 0.223318
27160 5.69674 0.966849 0.223316
27161 5.70885 0.967439 0.223313
27162 5.72097 0.968033 0.223311
27163 5.7331 0.968632 0.223308
27164 5.74524 0.969236 0.223306
27165 5.7574 0.969844 0.223303
27166 5.76957 0.970457 0.223301
27167 5.78175 0.971075 0.223298
27168 5.79395 0.971698 0.223295
27169 5.80615 0.972325 0.223293
27170 5.81837 0.972957 0.22329
27171 5.8306 0.973594 0.223287
27172 5.84284 0.974236 0.223284
27173 5.85509 0.974882 0.223282
27174 5.86736 0.975533 0.223279
27175 5.87964 0.976189 0.223276
27176 5.89192 0.976849 0.223273
27177 5.90423 0.977514 0.22327
27178 5.91654 0.978183 0.223267
27179 5.92886 0.978857 0.223264
27180 5.9412 0.979535 0.223261
27181 5.95354 0.980219 0.223257
27182 5.9659 0.980906 0.223254
27183 5.97827 0.981598 0.223251
27184 5.99065 0.982295 0.223248
27185 6.00304 0.982996 0.223244
27186 6.01545 0.983702 0.223241
27187 6.02786 0.984412 0.223238
27188 6.04029 0.985127 0.223234
27189 6.05272 0.985846 0.223231
27190 6.06517 0.986569 0.223227
27191 6.07763 0.987297 0.223224
27192 6.0901 0.988029 0.22322
27193 6.10258 0.988765 0.223216
27194 6.11507 0.989506 0.223213
27195 6.12757 0.990251 0.223209
27196 6.14008 0.991001 0.223205
27197 6.15261 0.991754 0.223201
27198 6.16514 0.992512 0.223198
27199 6.17768 0.993274 0.223194
27200 6.19024 0.99404 0.22319
27201 6.2028 0.994811 0.223186
27202 6.21537 0.995585 0.223182
27203 6.22796 0.996364 0.223178
27204 6.24055 0.997147 0.223174
27205 6.25316 0.997934 0.22317
27206 6.26577 0.998724 0.223165
27207 6.2784 0.999519 0.223161
27208 6.29103 1.00032 0.223157
27209 6.30368 1.00112 0.223153
27210 6.31633 1.00193 0.223148
27211 6.32899 1.00274 0.223144
27212 6.34167 1.00355 0.223139
27213 6.35435 1.00437 0.223135
27214 6.36704 1.00519 0.22313
27215 6.37975 1.00602 0.223126
27216 6.39246 1.00685 0.223121
27217 6.40518 1.00768 0.223117
27218 6.41791 1.00852 0.223112
27219 6.43065 1.00936 0.223107
27220 6.44339 1.01021 0.223102
27221 6.45615 1.01106 0.223098
27222 6.46892 1.01191 0.223093
27223 6.48169 1.01276 0.223088
27224 6.49448 1.01362 0.223083
27225 6.50727 1.01448 0.223078
27226 6.52007 1.01535 0.223073
27227 6.53288 1.01622 0.223068
27228 6.5457 1.01709 0.223063
27229 6.55853 1.01797 0.223058
27230 6.57136 1.01885 0.223052
27231 6.58421 1.01973 0.223047
27232 6.59706 1.02062 0.223042
27233 6.60992 1.02151 0.223036
27234 6.62279 1.0224 0.223031
27235 6.63567 1.0233 0.223026
27236 6.64855 1.02419 0.22302
27237 6.66144 1.0251 0.223015
27238 6.67435 1.026 0.223009
27239 6.68725 1.02691 0.223003
27240 6.70017 1.02782 0.222998
27241 6.71309 1.02874 0.222992
27242 6.72603 1.02965 0.222986
27243 6.73897 1.03057 0.22298
27244 6.75191 1.0315 0.222975
27245 6.76487 1.03242 0.222969
27246 6.77783 1.03335 0.222963
27247 6.7908 1.03428 0.222957
27248 6.80377 1.03522 0.222951
27249 6.81676 1.03615 0.222945
27250 6.82975 1.03709 0.222939
27251 6.84275 1.03803 0.222932
27252 6.85575 1.03898 0.222926
27253 6.86876 1.03992 0.22292
27254 6.88178 1.04087 0.222914
27255 6.8948 1.04183 0.222907
27256 6.90784 1.04278 0.222901
27257 6.92087 1.04374 0.222894
27258 6.93392 1.0447 0.222888
27259 6.94697 1.04566 0.222881
27260 6.96003 1.04662 0.222875
27261 6.97309 1.04759 0.222868
27262 6.98616 1.04855 0.222861
27263 6.99924 1.04952 0.222855
27264 7.01232 1.05049 0.222848
27265 7.02541 1.05147 0.222841
27266 7.0385 1.05244 0.222834
27267 7.0516 1.05342 0.222827
27268 7.06471 1.0544 0.22282
27269 7.07782 1.05538 0.222813
27270 7.09093 1.05637 0.222806
27271 7.10406 1.05735 0.222799
27272 7.11718 1.05834 0.222792
27273 7.13032 1.05933 0.222785
27274 7.14346 1.06032 0.222777
27275 7.1566 1.06131 0.22277
27276 7.16975 1.0623 0.222763
27277 7.1829 1.0633 0.222755
27278 7.19606 1.06429 0.222748
27279 7.20923 1.06529 0.22274
27280 7.22239 1.06629 0.222733
27281 7.23557 1.06729 0.222725
27282 7.24875 1.06829 0.222717
27283 7.26193 1.06929 0.22271
27284 7.27512 1.0703 0.222702
27285 7.28831 1.0713 0.222694
27286 7.30151 1.07231 0.222686
27287 7.31471 1.07332 0.222678
27288 7.32791 1.07432 0.22267
27289 7.34112 1.07533 0.222662
27290 7.35433 1.07634 0.222654
27291 7.36755 1.07735 0.222646
27292 7.38077 1.07836 0.222638
27293 7.394 1.07938 0.22263
27294 7.40723 1.08039 0.222621
27295 7.42046 1.0814 0.222613
27296 7.43369 1.08242 0.222605
27297 7.44693 1.08343 0.222596
27298 7.46018 1.08445 0.222588
27299 7.47342 1.08546 0.222579
27300 7.48667 1.08648 0.222571
27301 7.49993 1.08749 0.222562
27302 7.51318 1.08851 0.222553
27303 7.52644 1.08953 0.222545
27304 7.5397 1.09054 0.222536
27305 7.55297 1.09156 0.222527
27306 7.56624 1.09258 0.222518
27307 7.57951 1.0936 0.222509
27308 7.59278 1.09461 0.2225
27309 7.60606 1.09563 0.222491
27310 7.61934 1.09665 0.222482
27311 7.63262 1.09766 0.222473
27312 7.6459 1.09868 0.222464
27313 7.65918 1.0997 0.222454
27314 7.67247 1.10071 0.222445
27315 7.68576 1.10173 0.222436
27316 7.69905 1.10274 0.222426
27317 7.71235 1.10376 0.222417
27318 7.72564 1.10477 0.222407
27319 7.73894 1.10579 0.222398
27320 7.75224 1.1068 0.222388
27321 7.76554 1.10781 0.222378
27322 7.77884 1.10882 0.222369
27323 7.79215 1.10983 0.222359
27324 7.80545 1.11084 0.222349
27325 7.81876 1.11185 0.222339
27326 7.83207 1.11286 0.222329
27327 7.84537 1.11387 0.222319
27328 7.85868 1.11487 0.222309
27329 7.87199 1.11588 0.222299
27330 7.88531 1.11688 0.222289
27331 7.89862 1.11788 0.222278
27332 7.91193 1.11888 0.222268
27333 7.92524 1.11988 0.222258
27334 7.93856 1.12088 0.222247
27335 7.95187 1.12188 0.222237
27336 7.96519 1.12287 0.222226
27337 7.9785 1.12387 0.222216
27338 7.99182 1.12486 0.222205
27339 8.00513 1.12585 0.222194
27340 8.01845 1.12684 0.222184
27341 8.03177 1.12782 0.222173
27342 8.04508 1.12881 0.222162
27343 8.0584 1.12979 0.222151
27344 8.07171 1.13077 0.22214
27345 8.08503 1.13175 0.222129
27346 8.09834 1.13273 0.222118
27347 8.11165 1.1337 0.222107
27348 8.12497 1.13468 0.222096
27349 8.13828 1.13565 0.222085
27350 8.15159 1.13662 0.222073
27351 8.1649 1.13758 0.222062
27352 8.17821 1.13855 0.222051
27353 8.19152 1.13951 0.222039
27354 8.20483 1.14047 0.222028
27355 8.21814 1.14142 0.222016
27356 8.23144 1.14238 0.222004
27357 8.24474 1.14333 0.221993
27358 8.25805 1.14428 0.221981
27359 8.27135 1.14522 0.221969
27360 8.28465 1.14616 0.221957
27361 8.29794 1.1471 0.221945
27362 8.31124 1.14804 0.221933
27363 8.32453 1.14898 0.221921
27364 8.33782 1.14991 0.221909
27365 8.35111 1.15083 0.221897
27366 8.3644 1.15176 0.221885
27367 8.37769 1.15268 0.221872
27368 8.39097 1.1536 0.22186
27369 8.40425 1.15451 0.221848
27370 8.41753 1.15543 0.221835
27371 8.43081 1.15633 0.221823
27372 8.44408 1.15724 0.22181
27373 8.45735 1.15814 0.221798
27374 8.47062 1.15904 0.221785
27375 8.48388 1.15993 0.221772
27376 8.49714 1.16082 0.221759
27377 8.5104 1.16171 0.221746
27378 8.52366 1.16259 0.221733
27379 8.53691 1.16347 0.22172
27380 8.55016 1.16434 0.221707
27381 8.5634 1.16522 0.221694
27382 8.57665 1.16608 0.221681
27383 8.58988 1.16695 0.221668
27384 8.60312 1.1678 0.221655
27385 8.61635 1.16866 0.221641
27386 8.62958 1.16951 0.221628
27387 8.6428 1.17036 0.221614
27388 8.65602 1.1712 0.221601
27389 8.66924 1.17203 0.221587
27390 8.68245 1.17287 0.221574
27391 8.69565 1.1737 0.22156
27392 8.70886 1.17452 0.221546
27393 8.72205 1.17534 0.221532
27394 8.73525 1.17615 0.221519
27395 8.74844 1.17696 0.221505
27396 8.76162 1.17777 0.221491
27397 8.7748 1.17857 0.221476
27398 8.78798 1.17936 0.221462
27399 8.80115 1.18016 0.221448
27400 8.81431 1.18094 0.221434
27401 8.82747 1.18172 0.22142
27402 8.84063 1.1825 0.221405
27403 8.85378 1.18327 0.221391
27404 8.86692 1.18403 0.221376
27405 8.88006 1.18479 0.221362
27406 8.89319 1.18555 0.221347
27407 8.90632 1.1863 0.221332
27408 8.91944 1.18704 0.221318
27409 8.93256 1.18778 0.221303
27410 8.94567 1.18851 0.221288
27411 8.95878 1.18924 0.221273
27412 8.97187 1.18996 0.221258
27413 8.98497 1.19068 0.221243
27414 8.99805 1.19139 0.221228
27415 9.01113 1.19209 0.221213
27416 9.02421 1.19279 0.221197
27417 9.03727 1.19349 0.221182
27418 9.05034 1.19417 0.221167
27419 9.06339 1.19485 0.221151
27420 9.07644 1.19553 0.221136
27421 9.08948 1.1962 0.22112
27422 9.10251 1.19686 0.221105
27423 9.11554 1.19752 0.221089
27424 9.12856 1.19817 0.221073
27425 9.14157 1.19882 0.221057
27426 9.15458 1.19945 0.221041
27427 9.16758 1.20009 0.221025
27428 9.18057 1.20071 0.221009
27429 9.19356 1.20133 0.220993
27430 9.20653 1.20195 0.220977
27431 9.2195 1.20255 0.220961
27432 9.23246 1.20315 0.220945
27433 9.24542 1.20375 0.220928
27434 9.25836 1.20433 0.220912
27435 9.2713 1.20491 0.220896
27436 9.28423 1.20549 0.220879
27437 9.29715 1.20605 0.220862
27438 9.31007 1.20661 0.220846
27439 9.32297 1.20716 0.220829
27440 9.33587 1.20771 0.220812
27441 9.34876 1.20825 0.220795
27442 9.36164 1.20878 0.220779
27443 9.37451 1.20931 0.220762
27444 9.38738 1.20982 0.220745
27445 9.40023 1.21033 0.220727
27446 9.41308 1.21084 0.22071
27447 9.42592 1.21133 0.220693
27448 9.43874 1.21182 0.220676
27449 9.45156 1.2123 0.220658
27450 9.46437 1.21278 0.220641
27451 9.47718 1.21324 0.220623
27452 9.48997 1.2137 0.220606
27453 9.50275 1.21416 0.220588
27454 9.51552 1.2146 0.22057
27455 9.52829 1.21504 0.220553
27456 9.54104 1.21547 0.220535
27457 9.55379 1.21589 0.220517
27458 9.56652 1.2163 0.220499
27459 9.57925 1.21671 0.220481
27460 9.59196 1.21711 0.220463
27461 9.60467 1.2175 0.220445
27462 9.61736 1.21788 0.220426
27463 9.63005 1.21825 0.220408
27464 9.64272 1.21862 0.22039
27465 9.65539 1.21898 0.220371
27466 9.66804 1.21933 0.220353
27467 9.68069 1.21967 0.220334
27468 9.69332 1.22001 0.220316
27469 9.70594 1.22034 0.220297
27470 9.71855 1.22065 0.220278
27471 9.73116 1.22096 0.220259
27472 9.74375 1.22127 0.22024
27473 9.75633 1.22156 0.220222
27474 9.7689 1.22185 0.220202
27475 9.78145 1.22212 0.220183
27476 9.794 1.22239 0.220164
27477 9.80654 1.22265 0.220145
27478 9.81906 1.2229 0.220126
27479 9.83157 1.22315 0.220106
27480 9.84408 1.22338 0.220087
27481 9.85657 1.22361 0.220067
27482 9.86905 1.22383 0.220048
27483 9.88151 1.22404 0.220028
27484 9.89397 1.22424 0.220008
27485 9.90641 1.22443 0.219989
27486 9.91884 1.22461 0.219969
27487 9.93126 1.22479 0.219949
27488 9.94367 1.22495 0.219929
27489 9.95607 1.22511 0.219909
27490 9.96845 1.22526 0.219889
27491 9.98082 1.2254 0.219868
27492 9.99318 1.22553 0.219848
27493 10.0055 1.22565 0.219828
27494 10.0179 1.22577 0.219807
27495 10.0302 1.22587 0.219787
27496 10.0425 1.22596 0.219766
27497 10.0548 1.22605 0.219746
27498 10.0671 1.22613 0.219725
27499 10.0793 1.22619 0.219704
27500 10.0916 1.22625 0.219684
27501 10.1039 1.2263 0.219663
27502 10.1161 1.22634 0.219642
27503 10.1283 1.22637 0.219621
27504 10.1405 1.2264 0.2196
27505 10.1527 1.22641 0.219578
27506 10.1649 1.22641 0.219557
27507 10.1771 1.22641 0.219536
27508 10.1892 1.22639 0.219514
27509 10.2013 1.22637 0.219493
27510 10.2135 1.22633 0.219471
27511 10.2256 1.22629 0.21945
27512 10.2377 1.22624 0.219428
27513 10.2498 1.22618 0.219406
27514 10.2618 1.2261 0.219385
27515 10.2739 1.22602 0.219363
27516 10.2859 1.22593 0.219341
27517 10.298 1.22583 0.219319
27518 10.31 1.22572 0.219297
27519 10.322 1.22561 0.219275
27520 10.334 1.22548 0.219252
27521 10.3459 1.22534 0.21923
27522 10.3579 1.22519 0.219208
27523 10.3699 1.22503 0.219185
27524 10.3818 1.22487 0.219163
27525 10.3937 1.22469 0.21914
27526 10.4056 1.22451 0.219117
27527 10.4175 1.22431 0.219095
27528 10.4294 1.2241 0.219072
27529 10.4412 1.22389 0.219049
27530 10.4531 1.22366 0.219026
27531 10.4649 1.22343 0.219003
27532 10.4767 1.22318 0.21898
27533 10.4885 1.22293 0.218957
27534 10.5003 1.22267 0.218934
27535 10.512 1.22239 0.21891
27536 10.5238 1.22211 0.218887
27537 10.5355 1.22182 0.218863
27538 10.5472 1.22151 0.21884
27539 10.5589 1.2212 0.218816
27540 10.5706 1.22088 0.218793
27541 10.5823 1.22054 0.218769
27542 10.594 1.2202 0.218745
27543 10.6056 1.21985 0.218721
27544 10.6172 1.21949 0.218697
27545 10.6288 1.21911 0.218673
27546 10.6404 1.21873 0.218649
27547 10.652 1.21834 0.218625
27548 10.6636 1.21794 0.218601
27549 10.6751 1.21752 0.218576
27550 10.6867 1.2171 0.218552
27551 10.6982 1.21667 0.218528
27552 10.7097 1.21623 0.218503
27553 10.7212 1.21578 0.218478
27554 10.7326 1.21531 0.218454
27555 10.7441 1.21484 0.218429
27556 10.7555 1.21436 0.218404
27557 10.7669 1.21387 0.218379
27558 10.7783 1.21337 0.218354
27559 10.7897 1.21286 0.218329
27560 10.8011 1.21233 0.218304
27561 10.8124 1.2118 0.218279
27562 10.8238 1.21126 0.218254
27563 10.8351 1.21071 0.218228
27564 10.8464 1.21015 0.218203
27565 10.8577 1.20957 0.218177
27566 10.8689 1.20899 0.218152
27567 10.8802 1.2084 0.218126
27568 10.8914 1.2078 0.2181
27569 10.9026 1.20719 0.218075
27570 10.9138 1.20656 0.218049
27571 10.925 1.20593 0.218023
27572 10.9362 1.20529 0.217997
27573 10.9473 1.20464 0.217971
27574 10.9584 1.20398 0.217944
27575 10.9696 1.2033 0.217918
27576 10.9806 1.20262 0.217892
27577 10.9917 1.20193 0.217866
27578 11.0028 1.20123 0.217839
27579 11.0138 1.20052 0.217813
27580 11.0248 1.1998 0.217786
27581 11.0358 1.19906 0.217759
27582 11.0468 1.19832 0.217732
27583 11.0578 1.19757 0.217706
27584 11.0688 1.19681 0.217679
27585 11.0797 1.19604 0.217652
27586 11.0906 1.19526 0.217625
27587 11.1015 1.19446 0.217598
27588 11.1124 1.19366 0.21757
27589 11.1232 1.19285 0.217543
27590 11.1341 1.19203 0.217516
27591 11.1449 1.1912 0.217488
27592 11.1557 1.19036 0.217461
27593 11.1665 1.18951 0.217433
27594 11.1773 1.18865 0.217405
27595 11.188 1.18778 0.217378
27596 11.1988 1.1869 0.21735
27597 11.2095 1.18601 0.217322
27598 11.2202 1.18511 0.217294
27599 11.2308 1.1842 0.217266
27600 11.2415 1.18328 0.217238
27601 11.2521 1.18235 0.21721
27602 11.2628 1.18141 0.217181
27603 11.2734 1.18046 0.217153
27604 11.2839 1.1795 0.217125
27605 11.2945 1.17853 0.217096
27606 11.3051 1.17756 0.217067
27607 11.3156 1.17657 0.217039
27608 11.3261 1.17557 0.21701
27609 11.3366 1.17457 0.216981
27610 11.347 1.17355 0.216952
27611 11.3575 1.17252 0.216923
27612 11.3679 1.17149 0.216894
27613 11.3783 1.17044 0.216865
27614 11.3887 1.16939 0.216836
27615 11.3991 1.16832 0.216807
27616 11.4095 1.16725 0.216777
27617 11.4198 1.16617 0.216748
27618 11.4301 1.16508 0.216719
27619 11.4404 1.16397 0.216689
27620 11.4507 1.16286 0.216659
27621 11.4609 1.16174 0.21663
27622 11.4712 1.16061 0.2166
