t PE VE R R2
1 0.0423212 0.489046 -0.101998 0.433661
2 0.03439 0.482535 -0.118502 0.43191
3 0.0302895 0.47563 -0.133758 0.429911
4 0.029789 0.468446 -0.14701 0.427542
5 0.0326029 0.461118 -0.157479 0.424546
6 0.0384125 0.453632 -0.164392 0.42056
7 0.0469063 0.445797 -0.16701 0.415166
8 0.057835 0.437366 -0.164661 0.407948
9 0.0710766 0.4281 -0.156771 0.398563
10 0.0866976 0.4176 -0.142895 0.386808
11 0.104992 0.405531 -0.122746 0.372697
12 0.126481 0.391679 -0.0962266 0.356532
13 0.151855 0.376067 -0.0634639 0.338962
14 0.181853 0.359049 -0.0248547 0.321016
15 0.217102 0.341366 0.0188893 0.304067
16 0.257926 0.324123 0.0667001 0.2897
17 0.304168 0.308621 0.117136 0.279462
18 0.35508 0.296083 0.168404 0.274522
19 0.409293 0.287654 0.218447 0.275323
20 0.464915 0.283574 0.265086 0.281346
21 0.519711 0.283333 0.306203 0.291095
22 0.57136 0.285318 0.339925 0.302337
23 0.617709 0.288335 0.364776 0.312536
24 0.656971 0.291345 0.379748 0.319339
25 0.687864 0.292323 0.384316 0.32099
26 0.709646 0.290574 0.378388 0.316596
27 0.722091 0.28582 0.362232 0.306229
28 0.725423 0.278247 0.336407 0.290906
29 0.720221 0.268946 0.301712 0.272469
30 0.707334 0.259917 0.259163 0.253406
31 0.687803 0.252882 0.209987 0.236573
32 0.662792 0.250178 0.155625 0.224855
33 0.633535 0.253967 0.0977101 0.220743
34 0.601284 0.265552 0.0380264 0.225928
35 0.567257 0.285477 -0.0215812 0.240981
36 0.532576 0.313386 -0.0793155 0.265231
37 0.4982 0.347876 -0.133545 0.296891
38 0.464871 0.386703 -0.1829 0.333386
39 0.433092 0.427218 -0.226336 0.371787
40 0.403142 0.466497 -0.263147 0.409237
41 0.375136 0.502103 -0.29295 0.44327
42 0.349101 0.531988 -0.315645 0.471995
43 0.325062 0.554589 -0.331362 0.494161
44 0.303096 0.569471 -0.34041 0.509122
45 0.283374 0.576324 -0.343237 0.516756
46 0.266168 0.575493 -0.340385 0.517363
47 0.251832 0.56766 -0.332469 0.511558
48 0.240779 0.553744 -0.320152 0.500171
49 0.233433 0.534813 -0.304132 0.484159
50 0.230193 0.512006 -0.285132 0.464534
51 0.231388 0.486457 -0.263888 0.442294
52 0.237246 0.459237 -0.241148 0.418374
53 0.247856 0.431301 -0.217656 0.393604
54 0.263153 0.403495 -0.194152 0.368686
55 0.282899 0.376528 -0.17136 0.344182
56 0.306681 0.350817 -0.149976 0.320514
57 0.333926 0.326692 -0.130656 0.297984
58 0.36393 0.304356 -0.114001 0.276793
59 0.395902 0.283914 -0.10053 0.257064
60 0.429024 0.2654 -0.0906556 0.238878
61 0.462516 0.248808 -0.0846493 0.222291
62 0.495693 0.234116 -0.0826115 0.207358
63 0.528009 0.221303 -0.0844453 0.194145
64 0.55907 0.210354 -0.0898462 0.182726
65 0.588625 0.201255 -0.0983095 0.173167
66 0.616536 0.193972 -0.109157 0.1655
67 0.642731 0.188445 -0.121581 0.159689
68 0.667165 0.184524 -0.134691 0.155604
69 0.689784 0.182008 -0.147567 0.153009
70 0.710495 0.180639 -0.159309 0.151571
71 0.729162 0.180143 -0.169069 0.150887
72 0.745602 0.180133 -0.176086 0.150525
73 0.759599 0.180328 -0.179705 0.150078
74 0.770918 0.180409 -0.179393 0.149214
75 0.779326 0.180335 -0.174751 0.147724
76 0.784614 0.180052 -0.165526 0.145557
77 0.786606 0.179654 -0.15162 0.142847
78 0.785177 0.179261 -0.133098 0.139916
79 0.780256 0.179088 -0.110202 0.137253
80 0.771831 0.179462 -0.0833506 0.135468
81 0.75996 0.180715 -0.0531369 0.13523
82 0.74477 0.183149 -0.0203159 0.137168
83 0.726469 0.186993 0.0142238 0.141781
84 0.70535 0.192386 0.0495029 0.149348
85 0.681792 0.199347 0.0845084 0.159871
86 0.656248 0.207739 0.118258 0.173063
87 0.629231 0.217356 0.149862 0.188383
88 0.601284 0.227908 0.178584 0.20512
89 0.572958 0.23903 0.20387 0.222483
90 0.544783 0.250345 0.225372 0.239705
91 0.517252 0.261519 0.242931 0.256114
92 0.490817 0.272295 0.256557 0.271174
93 0.465881 0.282371 0.266383 0.284494
94 0.442808 0.291551 0.272618 0.295813
95 0.421915 0.299654 0.275499 0.304976
96 0.403478 0.306421 0.275262 0.311908
97 0.387721 0.311761 0.272105 0.316596
98 0.374809 0.315604 0.266182 0.319085
99 0.364839 0.317772 0.257601 0.319476
100 0.357831 0.318279 0.246427 0.317948
