t PE VE R R2
1 0.192848 0.706791 -0.107704 0.619215
2 0.187282 0.697391 -0.119091 0.615382
3 0.182968 0.686351 -0.128655 0.610155
4 0.179796 0.673775 -0.135946 0.603386
5 0.177644 0.659691 -0.140547 0.594914
6 0.1764 0.644105 -0.142076 0.584595
7 0.175972 0.627078 -0.140205 0.572333
8 0.176302 0.60866 -0.134671 0.558107
9 0.177383 0.588899 -0.125287 0.541999
10 0.179267 0.567935 -0.111953 0.524206
11 0.18207 0.545991 -0.0946644 0.505048
12 0.185975 0.523293 -0.0735199 0.48496
13 0.191218 0.500133 -0.0487231 0.464474
14 0.198079 0.476844 -0.0205877 0.444185
15 0.206856 0.453797 0.0104631 0.424717
16 0.217833 0.431384 0.0438967 0.406674
17 0.231243 0.410006 0.0790739 0.390595
18 0.247231 0.390047 0.115252 0.376902
19 0.265812 0.371846 0.151591 0.365859
20 0.286836 0.355659 0.187164 0.357524
21 0.30997 0.341677 0.220972 0.351729
22 0.334688 0.329972 0.251968 0.34806
23 0.360296 0.320343 0.279086 0.345875
24 0.385972 0.312819 0.301289 0.344352
25 0.410838 0.306973 0.317614 0.342577
26 0.43405 0.302114 0.327227 0.339659
27 0.454886 0.29773 0.329479 0.33487
28 0.472838 0.293596 0.323947 0.327773
29 0.487665 0.289978 0.310471 0.318324
30 0.499421 0.286728 0.289163 0.306914
31 0.508439 0.283738 0.260403 0.294354
32 0.515274 0.281317 0.224825 0.281783
33 0.520629 0.279813 0.183279 0.270544
34 0.525252 0.279569 0.136792 0.262017
35 0.529848 0.280936 0.0865324 0.257456
36 0.534986 0.284289 0.0337628 0.257842
37 0.541035 0.289969 -0.0201939 0.263763
38 0.548126 0.298191 -0.0739908 0.275342
39 0.556131 0.30898 -0.126289 0.292214
40 0.564687 0.322169 -0.175787 0.313544
41 0.573227 0.337498 -0.221254 0.338105
42 0.58105 0.354505 -0.261558 0.364389
43 0.587392 0.372452 -0.295693 0.390757
44 0.591518 0.390768 -0.322812 0.415602
45 0.592802 0.40895 -0.342254 0.437517
46 0.590806 0.426576 -0.353561 0.455442
47 0.585329 0.443339 -0.356506 0.468776
48 0.576442 0.459073 -0.351097 0.477438
49 0.564482 0.473749 -0.337587 0.481867
50 0.550022 0.487454 -0.316463 0.482951
51 0.533811 0.500345 -0.288437 0.481909
52 0.51669 0.513175 -0.254413 0.480127
53 0.499509 0.526573 -0.215457 0.47897
54 0.48304 0.54079 -0.172755 0.479614
55 0.4679 0.555779 -0.127564 0.482896
56 0.454508 0.571386 -0.0811675 0.489219
57 0.44306 0.587216 -0.0348325 0.498518
58 0.433532 0.602659 0.0102323 0.510281
59 0.425713 0.616944 0.052908 0.523614
60 0.419255 0.629214 0.0921912 0.537359
61 0.413726 0.638609 0.127212 0.550207
62 0.408679 0.64431 0.157247 0.560841
63 0.403707 0.645638 0.181724 0.56805
64 0.398496 0.642098 0.200225 0.570836
65 0.392863 0.633494 0.212489 0.568488
66 0.386777 0.619626 0.218402 0.560632
67 0.380371 0.600663 0.217999 0.547251
68 0.37393 0.576995 0.211457 0.528673
69 0.36787 0.549501 0.199089 0.505537
70 0.362705 0.51893 0.181332 0.478736
71 0.359004 0.486221 0.158748 0.449347
72 0.357337 0.45238 0.132004 0.41855
73 0.358225 0.418427 0.101862 0.38754
74 0.362083 0.385353 0.0691629 0.357454
75 0.36918 0.354082 0.0348008 0.329302
76 0.379598 0.32544 -0.000303021 0.303914
77 0.393217 0.30013 -0.0352312 0.281915
78 0.409717 0.278704 -0.0691038 0.263709
79 0.428599 0.261574 -0.10111 0.24948
80 0.449234 0.249019 -0.130531 0.239201
81 0.470915 0.241043 -0.156759 0.232632
82 0.492921 0.237328 -0.17929 0.229333
83 0.514575 0.237239 -0.197713 0.228671
84 0.535283 0.239912 -0.211689 0.229842
85 0.554564 0.244278 -0.220926 0.231929
86 0.57206 0.249134 -0.22516 0.233982
87 0.587539 0.253169 -0.224153 0.235114
88 0.600902 0.255633 -0.217704 0.234618
89 0.612179 0.256019 -0.20567 0.232059
90 0.621537 0.254135 -0.187994 0.227346
91 0.62927 0.250148 -0.164739 0.22076
92 0.635792 0.244362 -0.13611 0.212939
93 0.641609 0.237441 -0.102472 0.20482
94 0.647274 0.23012 -0.0643585 0.197534
95 0.65334 0.223272 -0.0224649 0.192286
96 0.660297 0.217782 0.0223629 0.190207
97 0.668513 0.214417 0.0691516 0.192221
98 0.678191 0.213768 0.11683 0.198927
99 0.689325 0.216177 0.164261 0.210515
100 0.701699 0.221654 0.210282 0.22673
