n t PE VE R R2 BS
0 0 0.11395 0.187464 0.0109163 0.0788208 0.0711862
10 1918 1.13482 1.86187 0.0998643 0.785695 0.709682
20 1912 1.11641 1.79798 0.0829642 0.766717 0.697708
30 1914 1.08639 1.71546 0.0624006 0.740552 0.678124
40 1938 1.043 1.63269 0.0396028 0.714603 0.657775
50 1910 1.00682 1.57198 0.00547113 0.696359 0.641326
60 1931 0.985844 1.5317 -0.023739 0.685546 0.626732
70 1909 0.976935 1.52535 -0.0392987 0.687655 0.619959
80 1908 0.977226 1.50111 -0.0517984 0.67962 0.612988
90 1919 0.968607 1.42075 -0.0667948 0.648785 0.595478
100 1911 0.967432 1.31787 -0.0853815 0.609742 0.575773
110 1917 0.96986 1.22317 -0.0950607 0.574955 0.557318
120 1909 0.983609 1.15244 -0.0967422 0.547201 0.540392
130 1909 1.01709 1.09148 -0.103596 0.522244 0.521518
140 1922 1.04925 1.04143 -0.121964 0.504238 0.510319
150 1910 1.08056 1.00328 -0.138912 0.494249 0.51307
160 1916 1.08621 0.958866 -0.153078 0.481366 0.517923
170 1909 1.08387 0.926501 -0.170659 0.471079 0.523102
180 1909 1.08894 0.916253 -0.186391 0.466823 0.525662
190 1958 1.07384 0.914054 -0.193724 0.459193 0.525836
200 1918 1.05831 0.923665 -0.191891 0.452558 0.522811
210 1925 1.03648 0.93189 -0.177992 0.442801 0.51976
220 1913 1.00912 0.947592 -0.157318 0.436908 0.523251
230 1910 0.978818 0.980619 -0.124729 0.439831 0.528664
240 1940 0.955687 1.01712 -0.0961665 0.448686 0.531892
250 1913 0.949671 1.04667 -0.0795858 0.459271 0.53648
260 1941 0.961038 1.0612 -0.0701104 0.465973 0.537876
270 1911 0.976426 1.04249 -0.0508462 0.458699 0.531241
280 1913 0.995302 1.0006 -0.0275665 0.442613 0.520536
290 1914 1.0037 0.961173 0.0160773 0.427718 0.510916
300 1922 1.01529 0.956565 0.0617928 0.428158 0.517202
310 1932 1.02997 0.978947 0.0891258 0.439449 0.532489
320 1914 1.02443 1.02904 0.0931344 0.459583 0.552479
330 1914 1.02127 1.09858 0.0968083 0.486604 0.571194
340 1930 1.02855 1.17348 0.102379 0.515272 0.584742
350 1924 1.03097 1.22442 0.10067 0.534437 0.590921
360 1935 1.04322 1.26648 0.104661 0.550956 0.594117
370 1914 1.05127 1.33008 0.116218 0.576325 0.605485
380 1910 1.06637 1.39784 0.126903 0.601966 0.617328
390 1945 1.08129 1.46422 0.123663 0.626904 0.626483
400 1929 1.08818 1.50906 0.112801 0.643959 0.632742
410 1917 1.11424 1.5489 0.101138 0.657784 0.639968
420 1917 1.13213 1.58384 0.0804154 0.668961 0.647731
430 1911 1.13216 1.5632 0.0557396 0.66024 0.646302
440 1917 1.10834 1.49176 0.0259722 0.632402 0.635453
450 1942 1.08721 1.4066 -0.00207623 0.599764 0.621732
460 1932 1.084 1.28127 -0.0373838 0.553077 0.597937
470 1911 1.07282 1.14969 -0.0755456 0.504516 0.566491
480 1908 1.06077 1.03056 -0.114198 0.461044 0.533097
490 1914 1.06475 0.930638 -0.149052 0.424757 0.499208
500 1920 1.07617 0.847356 -0.185386 0.396135 0.464868
510 1918 1.10394 0.789357 -0.224431 0.380724 0.43593
520 1909 1.1338 0.745032 -0.26152 0.373932 0.414737
530 1910 1.15387 0.710665 -0.295817 0.373412 0.40088
540 1914 1.18647 0.690299 -0.334333 0.381922 0.390895
550 1917 1.22544 0.68234 -0.373669 0.396089 0.381353
560 1916 1.28638 0.689102 -0.412154 0.415922 0.374375
570 1910 1.35401 0.701415 -0.45266 0.437319 0.371343
580 1920 1.41439 0.71524 -0.487015 0.456412 0.369962
590 1908 1.47769 0.731481 -0.517306 0.475022 0.366755
600 1919 1.52487 0.755794 -0.542827 0.495627 0.363728
610 1917 1.56392 0.781636 -0.559212 0.513717 0.359568
620 1910 1.59982 0.798245 -0.567655 0.525366 0.353278
630 1910 1.6349 0.83054 -0.576062 0.545787 0.354475
640 1910 1.67722 0.861946 -0.585718 0.5692 0.358856
650 1933 1.71021 0.880536 -0.583939 0.58082 0.364655
660 1911 1.72197 0.898095 -0.578453 0.589081 0.37265
670 1930 1.70771 0.918245 -0.56153 0.591682 0.387982
680 1909 1.68569 0.92709 -0.539811 0.587057 0.403188
690 1909 1.65771 0.929271 -0.519956 0.580551 0.412548
700 1929 1.63503 0.93087 -0.50821 0.577005 0.421763
710 1912 1.60503 0.930544 -0.494791 0.570278 0.429918
720 1918 1.56265 0.92682 -0.474439 0.558207 0.437561
730 1911 1.51816 0.932028 -0.454859 0.552263 0.446022
740 1922 1.4754 0.946312 -0.436913 0.554091 0.454937
750 1929 1.46266 0.965222 -0.424718 0.565188 0.461555
760 1912 1.47325 0.981723 -0.416218 0.58166 0.467458
770 1944 1.50486 0.996887 -0.405109 0.599236 0.471693
780 1911 1.54345 1.00631 -0.389919 0.612637 0.475207
790 1910 1.55392 1.02139 -0.375217 0.627769 0.481742
800 1921 1.55664 1.04267 -0.379811 0.651629 0.487108
810 1908 1.54652 1.06931 -0.386098 0.675348 0.494142
820 1920 1.51483 1.08015 -0.382118 0.685522 0.497398
830 1907 1.47048 1.08366 -0.377637 0.686673 0.500004
840 1909 1.42311 1.10174 -0.372281 0.693469 0.504678
850 1932 1.38275 1.11576 -0.364344 0.702427 0.503803
860 1908 1.33497 1.11676 -0.351466 0.699457 0.49977
870 1929 1.28039 1.11817 -0.330999 0.685797 0.501412
880 1911 1.24961 1.13339 -0.295174 0.671576 0.509426
890 1907 1.21907 1.14181 -0.259829 0.649206 0.524205
900 1910 1.18144 1.14477 -0.226289 0.622659 0.547945
910 1922 1.15295 1.15031 -0.199442 0.599777 0.569897
920 1918 1.13582 1.15469 -0.174166 0.579186 0.585945
930 1910 1.13954 1.15874 -0.146406 0.561177 0.593741
940 1912 1.14545 1.15451 -0.106426 0.540923 0.59454
950 1911 1.14804 1.13986 -0.0617158 0.518951 0.587311
960 1921 1.13386 1.12322 -0.0230315 0.501099 0.578631
970 1928 1.11419 1.10602 0.0104045 0.488469 0.568406
980 1910 1.08686 1.08945 0.0383982 0.479078 0.557583
990 1911 1.05499 1.06131 0.0515085 0.467087 0.5459
1000 1909 0.997715 1.03031 0.0528289 0.456272 0.53499
1010 1923 0.922188 1.01057 0.0538658 0.453188 0.525212
1020 1919 0.856248 1.00426 0.0583019 0.456125 0.517894
1030 1912 0.794359 0.997533 0.064955 0.460343 0.512157
1040 1911 0.739104 0.955459 0.0683306 0.449118 0.502847
1050 1909 0.684638 0.894976 0.0715913 0.42732 0.492785
1060 1967 0.637086 0.831846 0.0609878 0.401373 0.486041
1070 1946 0.616539 0.777813 0.0357708 0.377607 0.478748
1080 1909 0.60807 0.72465 0.00575285 0.353875 0.468745
1090 1928 0.613684 0.695479 -0.0262643 0.343448 0.464747
1100 1909 0.59983 0.695574 -0.0619572 0.346807 0.473891
1110 1932 0.580193 0.710368 -0.0938189 0.356653 0.486533
1120 1938 0.578877 0.73531 -0.135026 0.370935 0.496382
1130 1909 0.595646 0.773744 -0.181653 0.39211 0.50466
1140 1909 0.625346 0.816295 -0.22265 0.415876 0.511035
1150 1918 0.653598 0.849789 -0.249043 0.434662 0.51241
1160 1923 0.664639 0.861037 -0.261171 0.441197 0.507678
1170 1949 0.681409 0.852665 -0.264966 0.438831 0.500749
1180 1919 0.691892 0.844167 -0.266509 0.437571 0.495302
1190 1908 0.69272 0.819586 -0.256481 0.425794 0.488904
1200 1919 0.685636 0.79595 -0.240526 0.413487 0.483269
1210 1926 0.691708 0.777312 -0.228518 0.405963 0.47733
1220 1944 0.69748 0.756882 -0.20577 0.396747 0.468364
1230 1929 0.704079 0.744042 -0.180855 0.390958 0.462551
1240 1913 0.709213 0.738311 -0.163133 0.388846 0.460994
1250 1918 0.7248 0.738176 -0.153622 0.390641 0.460176
1260 1938 0.743583 0.721352 -0.151595 0.380776 0.453043
1270 1929 0.763025 0.694979 -0.159788 0.36734 0.445331
1280 1923 0.787014 0.665851 -0.167849 0.350107 0.436371
1290 1911 0.80484 0.635082 -0.168349 0.330635 0.4296
1300 1928 0.824482 0.608477 -0.163064 0.313395 0.425975
1310 1923 0.825977 0.582855 -0.15177 0.295312 0.421606
1320 1910 0.819588 0.54832 -0.139744 0.272486 0.409628
1330 1932 0.820341 0.514819 -0.126477 0.250342 0.39457
1340 1934 0.811818 0.493484 -0.111353 0.235065 0.384398
1350 1926 0.793677 0.485982 -0.0970618 0.227647 0.378371
1360 1928 0.777145 0.492228 -0.0894928 0.22873 0.373566
1370 1919 0.782419 0.496261 -0.0952009 0.231139 0.368998
1380 1921 0.794064 0.504383 -0.103804 0.237139 0.366744
1390 1912 0.796221 0.507209 -0.101453 0.241177 0.365191
1400 1936 0.796221 0.506258 -0.0922283 0.242175 0.361607
1410 1934 0.803426 0.498697 -0.0796348 0.240493 0.359296
1420 1910 0.81369 0.496686 -0.0783229 0.242259 0.363799
1430 1919 0.826775 0.499561 -0.0801234 0.248162 0.368844
1440 1908 0.845011 0.519038 -0.0871186 0.263876 0.373326
1450 1930 0.869742 0.550896 -0.0954569 0.28668 0.376826
1460 1960 0.891722 0.590539 -0.102325 0.31143 0.381744
1470 1919 0.913046 0.638952 -0.120898 0.341939 0.388966
1480 1934 0.937906 0.687323 -0.142033 0.371699 0.396812
1490 1907 0.948963 0.723217 -0.15255 0.393394 0.404196
