n t PE VE R R2 BS
0 0 0.156571 0.0641384 0.0242059 0.0323052 0.0416842
10 1845 1.58423 0.61705 0.248811 0.312051 0.401935
20 1842 1.61452 0.582936 0.258074 0.29553 0.379036
30 2456 1.62353 0.570071 0.257584 0.286133 0.370069
40 1833 1.62178 0.592224 0.259782 0.295305 0.368273
50 1845 1.59174 0.643241 0.270328 0.321151 0.378479
60 2465 1.54744 0.71496 0.271493 0.354969 0.410153
70 1846 1.44573 0.819089 0.275428 0.403898 0.453065
80 1822 1.30169 0.936922 0.294845 0.462491 0.489884
90 1815 1.16021 1.04553 0.335504 0.523154 0.51525
100 2120 1.0214 1.14665 0.373511 0.577605 0.537381
110 2175 0.922083 1.26109 0.415227 0.641419 0.560963
120 1822 0.821544 1.35717 0.4441 0.695252 0.583614
130 2400 0.695956 1.42599 0.465575 0.735137 0.598384
140 1882 0.583734 1.42313 0.475333 0.739223 0.597583
150 1827 0.504676 1.41649 0.473959 0.736672 0.598132
160 1825 0.443485 1.42214 0.463237 0.733075 0.600988
170 1998 0.346559 1.44336 0.446859 0.732884 0.607087
180 2262 0.218435 1.42411 0.41287 0.709137 0.604728
190 1817 0.0670508 1.38352 0.372253 0.675833 0.597574
200 1870 -0.0952208 1.36338 0.33846 0.656608 0.593591
210 2446 -0.24798 1.32957 0.310738 0.633935 0.583549
220 1816 -0.367376 1.29653 0.287767 0.611786 0.572794
230 1815 -0.470299 1.2431 0.26999 0.579572 0.552736
240 2122 -0.512971 1.16531 0.259307 0.542459 0.522458
250 2151 -0.539189 1.06735 0.252842 0.500521 0.487827
260 1836 -0.532363 0.976941 0.24073 0.459018 0.460026
270 2426 -0.502646 0.896514 0.224876 0.418561 0.437377
280 1816 -0.466824 0.815061 0.203431 0.374125 0.414473
290 1816 -0.449718 0.741028 0.177903 0.331914 0.393324
300 1819 -0.432583 0.67788 0.152174 0.297456 0.380088
310 2201 -0.403771 0.623573 0.131079 0.270949 0.378421
320 2064 -0.347667 0.57338 0.111889 0.248474 0.382182
330 1820 -0.27152 0.545893 0.0741709 0.235048 0.390364
340 1816 -0.186626 0.542457 0.0230464 0.233352 0.396551
350 2447 -0.0480482 0.550517 -0.0264369 0.238435 0.398799
360 1819 0.119754 0.57004 -0.0684339 0.249841 0.402143
370 2446 0.310713 0.601686 -0.11638 0.269248 0.409499
380 1817 0.511502 0.687982 -0.158987 0.31409 0.426434
390 1828 0.710151 0.829139 -0.19142 0.381402 0.458831
400 1824 0.92399 0.973893 -0.222376 0.450613 0.494837
410 2451 1.09186 1.10892 -0.250275 0.516275 0.527329
420 1820 1.27056 1.27953 -0.277176 0.594604 0.564175
430 1816 1.42813 1.50326 -0.297784 0.689207 0.615078
440 2471 1.52939 1.74346 -0.307388 0.783742 0.666478
450 1844 1.59041 1.95104 -0.309703 0.860959 0.706727
460 1817 1.63233 2.1349 -0.307387 0.925942 0.741529
470 2446 1.66048 2.2946 -0.305513 0.982074 0.769107
480 1824 1.68573 2.38792 -0.296584 1.01347 0.786504
490 1816 1.70099 2.37626 -0.287972 1.01082 0.786117
500 1823 1.70122 2.32507 -0.28398 0.993424 0.775145
510 2447 1.67638 2.21491 -0.285094 0.956065 0.752678
520 1817 1.61113 2.06076 -0.287159 0.905182 0.722192
530 1841 1.51047 1.86015 -0.270957 0.829296 0.687163
540 1983 1.40439 1.63916 -0.250454 0.740877 0.646502
550 1987 1.29024 1.42365 -0.240266 0.653025 0.601735
560 1849 1.1626 1.20941 -0.241124 0.565267 0.550606
570 1818 1.02004 1.04402 -0.244375 0.49588 0.512146
580 2017 0.872107 0.914952 -0.23856 0.439253 0.483986
590 1844 0.725155 0.815208 -0.223016 0.391592 0.463105
600 1816 0.595195 0.736942 -0.207106 0.352345 0.442157
610 1817 0.49803 0.656002 -0.18682 0.310708 0.416868
620 2452 0.375039 0.594796 -0.163217 0.276767 0.397708
630 1816 0.234623 0.563652 -0.130484 0.255508 0.385547
640 2097 0.0697702 0.541779 -0.0920666 0.239309 0.378586
650 2250 -0.0500067 0.526203 -0.0533133 0.22794 0.378285
660 1854 -0.066646 0.530897 -0.0227947 0.229281 0.388261
670 1849 -0.0685909 0.547614 0.000353849 0.238141 0.400458
680 1851 -0.0383535 0.562738 0.0192412 0.246116 0.412325
690 1840 0.0300259 0.574594 0.0191135 0.251903 0.418766
