0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 
1 0 0 0 0 1 0 0 0 0 
10 0 0 0 0 6 4 0 0 0 
10 0 0 0 0 0 10 0 0 0 
10 0 0 0 0 0 5 5 0 0 
10 0 0 0 0 0 0 10 0 0 
4 6 0 0 0 0 0 6 4 0 
0 10 0 0 0 0 0 0 10 0 
0 10 0 0 0 0 0 0 10 0 
0 10 0 0 0 0 0 0 10 0 
0 10 0 0 0 0 0 0 10 0 
0 10 0 0 0 0 0 8 2 0 
7 3 0 0 0 0 7 3 0 0 
10 0 0 0 0 7 3 0 0 0 
10 0 0 0 7 3 0 0 0 0 
10 0 0 8 2 0 0 0 0 0 
10 0 7 3 0 0 0 0 0 0 
10 7 3 0 0 0 0 0 0 0 
17 3 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 4 6 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
18 2 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
12 8 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
1 19 0 0 0 0 0 0 0 0 
0 20 0 0 0 0 0 0 0 0 
0 13 7 0 0 0 0 0 0 0 
8 2 10 0 0 0 0 0 0 0 
10 0 3 7 0 0 0 0 0 0 
10 0 0 10 0 0 0 0 0 0 
10 0 0 10 0 0 0 0 0 0 
2 8 0 10 0 0 0 0 0 0 
0 10 6 4 0 0 0 0 0 0 
0 10 10 0 0 0 0 0 0 0 
0 20 0 0 0 0 0 0 0 0 
0 20 0 0 0 0 0 0 0 0 
1 19 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
17 3 0 0 0 0 0 0 0 0 
20 0 0 0 0 0 0 0 0 0 
18 2 0 0 0 0 0 0 0 0 
10 10 0 0 0 0 0 0 0 0 
6 14 0 0 0 0 0 0 0 0 
0 19 1 0 0 0 0 0 0 0 
0 10 10 0 0 0 0 0 0 0 
0 10 10 0 0 0 0 0 0 0 
0 10 10 0 0 0 0 0 0 0 
10 0 10 0 0 0 0 0 0 0 
10 0 10 0 0 0 0 0 0 0 
2 8 10 0 0 0 0 0 0 0 
0 3 9 8 0 0 0 0 0 0 
0 0 3 14 3 0 0 0 0 0 
0 0 0 2 14 4 0 0 0 0 
0 0 0 0 2 17 1 0 0 0 
0 0 0 0 0 5 15 0 0 0 
0 0 0 0 0 0 13 7 0 0 
0 0 0 0 0 0 1 11 8 0 
0 0 0 0 0 0 0 10 2 8 
0 0 0 0 0 0 0 0 10 4 
0 0 0 0 0 0 0 0 10 0 
0 0 0 0 0 0 0 6 4 0 
