t PE VE R R2
1 -0.369812 0.315237 -0.107075 0.190109
2 -0.378999 0.318389 -0.143951 0.199191
3 -0.361334 0.327713 -0.180831 0.215366
4 -0.318237 0.343265 -0.214298 0.237588
5 -0.242758 0.362695 -0.240961 0.261879
6 -0.118407 0.380211 -0.25777 0.281716
7 0.0708813 0.389179 -0.262402 0.290305
8 0.324136 0.386107 -0.254064 0.284192
9 0.615339 0.372555 -0.234241 0.265569
10 0.903092 0.354186 -0.20629 0.240772
11 1.14922 0.336289 -0.173573 0.216067
12 1.32782 0.321737 -0.137777 0.195141
13 1.41875 0.312559 -0.0990312 0.180384
14 1.39835 0.312182 -0.0567635 0.175215
15 1.24583 0.324759 -0.00950663 0.183844
16 0.969542 0.35158 0.045407 0.208234
17 0.620635 0.388724 0.110191 0.246653
18 0.267123 0.430106 0.184598 0.296194
19 -0.0376667 0.471493 0.265984 0.355029
20 -0.262219 0.510892 0.350459 0.421735
21 -0.390224 0.546715 0.433628 0.493552
22 -0.414575 0.578013 0.510906 0.565366
23 -0.335098 0.601641 0.577811 0.62988
24 -0.159129 0.61455 0.630402 0.678922
25 0.096161 0.614701 0.665839 0.70561
26 0.401983 0.602212 0.683091 0.706843
27 0.720834 0.580183 0.683597 0.685167
28 1.01652 0.55571 0.671429 0.648607
29 1.26658 0.53263 0.652427 0.607771
30 1.46769 0.516001 0.632465 0.571652
31 1.63006 0.505448 0.615967 0.545052
32 1.76598 0.499321 0.605573 0.528984
33 1.88027 0.49721 0.602719 0.522779
34 1.96638 0.498883 0.608168 0.525956
35 2.00964 0.504678 0.621881 0.53878
36 1.99633 0.515432 0.642672 0.561578
37 1.92126 0.532137 0.668381 0.593859
38 1.78612 0.555253 0.696055 0.633593
39 1.59312 0.583206 0.721246 0.675687
40 1.3454 0.610732 0.737445 0.710461
41 1.05231 0.629512 0.737389 0.725544
42 0.729782 0.631892 0.715716 0.711705
43 0.396446 0.615362 0.67076 0.667844
44 0.0719564 0.586419 0.6047 0.601302
45 -0.222973 0.550739 0.522718 0.524355
46 -0.469113 0.512296 0.431777 0.449538
47 -0.653808 0.476226 0.33924 0.385993
48 -0.774665 0.447455 0.251564 0.337944
49 -0.838788 0.425534 0.173428 0.305301
50 -0.857724 0.40922 0.107587 0.285351
51 -0.840524 0.39751 0.0553545 0.274315
52 -0.788254 0.388976 0.0172392 0.268218
53 -0.693184 0.381966 -0.00678753 0.263434
54 -0.544233 0.37507 -0.0175643 0.257383
55 -0.337436 0.368006 -0.0174174 0.249421
56 -0.086946 0.362425 -0.0109502 0.241445
57 0.171722 0.361817 -0.00524685 0.237515
58 0.393475 0.370053 -0.00812424 0.242121
59 0.544886 0.388728 -0.0238609 0.257495
60 0.62173 0.414158 -0.049586 0.280716
61 0.652678 0.437293 -0.0771717 0.303202
62 0.67838 0.448737 -0.0987862 0.315424
63 0.720872 0.444217 -0.109702 0.312354
64 0.768672 0.425677 -0.10785 0.294883
65 0.779015 0.399733 -0.0935954 0.269015
66 0.696927 0.37511 -0.070686 0.243949
67 0.489809 0.358381 -0.0461504 0.227572
68 0.170318 0.351116 -0.0276559 0.221986
69 -0.214596 0.350655 -0.0205909 0.224033
70 -0.608837 0.353225 -0.0272568 0.229423
71 -0.962931 0.356361 -0.0475862 0.23568
72 -1.23853 0.359309 -0.080219 0.242569
73 -1.40739 0.362451 -0.123557 0.251359
74 -1.4495 0.3667 -0.176459 0.264216
75 -1.35357 0.373503 -0.238083 0.283956
76 -1.12129 0.384648 -0.306994 0.313497
77 -0.772424 0.402181 -0.380817 0.35473
78 -0.343163 0.426877 -0.45699 0.407483
79 0.125542 0.455537 -0.533162 0.468945
80 0.597827 0.487365 -0.606101 0.53325
81 1.04082 0.515803 -0.670326 0.591113
82 1.42005 0.530579 -0.718285 0.630467
83 1.70269 0.525428 -0.742589 0.640279
84 1.86476 0.503145 -0.739565 0.617726
85 1.89701 0.474481 -0.712172 0.573202
86 1.80962 0.453338 -0.669806 0.526212
87 1.63244 0.449516 -0.624295 0.494125
88 1.40511 0.465293 -0.584701 0.484334
89 1.16191 0.498105 -0.554871 0.495411
90 0.923002 0.542381 -0.534886 0.522717
91 0.696879 0.596536 -0.524247 0.562347
92 0.490066 0.655163 -0.52399 0.611867
93 0.315704 0.713669 -0.536373 0.669406
94 0.193974 0.769579 -0.562903 0.732985
95 0.145756 0.81697 -0.602637 0.80028
96 0.187288 0.849903 -0.651799 0.867692
97 0.329033 0.863532 -0.704281 0.928515
98 0.571481 0.853982 -0.752352 0.971872
99 0.885721 0.819739 -0.787859 0.985837
100 1.19703 0.768678 -0.804479 0.965175
