n t PE VE R R2 BS
0 0 0.0292853 0.0830144 0.0108128 0.0457637 0.0488521
10 1851 0.296918 0.797752 0.112497 0.443185 0.479876
20 1837 0.308666 0.74329 0.112195 0.415295 0.462662
30 1834 0.344501 0.693109 0.108009 0.386067 0.445036
40 1836 0.363797 0.645715 0.0843529 0.352689 0.429281
50 1852 0.378539 0.613141 0.0508919 0.329185 0.413552
60 1849 0.415707 0.589429 0.0122378 0.314055 0.400149
70 1847 0.475174 0.587321 -0.0399487 0.314071 0.393685
80 1823 0.524297 0.606749 -0.0862823 0.32771 0.393496
90 1820 0.573337 0.625068 -0.123452 0.342218 0.392735
100 1817 0.6448 0.649779 -0.162495 0.364449 0.390477
110 1819 0.721605 0.684949 -0.199867 0.392884 0.39268
120 1838 0.793704 0.732117 -0.224744 0.425145 0.401147
130 1817 0.859407 0.792161 -0.245762 0.462895 0.419118
140 1817 0.918642 0.855553 -0.278266 0.502188 0.438809
150 1816 0.976816 0.905244 -0.314254 0.535198 0.452137
160 1818 1.03249 0.923156 -0.338445 0.547871 0.455346
170 1840 1.09538 0.922921 -0.35858 0.55258 0.451232
180 1823 1.15764 0.90904 -0.362907 0.546014 0.448116
190 1848 1.17973 0.871048 -0.3578 0.51817 0.441256
200 1816 1.16207 0.829117 -0.344968 0.488052 0.434529
210 1819 1.10874 0.794805 -0.324552 0.457142 0.432236
220 1817 1.02268 0.759342 -0.298163 0.42172 0.430869
230 1819 0.94327 0.730771 -0.267712 0.389706 0.430816
240 1819 0.867771 0.702736 -0.226459 0.357649 0.428938
250 1816 0.802568 0.677217 -0.175472 0.329084 0.429566
260 1818 0.766192 0.67426 -0.121089 0.317579 0.437953
270 1817 0.755552 0.686293 -0.0660806 0.320691 0.448556
280 1819 0.765554 0.733395 -0.0205164 0.347621 0.468666
290 1827 0.788087 0.832284 0.0174754 0.403933 0.493916
300 1833 0.831595 0.957206 0.0525278 0.471865 0.524829
310 1820 0.884956 1.08787 0.0954788 0.537613 0.558008
320 1821 0.978399 1.20842 0.139528 0.596088 0.587024
