t PE VE R R2
1 1.54106 0.381761 0.370896 0.231376
2 1.49804 0.375129 0.330493 0.212644
3 1.44002 0.365683 0.277835 0.187891
4 1.3742 0.354218 0.211767 0.159654
5 1.30506 0.342387 0.13143 0.132495
6 1.23152 0.333351 0.0366924 0.113498
7 1.14525 0.331584 -0.0711476 0.112134
8 1.03345 0.343016 -0.188605 0.138356
9 0.887995 0.373537 -0.310022 0.198564
10 0.71424 0.426273 -0.429212 0.292315
11 0.528977 0.500422 -0.542035 0.413886
12 0.349573 0.590053 -0.647279 0.556816
13 0.183411 0.691527 -0.743489 0.712803
14 0.0238048 0.792344 -0.823334 0.86086
15 -0.144754 0.865397 -0.87259 0.961153
16 -0.341914 0.883447 -0.879392 0.977897
17 -0.582205 0.846376 -0.846415 0.916274
18 -0.840359 0.781124 -0.791156 0.81908
19 -1.04591 0.712852 -0.731915 0.723718
20 -1.13919 0.650935 -0.677247 0.642045
21 -1.10444 0.598107 -0.62853 0.573212
22 -0.958838 0.560168 -0.585671 0.516002
23 -0.737216 0.533113 -0.549122 0.471156
24 -0.482935 0.516818 -0.519246 0.43935
25 -0.235816 0.509389 -0.495484 0.419171
26 -0.0177781 0.507282 -0.476676 0.407001
27 0.171057 0.506676 -0.462145 0.398787
28 0.342421 0.50493 -0.452269 0.391857
29 0.507855 0.501054 -0.448159 0.385335
30 0.673506 0.49533 -0.451043 0.379607
31 0.840746 0.488771 -0.461846 0.375757
32 1.00856 0.482749 -0.481002 0.375307
33 1.17533 0.4791 -0.508454 0.380175
34 1.33972 0.481489 -0.543841 0.392768
35 1.50082 0.487242 -0.58697 0.416392
36 1.65786 0.499993 -0.638662 0.456422
37 1.80645 0.525935 -0.701491 0.522436
38 1.92356 0.574343 -0.777697 0.627729
39 1.95062 0.650001 -0.85982 0.772981
40 1.83526 0.73374 -0.92288 0.915608
41 1.6055 0.786035 -0.941102 0.988604
42 1.33121 0.785177 -0.908783 0.965266
43 1.05886 0.737125 -0.833997 0.864477
44 0.813422 0.658358 -0.726456 0.718779
45 0.614259 0.581031 -0.595099 0.559898
46 0.478923 0.514355 -0.449566 0.415085
47 0.42082 0.461589 -0.300472 0.302869
48 0.446836 0.425155 -0.157908 0.229504
49 0.55711 0.402014 -0.0295798 0.189935
50 0.74581 0.386425 0.0800267 0.172846
51 0.999739 0.372995 0.169205 0.166235
52 1.29281 0.358606 0.238077 0.16119
53 1.57985 0.343359 0.288097 0.153898
54 1.80226 0.331921 0.322324 0.146042
55 1.91532 0.325787 0.345466 0.142381
56 1.91545 0.326608 0.362429 0.146185
57 1.8322 0.332893 0.376081 0.156694
58 1.69778 0.341639 0.386366 0.170325
59 1.5332 0.350065 0.391583 0.183117
60 1.35349 0.356266 0.390154 0.192181
61 1.17241 0.359179 0.381187 0.195905
62 1.00247 0.358524 0.364245 0.193699
63 0.854049 0.355294 0.339055 0.185766
64 0.735209 0.350282 0.305349 0.173001
65 0.651772 0.344081 0.262782 0.156978
66 0.607409 0.33793 0.210919 0.140035
67 0.603447 0.333627 0.149275 0.125397
68 0.63828 0.333359 0.0774629 0.117282
69 0.706469 0.339262 -0.00453785 0.120797
70 0.798121 0.353301 -0.0959467 0.141305
71 0.89969 0.377871 -0.19468 0.182952
72 0.996555 0.414225 -0.296991 0.246514
73 1.07526 0.461602 -0.397525 0.327594
74 1.12236 0.514563 -0.489935 0.416606
75 1.12123 0.566532 -0.567923 0.501091
76 1.05341 0.608291 -0.626473 0.569516
77 0.908348 0.632202 -0.662872 0.614688
78 0.695153 0.638787 -0.676862 0.634687
79 0.443797 0.631402 -0.669712 0.631043
80 0.191676 0.614862 -0.643075 0.606741
81 -0.0331262 0.597944 -0.598637 0.566023
82 -0.218188 0.578747 -0.538376 0.514688
83 -0.35999 0.560475 -0.464553 0.458982
84 -0.453339 0.544814 -0.379059 0.403749
85 -0.487949 0.52755 -0.282734 0.352196
86 -0.452875 0.50763 -0.175416 0.307692
87 -0.341759 0.487287 -0.056822 0.275696
88 -0.154041 0.471276 0.0722446 0.263869
89 0.107532 0.464696 0.208988 0.279747
90 0.438228 0.471542 0.34854 0.327265
91 0.823974 0.494736 0.484912 0.405036
92 1.22543 0.535733 0.612742 0.508559
93 1.57604 0.596723 0.728951 0.634026
94 1.81819 0.66871 0.832675 0.777577
95 1.94334 0.747632 0.923022 0.929694
96 1.9825 0.824056 0.997528 1.0737
97 1.97168 0.887689 1.05326 1.19162
98 1.9348 0.931384 1.08865 1.27093
99 1.88326 0.952584 1.10409 1.30725
100 1.82019 0.952615 1.10143 1.30306
