n t PE VE R R2 BS
0 0 0.249255 0.172715 0.0751146 0.0949598 0.0433295
10 2576 3.12747 1.61848 0.716263 0.875681 0.415305
20 1939 4.39252 1.42572 0.661788 0.754461 0.363003
30 2146 5.36427 1.27567 0.600198 0.657622 0.315861
40 2349 5.76605 1.1534 0.527522 0.564785 0.27696
50 2538 5.49086 1.09638 0.470544 0.509216 0.277454
60 2564 4.83136 1.07875 0.425856 0.480591 0.293347
70 1913 4.19912 1.02129 0.37803 0.424562 0.289914
80 2243 3.80119 0.941459 0.332787 0.348347 0.288269
90 2078 3.63165 0.877372 0.27266 0.284871 0.307486
100 1919 3.30393 0.837676 0.217309 0.246465 0.327672
110 1977 3.42678 0.793856 0.174885 0.206194 0.319725
120 1987 3.97613 0.774038 0.146611 0.177607 0.29782
130 1953 3.97554 0.765439 0.12463 0.163535 0.286155
140 1957 3.25978 0.774708 0.097752 0.16825 0.297538
150 1950 2.6179 0.755088 0.0627554 0.163325 0.29898
160 1975 2.45136 0.721726 0.0364432 0.14986 0.286325
170 1937 3.23017 0.678365 0.00346627 0.128605 0.256435
180 1954 4.53873 0.637454 -0.0418996 0.10633 0.223845
190 2590 5.59316 0.623306 -0.0897719 0.0993643 0.218077
200 1972 6.18781 0.647994 -0.151134 0.11919 0.236077
210 2566 6.19767 0.719726 -0.206845 0.167317 0.28601
220 2568 5.82957 0.814352 -0.246381 0.224536 0.34457
230 2311 5.295 0.921404 -0.290519 0.289052 0.386803
240 2338 4.8355 1.00041 -0.338246 0.340862 0.402641
250 2388 4.22246 1.09024 -0.414775 0.411561 0.409899
260 1939 3.78138 1.13765 -0.501256 0.470912 0.385669
270 1916 3.83232 1.19782 -0.606213 0.552834 0.339731
280 2578 3.98682 1.28952 -0.698507 0.653807 0.324809
290 2565 4.47644 1.34885 -0.752373 0.730406 0.320333
300 1948 4.80267 1.46165 -0.810065 0.848003 0.324446
310 2565 4.96451 1.60499 -0.872917 0.988445 0.322931
320 1938 4.97484 1.78497 -0.941144 1.15019 0.327566
330 2524 4.91073 1.98705 -1.0141 1.32668 0.314948
340 1928 4.85283 2.21419 -1.08022 1.52901 0.298605
350 2572 4.59625 2.49386 -1.14125 1.78513 0.28796
360 2414 4.07994 2.69968 -1.18312 1.99909 0.280056
370 2106 2.91687 2.8356 -1.21088 2.1532 0.270474
380 2521 1.46596 2.89079 -1.2228 2.22309 0.261246
390 1936 1.20537 2.87557 -1.23868 2.23523 0.248061
400 2577 0.880032 2.75296 -1.22864 2.13631 0.231679
