t PE VE R R2
1 0.218806 0.81911 0.369257 0.645432
2 -0.207711 0.921592 0.599374 0.877157
3 -0.537094 1.01524 0.775571 1.09908
4 -0.736781 1.08592 0.877025 1.23809
5 -0.73832 1.05878 0.878135 1.20149
6 -0.433534 0.910255 0.763385 0.963214
7 0.0163667 0.70255 0.541206 0.621452
8 0.546911 0.516103 0.237263 0.328411
9 1.3293 0.422336 -0.121385 0.221443
10 2.31269 0.481256 -0.503191 0.394792
11 2.96472 0.698492 -0.851138 0.821897
12 3.13201 0.938606 -1.10133 1.29103
13 3.15698 1.10921 -1.24992 1.63025
14 2.89623 1.20206 -1.32229 1.81633
15 2.14333 1.21406 -1.31027 1.81069
16 1.30492 1.1386 -1.2089 1.60513
17 0.395252 0.997156 -1.02853 1.27666
18 -0.473603 0.839712 -0.781825 0.913781
19 -0.92463 0.717365 -0.489171 0.60346
20 -0.814555 0.647545 -0.174024 0.420317
21 -0.193439 0.62793 0.138806 0.394559
22 0.716918 0.629666 0.399167 0.478978
23 1.53299 0.600963 0.545984 0.534379
24 2.00673 0.522749 0.564068 0.469993
25 2.12834 0.43441 0.477547 0.326447
26 1.95837 0.359507 0.286243 0.171041
27 1.57501 0.345516 -0.00454302 0.124785
28 0.968184 0.463273 -0.30424 0.299124
29 0.387961 0.639756 -0.516497 0.558034
30 -0.0327103 0.727082 -0.6067 0.689649
31 -0.404038 0.703485 -0.610442 0.669529
32 -0.709386 0.636636 -0.575893 0.584332
33 -0.878739 0.545878 -0.505294 0.458208
34 -0.544558 0.425313 -0.366426 0.275113
35 0.364828 0.318576 -0.129258 0.0988138
36 0.893452 0.31249 0.159124 0.0965633
37 1.04407 0.414102 0.430644 0.281388
38 1.16631 0.597106 0.68512 0.603228
39 1.12363 0.829907 0.911435 1.0033
40 0.825433 1.06646 1.09832 1.40354
41 0.471577 1.28509 1.24838 1.77051
42 0.355346 1.41566 1.33415 1.99394
43 0.400081 1.37396 1.32166 1.93948
44 0.483016 1.14356 1.20185 1.58484
45 0.582725 0.828737 0.990186 1.06783
46 0.642824 0.581922 0.715554 0.60966
47 0.637462 0.494892 0.41428 0.373083
48 0.37519 0.576013 0.107937 0.369978
49 -0.403882 0.745051 -0.183303 0.5249
50 -1.40604 0.88122 -0.416334 0.713847
51 -2.34756 0.892165 -0.54715 0.793114
52 -2.55012 0.764516 -0.556451 0.689143
53 -1.58132 0.549199 -0.436471 0.426994
54 0.050208 0.366396 -0.210524 0.167235
55 1.72503 0.304156 0.050842 0.0768233
56 2.84472 0.348108 0.283273 0.162652
57 3.12844 0.444287 0.446611 0.322602
58 2.81553 0.535636 0.541013 0.463934
59 2.1741 0.59597 0.584388 0.553229
60 1.5229 0.603524 0.578122 0.561793
61 1.15098 0.542523 0.505189 0.461393
62 0.901036 0.447657 0.347788 0.28878
63 0.524917 0.386658 0.119586 0.165071
64 0.162946 0.393303 -0.126616 0.176882
65 0.0233775 0.449027 -0.349614 0.298647
66 0.268757 0.53645 -0.534625 0.47097
67 1.22823 0.637158 -0.674774 0.640238
68 2.46684 0.730771 -0.770135 0.783593
69 2.68592 0.793134 -0.803112 0.863898
70 1.54248 0.775887 -0.752773 0.812907
71 -0.301649 0.687958 -0.638037 0.663446
72 -1.54959 0.578024 -0.492346 0.482853
73 -1.90373 0.45491 -0.31424 0.289966
74 -1.64884 0.365454 -0.119132 0.150168
75 -0.855577 0.328532 0.0791785 0.103501
76 0.192194 0.354276 0.267225 0.16512
77 1.03468 0.440753 0.40771 0.302605
78 1.00463 0.529354 0.447411 0.400042
79 -0.157557 0.545029 0.39332 0.389547
80 -1.34481 0.493718 0.300747 0.314387
81 -1.60014 0.407052 0.170296 0.206104
82 -0.916219 0.343051 -0.0207453 0.127246
83 0.152131 0.375408 -0.256642 0.183783
84 1.3386 0.484086 -0.463091 0.363527
85 2.34123 0.559229 -0.573919 0.507148
86 2.55466 0.547393 -0.549726 0.489011
87 2.28711 0.50171 -0.450071 0.392547
88 1.96949 0.455655 -0.31185 0.291444
89 1.56113 0.406764 -0.114851 0.199908
90 1.15846 0.392374 0.109053 0.185886
91 1.22311 0.428856 0.32294 0.269762
92 1.56822 0.509861 0.509387 0.424207
93 2.11252 0.606454 0.645377 0.586928
94 2.82418 0.672107 0.721002 0.695843
95 3.25152 0.696673 0.76752 0.756606
96 3.17308 0.70954 0.81843 0.811801
97 2.72564 0.713521 0.855918 0.847286
98 2.21085 0.687811 0.846691 0.811623
99 1.72559 0.62218 0.774472 0.684289
100 1.06656 0.537884 0.654821 0.513386
101 0.345432 0.465749 0.516282 0.369201
102 -0.390464 0.437682 0.354827 0.287785
103 -1.36556 0.503079 0.157952 0.305239
104 -2.5097 0.671165 -0.0586911 0.440823
105 -3.40823 0.841146 -0.241224 0.614954
106 -3.44425 0.865957 -0.315778 0.667069
107 -2.42713 0.724023 -0.256842 0.53479
108 -1.20571 0.513812 -0.0887676 0.310074
109 -0.376129 0.382083 0.0994459 0.17053
110 -0.0502498 0.360778 0.244769 0.170214
111 -0.232786 0.430911 0.416526 0.299163
112 -0.42322 0.56107 0.598552 0.514991
113 -0.279564 0.709136 0.751204 0.745355
114 0.281876 0.815293 0.857082 0.920827
115 1.10557 0.843082 0.905205 0.989554
116 2.04449 0.784416 0.88831 0.926771
117 2.89076 0.660226 0.802801 0.743357
118 3.34892 0.512765 0.651194 0.491179
119 3.24018 0.392388 0.452416 0.258712
120 2.86314 0.330383 0.224781 0.1275
121 2.3775 0.371501 -0.0115215 0.155715
122 1.4941 0.524782 -0.214752 0.325591
123 0.460721 0.715701 -0.371528 0.540165
124 -0.0187311 0.872239 -0.496667 0.734414
125 0.133542 0.940731 -0.578898 0.851754
