t PE VE R R2
1 -0.0221381 0.427549 -0.100839 0.372006
2 -0.0314043 0.422298 -0.120036 0.371354
3 -0.0349788 0.417253 -0.138279 0.371152
4 -0.0332281 0.412716 -0.154606 0.371312
5 -0.0265981 0.408841 -0.167995 0.371505
6 -0.0155674 0.405486 -0.177413 0.371183
7 -0.000557032 0.402244 -0.181856 0.369631
8 0.0181938 0.39865 -0.180403 0.366045
9 0.0407536 0.393854 -0.172258 0.359648
10 0.0675765 0.386967 -0.156802 0.349835
11 0.0994774 0.377214 -0.133641 0.336362
12 0.137475 0.364188 -0.102679 0.31955
13 0.182512 0.348096 -0.0642049 0.30045
14 0.235127 0.329902 -0.0189867 0.280873
15 0.295148 0.311276 0.0316512 0.263187
16 0.361521 0.294332 0.0858202 0.249852
17 0.432318 0.281098 0.141164 0.242779
18 0.50493 0.272855 0.195072 0.242748
19 0.576381 0.269717 0.244966 0.249123
20 0.643659 0.270789 0.288588 0.260007
21 0.70398 0.274183 0.324186 0.272736
22 0.754952 0.278588 0.350584 0.284513
23 0.794626 0.281773 0.367133 0.292954
24 0.821493 0.282458 0.373606 0.296459
25 0.834443 0.280079 0.370101 0.294437
26 0.832754 0.275679 0.356987 0.287381
27 0.816129 0.270787 0.33492 0.27684
28 0.784835 0.267058 0.304869 0.26519
29 0.739892 0.266863 0.26815 0.255198
30 0.683261 0.272409 0.22637 0.2494
31 0.617868 0.284987 0.181296 0.2495
32 0.547372 0.304434 0.13465 0.256018
33 0.475696 0.329751 0.0879155 0.268337
34 0.406488 0.358735 0.0422121 0.285067
35 0.342727 0.388946 -0.00172721 0.30452
36 0.286547 0.418088 -0.043498 0.325086
37 0.239296 0.44429 -0.0829259 0.345433
38 0.201697 0.466179 -0.119966 0.364543
39 0.174037 0.482811 -0.154622 0.38167
40 0.156327 0.493695 -0.186896 0.396266
41 0.148395 0.498681 -0.216759 0.407913
42 0.149938 0.497929 -0.244137 0.416292
43 0.160535 0.491602 -0.268919 0.42116
44 0.179639 0.48011 -0.290959 0.422354
45 0.206562 0.464157 -0.310086 0.419795
46 0.240455 0.444689 -0.326118 0.413501
47 0.280301 0.422405 -0.338875 0.403592
48 0.324919 0.398158 -0.348187 0.390301
49 0.372972 0.372872 -0.353915 0.37397
50 0.423005 0.347492 -0.355961 0.355058
51 0.473495 0.322872 -0.354291 0.334129
52 0.522917 0.29973 -0.348961 0.311849
53 0.569841 0.278647 -0.340136 0.288956
54 0.613033 0.259904 -0.328105 0.266212
55 0.651566 0.243634 -0.313264 0.244324
56 0.684901 0.229791 -0.296079 0.223859
57 0.712917 0.218241 -0.277014 0.20517
58 0.735865 0.208536 -0.256471 0.188388
59 0.75426 0.200343 -0.234753 0.17347
60 0.76874 0.193388 -0.21209 0.160295
61 0.779949 0.187486 -0.18869 0.14875
62 0.788445 0.182462 -0.164801 0.138773
63 0.794656 0.178269 -0.14075 0.130357
64 0.798856 0.174916 -0.116956 0.123517
65 0.801162 0.172356 -0.0939211 0.118251
66 0.801546 0.17058 -0.0722095 0.114512
67 0.79985 0.169562 -0.0524216 0.112191
68 0.795822 0.169215 -0.035162 0.111125
69 0.789159 0.169441 -0.0210028 0.111124
70 0.779561 0.17017 -0.0104396 0.112013
71 0.76679 0.171394 -0.00384166 0.113689
72 0.750725 0.173205 -0.00139801 0.116167
73 0.731394 0.175825 -0.00306548 0.119617
74 0.708981 0.179568 -0.00852426 0.124359
75 0.683793 0.184798 -0.0171485 0.130811
76 0.656207 0.191866 -0.0279977 0.139394
77 0.626597 0.201088 -0.0398342 0.150396
78 0.595282 0.212693 -0.05117 0.163848
79 0.56251 0.226655 -0.060345 0.179432
80 0.528498 0.242637 -0.0656336 0.196489
81 0.493501 0.26008 -0.0653731 0.214139
82 0.457916 0.278265 -0.0580987 0.231506
83 0.422362 0.296398 -0.0426688 0.248005
84 0.38773 0.313793 -0.0183631 0.263595
85 0.35519 0.330012 0.0150538 0.278926
86 0.32613 0.345115 0.0573079 0.295322
87 0.302048 0.359824 0.107622 0.314578
88 0.284387 0.375162 0.16475 0.338617
89 0.274338 0.392307 0.227023 0.369061
90 0.272638 0.411947 0.292423 0.406786
91 0.279414 0.434339 0.358667 0.451554
92 0.294108 0.459088 0.423316 0.501796
93 0.315499 0.48562 0.483897 0.554621
94 0.341804 0.512176 0.538033 0.606056
95 0.370846 0.535627 0.583546 0.651499
96 0.400219 0.553444 0.618538 0.686286
97 0.427452 0.562729 0.641404 0.706266
98 0.450141 0.561687 0.650817 0.708293
99 0.466084 0.549774 0.645679 0.690608
100 0.473456 0.527526 0.625089 0.653136
