n t PE VE R R2 BS
0 0 0.135861 0.0785836 0.0347939 0.0359229 0.0407613
10 1976 1.21515 0.818216 0.36414 0.381885 0.420357
20 1983 0.775898 0.878547 0.382448 0.420291 0.442877
30 1942 0.3823 0.899794 0.378428 0.429576 0.452704
40 1998 0.0407696 0.888131 0.36317 0.418331 0.448159
50 1944 -0.21878 0.864055 0.363052 0.406798 0.428203
60 2585 -0.278039 0.810963 0.358296 0.379627 0.407442
70 2340 -0.18896 0.753971 0.346583 0.347269 0.384844
80 1945 -0.0761607 0.679557 0.314448 0.299065 0.356579
90 2575 0.110107 0.607377 0.266255 0.248243 0.342407
100 1928 0.509746 0.560467 0.227403 0.215175 0.331061
110 1936 0.927873 0.536371 0.186834 0.194465 0.320421
120 1964 1.32726 0.543055 0.148713 0.19186 0.321181
130 1967 1.74189 0.575529 0.107726 0.202151 0.333642
140 2554 2.13698 0.61119 0.0737846 0.214837 0.349659
150 2104 2.44698 0.659678 0.0422044 0.233373 0.36849
160 2417 2.60312 0.709384 0.00502414 0.250205 0.377364
170 1948 2.75473 0.727779 -0.0352235 0.256422 0.375389
180 2558 2.87247 0.704409 -0.0620727 0.248033 0.370331
190 2582 2.99807 0.671948 -0.0647093 0.235273 0.366993
200 1954 3.0864 0.642445 -0.0567842 0.223103 0.364319
210 1939 3.16871 0.597306 -0.0508497 0.203441 0.353401
220 2061 3.20406 0.544891 -0.0590099 0.180569 0.33562
230 2437 3.13296 0.495105 -0.0622705 0.155588 0.306959
240 2576 2.96775 0.466466 -0.0738073 0.140512 0.277671
250 2449 2.8127 0.466479 -0.0918879 0.140645 0.272991
260 2086 2.72948 0.473665 -0.0915666 0.142761 0.278956
270 2556 2.64319 0.469665 -0.0725433 0.137743 0.277072
280 2565 2.54076 0.464831 -0.0547 0.133458 0.272
290 1969 2.37632 0.458612 -0.0201821 0.129486 0.271251
300 2558 2.2525 0.449511 0.0227198 0.126613 0.27021
310 2358 2.13634 0.455746 0.0674712 0.135879 0.275656
320 2135 2.0316 0.484346 0.0964685 0.158294 0.28564
330 2278 1.93639 0.506538 0.0964478 0.173299 0.300652
340 2227 1.80456 0.522996 0.0957771 0.183903 0.317079
350 2556 1.67254 0.528877 0.112788 0.188975 0.323284
360 1938 1.56426 0.543487 0.146436 0.199364 0.334033
370 2250 1.464 0.56186 0.174355 0.210094 0.35092
380 1971 1.40085 0.57146 0.178167 0.213686 0.359632
390 2011 1.39936 0.593839 0.17517 0.223385 0.372835
400 2301 1.45556 0.627932 0.161547 0.23668 0.391067
