t PE VE R R2
1 0.873593 0.77739 0.892067 1.16854
2 0.834926 0.732781 0.842981 1.0859
3 0.784838 0.67238 0.777717 0.979295
4 0.727081 0.600295 0.697076 0.856436
5 0.666108 0.529559 0.602179 0.726457
6 0.606777 0.462837 0.494472 0.599324
7 0.553994 0.401769 0.375729 0.485103
8 0.512322 0.351305 0.24803 0.393156
9 0.485577 0.316415 0.113734 0.331331
10 0.476466 0.299754 -0.0245825 0.305223
11 0.486315 0.302715 -0.164196 0.31762
12 0.514912 0.32527 -0.30232 0.368193
13 0.56051 0.36703 -0.436201 0.453494
14 0.619974 0.427621 -0.563207 0.567255
15 0.689057 0.501241 -0.680898 0.700951
16 0.762767 0.582061 -0.787093 0.84454
17 0.835785 0.659553 -0.879902 0.987304
18 0.902867 0.728476 -0.95775 1.11868
19 0.95923 0.784118 -1.01938 1.22901
20 1.00086 0.822622 -1.06385 1.31021
21 1.02478 0.841239 -1.09052 1.35628
22 1.02919 0.838502 -1.09906 1.36362
23 1.01359 0.814318 -1.08941 1.33126
24 0.9788 0.769976 -1.06181 1.26088
25 0.9269 0.708068 -1.0168 1.15672
26 0.861096 0.632324 -0.955199 1.02533
27 0.785525 0.547366 -0.878152 0.875111
28 0.704976 0.458386 -0.787098 0.715772
29 0.624549 0.370771 -0.683782 0.557653
30 0.549277 0.289694 -0.570228 0.410934
31 0.483733 0.219707 -0.448709 0.284845
32 0.43166 0.164387 -0.321689 0.186919
33 0.395679 0.129671 -0.191757 0.122387
34 0.377087 0.115367 -0.0615447 0.0937862
35 0.375799 0.120308 0.0663589 0.10083
36 0.390412 0.142997 0.189487 0.14055
37 0.418398 0.180695 0.305565 0.207682
38 0.456377 0.230977 0.412569 0.29523
39 0.500452 0.288425 0.508751 0.39514
40 0.54654 0.34805 0.592668 0.498982
41 0.590694 0.405684 0.663173 0.598602
42 0.629371 0.45752 0.719412 0.686673
43 0.659648 0.500336 0.760806 0.757136
44 0.679373 0.531874 0.787034 0.805508
45 0.687256 0.550897 0.798014 0.829069
46 0.682902 0.555526 0.79389 0.826935
47 0.666793 0.546044 0.775015 0.800022
48 0.640227 0.524058 0.741946 0.750914
49 0.605207 0.492086 0.695433 0.683647
50 0.5643 0.452006 0.636411 0.603421
51 0.520465 0.406714 0.565992 0.516245
52 0.476858 0.35935 0.485452 0.428543
53 0.436624 0.313079 0.396221 0.346733
54 0.402694 0.270971 0.299857 0.276807
55 0.377588 0.238443 0.198031 0.223943
56 0.363254 0.216365 0.0924925 0.192159
57 0.360934 0.206486 -0.0149547 0.184061
58 0.371088 0.209786 -0.122486 0.20067
59 0.393365 0.226598 -0.228285 0.241368
60 0.426627 0.25623 -0.330577 0.303944
61 0.46903 0.297183 -0.427652 0.384748
62 0.518138 0.347183 -0.517894 0.478931
63 0.571088 0.40476 -0.599803 0.58076
64 0.624766 0.465715 -0.672013 0.683983
65 0.67601 0.52603 -0.733313 0.782231
66 0.721807 0.586342 -0.782665 0.86942
67 0.759487 0.636706 -0.819219 0.940149
68 0.786902 0.674285 -0.842329 0.990049
69 0.802561 0.696969 -0.851572 1.01608
70 0.805746 0.703536 -0.846762 1.01676
71 0.796558 0.69375 -0.82796 0.99226
72 0.775922 0.668395 -0.795495 0.944428
73 0.745527 0.629235 -0.749961 0.876664
74 0.707704 0.582182 -0.692225 0.793681
75 0.66525 0.528482 -0.623419 0.701153
76 0.621212 0.470879 -0.544918 0.605273
77 0.578643 0.416732 -0.458313 0.512264
78 0.540358 0.366836 -0.365373 0.427882
79 0.508713 0.324598 -0.267986 0.356965
80 0.48543 0.291696 -0.168109 0.303081
81 0.471493 0.268461 -0.0677036 0.268302
82 0.467106 0.255347 0.0313231 0.253132
83 0.471736 0.252008 0.127169 0.256576
84 0.484209 0.257354 0.218179 0.276335
85 0.502853 0.269773 0.302878 0.309095
86 0.525667 0.288137 0.379986 0.350864
87 0.550495 0.308948 0.448432 0.397326
88 0.575192 0.330028 0.507353 0.444176
89 0.597774 0.350679 0.556087 0.487419
90 0.616531 0.368288 0.594168 0.523617
91 0.630123 0.381879 0.621316 0.550066
92 0.637638 0.38861 0.637425 0.564925
93 0.63862 0.388173 0.642557 0.567274
94 0.633074 0.380692 0.636931 0.557115
95 0.621434 0.366702 0.620918 0.535328
96 0.604525 0.347093 0.595032 0.503571
97 0.583487 0.32338 0.559928 0.464139
98 0.559693 0.298216 0.516388 0.419795
99 0.534655 0.271921 0.465318 0.373572
100 0.509917 0.248757 0.407733 0.328559
