n t PE VE R R2 BS
0 0 0.110927 0.169363 -0.0297078 0.0959452 0.0547599
10 2464 1.11632 1.67696 -0.270642 0.932654 0.558045
20 1815 1.1602 1.64194 -0.216574 0.881345 0.573932
30 1814 1.25199 1.56193 -0.14964 0.817558 0.578347
40 2442 1.3647 1.46381 -0.0688503 0.750177 0.577842
50 1814 1.45076 1.37464 0.0179496 0.686493 0.575958
60 1813 1.54752 1.30121 0.0992858 0.633911 0.567356
70 1818 1.67028 1.2613 0.168908 0.608826 0.554746
80 2168 1.77781 1.24826 0.218251 0.596176 0.542134
90 2094 1.80525 1.27159 0.26583 0.599082 0.531953
100 1835 1.77139 1.31748 0.308586 0.612012 0.52981
110 1826 1.69459 1.40517 0.345962 0.643409 0.543482
120 1822 1.62544 1.50043 0.381614 0.688678 0.564386
130 2445 1.55021 1.61544 0.401497 0.74262 0.587671
140 1817 1.47024 1.72625 0.402728 0.795489 0.611928
150 1859 1.39404 1.81996 0.397081 0.85025 0.62996
160 2451 1.40623 1.89509 0.388164 0.907961 0.639435
170 1819 1.47731 1.94224 0.381451 0.963639 0.641927
180 1818 1.51424 1.94384 0.36179 0.994351 0.635407
190 2444 1.54784 1.93145 0.347308 1.0182 0.620222
200 1862 1.61246 1.92037 0.338348 1.05411 0.591585
210 2447 1.70142 1.92029 0.324862 1.0933 0.574782
220 1815 1.85082 1.96363 0.311589 1.15325 0.577507
230 1814 1.9682 2.01069 0.309231 1.21417 0.58567
240 2443 2.03752 2.05924 0.318426 1.27882 0.599916
250 1816 2.02934 2.15239 0.336002 1.3427 0.626003
260 1815 1.98064 2.23148 0.350527 1.38681 0.646173
270 2444 1.98037 2.24384 0.343668 1.38085 0.65611
280 1815 1.97631 2.17593 0.327431 1.34047 0.650807
290 1813 1.98322 2.12169 0.319019 1.31175 0.643648
300 1838 2.01395 2.10291 0.29925 1.28984 0.644823
310 1886 1.97778 2.08997 0.276481 1.25824 0.648859
320 1887 1.8604 2.03749 0.25151 1.20314 0.645681
330 2168 1.66753 1.91389 0.213145 1.11306 0.627943
340 1954 1.47813 1.76617 0.172755 1.0158 0.600785
350 1880 1.33735 1.59805 0.138538 0.912811 0.568225
360 1825 1.16382 1.41535 0.108891 0.795852 0.537576
370 1823 0.960499 1.24768 0.0803889 0.688229 0.506012
380 1822 0.789481 1.1099 0.0449259 0.599561 0.473686
390 1820 0.691024 0.970821 0.00556322 0.512472 0.443789
400 1845 0.590062 0.823 -0.0339028 0.421205 0.415055
410 2114 0.482939 0.679724 -0.0755834 0.331958 0.387471
420 2162 0.338136 0.585732 -0.120884 0.275939 0.360448
430 1818 0.184002 0.541509 -0.152873 0.246733 0.350391
440 2446 0.0161285 0.536774 -0.177754 0.242582 0.357946
450 2507 -0.135415 0.56316 -0.195576 0.255031 0.370665
460 1850 -0.24478 0.611273 -0.209062 0.277798 0.395008
470 2310 -0.361354 0.670406 -0.215881 0.304209 0.416663
480 1961 -0.444731 0.720604 -0.213486 0.325581 0.432191
490 1826 -0.490478 0.741746 -0.212965 0.335839 0.440169
500 1819 -0.480671 0.726897 -0.213375 0.332211 0.436156
510 2450 -0.468824 0.684509 -0.207898 0.313133 0.417428
520 1816 -0.504422 0.636846 -0.195563 0.288317 0.393686
530 1822 -0.553899 0.610244 -0.186036 0.275035 0.37606
540 2322 -0.580146 0.573511 -0.179958 0.257822 0.356078
550 1822 -0.535335 0.533854 -0.181531 0.242752 0.336035
560 1826 -0.494791 0.508141 -0.183401 0.234059 0.322165
570 2445 -0.472619 0.499429 -0.179724 0.232635 0.312679
580 1817 -0.443565 0.500659 -0.177326 0.235147 0.305491
590 1830 -0.375872 0.519698 -0.183631 0.24984 0.304254
600 1817 -0.296106 0.554174 -0.186455 0.276826 0.309778
610 2445 -0.225673 0.594457 -0.173076 0.304324 0.324298
620 1816 -0.170255 0.650877 -0.172923 0.339434 0.343494
630 2446 -0.0716541 0.705485 -0.170441 0.372692 0.359737
640 1818 0.0408439 0.748616 -0.163176 0.396338 0.373527
650 1817 0.207812 0.794422 -0.153287 0.420261 0.389792
660 2123 0.400268 0.835194 -0.136782 0.439829 0.406094
670 2139 0.579098 0.870003 -0.117112 0.452619 0.423085
680 1816 0.743064 0.893407 -0.108701 0.455362 0.434292
690 2448 0.952667 0.910481 -0.108912 0.449831 0.43749
700 1817 1.1627 0.909244 -0.0933173 0.436924 0.434797
710 2446 1.36342 0.89788 -0.0696139 0.423944 0.42891
720 1816 1.50257 0.89145 -0.0533956 0.416626 0.429084
730 1816 1.57659 0.86747 -0.0315092 0.40596 0.430973
740 2129 1.6172 0.843611 0.00200459 0.39226 0.436301
750 2133 1.59705 0.821821 0.0281896 0.376415 0.441089
760 1821 1.53981 0.804265 0.0328576 0.361453 0.441558
770 1844 1.45809 0.788908 0.0348413 0.353213 0.441793
780 2446 1.36222 0.751403 0.0415506 0.33592 0.436259
790 1818 1.26309 0.707056 0.0416152 0.310962 0.423518
800 1819 1.12266 0.672218 0.0357901 0.289488 0.412395
810 2446 0.930189 0.650598 0.0274431 0.275123 0.40302
820 1816 0.752019 0.629144 0.0180774 0.261904 0.392718
830 2458 0.603439 0.610877 0.0183524 0.250612 0.385189
840 1827 0.454362 0.607762 0.0331598 0.246669 0.384364
850 1819 0.328859 0.606346 0.0528797 0.244896 0.385254
860 2446 0.263018 0.59949 0.0646075 0.242416 0.385017
870 1819 0.279553 0.593065 0.0512479 0.239692 0.385713
880 1816 0.311922 0.600618 0.0117214 0.243919 0.3981
890 1816 0.330257 0.624438 -0.0338607 0.257889 0.418048
900 2456 0.363248 0.636683 -0.0810471 0.268998 0.429101
910 1817 0.427083 0.638228 -0.127133 0.276353 0.426717
920 2202 0.469578 0.652694 -0.166112 0.289232 0.421405
930 2078 0.475889 0.683256 -0.204105 0.311224 0.421874
940 1817 0.478841 0.725727 -0.242658 0.341054 0.42951
950 2459 0.517028 0.76177 -0.284284 0.370642 0.433924
960 1830 0.615852 0.805447 -0.31654 0.402027 0.441203
970 2449 0.743415 0.860278 -0.343989 0.437691 0.449825
980 1816 0.878621 0.908913 -0.358496 0.467125 0.455873
990 2444 0.982731 0.939889 -0.36348 0.486302 0.458497
1000 1819 1.03881 0.950259 -0.348132 0.487627 0.462347
1010 1816 1.04104 0.966901 -0.311431 0.485815 0.471567
1020 1818 1.01318 1.00517 -0.279132 0.496855 0.488113
1030 1817 0.974221 1.05179 -0.251194 0.514008 0.506317
1040 2443 0.91842 1.07403 -0.233882 0.528452 0.513895
1050 1820 0.872679 1.06887 -0.226621 0.528895 0.51456
1060 1817 0.837041 1.0275 -0.223793 0.511852 0.508436
1070 2445 0.85054 0.980879 -0.22246 0.493938 0.505555
1080 1816 0.901289 0.936461 -0.212961 0.469305 0.508674
1090 2446 0.88121 0.913187 -0.201636 0.452256 0.514458
