t PE VE R R2
1 0.0265163 1.21959 -4.18936e-15 0.975659
2 0.02595 1.21686 -4.23446e-15 0.973904
3 0.0252343 1.21191 -4.26742e-15 0.970679
4 0.0265363 1.20802 -3.99507e-15 0.968431
5 0.0279718 1.20347 -4.11303e-15 0.9658
6 0.0287251 1.19703 -4.27436e-15 0.961785
7 0.0308838 1.19176 -4.25354e-15 0.958615
8 0.0342986 1.18634 -4.23273e-15 0.95523
9 0.0362023 1.18293 -4.03844e-15 0.952992
10 0.0391999 1.17761 -3.99507e-15 0.949613
11 0.041911 1.17321 -3.95517e-15 0.946903
12 0.0466716 1.17078 -4.05752e-15 0.945414
13 0.0514598 1.16659 -3.7817e-15 0.942711
14 0.0577883 1.16393 -4.00895e-15 0.941217
15 0.0639094 1.16352 -3.88578e-15 0.94124
16 0.0697355 1.16282 -3.747e-15 0.940963
17 0.0759975 1.16401 -3.78864e-15 0.941928
18 0.0807373 1.16348 -3.70884e-15 0.941784
19 0.0842994 1.16214 -3.60302e-15 0.941129
20 0.0874902 1.16097 -3.79904e-15 0.940585
21 0.0899954 1.16063 -3.97946e-15 0.940683
22 0.0939975 1.15932 -4.13905e-15 0.940298
23 0.0980576 1.15697 -4.11129e-15 0.939296
24 0.102277 1.15484 -4.34548e-15 0.938577
25 0.106971 1.15225 -4.06446e-15 0.937553
26 0.112101 1.14746 -4.48773e-15 0.935086
27 0.115691 1.14264 -4.56406e-15 0.932424
28 0.119734 1.13688 -4.56926e-15 0.928955
29 0.123289 1.13102 -4.50334e-15 0.925423
30 0.126823 1.12702 -4.66814e-15 0.923095
31 0.13183 1.1224 -4.89712e-15 0.920382
32 0.137658 1.11608 -4.91274e-15 0.916495
33 0.141217 1.10981 -4.81906e-15 0.912528
34 0.14477 1.10259 -4.8711e-15 0.90784
35 0.146607 1.09854 -5.01335e-15 0.905332
36 0.149909 1.09425 -4.98386e-15 0.902615
37 0.151749 1.08877 -4.93702e-15 0.899017
38 0.152491 1.08045 -4.87457e-15 0.893309
39 0.154074 1.07337 -4.83814e-15 0.888389
40 0.155354 1.0665 -4.69937e-15 0.883443
41 0.156836 1.06067 -4.61783e-15 0.879143
42 0.159626 1.0532 -4.50161e-15 0.873796
43 0.163133 1.04489 -4.18415e-15 0.867852
44 0.168295 1.03679 -4.27956e-15 0.862016
45 0.172674 1.02833 -4.23966e-15 0.856007
46 0.175596 1.01947 -4.17721e-15 0.849537
47 0.177129 1.00973 -3.91874e-15 0.84251
48 0.17747 0.999048 -3.86496e-15 0.834785
49 0.176829 0.987461 -3.79037e-15 0.826412
50 0.175956 0.976684 -3.59955e-15 0.81863
51 0.174546 0.965837 -3.62557e-15 0.810959
52 0.173393 0.955797 -3.59955e-15 0.80388
53 0.173082 0.945212 -3.63772e-15 0.796361
54 0.170288 0.935977 -3.43128e-15 0.789612
55 0.167996 0.926952 -3.61863e-15 0.782914
56 0.166275 0.91871 -3.43822e-15 0.776872
57 0.164035 0.910111 -3.28383e-15 0.770427
58 0.161166 0.901707 -3.21444e-15 0.764069
59 0.158888 0.894297 -3.01668e-15 0.758465
60 0.156223 0.889069 -3.15026e-15 0.754427
61 0.153075 0.884314 -2.93342e-15 0.750718
62 0.150219 0.880311 -2.99587e-15 0.747593
63 0.148355 0.876248 -2.75995e-15 0.744513
64 0.145763 0.872616 -2.96638e-15 0.741761
65 0.144201 0.867668 -2.84321e-15 0.738022
66 0.142562 0.863098 -2.98893e-15 0.734536
67 0.140183 0.857369 -3.11556e-15 0.730045
68 0.136494 0.850402 -2.97679e-15 0.724538
69 0.134432 0.844126 -3.06005e-15 0.719577
70 0.134132 0.838295 -3.0375e-15 0.714869
71 0.13338 0.833704 -3.09128e-15 0.711174
72 0.130676 0.829028 -3.13291e-15 0.707342
73 0.128989 0.823111 -3.16587e-15 0.702622
74 0.127418 0.818271 -3.11903e-15 0.698678
75 0.128117 0.813776 -3.0774e-15 0.694975
76 0.128955 0.809939 -3.27169e-15 0.691705
77 0.128664 0.806104 -3.13898e-15 0.688429
78 0.129881 0.803808 -3.13118e-15 0.686369
79 0.130731 0.800899 -3.17715e-15 0.683914
80 0.129358 0.798486 -3.32373e-15 0.681898
81 0.127178 0.795335 -3.35149e-15 0.679303
82 0.123505 0.793221 -3.43649e-15 0.677454
83 0.120276 0.789713 -3.32373e-15 0.67456
84 0.118275 0.785719 -3.5319e-15 0.671303
85 0.118278 0.782751 -3.52583e-15 0.668903
86 0.119361 0.778993 -3.64986e-15 0.665994
87 0.120296 0.776377 -3.7791e-15 0.664017
88 0.121134 0.773982 -3.88752e-15 0.662273
89 0.122938 0.77096 -4.04017e-15 0.660137
90 0.12503 0.767042 -4.26395e-15 0.657461
91 0.126134 0.763054 -4.31079e-15 0.65472
92 0.126963 0.758699 -4.50941e-15 0.651771
93 0.127437 0.754535 -4.62477e-15 0.648971
94 0.127744 0.749605 -4.92661e-15 0.645616
95 0.13031 0.744494 -4.91968e-15 0.642064
96 0.133302 0.739382 -5.21371e-15 0.638557
97 0.138328 0.735018 -5.08708e-15 0.635433
98 0.144117 0.729921 -5.42448e-15 0.631867
99 0.147457 0.724866 -5.38805e-15 0.628314
100 0.151044 0.719965 -5.58407e-15 0.62477
101 0.153388 0.715061 -5.45917e-15 0.621158
102 0.15432 0.70947 -5.67775e-15 0.617083
103 0.154315 0.704872 -5.64652e-15 0.613888
104 0.153982 0.699752 -5.54071e-15 0.61027
105 0.152179 0.694172 -5.73847e-15 0.606177
106 0.148626 0.687354 -5.7029e-15 0.601036
107 0.146569 0.680371 -5.71418e-15 0.595718
108 0.142988 0.673863 -5.70377e-15 0.590748
109 0.139712 0.665916 -5.49213e-15 0.584653
110 0.137523 0.658092 -5.52856e-15 0.578606
111 0.136816 0.650762 -5.40453e-15 0.572888
112 0.136144 0.643984 -5.29091e-15 0.567625
113 0.135964 0.636692 -5.14519e-15 0.56205
114 0.1346 0.630889 -5.10009e-15 0.557528
115 0.133221 0.62496 -5.14866e-15 0.55288
116 0.132143 0.618734 -5.06366e-15 0.548086
117 0.131327 0.612547 -5.20244e-15 0.543381
118 0.132216 0.607324 -5.07146e-15 0.539321
119 0.134111 0.602174 -5.01162e-15 0.535384
120 0.133913 0.596764 -4.98386e-15 0.531201
121 0.13591 0.591398 -4.89105e-15 0.526958
122 0.138266 0.586231 -4.85376e-15 0.522874
123 0.140332 0.580598 -4.59181e-15 0.518372
124 0.142038 0.575137 -4.60135e-15 0.514048
125 0.144784 0.569692 -4.40013e-15 0.509717
126 0.146066 0.565008 -4.28303e-15 0.505904
127 0.149142 0.559769 -4.16681e-15 0.501699
128 0.149492 0.554606 -3.95864e-15 0.497495
129 0.149015 0.549177 -3.71838e-15 0.49317
130 0.1486 0.543658 -3.35929e-15 0.488753
131 0.148655 0.538931 -3.27169e-15 0.484899
132 0.150833 0.535258 -3.05138e-15 0.481745
133 0.151022 0.532076 -2.72352e-15 0.478937
134 0.14818 0.52976 -2.39392e-15 0.476807
135 0.146613 0.527732 -2.14585e-15 0.474919
136 0.14739 0.52608 -1.95677e-15 0.473289
137 0.147021 0.524822 -1.63411e-15 0.472016
138 0.146384 0.524434 -1.48839e-15 0.47142
139 0.146042 0.5245 -1.19349e-15 0.471281
140 0.146758 0.523997 -9.64506e-16 0.470785
141 0.145907 0.522994 -7.84095e-16 0.469939
142 0.14459 0.521767 -5.27356e-16 0.468853
143 0.141775 0.521519 -3.7817e-16 0.468652
144 0.137338 0.521283 -1.37911e-16 0.46854
145 0.131955 0.521068 -1.25767e-16 0.468428
146 0.12728 0.521763 3.98986e-17 0.468965
147 0.124006 0.522656 2.29851e-16 0.469698
148 0.121443 0.523297 2.63678e-16 0.470222
149 0.119658 0.523041 4.71845e-16 0.47001
150 0.11794 0.52214 5.95878e-16 0.469361
151 0.117265 0.520037 8.29198e-16 0.467651
152 0.116352 0.518046 9.92262e-16 0.465964
153 0.115295 0.51629 1.30191e-15 0.464416
154 0.114674 0.514577 1.53436e-15 0.462966
155 0.114635 0.512464 1.72692e-15 0.461272
156 0.114462 0.510743 2.00534e-15 0.459893
157 0.115649 0.509826 2.40172e-15 0.459055
158 0.11566 0.510197 2.61683e-15 0.459158
159 0.115982 0.510692 2.92127e-15 0.459267
160 0.114485 0.511657 3.11209e-15 0.459876
161 0.112251 0.513116 3.27863e-15 0.460927
162 0.109721 0.51416 3.51108e-15 0.461605
163 0.108508 0.514035 3.7418e-15 0.461316
164 0.108667 0.513748 3.9994e-15 0.460868
165 0.109998 0.513112 4.0289e-15 0.460109
166 0.110949 0.512975 4.26569e-15 0.459774
167 0.110876 0.513065 4.34635e-15 0.459651
168 0.111124 0.512785 4.59181e-15 0.459117
169 0.111058 0.512215 4.91274e-15 0.458323
170 0.108741 0.512 5.0732e-15 0.457725
171 0.105474 0.512213 5.36723e-15 0.457471
172 0.101849 0.512999 5.63742e-15 0.457617
173 0.0996853 0.513562 5.93362e-15 0.457625
174 0.0972444 0.51397 6.2836e-15 0.457614
175 0.0953424 0.514016 6.49134e-15 0.457252
176 0.0919014 0.515303 6.84869e-15 0.457834
177 0.0879072 0.517084 7.18479e-15 0.458767
178 0.0847106 0.518009 7.51916e-15 0.459096
179 0.0809137 0.518774 7.70998e-15 0.45938
180 0.0766701 0.519874 8.01009e-15 0.459957
181 0.0726171 0.521159 8.29848e-15 0.46055
182 0.0687314 0.522726 8.51836e-15 0.46131
183 0.061911 0.524805 8.76035e-15 0.462504
184 0.0547815 0.52567 8.88525e-15 0.462856
185 0.0489526 0.527284 9.12074e-15 0.463747
186 0.0458163 0.528207 9.37835e-15 0.464094
187 0.0442489 0.529077 9.50975e-15 0.464433
188 0.0436715 0.52981 9.77083e-15 0.464618
189 0.0445678 0.530114 9.95948e-15 0.464506
190 0.0439643 0.529491 1.02355e-14 0.46392
191 0.0438616 0.52988 1.0414e-14 0.464129
192 0.0424665 0.531312 1.06005e-14 0.46518
193 0.040525 0.532035 1.08032e-14 0.46571
194 0.0392112 0.532355 1.10242e-14 0.46593
195 0.0379352 0.532835 1.11597e-14 0.466211
196 0.0381102 0.533077 1.14333e-14 0.46625
197 0.0397054 0.533009 1.17142e-14 0.466148
198 0.0413403 0.533125 1.17753e-14 0.466173
199 0.044534 0.533113 1.20954e-14 0.466085
200 0.0481246 0.533361 1.21695e-14 0.466055
201 0.0524768 0.53379 1.24408e-14 0.466166
202 0.0549197 0.534284 1.27561e-14 0.466309
203 0.0569357 0.534108 1.29615e-14 0.46589
204 0.0578597 0.533197 1.3096e-14 0.465055
205 0.0599686 0.532145 1.31985e-14 0.464162
206 0.0613832 0.532075 1.33706e-14 0.463944
