t PE VE R00
58 0.500002 0.0500034 -0.00312222
59 0.500002 0.0500035 -0.00317514
60 0.500002 0.0500036 -0.00322805
61 0.500002 0.0500037 -0.00328097
62 0.500002 0.0500038 -0.00333388
63 0.500002 0.050004 -0.0033868
64 0.500002 0.0500041 -0.00343971
65 0.500002 0.0500042 -0.00349262
66 0.500002 0.0500044 -0.00354554
67 0.500002 0.0500045 -0.00359845
68 0.500002 0.0500046 -0.00365136
69 0.500002 0.0500047 -0.00370428
70 0.500002 0.0500049 -0.00375719
71 0.500002 0.050005 -0.0038101
72 0.500002 0.0500052 -0.00386302
73 0.500002 0.0500053 -0.00391593
74 0.500003 0.0500055 -0.00396884
75 0.500003 0.0500056 -0.00402175
76 0.500003 0.0500057 -0.00407467
77 0.500003 0.0500059 -0.00412758
78 0.500003 0.050006 -0.00418049
79 0.500003 0.0500062 -0.0042334
80 0.500003 0.0500064 -0.00428631
81 0.500003 0.0500065 -0.00433922
82 0.500003 0.0500067 -0.00439213
83 0.500003 0.0500068 -0.00444504
84 0.500003 0.050007 -0.00449795
85 0.500003 0.0500072 -0.00455086
86 0.500003 0.0500073 -0.00460377
87 0.500004 0.0500075 -0.00465668
88 0.500004 0.0500077 -0.00470959
89 0.500004 0.0500079 -0.00476249
90 0.500004 0.050008 -0.0048154
91 0.500004 0.0500082 -0.00486831
92 0.500004 0.0500084 -0.00492122
93 0.500004 0.0500086 -0.00497413
94 0.500004 0.0500087 -0.00502703
95 0.500004 0.0500089 -0.00507994
96 0.500004 0.0500091 -0.00513285
97 0.500004 0.0500093 -0.00518575
98 0.500004 0.0500095 -0.00523866
99 0.500005 0.0500097 -0.00529156
100 0.500005 0.0500099 -0.00534447
101 0.500005 0.0500101 -0.00539737
102 0.500005 0.0500103 -0.00545028
103 0.500005 0.0500105 -0.00550318
104 0.500005 0.0500107 -0.00555608
105 0.500005 0.0500109 -0.00560899
106 0.500005 0.0500111 -0.00566189
107 0.500005 0.0500113 -0.00571479
108 0.500005 0.0500115 -0.0057677
109 0.500006 0.0500117 -0.0058206
110 0.500006 0.0500119 -0.0058735
111 0.500006 0.0500122 -0.0059264
112 0.500006 0.0500124 -0.0059793
113 0.500006 0.0500126 -0.0060322
114 0.500006 0.0500128 -0.0060851
115 0.500006 0.050013 -0.006138
116 0.500006 0.0500133 -0.0061909
117 0.500006 0.0500135 -0.0062438
118 0.500006 0.0500137 -0.0062967
119 0.500007 0.050014 -0.0063496
120 0.500007 0.0500142 -0.0064025
121 0.500007 0.0500144 -0.0064554
122 0.500007 0.0500147 -0.00650829
123 0.500007 0.0500149 -0.00656119
124 0.500007 0.0500152 -0.00661409
125 0.500007 0.0500154 -0.00666698
126 0.500007 0.0500156 -0.00671988
127 0.500007 0.0500159 -0.00677278
128 0.500008 0.0500161 -0.00682567
129 0.500008 0.0500164 -0.00687857
130 0.500008 0.0500166 -0.00693146
131 0.500008 0.0500169 -0.00698435
132 0.500008 0.0500172 -0.00703725
133 0.500008 0.0500174 -0.00709014
134 0.500008 0.0500177 -0.00714303
135 0.500008 0.0500179 -0.00719592
136 0.500009 0.0500182 -0.00724882
137 0.500009 0.0500185 -0.00730171
138 0.500009 0.0500187 -0.0073546
139 0.500009 0.050019 -0.00740749
140 0.500009 0.0500193 -0.00746038
141 0.500009 0.0500196 -0.00751327
142 0.500009 0.0500198 -0.00756616
143 0.500009 0.0500201 -0.00761905
144 0.50001 0.0500204 -0.00767193
145 0.50001 0.0500207 -0.00772482
146 0.50001 0.050021 -0.00777771
147 0.50001 0.0500213 -0.0078306
148 0.50001 0.0500215 -0.00788348
149 0.50001 0.0500218 -0.00793637
150 0.50001 0.0500221 -0.00798925
151 0.500011 0.0500224 -0.00804214
152 0.500011 0.0500227 -0.00809502
153 0.500011 0.050023 -0.00814791
154 0.500011 0.0500233 -0.00820079
155 0.500011 0.0500236 -0.00825367
156 0.500011 0.0500239 -0.00830656
157 0.500011 0.0500242 -0.00835944
158 0.500012 0.0500245 -0.00841232
159 0.500012 0.0500248 -0.0084652
160 0.500012 0.0500252 -0.00851808
161 0.500012 0.0500255 -0.00857096
162 0.500012 0.0500258 -0.00862384
163 0.500012 0.0500261 -0.00867672
164 0.500012 0.0500264 -0.0087296
165 0.500013 0.0500267 -0.00878248
166 0.500013 0.0500271 -0.00883536
167 0.500013 0.0500274 -0.00888823
168 0.500013 0.0500277 -0.00894111
169 0.500013 0.050028 -0.00899398
170 0.500013 0.0500284 -0.00904686
171 0.500013 0.0500287 -0.00909973
172 0.500014 0.050029 -0.00915261
173 0.500014 0.0500294 -0.00920548
174 0.500014 0.0500297 -0.00925836
175 0.500014 0.0500301 -0.00931123
176 0.500014 0.0500304 -0.0093641
177 0.500014 0.0500307 -0.00941697
178 0.500015 0.0500311 -0.00946984
179 0.500015 0.0500314 -0.00952271
180 0.500015 0.0500318 -0.00957558
181 0.500015 0.0500321 -0.00962845
182 0.500015 0.0500325 -0.00968132
183 0.500015 0.0500329 -0.00973419
184 0.500016 0.0500332 -0.00978706
185 0.500016 0.0500336 -0.00983992
186 0.500016 0.0500339 -0.00989279
187 0.500016 0.0500343 -0.00994566
188 0.500016 0.0500347 -0.00999852
189 0.500016 0.050035 -0.0100514
190 0.500017 0.0500354 -0.0101043
191 0.500017 0.0500358 -0.0101571
192 0.500017 0.0500362 -0.01021
193 0.500017 0.0500365 -0.0102628
194 0.500017 0.0500369 -0.0103157
195 0.500017 0.0500373 -0.0103686
196 0.500018 0.0500377 -0.0104214
197 0.500018 0.0500381 -0.0104743
198 0.500018 0.0500384 -0.0105271
199 0.500018 0.0500388 -0.01058
200 0.500018 0.0500392 -0.0106329
201 0.500019 0.0500396 -0.0106857
202 0.500019 0.05004 -0.0107386
203 0.500019 0.0500404 -0.0107914
204 0.500019 0.0500408 -0.0108443
205 0.500019 0.0500412 -0.0108971
206 0.500019 0.0500416 -0.01095
207 0.50002 0.050042 -0.0110028
208 0.50002 0.0500424 -0.0110557
209 0.50002 0.0500428 -0.0111086
210 0.50002 0.0500432 -0.0111614
211 0.50002 0.0500436 -0.0112143
212 0.500021 0.050044 -0.0112671
213 0.500021 0.0500445 -0.01132
214 0.500021 0.0500449 -0.0113728
215 0.500021 0.0500453 -0.0114256
216 0.500021 0.0500457 -0.0114785
217 0.500022 0.0500461 -0.0115313
218 0.500022 0.0500466 -0.0115842
219 0.500022 0.050047 -0.011637
220 0.500022 0.0500474 -0.0116899
221 0.500022 0.0500478 -0.0117427
222 0.500023 0.0500483 -0.0117956
223 0.500023 0.0500487 -0.0118484
224 0.500023 0.0500492 -0.0119013
225 0.500023 0.0500496 -0.0119541
226 0.500023 0.05005 -0.0120069
227 0.500024 0.0500505 -0.0120598
228 0.500024 0.0500509 -0.0121126
229 0.500024 0.0500514 -0.0121655
230 0.500024 0.0500518 -0.0122183
231 0.500024 0.0500523 -0.0122711
232 0.500025 0.0500527 -0.012324
233 0.500025 0.0500532 -0.0123768
234 0.500025 0.0500536 -0.0124296
235 0.500025 0.0500541 -0.0124825
236 0.500026 0.0500545 -0.0125353
237 0.500026 0.050055 -0.0125881
238 0.500026 0.0500555 -0.012641
239 0.500026 0.0500559 -0.0126938
240 0.500026 0.0500564 -0.0127466
241 0.500027 0.0500569 -0.0127995
242 0.500027 0.0500573 -0.0128523
243 0.500027 0.0500578 -0.0129051
244 0.500027 0.0500583 -0.0129579
245 0.500028 0.0500588 -0.0130108
246 0.500028 0.0500592 -0.0130636
247 0.500028 0.0500597 -0.0131164
248 0.500028 0.0500602 -0.0131692
249 0.500028 0.0500607 -0.0132221
250 0.500029 0.0500612 -0.0132749
251 0.500029 0.0500617 -0.0133277
252 0.500029 0.0500622 -0.0133805
253 0.500029 0.0500627 -0.0134333
254 0.50003 0.0500631 -0.0134862
255 0.50003 0.0500636 -0.013539
256 0.50003 0.0500641 -0.0135918
257 0.50003 0.0500646 -0.0136446
258 0.50003 0.0500651 -0.0136974
259 0.500031 0.0500656 -0.0137503
260 0.500031 0.0500662 -0.0138031
261 0.500031 0.0500667 -0.0138559
262 0.500031 0.0500672 -0.0139087
263 0.500032 0.0500677 -0.0139615
264 0.500032 0.0500682 -0.0140143
265 0.500032 0.0500687 -0.0140671
266 0.500032 0.0500692 -0.0141199
267 0.500033 0.0500698 -0.0141727
268 0.500033 0.0500703 -0.0142256
269 0.500033 0.0500708 -0.0142784
270 0.500033 0.0500713 -0.0143312
271 0.500034 0.0500719 -0.014384
272 0.500034 0.0500724 -0.0144368
273 0.500034 0.0500729 -0.0144896
274 0.500034 0.0500734 -0.0145424
275 0.500035 0.050074 -0.0145952
276 0.500035 0.0500745 -0.014648
277 0.500035 0.0500751 -0.0147008
278 0.500035 0.0500756 -0.0147536
279 0.500036 0.0500761 -0.0148064
280 0.500036 0.0500767 -0.0148592
281 0.500036 0.0500772 -0.014912
282 0.500036 0.0500778 -0.0149648
283 0.500037 0.0500783 -0.0150176
284 0.500037 0.0500789 -0.0150704
285 0.500037 0.0500794 -0.0151232
286 0.500037 0.05008 -0.0151759
287 0.500038 0.0500806 -0.0152287
288 0.500038 0.0500811 -0.0152815
289 0.500038 0.0500817 -0.0153343
290 0.500038 0.0500823 -0.0153871
291 0.500039 0.0500828 -0.0154399
292 0.500039 0.0500834 -0.0154927
293 0.500039 0.050084 -0.0155455
294 0.50004 0.0500845 -0.0155983
295 0.50004 0.0500851 -0.015651
296 0.50004 0.0500857 -0.0157038
297 0.50004 0.0500863 -0.0157566
298 0.500041 0.0500868 -0.0158094
299 0.500041 0.0500874 -0.0158622
300 0.500041 0.050088 -0.0159149
301 0.500041 0.0500886 -0.0159677
302 0.500042 0.0500892 -0.0160205
303 0.500042 0.0500898 -0.0160733
304 0.500042 0.0500904 -0.016126
305 0.500042 0.050091 -0.0161788
306 0.500043 0.0500916 -0.0162316
307 0.500043 0.0500921 -0.0162844
308 0.500043 0.0500927 -0.0163371
309 0.500044 0.0500933 -0.0163899
310 0.500044 0.050094 -0.0164427
311 0.500044 0.0500946 -0.0164955
312 0.500044 0.0500952 -0.0165482
313 0.500045 0.0500958 -0.016601
314 0.500045 0.0500964 -0.0166538
315 0.500045 0.050097 -0.0167065
316 0.500046 0.0500976 -0.0167593
317 0.500046 0.0500982 -0.016812
318 0.500046 0.0500989 -0.0168648
319 0.500046 0.0500995 -0.0169176
320 0.500047 0.0501001 -0.0169703
321 0.500047 0.0501007 -0.0170231
322 0.500047 0.0501013 -0.0170758
323 0.500048 0.050102 -0.0171286
324 0.500048 0.0501026 -0.0171814
325 0.500048 0.0501032 -0.0172341
326 0.500048 0.0501039 -0.0172869
327 0.500049 0.0501045 -0.0173396
328 0.500049 0.0501051 -0.0173924
329 0.500049 0.0501058 -0.0174451
330 0.50005 0.0501064 -0.0174979
331 0.50005 0.0501071 -0.0175506
332 0.50005 0.0501077 -0.0176034
333 0.500051 0.0501084 -0.0176561
334 0.500051 0.050109 -0.0177089
335 0.500051 0.0501097 -0.0177616
336 0.500051 0.0501103 -0.0178143
337 0.500052 0.050111 -0.0178671
338 0.500052 0.0501116 -0.0179198
339 0.500052 0.0501123 -0.0179726
340 0.500053 0.050113 -0.0180253
341 0.500053 0.0501136 -0.018078
342 0.500053 0.0501143 -0.0181308
343 0.500054 0.050115 -0.0181835
344 0.500054 0.0501156 -0.0182363
345 0.500054 0.0501163 -0.018289
346 0.500055 0.050117 -0.0183417
347 0.500055 0.0501177 -0.0183944
348 0.500055 0.0501183 -0.0184472
349 0.500056 0.050119 -0.0184999
350 0.500056 0.0501197 -0.0185526
351 0.500056 0.0501204 -0.0186054
352 0.500056 0.0501211 -0.0186581
353 0.500057 0.0501217 -0.0187108
354 0.500057 0.0501224 -0.0187635
355 0.500057 0.0501231 -0.0188163
356 0.500058 0.0501238 -0.018869
357 0.500058 0.0501245 -0.0189217
358 0.500058 0.0501252 -0.0189744
359 0.500059 0.0501259 -0.0190271
360 0.500059 0.0501266 -0.0190799
361 0.500059 0.0501273 -0.0191326
362 0.50006 0.050128 -0.0191853
363 0.50006 0.0501287 -0.019238
364 0.50006 0.0501294 -0.0192907
365 0.500061 0.0501301 -0.0193434
366 0.500061 0.0501309 -0.0193961
367 0.500061 0.0501316 -0.0194488
368 0.500062 0.0501323 -0.0195016
369 0.500062 0.050133 -0.0195543
370 0.500062 0.0501337 -0.019607
371 0.500063 0.0501344 -0.0196597
372 0.500063 0.0501352 -0.0197124
373 0.500063 0.0501359 -0.0197651
374 0.500064 0.0501366 -0.0198178
375 0.500064 0.0501373 -0.0198705
376 0.500064 0.0501381 -0.0199232
377 0.500065 0.0501388 -0.0199759
378 0.500065 0.0501395 -0.0200286
379 0.500065 0.0501403 -0.0200813
380 0.500066 0.050141 -0.020134
381 0.500066 0.0501418 -0.0201866
382 0.500066 0.0501425 -0.0202393
383 0.500067 0.0501433 -0.020292
384 0.500067 0.050144 -0.0203447
385 0.500067 0.0501448 -0.0203974
386 0.500068 0.0501455 -0.0204501
387 0.500068 0.0501463 -0.0205028
388 0.500068 0.050147 -0.0205555
389 0.500069 0.0501478 -0.0206081
390 0.500069 0.0501485 -0.0206608
391 0.50007 0.0501493 -0.0207135
392 0.50007 0.05015 -0.0207662
393 0.50007 0.0501508 -0.0208189
394 0.500071 0.0501516 -0.0208715
395 0.500071 0.0501523 -0.0209242
396 0.500071 0.0501531 -0.0209769
397 0.500072 0.0501539 -0.0210296
398 0.500072 0.0501547 -0.0210822
399 0.500072 0.0501554 -0.0211349
400 0.500073 0.0501562 -0.0211876
401 0.500073 0.050157 -0.0212402
402 0.500073 0.0501578 -0.0212929
403 0.500074 0.0501586 -0.0213456
404 0.500074 0.0501594 -0.0213982
405 0.500075 0.0501601 -0.0214509
406 0.500075 0.0501609 -0.0215036
407 0.500075 0.0501617 -0.0215562
408 0.500076 0.0501625 -0.0216089
409 0.500076 0.0501633 -0.0216615
410 0.500076 0.0501641 -0.0217142
411 0.500077 0.0501649 -0.0217669
412 0.500077 0.0501657 -0.0218195
413 0.500077 0.0501665 -0.0218722
414 0.500078 0.0501673 -0.0219248
415 0.500078 0.0501681 -0.0219775
416 0.500079 0.0501689 -0.0220301
417 0.500079 0.0501697 -0.0220828
418 0.500079 0.0501706 -0.0221354
419 0.50008 0.0501714 -0.022188
420 0.50008 0.0501722 -0.0222407
421 0.50008 0.050173 -0.0222933
422 0.500081 0.0501738 -0.022346
423 0.500081 0.0501746 -0.0223986
424 0.500082 0.0501755 -0.0224513
425 0.500082 0.0501763 -0.0225039
426 0.500082 0.0501771 -0.0225565
427 0.500083 0.050178 -0.0226092
428 0.500083 0.0501788 -0.0226618
429 0.500084 0.0501796 -0.0227144
430 0.500084 0.0501805 -0.0227671
431 0.500084 0.0501813 -0.0228197
432 0.500085 0.0501821 -0.0228723
433 0.500085 0.050183 -0.0229249
434 0.500085 0.0501838 -0.0229776
435 0.500086 0.0501847 -0.0230302
436 0.500086 0.0501855 -0.0230828
437 0.500087 0.0501864 -0.0231354
438 0.500087 0.0501872 -0.023188
439 0.500087 0.0501881 -0.0232407
440 0.500088 0.0501889 -0.0232933
441 0.500088 0.0501898 -0.0233459
442 0.500089 0.0501906 -0.0233985
443 0.500089 0.0501915 -0.0234511
444 0.500089 0.0501924 -0.0235037
445 0.50009 0.0501932 -0.0235563
446 0.50009 0.0501941 -0.023609
447 0.500091 0.050195 -0.0236616
448 0.500091 0.0501958 -0.0237142
449 0.500091 0.0501967 -0.0237668
450 0.500092 0.0501976 -0.0238194
451 0.500092 0.0501985 -0.023872
452 0.500093 0.0501993 -0.0239246
453 0.500093 0.0502002 -0.0239772
454 0.500093 0.0502011 -0.0240298
455 0.500094 0.050202 -0.0240824
456 0.500094 0.0502029 -0.024135
457 0.500095 0.0502038 -0.0241875
458 0.500095 0.0502047 -0.0242401
459 0.500095 0.0502055 -0.0242927
460 0.500096 0.0502064 -0.0243453
461 0.500096 0.0502073 -0.0243979
462 0.500097 0.0502082 -0.0244505
463 0.500097 0.0502091 -0.0245031
464 0.500098 0.05021 -0.0245557
465 0.500098 0.0502109 -0.0246082
466 0.500098 0.0502118 -0.0246608
467 0.500099 0.0502128 -0.0247134
468 0.500099 0.0502137 -0.024766
469 0.5001 0.0502146 -0.0248185
470 0.5001 0.0502155 -0.0248711
471 0.5001 0.0502164 -0.0249237
472 0.500101 0.0502173 -0.0249763
473 0.500101 0.0502182 -0.0250288
474 0.500102 0.0502192 -0.0250814
475 0.500102 0.0502201 -0.025134
476 0.500103 0.050221 -0.0251865
477 0.500103 0.0502219 -0.0252391
478 0.500103 0.0502229 -0.0252917
479 0.500104 0.0502238 -0.0253442
480 0.500104 0.0502247 -0.0253968
481 0.500105 0.0502257 -0.0254493
482 0.500105 0.0502266 -0.0255019
483 0.500106 0.0502275 -0.0255544
484 0.500106 0.0502285 -0.025607
485 0.500106 0.0502294 -0.0256595
486 0.500107 0.0502304 -0.0257121
487 0.500107 0.0502313 -0.0257646
488 0.500108 0.0502323 -0.0258172
489 0.500108 0.0502332 -0.0258697
490 0.500109 0.0502342 -0.0259223
491 0.500109 0.0502351 -0.0259748
492 0.500109 0.0502361 -0.0260274
493 0.50011 0.050237 -0.0260799
494 0.50011 0.050238 -0.0261324
495 0.500111 0.0502389 -0.026185
496 0.500111 0.0502399 -0.0262375
497 0.500112 0.0502409 -0.02629
498 0.500112 0.0502418 -0.0263426
499 0.500113 0.0502428 -0.0263951
500 0.500113 0.0502438 -0.0264476
501 0.500113 0.0502447 -0.0265002
502 0.500114 0.0502457 -0.0265527
503 0.500114 0.0502467 -0.0266052
504 0.500115 0.0502477 -0.0266577
505 0.500115 0.0502487 -0.0267102
506 0.500116 0.0502496 -0.0267628
507 0.500116 0.0502506 -0.0268153
508 0.500117 0.0502516 -0.0268678
509 0.500117 0.0502526 -0.0269203
510 0.500118 0.0502536 -0.0269728
511 0.500118 0.0502546 -0.0270253
512 0.500118 0.0502556 -0.0270778
513 0.500119 0.0502566 -0.0271304
514 0.500119 0.0502576 -0.0271829
515 0.50012 0.0502586 -0.0272354
516 0.50012 0.0502596 -0.0272879
517 0.500121 0.0502606 -0.0273404
518 0.500121 0.0502616 -0.0273929
519 0.500122 0.0502626 -0.0274454
520 0.500122 0.0502636 -0.0274979
521 0.500123 0.0502646 -0.0275504
522 0.500123 0.0502656 -0.0276028
523 0.500123 0.0502666 -0.0276553
524 0.500124 0.0502676 -0.0277078
525 0.500124 0.0502687 -0.0277603
526 0.500125 0.0502697 -0.0278128
527 0.500125 0.0502707 -0.0278653
528 0.500126 0.0502717 -0.0279178
529 0.500126 0.0502728 -0.0279702
530 0.500127 0.0502738 -0.0280227
531 0.500127 0.0502748 -0.0280752
532 0.500128 0.0502759 -0.0281277
533 0.500128 0.0502769 -0.0281802
534 0.500129 0.0502779 -0.0282326
535 0.500129 0.050279 -0.0282851
536 0.50013 0.05028 -0.0283376
537 0.50013 0.050281 -0.02839
538 0.500131 0.0502821 -0.0284425
539 0.500131 0.0502831 -0.028495
540 0.500132 0.0502842 -0.0285474
541 0.500132 0.0502852 -0.0285999
542 0.500132 0.0502863 -0.0286524
543 0.500133 0.0502873 -0.0287048
544 0.500133 0.0502884 -0.0287573
545 0.500134 0.0502894 -0.0288097
546 0.500134 0.0502905 -0.0288622
547 0.500135 0.0502916 -0.0289146
548 0.500135 0.0502926 -0.0289671
549 0.500136 0.0502937 -0.0290195
550 0.500136 0.0502948 -0.029072
551 0.500137 0.0502958 -0.0291244
552 0.500137 0.0502969 -0.0291769
553 0.500138 0.050298 -0.0292293
554 0.500138 0.050299 -0.0292817
555 0.500139 0.0503001 -0.0293342
556 0.500139 0.0503012 -0.0293866
557 0.50014 0.0503023 -0.029439
558 0.50014 0.0503034 -0.0294915
559 0.500141 0.0503044 -0.0295439
560 0.500141 0.0503055 -0.0295963
561 0.500142 0.0503066 -0.0296488
562 0.500142 0.0503077 -0.0297012
563 0.500143 0.0503088 -0.0297536
564 0.500143 0.0503099 -0.029806
565 0.500144 0.050311 -0.0298584
566 0.500144 0.0503121 -0.0299109
567 0.500145 0.0503132 -0.0299633
568 0.500145 0.0503143 -0.0300157
569 0.500146 0.0503154 -0.0300681
570 0.500146 0.0503165 -0.0301205
571 0.500147 0.0503176 -0.0301729
572 0.500147 0.0503187 -0.0302253
573 0.500148 0.0503198 -0.0302777
574 0.500148 0.0503209 -0.0303301
575 0.500149 0.050322 -0.0303825
576 0.500149 0.0503232 -0.0304349
577 0.50015 0.0503243 -0.0304873
578 0.50015 0.0503254 -0.0305397
579 0.500151 0.0503265 -0.0305921
580 0.500151 0.0503276 -0.0306445
581 0.500152 0.0503288 -0.0306969
582 0.500152 0.0503299 -0.0307493
583 0.500153 0.050331 -0.0308017
584 0.500153 0.0503322 -0.0308541
585 0.500154 0.0503333 -0.0309065
586 0.500154 0.0503344 -0.0309588
587 0.500155 0.0503356 -0.0310112
588 0.500155 0.0503367 -0.0310636
589 0.500156 0.0503378 -0.031116
590 0.500157 0.050339 -0.0311684
591 0.500157 0.0503401 -0.0312207
592 0.500158 0.0503413 -0.0312731
593 0.500158 0.0503424 -0.0313255
594 0.500159 0.0503436 -0.0313778
595 0.500159 0.0503447 -0.0314302
596 0.50016 0.0503459 -0.0314826
597 0.50016 0.050347 -0.0315349
598 0.500161 0.0503482 -0.0315873
599 0.500161 0.0503494 -0.0316396
600 0.500162 0.0503505 -0.031692
601 0.500162 0.0503517 -0.0317443
602 0.500163 0.0503529 -0.0317967
603 0.500163 0.050354 -0.0318491
604 0.500164 0.0503552 -0.0319014
605 0.500164 0.0503564 -0.0319537
606 0.500165 0.0503575 -0.0320061
607 0.500165 0.0503587 -0.0320584
608 0.500166 0.0503599 -0.0321108
609 0.500167 0.0503611 -0.0321631
610 0.500167 0.0503622 -0.0322155
611 0.500168 0.0503634 -0.0322678
612 0.500168 0.0503646 -0.0323201
613 0.500169 0.0503658 -0.0323724
614 0.500169 0.050367 -0.0324248
615 0.50017 0.0503682 -0.0324771
616 0.50017 0.0503694 -0.0325294
617 0.500171 0.0503706 -0.0325818
618 0.500171 0.0503718 -0.0326341
619 0.500172 0.050373 -0.0326864
620 0.500173 0.0503742 -0.0327387
621 0.500173 0.0503754 -0.032791
622 0.500174 0.0503766 -0.0328433
623 0.500174 0.0503778 -0.0328957
624 0.500175 0.050379 -0.032948
625 0.500175 0.0503802 -0.0330003
626 0.500176 0.0503814 -0.0330526
627 0.500176 0.0503826 -0.0331049
628 0.500177 0.0503838 -0.0331572
629 0.500177 0.050385 -0.0332095
630 0.500178 0.0503863 -0.0332618
631 0.500179 0.0503875 -0.0333141
632 0.500179 0.0503887 -0.0333664
633 0.50018 0.0503899 -0.0334187
634 0.50018 0.0503912 -0.033471
635 0.500181 0.0503924 -0.0335232
636 0.500181 0.0503936 -0.0335755
637 0.500182 0.0503948 -0.0336278
638 0.500182 0.0503961 -0.0336801
639 0.500183 0.0503973 -0.0337324
640 0.500184 0.0503986 -0.0337847
641 0.500184 0.0503998 -0.0338369
642 0.500185 0.050401 -0.0338892
643 0.500185 0.0504023 -0.0339415
644 0.500186 0.0504035 -0.0339937
645 0.500186 0.0504048 -0.034046
646 0.500187 0.050406 -0.0340983
647 0.500188 0.0504073 -0.0341505
648 0.500188 0.0504085 -0.0342028
649 0.500189 0.0504098 -0.0342551
650 0.500189 0.050411 -0.0343073
651 0.50019 0.0504123 -0.0343596
652 0.50019 0.0504136 -0.0344118
653 0.500191 0.0504148 -0.0344641
654 0.500192 0.0504161 -0.0345163
655 0.500192 0.0504173 -0.0345686
656 0.500193 0.0504186 -0.0346208
657 0.500193 0.0504199 -0.0346731
658 0.500194 0.0504212 -0.0347253
659 0.500194 0.0504224 -0.0347776
660 0.500195 0.0504237 -0.0348298
661 0.500196 0.050425 -0.034882
662 0.500196 0.0504263 -0.0349343
663 0.500197 0.0504275 -0.0349865
664 0.500197 0.0504288 -0.0350387
665 0.500198 0.0504301 -0.035091
666 0.500198 0.0504314 -0.0351432
667 0.500199 0.0504327 -0.0351954
668 0.5002 0.050434 -0.0352476
669 0.5002 0.0504353 -0.0352998
670 0.500201 0.0504366 -0.0353521
671 0.500201 0.0504379 -0.0354043
672 0.500202 0.0504392 -0.0354565
673 0.500203 0.0504405 -0.0355087
674 0.500203 0.0504418 -0.0355609
675 0.500204 0.0504431 -0.0356131
676 0.500204 0.0504444 -0.0356653
677 0.500205 0.0504457 -0.0357175
678 0.500205 0.050447 -0.0357697
679 0.500206 0.0504483 -0.0358219
680 0.500207 0.0504496 -0.0358741
681 0.500207 0.0504509 -0.0359263
682 0.500208 0.0504522 -0.0359785
683 0.500208 0.0504536 -0.0360307
684 0.500209 0.0504549 -0.0360829
685 0.50021 0.0504562 -0.0361351
686 0.50021 0.0504575 -0.0361872
687 0.500211 0.0504589 -0.0362394
688 0.500211 0.0504602 -0.0362916
689 0.500212 0.0504615 -0.0363438
690 0.500213 0.0504628 -0.036396
691 0.500213 0.0504642 -0.0364481
692 0.500214 0.0504655 -0.0365003
693 0.500214 0.0504669 -0.0365525
694 0.500215 0.0504682 -0.0366046
695 0.500216 0.0504695 -0.0366568
696 0.500216 0.0504709 -0.036709
697 0.500217 0.0504722 -0.0367611
698 0.500217 0.0504736 -0.0368133
699 0.500218 0.0504749 -0.0368654
700 0.500219 0.0504763 -0.0369176
701 0.500219 0.0504776 -0.0369697
702 0.50022 0.050479 -0.0370219
703 0.500221 0.0504803 -0.037074
704 0.500221 0.0504817 -0.0371262
705 0.500222 0.0504831 -0.0371783
706 0.500222 0.0504844 -0.0372305
707 0.500223 0.0504858 -0.0372826
