t PE VE R R2 BS
1 4.31295 1.29424 0.00712515 1.18449 0.0468628
2 5.15294 2.20902 0.01099 2.09303 0.0668343
3 6.1267 3.2734 0.0142766 3.14779 0.0846719
4 7.18268 4.42755 0.014731 4.2879 0.103017
5 8.27219 5.62887 0.0147267 5.47064 0.12157
6 9.36836 6.83112 0.0184285 6.65331 0.137063
7 10.4733 8.02038 0.0198065 7.82183 0.152327
8 11.5348 9.18111 0.0226098 8.95845 0.166291
9 12.5287 10.2866 0.0227508 10.0392 0.178073
10 13.4747 11.3532 0.0243008 11.0765 0.189601
11 14.3324 12.3348 0.0260339 12.0273 0.199685
12 15.113 13.2558 0.0289793 12.917 0.210565
13 15.8002 14.1052 0.0301579 13.7325 0.219985
14 16.4103 14.8604 0.0312923 14.4565 0.225902
15 16.9237 15.57 0.0303199 15.1262 0.23715
16 17.397 16.2091 0.0275784 15.7276 0.244853
17 17.8359 16.7578 0.0259716 16.2481 0.248715
18 18.2353 17.238 0.0232566 16.7001 0.253298
19 18.5538 17.6619 0.0185515 17.0923 0.25953
20 18.8481 18.0353 0.0130295 17.4363 0.266022
21 19.1507 18.339 0.00975954 17.7235 0.27022
22 19.4219 18.6185 0.00597155 17.9848 0.274905
23 19.6714 18.8953 0.00273048 18.2351 0.28143
24 19.8606 19.1453 0.000267632 18.4531 0.290926
25 20.0245 19.3774 -0.00399804 18.653 0.299619
26 20.1726 19.5974 -0.00689862 18.8405 0.309453
27 20.3037 19.7962 -0.00837051 19.0101 0.318023
28 20.3854 19.9559 -0.00741621 19.1431 0.327558
29 20.4494 20.084 -0.00684198 19.2415 0.33434
30 20.504 20.1659 -0.00638522 19.3012 0.338711
31 20.5448 20.2458 -0.0068407 19.3574 0.34231
32 20.544 20.316 -0.00534848 19.3915 0.350174
33 20.5165 20.384 -0.00332256 19.4216 0.358088
34 20.4963 20.4036 -0.00229199 19.4219 0.360792
35 20.4959 20.4177 -0.00154266 19.4231 0.363476
36 20.4829 20.4081 -0.00182315 19.4029 0.368205
37 20.4303 20.3879 -0.0011135 19.3608 0.3756
38 20.3473 20.3345 0.000182921 19.2896 0.380592
39 20.2346 20.2694 -0.000581839 19.2037 0.384093
40 20.0974 20.1994 -0.00176673 19.1157 0.386181
41 19.9284 20.1275 -0.0033173 19.0247 0.390784
42 19.7699 20.0506 -0.00471179 18.9379 0.391591
43 19.6315 19.981 -0.00488266 18.8626 0.389287
44 19.5966 19.9249 -0.00550422 18.8159 0.38569
45 19.5809 19.875 -0.00577054 18.7722 0.386226
46 19.5807 19.8273 -0.00338815 18.7399 0.385168
47 19.557 19.7584 0.00165494 18.6858 0.38521
48 19.5371 19.6873 0.00618763 18.6277 0.382126
49 19.5134 19.6357 0.00917193 18.5762 0.383726
50 19.5121 19.5805 0.014515 18.5295 0.38075
51 19.5264 19.5034 0.0172179 18.4593 0.379373
52 19.5139 19.4194 0.0206911 18.3842 0.379901
53 19.5051 19.3199 0.0265598 18.2956 0.379066
54 19.5078 19.2311 0.0308624 18.2171 0.380432
55 19.5285 19.1453 0.0354574 18.1419 0.379829
56 19.5122 19.0491 0.0416423 18.0564 0.378588
57 19.4654 18.9607 0.0454441 17.9647 0.380394
58 19.3966 18.8818 0.0461302 17.8752 0.38287
59 19.3071 18.8173 0.0469557 17.7966 0.385518
60 19.1898 18.7585 0.0505829 17.7137 0.391078
61 19.049 18.708 0.0525589 17.6327 0.397801
62 18.7983 18.6205 0.0524713 17.5138 0.4025
63 18.5224 18.5338 0.0533699 17.3918 0.407967
64 18.3167 18.4431 0.0535869 17.2786 0.411955
65 18.1151 18.3341 0.0529867 17.156 0.416662
66 17.9316 18.1914 0.0496163 17.0062 0.420404
67 17.7226 18.0436 0.0470815 16.8544 0.423359
68 17.5284 17.891 0.0431058 16.704 0.423033
69 17.3323 17.7528 0.038693 16.5609 0.422338
70 17.1483 17.6065 0.0330208 16.4115 0.4215
71 16.9689 17.4429 0.0302936 16.2479 0.421981
72 16.7747 17.2855 0.0282081 16.0952 0.422803
73 16.5917 17.1127 0.0316833 15.9395 0.422185
74 16.3894 16.9435 0.0334689 15.7786 0.423598
75 16.2532 16.7871 0.0357062 15.6348 0.423758
76 16.1305 16.659 0.0395805 15.5124 0.42386
77 15.9771 16.53 0.0465249 15.3872 0.42188
78 15.8207 16.4483 0.0514541 15.2955 0.425361
79 15.6579 16.3781 0.0529963 15.2176 0.428847
80 15.4978 16.3418 0.0542203 15.1556 0.435851
81 15.3612 16.2952 0.0571886 15.0819 0.442973
82 15.2599 16.2366 0.0605967 15.0013 0.448674
83 15.1397 16.1669 0.0642667 14.9139 0.452725
84 15.0789 16.0665 0.0656921 14.811 0.45483
85 15.0159 15.9523 0.0673282 14.6957 0.457497
86 14.977 15.8368 0.0700306 14.588 0.458486
87 14.9741 15.7106 0.072423 14.4778 0.456129
88 14.9816 15.6062 0.0721024 14.3779 0.45626
89 14.9361 15.5119 0.0726437 14.2755 0.458631
90 14.8557 15.393 0.0703858 14.1496 0.462178
91 14.8189 15.2732 0.0687276 14.0264 0.464426
92 14.7664 15.1589 0.0700701 13.9083 0.464207
93 14.7086 15.0415 0.0709204 13.7826 0.462853
94 14.6474 14.9091 0.0705943 13.6556 0.456946
95 14.5711 14.8 0.0701822 13.5426 0.453332
96 14.4854 14.6973 0.0700594 13.435 0.45248
97 14.3985 14.6141 0.0708989 13.3412 0.453963
98 14.3325 14.5298 0.0704606 13.2445 0.455915
99 14.2147 14.4625 0.0688629 13.1494 0.46046
100 14.0494 14.3923 0.0642399 13.05 0.466307
101 13.8554 14.3265 0.0580766 12.9584 0.474655
102 13.6697 14.2745 0.0507253 12.8755 0.483552
103 13.4914 14.2053 0.0463848 12.7817 0.49062
104 13.2807 14.1293 0.040897 12.6892 0.497023
105 13.0998 14.0465 0.0324708 12.5989 0.50291
106 12.9492 13.9619 0.0245854 12.51 0.507208
107 12.8256 13.8752 0.016883 12.431 0.507716
108 12.708 13.7939 0.00982127 12.3554 0.508493
109 12.629 13.6874 0.00548791 12.2747 0.505526
110 12.5575 13.5847 -4.88042e-05 12.2046 0.500615
111 12.4576 13.4926 -0.00493113 12.1284 0.498308
112 12.3607 13.3965 -0.00599301 12.0429 0.496996
113 12.2985 13.2809 -0.00326806 11.9407 0.493654
114 12.2264 13.1452 -0.000586737 11.8245 0.489862
115 12.1913 13.0217 0.000152048 11.7195 0.486324
116 12.1854 12.8888 0.00442253 11.6055 0.480751
117 12.1488 12.759 0.011203 11.5002 0.473196
118 12.123 12.6438 0.0173121 11.4045 0.466689
119 12.0992 12.5341 0.0217447 11.3145 0.463426
120 12.084 12.4469 0.0257571 11.2378 0.462253
121 12.0662 12.3758 0.0330941 11.1707 0.461253
122 12.041 12.2911 0.0365968 11.0933 0.460967
123 12.014 12.2135 0.0376968 11.0268 0.46187
124 12.0043 12.1486 0.0389636 10.9716 0.464101
125 11.9736 12.0896 0.0408385 10.9171 0.469258
126 11.9038 12.0156 0.0421612 10.8523 0.472135
127 11.8316 11.9661 0.0442988 10.8003 0.477065
128 11.6933 11.9162 0.0458824 10.729 0.485189
129 11.5729 11.8783 0.0528991 10.6652 0.492493
130 11.4572 11.8419 0.0589523 10.6081 0.496529
131 11.3539 11.7911 0.0646271 10.5343 0.501559
132 11.2622 11.7337 0.0701247 10.4648 0.504494
133 11.2059 11.6733 0.0760581 10.3959 0.507522
134 11.1238 11.6205 0.0808697 10.3339 0.50996
135 11.0384 11.5681 0.0858035 10.2661 0.511163
136 10.9353 11.5267 0.0885583 10.2058 0.513957
137 10.7941 11.4679 0.0906697 10.1293 0.516215
138 10.6767 11.4202 0.0900824 10.0698 0.516338
139 10.5421 11.3524 0.0854844 9.99559 0.516729
140 10.4382 11.2924 0.0820388 9.93552 0.515402
141 10.3559 11.2406 0.0796639 9.88225 0.513828
142 10.3241 11.1498 0.0795383 9.81179 0.509443
143 10.2506 11.0592 0.0811942 9.74061 0.504695
144 10.1827 10.9906 0.0845018 9.68332 0.502041
145 10.1192 10.9124 0.0874823 9.61976 0.501216
146 10.0206 10.8107 0.0896057 9.54519 0.49518
147 9.92529 10.7029 0.0920174 9.45924 0.489005
148 9.86298 10.6132 0.0916472 9.38126 0.485045
149 9.81957 10.4953 0.0936566 9.28694 0.479317
150 9.76061 10.3887 0.0952694 9.19767 0.473617
151 9.71358 10.2944 0.0998122 9.11581 0.468042
152 9.6506 10.2108 0.102414 9.0374 0.465509
153 9.59162 10.1286 0.105934 8.96131 0.463497
154 9.55268 10.0519 0.109977 8.89546 0.461781
155 9.49977 9.97279 0.113598 8.82799 0.458798
156 9.44161 9.89357 0.118649 8.7653 0.454734
157 9.36908 9.82462 0.124786 8.70709 0.451017
158 9.3401 9.76321 0.131444 8.66083 0.446322
159 9.30829 9.71484 0.138222 8.62751 0.44159
160 9.26272 9.66878 0.143905 8.59606 0.438641
161 9.2411 9.65024 0.149523 8.58555 0.439778
162 9.18453 9.62696 0.156275 8.56573 0.439546
