t PE VE R R2 BS
0 9640.32 170454 -1.32931 10857.2 34.4992
1 9672.77 171370 -1.33902 10894.3 34.5614
2 9705.16 172288 -1.34872 10931.3 34.6234
3 9737.49 173206 -1.35841 10968.2 34.6852
4 9769.77 174126 -1.36814 11005.1 34.7469
5 9801.98 175046 -1.37781 11041.9 34.8085
6 9834.13 175968 -1.38747 11078.7 34.8699
7 9866.23 176890 -1.39709 11115.4 34.9311
8 9898.26 177814 -1.40671 11152 34.9922
9 9930.22 178738 -1.41628 11188.5 35.0531
10 9962.13 179663 -1.42583 11225 35.1139
11 9993.96 180589 -1.43539 11261.5 35.1745
12 10025.7 181517 -1.4449 11297.8 35.235
13 10057.4 182445 -1.45442 11334.1 35.2953
14 10089.1 183374 -1.46392 11370.3 35.3554
15 10120.7 184303 -1.47339 11406.5 35.4154
16 10152.2 185234 -1.48283 11442.6 35.4753
17 10183.6 186165 -1.49223 11478.6 35.535
18 10215 187098 -1.50159 11514.5 35.5945
19 10246.3 188031 -1.51089 11550.4 35.6539
20 10277.5 188965 -1.52018 11586.2 35.7131
21 10308.7 189899 -1.52944 11621.9 35.7722
22 10339.8 190835 -1.53869 11657.6 35.8312
23 10370.8 191771 -1.5479 11693.1 35.89
24 10401.7 192707 -1.55708 11728.6 35.9486
25 10432.6 193645 -1.56624 11764.1 36.0071
26 10463.4 194583 -1.57542 11799.4 36.0654
27 10494.2 195522 -1.58458 11834.7 36.1236
28 10524.8 196461 -1.59373 11869.9 36.1816
29 10555.4 197402 -1.60285 11905 36.2395
30 10585.9 198343 -1.61196 11940.1 36.2972
31 10616.4 199284 -1.62104 11975 36.3548
32 10646.7 200226 -1.63008 12009.9 36.4122
33 10677 201169 -1.63909 12044.8 36.4695
34 10707.2 202112 -1.64807 12079.5 36.5266
35 10737.4 203055 -1.65705 12114.2 36.5835
36 10767.4 204000 -1.66602 12148.8 36.6403
37 10797.4 204945 -1.675 12183.3 36.697
38 10827.4 205890 -1.68394 12217.7 36.7535
39 10857.2 206835 -1.69286 12252 36.8099
40 10887 207781 -1.70176 12286.3 36.8661
41 10916.7 208728 -1.71064 12320.5 36.9221
42 10946.3 209675 -1.71951 12354.6 36.978
43 10975.8 210622 -1.72836 12388.6 37.0337
44 11005.3 211570 -1.7372 12422.6 37.0893
45 11034.7 212518 -1.74602 12456.4 37.1447
46 11063.9 213466 -1.75481 12490.2 37.2
47 11093.2 214415 -1.76358 12523.9 37.2551
48 11122.3 215364 -1.77234 12557.5 37.3101
49 11151.3 216314 -1.78106 12591 37.3649
50 11180.3 217264 -1.78977 12624.5 37.4196
51 11209.2 218214 -1.79846 12657.8 37.4742
52 11238 219164 -1.80706 12691 37.5286
53 11266.7 220114 -1.81565 12724.2 37.5828
54 11295.3 221065 -1.8242 12757.3 37.6369
55 11323.9 222016 -1.83269 12790.3 37.6908
56 11352.3 222968 -1.84118 12823.2 37.7446
57 11380.7 223919 -1.84965 12856 37.7983
58 11409 224871 -1.85809 12888.7 37.8518
59 11437.2 225823 -1.86653 12921.3 37.9052
60 11465.3 226775 -1.87496 12953.9 37.9584
61 11493.4 227727 -1.88339 12986.3 38.0115
62 11521.3 228679 -1.89178 13018.7 38.0643
63 11549.2 229631 -1.90017 13051 38.1171
64 11576.9 230583 -1.90855 13083.1 38.1697
65 11604.6 231535 -1.9169 13115.2 38.2221
66 11632.2 232488 -1.92521 13147.2 38.2744
67 11659.7 233440 -1.9335 13179.1 38.3266
68 11687.1 234392 -1.94178 13210.8 38.3786
69 11714.4 235345 -1.95002 13242.5 38.4305
70 11741.6 236297 -1.95827 13274.1 38.4822
71 11768.7 237249 -1.96649 13305.6 38.5338
72 11795.8 238201 -1.9747 13337 38.5852
73 11822.7 239153 -1.98292 13368.3 38.6365
74 11849.5 240106 -1.99112 13399.5 38.6876
75 11876.3 241058 -1.9993 13430.6 38.7386
76 11903 242010 -2.00748 13461.6 38.7894
77 11929.5 242961 -2.01566 13492.5 38.8401
78 11956 243913 -2.02384 13523.3 38.8906
79 11982.4 244864 -2.03199 13554 38.941
80 12008.6 245815 -2.04008 13584.6 38.9912
81 12034.8 246766 -2.04814 13615.1 39.0412
82 12060.9 247716 -2.05616 13645.5 39.0911
83 12086.9 248666 -2.06416 13675.8 39.1409
84 12112.8 249616 -2.07216 13706 39.1905
85 12138.6 250565 -2.08015 13736.1 39.2399
86 12164.3 251515 -2.08814 13766 39.2892
87 12189.9 252464 -2.09611 13795.9 39.3384
88 12215.4 253413 -2.10407 13825.7 39.3874
89 12240.8 254361 -2.11202 13855.4 39.4362
90 12266.1 255309 -2.11996 13884.9 39.4849
91 12291.3 256257 -2.12787 13914.4 39.5334
92 12316.4 257204 -2.13575 13943.7 39.5818
93 12341.4 258150 -2.1436 13973 39.63
94 12366.3 259097 -2.15143 14002.1 39.6781
95 12391.1 260043 -2.15927 14031.2 39.726
96 12415.8 260988 -2.16711 14060.1 39.7738
97 12440.4 261934 -2.17491 14089 39.8221
98 12464.9 262879 -2.18265 14117.7 39.8703
99 12489.3 263823 -2.19038 14146.3 39.9185
100 12513.6 264767 -2.19811 14174.8 39.9664
101 12537.8 265711 -2.20581 14203.3 40.0143
102 12562 266654 -2.21354 14231.6 40.0619
103 12586 267597 -2.22125 14259.8 40.1095
104 12609.9 268539 -2.22893 14287.8 40.1569
105 12633.7 269481 -2.23661 14315.8 40.2041
106 12657.3 270421 -2.24428 14343.7 40.2512
107 12680.9 271361 -2.25194 14371.4 40.2981
108 12704.4 272300 -2.25959 14399.1 40.3449
109 12727.8 273239 -2.26723 14426.6 40.3915
110 12751.1 274177 -2.27488 14454 40.438
111 12774.2 275115 -2.28254 14481.3 40.4844
112 12797.3 276052 -2.29021 14508.5 40.5306
