t PE VE R R2
1 2.05366 0.686032 0.415388 0.67385
2 1.7586 0.980473 0.456752 0.935655
3 1.64991 1.179 0.456755 1.0855
4 1.80656 1.21141 0.418015 1.08783
5 2.13864 1.06756 0.338941 0.943151
6 2.46618 0.801643 0.212972 0.69126
7 2.63294 0.528526 0.032093 0.42951
8 2.61351 0.359785 -0.187448 0.283556
9 2.46817 0.320773 -0.395625 0.298321
10 2.19486 0.353261 -0.545765 0.399651
11 1.69089 0.400807 -0.623532 0.4965
12 1.01277 0.445439 -0.641948 0.554236
13 0.259732 0.489066 -0.623364 0.590684
14 -0.54755 0.549103 -0.582675 0.629253
15 -1.34869 0.625441 -0.506373 0.656474
16 -2.02311 0.72338 -0.380093 0.671574
17 -2.49078 0.850992 -0.227644 0.705843
18 -2.72629 0.974453 -0.088274 0.758018
19 -2.77641 1.04222 0.013909 0.796066
20 -2.80132 1.03408 0.0700911 0.796398
21 -2.83621 0.959719 0.0748507 0.750418
22 -2.81587 0.838929 0.0277191 0.663289
23 -2.79134 0.698474 -0.0643239 0.556499
24 -2.74434 0.573525 -0.188228 0.464515
25 -2.49965 0.501405 -0.323929 0.426253
26 -1.90422 0.499891 -0.446831 0.46257
27 -0.986719 0.548044 -0.539706 0.560434
28 0.0291177 0.629036 -0.607611 0.691856
29 0.930299 0.729444 -0.658748 0.827531
30 1.64141 0.820934 -0.678098 0.92342
31 2.14502 0.867317 -0.660163 0.947561
32 2.46476 0.85064 -0.628229 0.907238
33 2.65995 0.777924 -0.613015 0.831277
34 2.76567 0.678601 -0.631787 0.755782
35 2.74992 0.593161 -0.67869 0.71277
36 2.52836 0.541108 -0.715084 0.69049
37 2.15224 0.497928 -0.691896 0.62919
38 1.79453 0.448826 -0.590363 0.509282
39 1.55573 0.414313 -0.418779 0.385367
40 1.4259 0.441562 -0.196811 0.343341
41 1.35025 0.567379 0.048046 0.443644
42 1.29952 0.770836 0.279012 0.666432
43 1.27853 0.956603 0.454996 0.896191
44 1.21982 1.02458 0.549773 1.00574
45 1.01381 0.970614 0.569882 0.97282
46 0.74827 0.852303 0.537741 0.853475
47 0.559018 0.699719 0.456052 0.678108
48 0.421117 0.535101 0.318313 0.475674
